
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
385.336,,Spot,1,Image 1,1,,1000000003,3,
219.282,,Spot,1,Image 1,1,Tracked,1000000005,5,
467.46,,Spot,1,Image 1,1,Untracked,1000000010,10,
257.735,,Spot,1,Image 1,1,Untracked,1000000011,11,
222.158,,Spot,1,Image 1,1,Untracked,1000000012,12,
353.925,,Spot,1,Image 1,1,Untracked,1000000013,13,
245.675,,Spot,1,Image 1,1,Untracked,1000000014,14,
447.467,,Spot,1,Image 1,1,Tracked,1000000016,16,
707.32,,Spot,1,Image 1,1,Untracked,1000000018,18,
578.649,,Spot,1,Image 1,1,Untracked,1000000020,20,
489.02,,Spot,1,Image 1,1,Tracked,1000000021,21,
348.758,,Spot,1,Image 1,1,Tracked,1000000022,22,
635.41,,Spot,1,Image 1,1,Tracked,1000000023,23,
857.759,,Spot,1,Image 1,1,Untracked,1000000024,24,
617.023,,Spot,1,Image 1,1,Untracked,1000000026,26,
356.321,,Spot,1,Image 1,1,Untracked,1000000027,27,
503.361,,Spot,1,Image 1,1,Untracked,1000000028,28,
591.322,,Spot,1,Image 1,1,Untracked,1000000029,29,
318.68,,Spot,1,Image 1,1,Untracked,1000000030,30,
596.549,,Spot,1,Image 1,1,Untracked,1000000031,31,
678.064,,Spot,1,Image 1,1,Untracked,1000000033,33,
897.669,,Spot,1,Image 1,1,Untracked,1000000034,34,
530.721,,Spot,1,Image 1,1,Untracked,1000000037,37,
675.694,,Spot,1,Image 1,1,Untracked,1000000038,38,
317.275,,Spot,1,Image 1,1,Tracked,1000000041,41,
411.67,,Spot,1,Image 1,1,Untracked,1000000042,42,
492.198,,Spot,1,Image 1,1,Untracked,1000000044,44,
282.238,,Spot,1,Image 1,1,Tracked,1000000045,45,
288.091,,Spot,1,Image 1,1,Tracked,1000000046,46,
600.143,,Spot,1,Image 1,1,Untracked,1000000047,47,
672.396,,Spot,1,Image 1,1,Untracked,1000000048,48,
576.458,,Spot,1,Image 1,1,Tracked,1000000051,51,
586.065,,Spot,1,Image 1,1,Tracked,1000000052,52,
421.748,,Spot,1,Image 1,1,Tracked,1000000053,53,
346.114,,Spot,1,Image 1,1,Tracked,1000000054,54,
240.638,,Spot,1,Image 1,1,Tracked,1000000056,56,
442.254,,Spot,1,Image 1,1,Untracked,1000000061,61,
607.383,,Spot,1,Image 1,1,Untracked,1000000063,63,
