
Displacement^2
 ==================== 
Displacement^2,Unit,Category,Time,Set 1,TrackID,ID,
0,um^2,Spot,1,Tracked,1000000000,0,
0,um^2,Spot,1,Tracked,1000000013,13,
0,um^2,Spot,1,Tracked,1000000026,26,
0,um^2,Spot,1,Tracked,1000000039,39,
0,um^2,Spot,1,Tracked,1000000052,52,
0,um^2,Spot,1,Tracked,1000000066,66,
0,um^2,Spot,1,Tracked,1000000080,80,
0,um^2,Spot,1,Tracked,1000000094,94,
0,um^2,Spot,1,Tracked,1000000108,108,
0,um^2,Spot,1,Tracked,1000000122,122,
0,um^2,Spot,1,Tracked,1000000135,135,
0,um^2,Spot,1,Tracked,1000000148,148,
0,um^2,Spot,1,Tracked,1000000162,162,
0,um^2,Spot,1,Tracked,1000000176,176,
0,um^2,Spot,1,Tracked,1000000190,190,
0,um^2,Spot,1,Tracked,1000000203,203,
0,um^2,Spot,1,Tracked,1000000216,216,
0,um^2,Spot,1,Tracked,1000000230,230,
0,um^2,Spot,1,Tracked,1000000244,244,
0,um^2,Spot,1,Tracked,1000000259,259,
0,um^2,Spot,1,Tracked,1000000273,273,
0,um^2,Spot,1,Tracked,1000000287,287,
0,um^2,Spot,1,Tracked,1000000302,302,
0,um^2,Spot,1,Tracked,1000000314,314,
0,um^2,Spot,1,Tracked,1000000325,325,
0,um^2,Spot,1,Tracked,1000000338,338,
0,um^2,Spot,1,Tracked,1000000358,358,
0,um^2,Spot,1,Tracked,1000000371,371,
0,um^2,Spot,1,Tracked,1000000385,385,
0,um^2,Spot,1,Tracked,1000000400,400,
0,um^2,Spot,1,Tracked,1000000414,414,
0,um^2,Spot,1,Tracked,1000000428,428,
0,um^2,Spot,1,Tracked,1000000442,442,
0,um^2,Spot,1,Tracked,1000000479,479,
0,um^2,Spot,1,Tracked,1000000493,493,
0,um^2,Spot,1,Tracked,1000000507,507,
0,um^2,Spot,1,Tracked,1000000521,521,
0,um^2,Spot,1,Tracked,1000000535,535,
0,um^2,Spot,1,Tracked,1000000549,549,
0,um^2,Spot,1,Tracked,1000000563,563,
0,um^2,Spot,1,Tracked,1000000577,577,
0,um^2,Spot,1,Tracked,1000000590,590,
0,um^2,Spot,1,Tracked,1000000604,604,
0,um^2,Spot,1,Tracked,1000000618,618,
0,um^2,Spot,1,Tracked,1000000632,632,
