
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
61,,Spot,1,Image 1,1,,1000000003,3,
75,,Spot,1,Image 1,1,Tracked,1000000005,5,
264,,Spot,1,Image 1,1,Untracked,1000000010,10,
74,,Spot,1,Image 1,1,Untracked,1000000011,11,
39,,Spot,1,Image 1,1,Untracked,1000000012,12,
119,,Spot,1,Image 1,1,Untracked,1000000013,13,
124,,Spot,1,Image 1,1,Untracked,1000000014,14,
143,,Spot,1,Image 1,1,Tracked,1000000016,16,
287,,Spot,1,Image 1,1,Untracked,1000000018,18,
88,,Spot,1,Image 1,1,Untracked,1000000020,20,
201,,Spot,1,Image 1,1,Tracked,1000000021,21,
95,,Spot,1,Image 1,1,Tracked,1000000022,22,
162,,Spot,1,Image 1,1,Tracked,1000000023,23,
315,,Spot,1,Image 1,1,Untracked,1000000024,24,
119,,Spot,1,Image 1,1,Untracked,1000000026,26,
65,,Spot,1,Image 1,1,Untracked,1000000027,27,
124,,Spot,1,Image 1,1,Untracked,1000000028,28,
174,,Spot,1,Image 1,1,Untracked,1000000029,29,
0,,Spot,1,Image 1,1,Untracked,1000000030,30,
255,,Spot,1,Image 1,1,Untracked,1000000031,31,
0,,Spot,1,Image 1,1,Untracked,1000000033,33,
301,,Spot,1,Image 1,1,Untracked,1000000034,34,
113,,Spot,1,Image 1,1,Untracked,1000000037,37,
226,,Spot,1,Image 1,1,Untracked,1000000038,38,
145,,Spot,1,Image 1,1,Tracked,1000000041,41,
87,,Spot,1,Image 1,1,Untracked,1000000042,42,
186,,Spot,1,Image 1,1,Untracked,1000000044,44,
82,,Spot,1,Image 1,1,Tracked,1000000045,45,
143,,Spot,1,Image 1,1,Tracked,1000000046,46,
253,,Spot,1,Image 1,1,Untracked,1000000047,47,
175,,Spot,1,Image 1,1,Untracked,1000000048,48,
187,,Spot,1,Image 1,1,Tracked,1000000051,51,
308,,Spot,1,Image 1,1,Tracked,1000000052,52,
74,,Spot,1,Image 1,1,Tracked,1000000053,53,
92,,Spot,1,Image 1,1,Tracked,1000000054,54,
34,,Spot,1,Image 1,1,Tracked,1000000056,56,
144,,Spot,1,Image 1,1,Untracked,1000000061,61,
107,,Spot,1,Image 1,1,Untracked,1000000063,63,
88,,Spot,1,Image 1,1,Untracked,1000000064,64,
89,,Spot,1,Image 1,1,Untracked,1000000065,65,
417,,Spot,1,Image 1,1,Untracked,1000000066,66,
0,,Spot,1,Image 1,1,Untracked,1000000067,67,
132,,Spot,1,Image 1,1,Untracked,1000000068,68,
665,,Spot,1,Image 1,1,Untracked,1000000071,71,
113,,Spot,1,Image 1,1,Untracked,1000000072,72,
314,,Spot,1,Image 1,1,,1000000073,73,
66,,Spot,1,Image 1,1,,1000000082,82,
74,,Spot,1,Image 1,1,,1000000084,84,
221,,Spot,1,Image 1,1,Untracked,1000000088,88,
54,,Spot,1,Image 1,1,Untracked,1000000089,89,
325,,Spot,1,Image 1,1,Untracked,1000000091,91,
