
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Set 1,TrackID,ID,
1280.5,511.73,3863.32,um,Spot,Position,1,,1000000003,3,
1261.87,901.214,3858.1,um,Spot,Position,1,,1000000073,73,
1307.74,489.526,3890.28,um,Spot,Position,1,,1000000082,82,
1258.21,504.206,3896.92,um,Spot,Position,1,,1000000084,84,
1281.1,871.795,3896.72,um,Spot,Position,1,,1000000172,172,
1387.98,640.922,3880.03,um,Spot,Position,1,Tracked,1000000005,5,
1263.62,758.022,3857.82,um,Spot,Position,1,Tracked,1000000016,16,
1316.35,724.502,3877.53,um,Spot,Position,1,Tracked,1000000021,21,
1352.12,715.504,3870.26,um,Spot,Position,1,Tracked,1000000022,22,
1338.53,676.658,3879.33,um,Spot,Position,1,Tracked,1000000023,23,
1295.45,800.47,3856.82,um,Spot,Position,1,Tracked,1000000041,41,
1265.79,822.857,3864.07,um,Spot,Position,1,Tracked,1000000045,45,
1317.92,851.384,3868.4,um,Spot,Position,1,Tracked,1000000046,46,
1323.11,868.33,3880.29,um,Spot,Position,1,Tracked,1000000051,51,
1359.88,869.629,3863.57,um,Spot,Position,1,Tracked,1000000052,52,
1370.2,880.173,3866.78,um,Spot,Position,1,Tracked,1000000053,53,
1426.46,801.141,3869.48,um,Spot,Position,1,Tracked,1000000054,54,
1468.84,874.187,3866.18,um,Spot,Position,1,Tracked,1000000056,56,
1307,603.482,3891.49,um,Spot,Position,1,Tracked,1000000094,94,
1330.89,608.928,3898.28,um,Spot,Position,1,Tracked,1000000102,102,
1353.68,548.083,3911.88,um,Spot,Position,1,Tracked,1000000105,105,
1261.98,662.792,3881.85,um,Spot,Position,1,Tracked,1000000124,124,
1264.13,702.814,3886.5,um,Spot,Position,1,Tracked,1000000125,125,
1282.98,718.116,3886.59,um,Spot,Position,1,Tracked,1000000126,126,
1295.3,739.4,3887.63,um,Spot,Position,1,Tracked,1000000128,128,
1287.61,645.679,3899.15,um,Spot,Position,1,Tracked,1000000130,130,
1313.34,701.351,3899.83,um,Spot,Position,1,Tracked,1000000131,131,
1400.92,661.986,3882.85,um,Spot,Position,1,Tracked,1000000133,133,
1335.48,731.268,3882.91,um,Spot,Position,1,Tracked,1000000134,134,
1331.67,698.443,3887,um,Spot,Position,1,Tracked,1000000135,135,
1383.3,687.943,3888.79,um,Spot,Position,1,Tracked,1000000137,137,
1447.9,764.729,3893.16,um,Spot,Position,1,Tracked,1000000139,139,
1334.9,667.019,3894.4,um,Spot,Position,1,Tracked,1000000140,140,
1390.68,710.662,3907.19,um,Spot,Position,1,Tracked,1000000145,145,
1446.36,790.576,3884.43,um,Spot,Position,1,Tracked,1000000178,178,
1390.5,828.236,3886.37,um,Spot,Position,1,Tracked,1000000179,179,
1458.84,772.541,3890.71,um,Spot,Position,1,Tracked,1000000191,191,
1352.15,900.5,3888.4,um,Spot,Position,1,Tracked,1000000216,216,
1365.75,902.905,3888.2,um,Spot,Position,1,Tracked,1000000217,217,
1370.94,898.61,3892.38,um,Spot,Position,1,Tracked,1000000218,218,
1260.23,759.92,3916.51,um,Spot,Position,1,Tracked,1000000262,262,
1338.17,699.276,3919.01,um,Spot,Position,1,Tracked,1000000272,272,
1475.18,786.995,3916.12,um,Spot,Position,1,Tracked,1000000309,309,
1345.36,685.898,3904.34,um,Spot,Position,1,Tracked,1000006624,6624,
1438.41,681.035,3908.34,um,Spot,Position,1,Tracked,1000006651,6651,
1486.42,822.227,3914.34,um,Spot,Position,1,Tracked,1000006677,6677,
1494.3,783.397,3890.34,um,Spot,Position,1,Tracked,1000006690,6690,
1522.23,859.965,3908.34,um,Spot,Position,1,Tracked,1000006703,6703,
1151.06,727.824,3866.64,um,Spot,Position,1,Untracked,1000000010,10,
1166.99,700.539,3867.76,um,Spot,Position,1,Untracked,1000000011,11,
1149.78,677.532,3870.03,um,Spot,Position,1,Untracked,1000000012,12,
1104.42,685.648,3870.05,um,Spot,Position,1,Untracked,1000000013,13,
1084.5,752.182,3873.91,um,Spot,Position,1,Untracked,1000000014,14,
1256.79,742.532,3868.5,um,Spot,Position,1,Untracked,1000000018,18,
1245.12,686.598,3878.95,um,Spot,Position,1,Untracked,1000000020,20,
1115.32,827.965,3852.9,um,Spot,Position,1,Untracked,1000000024,24,
1193.5,771.193,3861.72,um,Spot,Position,1,Untracked,1000000026,26,
1091.42,858.429,3861.88,um,Spot,Position,1,Untracked,1000000027,27,
1179.83,889.021,3864.89,um,Spot,Position,1,Untracked,1000000028,28,
1113.22,780.787,3870.7,um,Spot,Position,1,Untracked,1000000029,29,
1078.03,840.724,3871.05,um,Spot,Position,1,Untracked,1000000030,30,
1144.38,892.154,3870.04,um,Spot,Position,1,Untracked,1000000031,31,
1079.69,870.036,3872.5,um,Spot,Position,1,Untracked,1000000033,33,
1089.86,887.417,3875.28,um,Spot,Position,1,Untracked,1000000034,34,
1088.18,829.025,3879.12,um,Spot,Position,1,Untracked,1000000037,37,
1163.01,786.452,3880.21,um,Spot,Position,1,Untracked,1000000038,38,
1242.08,794.563,3858.36,um,Spot,Position,1,Untracked,1000000042,42,
1232.92,781.637,3864.89,um,Spot,Position,1,Untracked,1000000044,44,
1211.8,850.331,3870.29,um,Spot,Position,1,Untracked,1000000047,47,
1233.59,889.558,3871.75,um,Spot,Position,1,Untracked,1000000048,48,
1199.24,936.838,3855.07,um,Spot,Position,1,Untracked,1000000061,61,
1170.84,942.312,3862.18,um,Spot,Position,1,Untracked,1000000063,63,
