empty,,,,,,
Speed,,,,,,
 ==================== ,,,,,,
Speed,Unit,Category,Time,Set 1,TrackID,ID
7.416612,,Spot,1,Utrecked,1000000000,0
10.441944,,Spot,1,Utrecked,1000000001,1
21.793608,,Spot,1,Utrecked,1000000002,2
19.053252,,Spot,1,Utrecked,1000000003,3
23.941224,,Spot,1,Utrecked,1000000004,4
27.765792,,Spot,1,Utrecked,1000000005,5
17.88786,,Spot,1,Utrecked,1000000006,6
19.7334,,Spot,1,Utrecked,1000000007,7
22.59828,,Spot,1,Utrecked,1000000008,8
23.778216,,Spot,1,Utrecked,1000000009,9
17.278164,,Spot,1,Utrecked,1000000010,10
3.0516768,,Spot,1,Utrecked,1000000016,16
5.756112,,Spot,1,Utrecked,1000000017,17
15.028956,,Spot,1,Utrecked,1000000018,18
12.276432,,Spot,1,Utrecked,1000000019,19
17.770572,,Spot,1,Utrecked,1000000020,20
12.622752,,Spot,1,Utrecked,1000000021,21
4.10346,,Spot,1,Utrecked,1000000022,22
8.445384,,Spot,1,Utrecked,1000000023,23
9.963864,,Spot,1,Utrecked,1000000024,24
8.198028,,Spot,1,Utrecked,1000000025,25
3.4035696,,Spot,1,Utrecked,1000000027,27
4.103532,,Spot,1,Utrecked,1000000028,28
16.967304,,Spot,1,Utrecked,1000000029,29
10.148976,,Spot,1,Utrecked,1000000030,30
18.699192,,Spot,1,Utrecked,1000000031,31
17.615232,,Spot,1,Utrecked,1000000033,33
8.776656,,Spot,1,Utrecked,1000000035,35
20.989512,,Spot,1,Utrecked,1000000036,36
10.70784,,Spot,1,Utrecked,1000000037,37
25.215624,,Spot,1,Utrecked,1000000038,38
10.235232,,Spot,1,Utrecked,1000000040,40
14.25726,,Spot,1,Utrecked,1000000041,41
16.173684,,Spot,1,Utrecked,1000000042,42
18.515088,,Spot,1,Utrecked,1000000043,43
18.260028,,Spot,1,Utrecked,1000000044,44
9.85338,,Spot,1,Utrecked,1000000048,48
7.670196,,Spot,1,Utrecked,1000000059,59
7.388172,,Spot,1,Utrecked,1000000065,65
12.014676,,Spot,1,Utrecked,1000000078,78
11.260296,,Spot,1,Utrecked,1000000081,81
5.816016,,Spot,1,Utrecked,1000000083,83
2.1462372,,Spot,1,Utrecked,1000000084,84
2.535768,,Spot,1,Utrecked,1000000085,85
12.912264,,Spot,1,Utrecked,1000000086,86
7.227828,,Spot,1,Utrecked,1000000087,87
1.9311732,,Spot,1,Utrecked,1000000089,89
8.581932,,Spot,1,Utrecked,1000000090,90
18.127548,,Spot,1,Utrecked,1000000095,95
6.398424,,Spot,1,Utrecked,1000000096,96
19.381932,,Spot,1,Utrecked,1000000098,98
22.321908,,Spot,1,Utrecked,1000000099,99
20.139552,,Spot,1,Utrecked,1000000100,100
24.299892,,Spot,1,Utrecked,1000000103,103
16.154496,,Spot,1,Utrecked,1000000119,119
10.461132,,Spot,1,Utrecked,1000000134,134
13.382316,,Spot,1,Utrecked,1000000135,135
20.464776,,Spot,1,Utrecked,1000000144,144
13.600116,,Spot,1,,1000002219,2219
9.367416,,Spot,1,,1000002229,2229
45.85356,,Spot,1,,1000002240,2240
4.795488,,Spot,1,,1000002251,2251
6.17472,,Spot,1,,1000002262,2262
4.25286,,Spot,1,,1000002281,2281
9.160632,,Spot,1,,1000002292,2292
8.2836,,Spot,1,,1000002303,2303
5.287932,,Spot,1,,1000002325,2325
