
Speed
 ==================== 
Speed,Unit,Category,Time,Set 1,TrackID,ID,
42.2253,µm/h,Spot,1,Untracked,1000000002,2,
13.8601,µm/h,Spot,1,Untracked,1000000003,3,
11.9245,µm/h,Spot,1,Untracked,1000000004,4,
23.472,µm/h,Spot,1,Untracked,1000000006,6,
4.72205,µm/h,Spot,1,Untracked,1000000007,7,
22.1067,µm/h,Spot,1,Untracked,1000000008,8,
7.28604,µm/h,Spot,1,Untracked,1000000009,9,
21.7205,µm/h,Spot,1,Untracked,1000000011,11,
14.5241,µm/h,Spot,1,Untracked,1000000012,12,
11.5185,µm/h,Spot,1,Untracked,1000000013,13,
25.1826,µm/h,Spot,1,Untracked,1000000014,14,
13.315,µm/h,Spot,1,Untracked,1000000015,15,
3.99794,µm/h,Spot,1,Tracked,1000000017,17,
12.551,µm/h,Spot,1,Tracked,1000000025,25,
16.0173,µm/h,Spot,1,Untracked,1000000026,26,
10.3836,µm/h,Spot,1,Untracked,1000000027,27,
16.8817,µm/h,Spot,1,Untracked,1000000028,28,
8.28262,µm/h,Spot,1,Untracked,1000000029,29,
14.6451,µm/h,Spot,1,Untracked,1000000032,32,
17.0054,µm/h,Spot,1,Untracked,1000000033,33,
9.50143,µm/h,Spot,1,Untracked,1000000034,34,
8.33046,µm/h,Spot,1,Untracked,1000000035,35,
7.69512,µm/h,Spot,1,Untracked,1000000036,36,
16.8878,µm/h,Spot,1,Untracked,1000000037,37,
9.94321,µm/h,Spot,1,Untracked,1000000038,38,
29.5923,µm/h,Spot,1,Untracked,1000000039,39,
6.82473,µm/h,Spot,1,Tracked,1000000041,41,
9.08197,µm/h,Spot,1,Tracked,1000000043,43,
9.13713,µm/h,Spot,1,Untracked,1000000044,44,
7.99653,µm/h,Spot,1,Tracked,1000000046,46,
15.6312,µm/h,Spot,1,Tracked,1000000049,49,
15.2669,µm/h,Spot,1,Untracked,1000000050,50,
24.543,µm/h,Spot,1,Untracked,1000000051,51,
12.8019,µm/h,Spot,1,Untracked,1000000052,52,
12.8057,µm/h,Spot,1,Untracked,1000000053,53,
