
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Set 1,TrackID,ID,
1343.33,860.639,4283.55,um,Spot,Position,1,Tracked,1000020316,20316,
1310.85,856.329,4299.55,um,Spot,Position,1,Tracked,1000020324,20324,
1320.05,833.268,4293.55,um,Spot,Position,1,Tracked,1000020332,20332,
1299.54,815.562,4295.55,um,Spot,Position,1,Tracked,1000020340,20340,
1290.05,801.404,4303.55,um,Spot,Position,1,Tracked,1000020348,20348,
1317.99,805.114,4301.55,um,Spot,Position,1,Tracked,1000020356,20356,
1323.04,799.836,4297.55,um,Spot,Position,1,Tracked,1000020364,20364,
1335.49,790.583,4299.55,um,Spot,Position,1,Tracked,1000020372,20372,
1337.11,802.326,4291.55,um,Spot,Position,1,Tracked,1000020380,20380,
1342.74,835.076,4317.55,um,Spot,Position,1,Tracked,1000020395,20395,
1374.23,821.024,4303.55,um,Spot,Position,1,Tracked,1000020403,20403,
1366.9,846.917,4303.55,um,Spot,Position,1,Tracked,1000020411,20411,
1377.13,756.475,4309.55,um,Spot,Position,1,Tracked,1000020418,20418,
1390.37,781.099,4303.55,um,Spot,Position,1,Tracked,1000020426,20426,
1412.92,773.777,4291.55,um,Spot,Position,1,Tracked,1000020434,20434,
1415.68,715.523,4315.55,um,Spot,Position,1,Tracked,1000020441,20441,
1304.87,735.046,4321.55,um,Spot,Position,1,Tracked,1000020448,20448,
1359.99,821.895,4297.55,um,Spot,Position,1,Tracked,1000020464,20464,
1358.66,837.683,4315.55,um,Spot,Position,1,Tracked,1000020472,20472,
1282.27,833.025,4319.55,um,Spot,Position,1,Tracked,1000020481,20481,
1206.97,825.82,4302.37,um,Spot,Position,1,Tracked,1000020489,20489,
1255.53,821.703,4307.55,um,Spot,Position,1,Tracked,1000020497,20497,
1244.88,808.42,4319.55,um,Spot,Position,1,Tracked,1000020505,20505,
1230.73,748.264,4319.55,um,Spot,Position,1,Tracked,1000020513,20513,
1210.49,745.192,4325.55,um,Spot,Position,1,Tracked,1000020521,20521,
1202.05,772.985,4321.55,um,Spot,Position,1,Tracked,1000020529,20529,
1427.99,750.573,4307.55,um,Spot,Position,1,Tracked,1000020537,20537,
1298.37,777.086,4303.55,um,Spot,Position,1,Tracked,1000020544,20544,
1307.01,789.205,4323.55,um,Spot,Position,1,Tracked,1000020552,20552,
1423.77,935.184,4263.4,um,Spot,Position,1,Untracked,1000000112,112,
1474.13,979.175,4259.04,um,Spot,Position,1,Untracked,1000000138,138,
1469.6,741.68,4287.88,um,Spot,Position,1,Untracked,1000000178,178,
1459.84,791.468,4289.5,um,Spot,Position,1,Untracked,1000000180,180,
1483.1,801.824,4291.99,um,Spot,Position,1,Untracked,1000000182,182,
1462.44,694.876,4294.23,um,Spot,Position,1,Untracked,1000000183,183,
1477.32,782.902,4295.12,um,Spot,Position,1,Untracked,1000000187,187,
1255.5,932.725,4282.53,um,Spot,Position,1,Untracked,1000000223,223,
1240.66,892.878,4290.94,um,Spot,Position,1,Untracked,1000000230,230,
1185.87,922.755,4292.63,um,Spot,Position,1,Untracked,1000000231,231,
1217.31,907.732,4295.21,um,Spot,Position,1,Untracked,1000000232,232,
1375.17,899.938,4273.96,um,Spot,Position,1,Untracked,1000000242,242,
1360.82,907.762,4275.3,um,Spot,Position,1,Untracked,1000000243,243,
1335.32,879.851,4282.1,um,Spot,Position,1,Untracked,1000000250,250,
1351.51,885.321,4282.44,um,Spot,Position,1,Untracked,1000000251,251,
1285.43,911.755,4282.78,um,Spot,Position,1,Untracked,1000000253,253,
1297.46,911.893,4284.33,um,Spot,Position,1,Untracked,1000000254,254,
1304.53,928.321,4285.51,um,Spot,Position,1,Untracked,1000000257,257,
1290.44,881.349,4287.19,um,Spot,Position,1,Untracked,1000000258,258,
1323.94,937.037,4288.17,um,Spot,Position,1,Untracked,1000000260,260,
1383.68,894.6,4289.46,um,Spot,Position,1,Untracked,1000000261,261,
1311.35,921.337,4292.36,um,Spot,Position,1,Untracked,1000000263,263,
1320.74,877.129,4294.45,um,Spot,Position,1,Untracked,1000000265,265,
1309.81,892.835,4292.92,um,Spot,Position,1,Untracked,1000000266,266,
1338.8,901.042,4293.81,um,Spot,Position,1,Untracked,1000000268,268,
1385.25,920.691,4293.28,um,Spot,Position,1,Untracked,1000000269,269,
1341.63,932.281,4296.06,um,Spot,Position,1,Untracked,1000000274,274,
1398.28,937.979,4265.71,um,Spot,Position,1,Untracked,1000000275,275,
1422.74,914.726,4267.47,um,Spot,Position,1,Untracked,1000000277,277,
1468.06,933.504,4269.89,um,Spot,Position,1,Untracked,1000000279,279,
1432.47,938.113,4270.94,um,Spot,Position,1,Untracked,1000000281,281,
1483.1,855.34,4273.48,um,Spot,Position,1,Untracked,1000000282,282,
1432.75,839.25,4276.33,um,Spot,Position,1,Untracked,1000000284,284,
1475.77,905.303,4276.28,um,Spot,Position,1,Untracked,1000000285,285,
1443.61,878.154,4276.74,um,Spot,Position,1,Untracked,1000000287,287,
1424.57,930.856,4280.32,um,Spot,Position,1,Untracked,1000000289,289,
1447.4,851.664,4281.13,um,Spot,Position,1,Untracked,1000000292,292,
1387.9,891.264,4282.46,um,Spot,Position,1,Untracked,1000000293,293,
1395.92,907.565,4281.17,um,Spot,Position,1,Untracked,1000000294,294,
1409.9,938.398,4281.04,um,Spot,Position,1,Untracked,1000000296,296,
1469.03,826.823,4283.83,um,Spot,Position,1,Untracked,1000000297,297,
1415.08,891.727,4282.67,um,Spot,Position,1,Untracked,1000000299,299,
1408.3,879.39,4285.5,um,Spot,Position,1,Untracked,1000000302,302,
1420.98,877.731,4287.46,um,Spot,Position,1,Untracked,1000000303,303,
1405.82,885.471,4296.25,um,Spot,Position,1,Untracked,1000000309,309,
1121.23,974.132,4293.46,um,Spot,Position,1,Untracked,1000000323,323,
1064.5,980.939,4293.66,um,Spot,Position,1,Untracked,1000000324,324,
1258.41,975.941,4274.77,um,Spot,Position,1,Untracked,1000000328,328,
1141.52,980.939,4281.92,um,Spot,Position,1,Untracked,1000000330,330,
1212.98,980.939,4280.91,um,Spot,Position,1,Untracked,1000000331,331,
1231.81,952.423,4283.94,um,Spot,Position,1,Untracked,1000000332,332,
1196.58,965.996,4283.74,um,Spot,Position,1,Untracked,1000000333,333,
1255.04,944.075,4285.13,um,Spot,Position,1,Untracked,1000000335,335,
1149.35,966.375,4285.84,um,Spot,Position,1,Untracked,1000000336,336,
1231.33,966.672,4286.1,um,Spot,Position,1,Untracked,1000000337,337,
1169.03,943.444,4287.82,um,Spot,Position,1,Untracked,1000000338,338,
1240.85,973.271,4286.62,um,Spot,Position,1,Untracked,1000000340,340,
1212.33,976.006,4290.88,um,Spot,Position,1,Untracked,1000000341,341,
1249.69,944.765,4295.99,um,Spot,Position,1,Untracked,1000000343,343,
1289.38,980.018,4274.88,um,Spot,Position,1,Untracked,1000000349,349,
1273.46,980.939,4275.18,um,Spot,Position,1,Untracked,1000000350,350,
1329.18,947.979,4282.2,um,Spot,Position,1,Untracked,1000000352,352,
1267.45,956.732,4281.77,um,Spot,Position,1,Untracked,1000000353,353,
1337.01,961.034,4281.81,um,Spot,Position,1,Untracked,1000000354,354,
1277.58,950.791,4286.07,um,Spot,Position,1,Untracked,1000000356,356,
1300.61,941.033,4289.83,um,Spot,Position,1,Untracked,1000000357,357,
1366.31,952.839,4288.94,um,Spot,Position,1,Untracked,1000000358,358,
1269.62,967.942,4292.15,um,Spot,Position,1,Untracked,1000000361,361,
1305.54,977.05,4294.64,um,Spot,Position,1,Untracked,1000000364,364,
1341.7,980.939,4295,um,Spot,Position,1,Untracked,1000000366,366,
1431.22,980.939,4265.41,um,Spot,Position,1,Untracked,1000000367,367,
1410.59,957.295,4268.39,um,Spot,Position,1,Untracked,1000000368,368,
1470.35,941.847,4272.16,um,Spot,Position,1,Untracked,1000000369,369,
1470.98,957.291,4274.34,um,Spot,Position,1,Untracked,1000000370,370,
1483.1,944.862,4276.23,um,Spot,Position,1,Untracked,1000000372,372,
1443.47,966.184,4276.24,um,Spot,Position,1,Untracked,1000000373,373,
1404.28,974.302,4280.88,um,Spot,Position,1,Untracked,1000000375,375,
