empty,,,,,,
Speed,,,,,,
 ==================== ,,,,,,
Speed,Unit,Category,Time,Set 1,TrackID,ID
25.046964,,Spot,1,Untracked,1000000050,50
27.494388,,Spot,1,Untracked,1000000051,51
19.589868,,Spot,1,Untracked,1000000053,53
14.82444,,Spot,1,Untracked,1000000092,92
20.289564,,Spot,1,Untracked,1000000093,93
24.598368,,Spot,1,Untracked,1000000094,94
14.1066,,Spot,1,Untracked,1000000095,95
29.159676,,Spot,1,Untracked,1000000097,97
25.576164,,Spot,1,Untracked,1000000117,117
25.5078,,Spot,1,Untracked,1000000136,136
7.995456,,Spot,1,Untracked,1000000139,139
27.663984,,Spot,1,Untracked,1000000140,140
19.07406,,Spot,1,Untracked,1000000142,142
10.201464,,Spot,1,Untracked,1000000143,143
21.11112,,Spot,1,Untracked,1000000145,145
8.633052,,Spot,1,Untracked,1000000147,147
21.23118,,Spot,1,Untracked,1000000149,149
13.981716,,Spot,1,Untracked,1000000150,150
13.898592,,Spot,1,Untracked,1000000151,151
20.137356,,Spot,1,Untracked,1000000153,153
9.07668,,Spot,1,Untracked,1000000154,154
27.757512,,Spot,1,Untracked,1000000156,156
21.232944,,Spot,1,Untracked,1000000157,157
18.436176,,Spot,1,Untracked,1000000159,159
27.927144,,Spot,1,Untracked,1000000160,160
18.264204,,Spot,1,Untracked,1000000161,161
18.333936,,Spot,1,Untracked,1000000162,162
27.280476,,Spot,1,Untracked,1000000165,165
21.70638,,Spot,1,Untracked,1000000166,166
20.553516,,Spot,1,Untracked,1000000167,167
20.741292,,Spot,1,Untracked,1000000168,168
26.638812,,Spot,1,Untracked,1000000169,169
29.890944,,Spot,1,Untracked,1000000170,170
21.17592,,Spot,1,Untracked,1000000171,171
25.908912,,Spot,1,Untracked,1000000172,172
26.859708,,Spot,1,Untracked,1000000173,173
31.360788,,Spot,1,Untracked,1000000175,175
20.518452,,Spot,1,Untracked,1000000176,176
18.726012,,Spot,1,Untracked,1000000178,178
28.123524,,Spot,1,Untracked,1000000188,188
16.675596,,Spot,1,Untracked,1000000189,189
29.310912,,Spot,1,Untracked,1000000192,192
26.468244,,Spot,1,Untracked,1000000193,193
12.117312,,Spot,1,Untracked,1000000197,197
16.161264,,Spot,1,Untracked,1000000198,198
15.645276,,Spot,1,Untracked,1000000216,216
20.059668,,Spot,1,Untracked,1000000232,232
15.708384,,Spot,1,Untracked,1000000252,252
30.449736,,Spot,1,Untracked,1000000255,255
17.151264,,Spot,1,Untracked,1000000257,257
23.538564,,Spot,1,Untracked,1000000258,258
22.960224,,Spot,1,Untracked,1000000261,261
17.038656,,Spot,1,Untracked,1000000262,262
24.244596,,Spot,1,Untracked,1000000263,263
27.559044,,Spot,1,Untracked,1000000265,265
21.692124,,Spot,1,Untracked,1000000269,269
33.503112,,Spot,1,Untracked,1000000271,271
27.245736,,Spot,1,Untracked,1000000272,272
29.08116,,Spot,1,Untracked,1000000273,273
