
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
123,,Spot,4,Image 1,1,,1000000003,3,
102,,Spot,4,Image 1,1,Tracked,1000000005,5,
188,,Spot,4,Image 1,1,Untracked,1000000010,10,
196,,Spot,4,Image 1,1,Untracked,1000000011,11,
138,,Spot,4,Image 1,1,Untracked,1000000012,12,
139,,Spot,4,Image 1,1,Untracked,1000000013,13,
104,,Spot,4,Image 1,1,Untracked,1000000014,14,
188,,Spot,4,Image 1,1,Tracked,1000000016,16,
216,,Spot,4,Image 1,1,Untracked,1000000018,18,
195,,Spot,4,Image 1,1,Untracked,1000000020,20,
147,,Spot,4,Image 1,1,Tracked,1000000021,21,
131,,Spot,4,Image 1,1,Tracked,1000000022,22,
158,,Spot,4,Image 1,1,Tracked,1000000023,23,
224,,Spot,4,Image 1,1,Untracked,1000000024,24,
191,,Spot,4,Image 1,1,Untracked,1000000026,26,
221,,Spot,4,Image 1,1,Untracked,1000000027,27,
247,,Spot,4,Image 1,1,Untracked,1000000028,28,
168,,Spot,4,Image 1,1,Untracked,1000000029,29,
0,,Spot,4,Image 1,1,Untracked,1000000030,30,
245,,Spot,4,Image 1,1,Untracked,1000000031,31,
0,,Spot,4,Image 1,1,Untracked,1000000033,33,
325,,Spot,4,Image 1,1,Untracked,1000000034,34,
177,,Spot,4,Image 1,1,Untracked,1000000037,37,
152,,Spot,4,Image 1,1,Untracked,1000000038,38,
210,,Spot,4,Image 1,1,Tracked,1000000041,41,
167,,Spot,4,Image 1,1,Untracked,1000000042,42,
168,,Spot,4,Image 1,1,Untracked,1000000044,44,
169,,Spot,4,Image 1,1,Tracked,1000000045,45,
168,,Spot,4,Image 1,1,Tracked,1000000046,46,
229,,Spot,4,Image 1,1,Untracked,1000000047,47,
224,,Spot,4,Image 1,1,Untracked,1000000048,48,
157,,Spot,4,Image 1,1,Tracked,1000000051,51,
223,,Spot,4,Image 1,1,Tracked,1000000052,52,
235,,Spot,4,Image 1,1,Tracked,1000000053,53,
137,,Spot,4,Image 1,1,Tracked,1000000054,54,
138,,Spot,4,Image 1,1,Tracked,1000000056,56,
228,,Spot,4,Image 1,1,Untracked,1000000061,61,
208,,Spot,4,Image 1,1,Untracked,1000000063,63,
213,,Spot,4,Image 1,1,Untracked,1000000064,64,
298,,Spot,4,Image 1,1,Untracked,1000000065,65,
247,,Spot,4,Image 1,1,Untracked,1000000066,66,
0,,Spot,4,Image 1,1,Untracked,1000000067,67,
160,,Spot,4,Image 1,1,Untracked,1000000068,68,
246,,Spot,4,Image 1,1,Untracked,1000000071,71,
204,,Spot,4,Image 1,1,Untracked,1000000072,72,
277,,Spot,4,Image 1,1,,1000000073,73,
122,,Spot,4,Image 1,1,,1000000082,82,
87,,Spot,4,Image 1,1,,1000000084,84,
121,,Spot,4,Image 1,1,Untracked,1000000088,88,
111,,Spot,4,Image 1,1,Untracked,1000000089,89,
127,,Spot,4,Image 1,1,Untracked,1000000091,91,
107,,Spot,4,Image 1,1,Untracked,1000000092,92,
118,,Spot,4,Image 1,1,Tracked,1000000094,94,
129,,Spot,4,Image 1,1,Untracked,1000000096,96,
105,,Spot,4,Image 1,1,Tracked,1000000102,102,
72,,Spot,4,Image 1,1,Tracked,1000000105,105,
133,,Spot,4,Image 1,1,Untracked,1000000106,106,
121,,Spot,4,Image 1,1,Untracked,1000000107,107,
124,,Spot,4,Image 1,1,Untracked,1000000108,108,
146,,Spot,4,Image 1,1,Untracked,1000000111,111,
148,,Spot,4,Image 1,1,Untracked,1000000112,112,
122,,Spot,4,Image 1,1,Untracked,1000000114,114,
134,,Spot,4,Image 1,1,Untracked,1000000115,115,
125,,Spot,4,Image 1,1,Untracked,1000000116,116,
98,,Spot,4,Image 1,1,Untracked,1000000120,120,
104,,Spot,4,Image 1,1,Untracked,1000000121,121,
87,,Spot,4,Image 1,1,Untracked,1000000122,122,
105,,Spot,4,Image 1,1,Untracked,1000000123,123,
153,,Spot,4,Image 1,1,Tracked,1000000124,124,
175,,Spot,4,Image 1,1,Tracked,1000000125,125,
170,,Spot,4,Image 1,1,Tracked,1000000126,126,
168,,Spot,4,Image 1,1,Untracked,1000000127,127,
145,,Spot,4,Image 1,1,Tracked,1000000128,128,
131,,Spot,4,Image 1,1,Tracked,1000000130,130,
112,,Spot,4,Image 1,1,Tracked,1000000131,131,
85,,Spot,4,Image 1,1,Tracked,1000000133,133,
146,,Spot,4,Image 1,1,Tracked,1000000134,134,
176,,Spot,4,Image 1,1,Tracked,1000000135,135,
100,,Spot,4,Image 1,1,Tracked,1000000137,137,
95,,Spot,4,Image 1,1,Tracked,1000000139,139,
141,,Spot,4,Image 1,1,Tracked,1000000140,140,
79,,Spot,4,Image 1,1,Tracked,1000000145,145,
147,,Spot,4,Image 1,1,Untracked,1000000150,150,
131,,Spot,4,Image 1,1,Untracked,1000000151,151,
126,,Spot,4,Image 1,1,Untracked,1000000152,152,
162,,Spot,4,Image 1,1,Untracked,1000000155,155,
148,,Spot,4,Image 1,1,Untracked,1000000156,156,
143,,Spot,4,Image 1,1,Untracked,1000000159,159,
114,,Spot,4,Image 1,1,Untracked,1000000161,161,
133,,Spot,4,Image 1,1,Untracked,1000000162,162,
106,,Spot,4,Image 1,1,Untracked,1000000163,163,
0,,Spot,4,Image 1,1,Untracked,1000000164,164,
110,,Spot,4,Image 1,1,Untracked,1000000166,166,
144,,Spot,4,Image 1,1,,1000000172,172,
117,,Spot,4,Image 1,1,Untracked,1000000175,175,
76,,Spot,4,Image 1,1,Tracked,1000000178,178,
149,,Spot,4,Image 1,1,Tracked,1000000179,179,
97,,Spot,4,Image 1,1,Tracked,1000000191,191,
213,,Spot,4,Image 1,1,Untracked,1000000199,199,
195,,Spot,4,Image 1,1,Untracked,1000000201,201,
161,,Spot,4,Image 1,1,Untracked,1000000202,202,
0,,Spot,4,Image 1,1,Untracked,1000000203,203,
0,,Spot,4,Image 1,1,Untracked,1000000204,204,
188,,Spot,4,Image 1,1,Untracked,1000000205,205,
120,,Spot,4,Image 1,1,Untracked,1000000208,208,
188,,Spot,4,Image 1,1,Untracked,1000000212,212,
182,,Spot,4,Image 1,1,Tracked,1000000216,216,
187,,Spot,4,Image 1,1,Tracked,1000000217,217,
182,,Spot,4,Image 1,1,Tracked,1000000218,218,
140,,Spot,4,Image 1,1,Untracked,1000000219,219,
118,,Spot,4,Image 1,1,Untracked,1000000251,251,
118,,Spot,4,Image 1,1,Untracked,1000000254,254,
77,,Spot,4,Image 1,1,Untracked,1000000257,257,
103,,Spot,4,Image 1,1,Tracked,1000000262,262,
113,,Spot,4,Image 1,1,Untracked,1000000268,268,
95,,Spot,4,Image 1,1,Tracked,1000000272,272,
0,,Spot,4,Image 1,1,Untracked,1000000284,284,
121,,Spot,4,Image 1,1,Untracked,1000000285,285,
97,,Spot,4,Image 1,1,Untracked,1000000289,289,
77,,Spot,4,Image 1,1,Tracked,1000000309,309,
131,,Spot,4,Image 1,1,Untracked,1000000314,314,
118,,Spot,4,Image 1,1,Untracked,1000000316,316,
117,,Spot,4,Image 1,1,Untracked,1000000317,317,
84,,Spot,4,Image 1,1,Untracked,1000000323,323,
145,,Spot,4,Image 1,1,Untracked,1000000324,324,
147,,Spot,4,Image 1,1,Untracked,1000000325,325,
89,,Spot,4,Image 1,1,Untracked,1000000379,379,
119,,Spot,4,Image 1,1,Tracked,1000006624,6624,
51,,Spot,4,Image 1,1,Tracked,1000006651,6651,
83,,Spot,4,Image 1,1,Tracked,1000006677,6677,
104,,Spot,4,Image 1,1,Tracked,1000006690,6690,
81,,Spot,4,Image 1,1,Tracked,1000006703,6703,
211,,Spot,4,Image 1,2,,1000000003,6704,
180,,Spot,4,Image 1,2,,1000006705,6705,
207,,Spot,4,Image 1,2,Untracked,1000000010,6706,
182,,Spot,4,Image 1,2,Untracked,1000000013,6707,
239,,Spot,4,Image 1,2,Tracked,1000000016,6708,
288,,Spot,4,Image 1,2,Untracked,1000000018,6709,
218,,Spot,4,Image 1,2,Tracked,1000000022,6710,
322,,Spot,4,Image 1,2,Untracked,1000000024,6711,
220,,Spot,4,Image 1,2,Untracked,1000000026,6712,
256,,Spot,4,Image 1,2,Untracked,1000000027,6713,
347,,Spot,4,Image 1,2,Untracked,1000000028,6714,
194,,Spot,4,Image 1,2,Untracked,1000000029,6715,
206,,Spot,4,Image 1,2,Untracked,1000006716,6716,
0,,Spot,4,Image 1,2,Untracked,1000000030,6717,
0,,Spot,4,Image 1,2,Untracked,1000000033,6718,
289,,Spot,4,Image 1,2,Untracked,1000000031,6719,
382,,Spot,4,Image 1,2,Untracked,1000000034,6720,
207,,Spot,4,Image 1,2,Untracked,1000000042,6721,
226,,Spot,4,Image 1,2,Tracked,1000000045,6722,
197,,Spot,4,Image 1,2,Untracked,1000000044,6723,
300,,Spot,4,Image 1,2,Untracked,1000000047,6724,
237,,Spot,4,Image 1,2,Tracked,1000000046,6725,
336,,Spot,4,Image 1,2,Untracked,1000000048,6726,
319,,Spot,4,Image 1,2,Tracked,1000000052,6727,
342,,Spot,4,Image 1,2,Tracked,1000000053,6728,
205,,Spot,4,Image 1,2,Tracked,1000000054,6729,
157,,Spot,4,Image 1,2,Tracked,1000000178,6730,
225,,Spot,4,Image 1,2,Tracked,1000000056,6731,
295,,Spot,4,Image 1,2,Untracked,1000000061,6732,
383,,Spot,4,Image 1,2,Untracked,1000006733,6733,
294,,Spot,4,Image 1,2,Untracked,1000000063,6734,
0,,Spot,4,Image 1,2,Untracked,1000006735,6735,
287,,Spot,4,Image 1,2,Untracked,1000000064,6736,
301,,Spot,4,Image 1,2,Untracked,1000000066,6737,
350,,Spot,4,Image 1,2,Untracked,1000000065,6738,
364,,Spot,4,Image 1,2,,1000000073,6739,
174,,Spot,4,Image 1,2,Untracked,1000006740,6740,
183,,Spot,4,Image 1,2,,1000006741,6741,
175,,Spot,4,Image 1,2,,1000000082,6742,
148,,Spot,4,Image 1,2,,1000000084,6743,
158,,Spot,4,Image 1,2,Untracked,1000000088,6744,
146,,Spot,4,Image 1,2,Untracked,1000000089,6745,
152,,Spot,4,Image 1,2,Untracked,1000000092,6746,
168,,Spot,4,Image 1,2,Untracked,1000000096,6747,
138,,Spot,4,Image 1,2,Tracked,1000000005,6748,
149,,Spot,4,Image 1,2,Tracked,1000000102,6749,
132,,Spot,4,Image 1,2,Tracked,1000000105,6750,
141,,Spot,4,Image 1,2,Untracked,1000000014,6751,
204,,Spot,4,Image 1,2,Untracked,1000000106,6752,
202,,Spot,4,Image 1,2,Untracked,1000000112,6753,
162,,Spot,4,Image 1,2,Untracked,1000000107,6754,
174,,Spot,4,Image 1,2,Untracked,1000000108,6755,
204,,Spot,4,Image 1,2,Untracked,1000000111,6756,
169,,Spot,4,Image 1,2,Untracked,1000000116,6757,
147,,Spot,4,Image 1,2,Untracked,1000000114,6758,
177,,Spot,4,Image 1,2,Untracked,1000000115,6759,
114,,Spot,4,Image 1,2,Untracked,1000000122,6760,
132,,Spot,4,Image 1,2,Untracked,1000000120,6761,
200,,Spot,4,Image 1,2,Tracked,1000000021,6762,
239,,Spot,4,Image 1,2,Tracked,1000000124,6763,
262,,Spot,4,Image 1,2,Tracked,1000000125,6764,
253,,Spot,4,Image 1,2,Untracked,1000000020,6765,
249,,Spot,4,Image 1,2,Tracked,1000000126,6766,
209,,Spot,4,Image 1,2,Untracked,1000000127,6767,
201,,Spot,4,Image 1,2,Tracked,1000000128,6768,
175,,Spot,4,Image 1,2,Tracked,1000000130,6769,
168,,Spot,4,Image 1,2,Tracked,1000000131,6770,
128,,Spot,4,Image 1,2,Tracked,1000000133,6771,
228,,Spot,4,Image 1,2,Tracked,1000000023,6772,
141,,Spot,4,Image 1,2,Tracked,1000000137,6773,
213,,Spot,4,Image 1,2,Tracked,1000000134,6774,
201,,Spot,4,Image 1,2,Tracked,1000000135,6775,
204,,Spot,4,Image 1,2,Tracked,1000000140,6776,
108,,Spot,4,Image 1,2,Tracked,1000006777,6777,
136,,Spot,4,Image 1,2,Tracked,1000000139,6778,
108,,Spot,4,Image 1,2,Tracked,1000000145,6779,
177,,Spot,4,Image 1,2,Untracked,1000000151,6780,
238,,Spot,4,Image 1,2,Untracked,1000000037,6781,
174,,Spot,4,Image 1,2,Untracked,1000000150,6782,
223,,Spot,4,Image 1,2,Untracked,1000000156,6783,
145,,Spot,4,Image 1,2,Untracked,1000000161,6784,
193,,Spot,4,Image 1,2,Untracked,1000000162,6785,
183,,Spot,4,Image 1,2,Untracked,1000000155,6786,
238,,Spot,4,Image 1,2,Untracked,1000000164,6787,
212,,Spot,4,Image 1,2,Tracked,1000000051,6788,
232,,Spot,4,Image 1,2,,1000000172,6789,
170,,Spot,4,Image 1,2,Untracked,1000000175,6790,
132,,Spot,4,Image 1,2,Tracked,1000006791,6791,
249,,Spot,4,Image 1,2,Tracked,1000000218,6792,
167,,Spot,4,Image 1,2,Tracked,1000000191,6793,
184,,Spot,4,Image 1,2,Tracked,1000006794,6794,
217,,Spot,4,Image 1,2,Untracked,1000000068,6795,
351,,Spot,4,Image 1,2,Untracked,1000000071,6796,
271,,Spot,4,Image 1,2,Untracked,1000000072,6797,
0,,Spot,4,Image 1,2,Untracked,1000000067,6798,
282,,Spot,4,Image 1,2,Untracked,1000000201,6799,
0,,Spot,4,Image 1,2,Untracked,1000000204,6800,
0,,Spot,4,Image 1,2,Untracked,1000006801,6801,
267,,Spot,4,Image 1,2,Untracked,1000000205,6802,
191,,Spot,4,Image 1,2,Untracked,1000000203,6803,
313,,Spot,4,Image 1,2,Untracked,1000000212,6804,
249,,Spot,4,Image 1,2,Tracked,1000000217,6805,
259,,Spot,4,Image 1,2,Tracked,1000000216,6806,
209,,Spot,4,Image 1,2,Untracked,1000000219,6807,
139,,Spot,4,Image 1,2,Untracked,1000000091,6808,
109,,Spot,4,Image 1,2,,1000006809,6809,
124,,Spot,4,Image 1,2,Untracked,1000000121,6810,
104,,Spot,4,Image 1,2,Untracked,1000006811,6811,
133,,Spot,4,Image 1,2,Untracked,1000000123,6812,
161,,Spot,4,Image 1,2,Untracked,1000000251,6813,
170,,Spot,4,Image 1,2,Tracked,1000000262,6814,
143,,Spot,4,Image 1,2,Untracked,1000000268,6815,
141,,Spot,4,Image 1,2,Untracked,1000000166,6816,
154,,Spot,4,Image 1,2,Untracked,1000000285,6817,
181,,Spot,4,Image 1,2,Untracked,1000000284,6818,
142,,Spot,4,Image 1,2,Tracked,1000000309,6819,
206,,Spot,4,Image 1,2,Untracked,1000006820,6820,
172,,Spot,4,Image 1,2,Untracked,1000000208,6821,
173,,Spot,4,Image 1,2,Untracked,1000000317,6822,
200,,Spot,4,Image 1,2,Untracked,1000000314,6823,
219,,Spot,4,Image 1,2,Untracked,1000006824,6824,
196,,Spot,4,Image 1,2,Untracked,1000000324,6825,
190,,Spot,4,Image 1,2,Untracked,1000000325,6826,
139,,Spot,4,Image 1,2,Untracked,1000000379,6827,
160,,Spot,4,Image 1,2,Tracked,1000006624,6828,
125,,Spot,4,Image 1,2,Tracked,1000006829,6829,
84,,Spot,4,Image 1,2,Tracked,1000006651,6830,
80,,Spot,4,Image 1,2,Tracked,1000006831,6831,
145,,Spot,4,Image 1,2,Tracked,1000006677,6832,
151,,Spot,4,Image 1,2,Tracked,1000006690,6833,
165,,Spot,4,Image 1,2,Tracked,1000006703,6834,
158,,Spot,4,Image 1,3,,1000006705,6835,
151,,Spot,4,Image 1,3,,1000000003,6836,
203,,Spot,4,Image 1,3,Untracked,1000000011,6837,
210,,Spot,4,Image 1,3,Untracked,1000000010,6838,
146,,Spot,4,Image 1,3,Untracked,1000000012,6839,
163,,Spot,4,Image 1,3,Untracked,1000000013,6840,
172,,Spot,4,Image 1,3,Tracked,1000000016,6841,
218,,Spot,4,Image 1,3,Untracked,1000000018,6842,
187,,Spot,4,Image 1,3,Tracked,1000000021,6843,
181,,Spot,4,Image 1,3,Tracked,1000000022,6844,
331,,Spot,4,Image 1,3,Untracked,1000000024,6845,
197,,Spot,4,Image 1,3,Untracked,1000000026,6846,
248,,Spot,4,Image 1,3,Untracked,1000000027,6847,
293,,Spot,4,Image 1,3,Untracked,1000000028,6848,
204,,Spot,4,Image 1,3,Untracked,1000000029,6849,
193,,Spot,4,Image 1,3,Untracked,1000006716,6850,
0,,Spot,4,Image 1,3,Untracked,1000000033,6851,
312,,Spot,4,Image 1,3,Untracked,1000000031,6852,
173,,Spot,4,Image 1,3,Untracked,1000000038,6853,
0,,Spot,4,Image 1,3,Untracked,1000000030,6854,
407,,Spot,4,Image 1,3,Untracked,1000000034,6855,
244,,Spot,4,Image 1,3,Tracked,1000000041,6856,
193,,Spot,4,Image 1,3,Untracked,1000000042,6857,
199,,Spot,4,Image 1,3,Tracked,1000006858,6858,
216,,Spot,4,Image 1,3,Tracked,1000000045,6859,
186,,Spot,4,Image 1,3,Untracked,1000000044,6860,
295,,Spot,4,Image 1,3,Untracked,1000000047,6861,
209,,Spot,4,Image 1,3,Tracked,1000000046,6862,
348,,Spot,4,Image 1,3,Untracked,1000000048,6863,
301,,Spot,4,Image 1,3,Tracked,1000000052,6864,
289,,Spot,4,Image 1,3,Tracked,1000000053,6865,
193,,Spot,4,Image 1,3,Tracked,1000000054,6866,
131,,Spot,4,Image 1,3,Tracked,1000000178,6867,
199,,Spot,4,Image 1,3,Tracked,1000000056,6868,
277,,Spot,4,Image 1,3,Untracked,1000000061,6869,
388,,Spot,4,Image 1,3,Untracked,1000006733,6870,
277,,Spot,4,Image 1,3,Untracked,1000000064,6871,
260,,Spot,4,Image 1,3,Untracked,1000000063,6872,
0,,Spot,4,Image 1,3,Untracked,1000006735,6873,
396,,Spot,4,Image 1,3,Untracked,1000000065,6874,
211,,Spot,4,Image 1,3,Untracked,1000000068,6875,
327,,Spot,4,Image 1,3,Untracked,1000000066,6876,
371,,Spot,4,Image 1,3,,1000000073,6877,
160,,Spot,4,Image 1,3,Untracked,1000006740,6878,
165,,Spot,4,Image 1,3,,1000000082,6879,
119,,Spot,4,Image 1,3,,1000000084,6880,
227,,Spot,4,Image 1,3,,1000006881,6881,
149,,Spot,4,Image 1,3,Untracked,1000000088,6882,
144,,Spot,4,Image 1,3,Untracked,1000000089,6883,
143,,Spot,4,Image 1,3,Tracked,1000000094,6884,
148,,Spot,4,Image 1,3,Untracked,1000000096,6885,
142,,Spot,4,Image 1,3,Tracked,1000000102,6886,
112,,Spot,4,Image 1,3,Tracked,1000000005,6887,
120,,Spot,4,Image 1,3,Tracked,1000000105,6888,
114,,Spot,4,Image 1,3,Untracked,1000000014,6889,
192,,Spot,4,Image 1,3,Untracked,1000000106,6890,
184,,Spot,4,Image 1,3,Untracked,1000000112,6891,
