
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Set 1,TrackID,ID,
1801.24,590.551,4878.05,um,Spot,Position,1,Tracked,1000052845,52845,
1765.6,604.75,4880,um,Spot,Position,1,Tracked,1000052859,52859,
1749.42,636.251,4870.22,um,Spot,Position,1,Tracked,1000052873,52873,
1767.71,693.222,4897.6,um,Spot,Position,1,Tracked,1000052887,52887,
1757.82,685.466,4866.31,um,Spot,Position,1,Tracked,1000052905,52905,
1729.65,699.444,4863.06,um,Spot,Position,1,Tracked,1000052919,52919,
1736.31,650.246,4874.13,um,Spot,Position,1,Tracked,1000052947,52947,
1706.26,638.147,4883.16,um,Spot,Position,1,Tracked,1000052961,52961,
1693.44,606.169,4877.27,um,Spot,Position,1,Tracked,1000052975,52975,
1751.61,689.833,4910.39,um,Spot,Position,1,Tracked,1000052989,52989,
1702.5,675.708,4901.52,um,Spot,Position,1,Tracked,1000053003,53003,
1690.48,679.735,4904.11,um,Spot,Position,1,Tracked,1000053017,53017,
1655.97,644.446,4886.25,um,Spot,Position,1,Tracked,1000053045,53045,
1647.24,666.519,4893.69,um,Spot,Position,1,Tracked,1000053059,53059,
1663.29,654.105,4893.72,um,Spot,Position,1,Tracked,1000053073,53073,
1681.28,658.065,4913.25,um,Spot,Position,1,Tracked,1000053087,53087,
1655.1,671.564,4891.74,um,Spot,Position,1,Tracked,1000053101,53101,
1675.03,679.885,4915.21,um,Spot,Position,1,Tracked,1000053115,53115,
1614.9,637.986,4905.43,um,Spot,Position,1,Tracked,1000053129,53129,
1638.62,605.529,4897.6,um,Spot,Position,1,Tracked,1000053143,53143,
1655.9,599.792,4889.78,um,Spot,Position,1,Tracked,1000053157,53157,
1668.93,576.808,4893.69,um,Spot,Position,1,Tracked,1000053171,53171,
1694.17,566.39,4889.78,um,Spot,Position,1,Tracked,1000053185,53185,
1663.4,560.005,4934.76,um,Spot,Position,1,Tracked,1000053198,53198,
1660.55,537.853,4903.47,um,Spot,Position,1,Tracked,1000053212,53212,
1638.9,549.777,4919.12,um,Spot,Position,1,Tracked,1000053225,53225,
1796.56,529.024,4887.82,um,Spot,Position,1,Tracked,1000053239,53239,
1794.92,519.698,4889.78,um,Spot,Position,1,Tracked,1000053253,53253,
1785.26,510.254,4903.47,um,Spot,Position,1,Tracked,1000053265,53265,
1752.94,499.873,4897.6,um,Spot,Position,1,Tracked,1000053279,53279,
1730.14,557.5,4883.91,um,Spot,Position,1,Tracked,1000053282,53282,
1558.55,647.58,4893.69,um,Spot,Position,1,Tracked,1000053302,53302,
1511.03,630.377,4908.9,um,Spot,Position,1,Tracked,1000053316,53316,
1509.59,640.488,4905.43,um,Spot,Position,1,Tracked,1000053330,53330,
1585.96,641.165,4898.85,um,Spot,Position,1,Tracked,1000053345,53345,
1591.32,669.862,4885.87,um,Spot,Position,1,Tracked,1000053359,53359,
1593.79,658.478,4893.69,um,Spot,Position,1,Tracked,1000053382,53382,
