
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
0.379447,,Spot,5,Image 1,1,,1000000003,3,
0,,Spot,5,Image 1,1,Tracked,1000000005,5,
0,,Spot,5,Image 1,1,Untracked,1000000010,10,
5.25296,,Spot,5,Image 1,1,Untracked,1000000011,11,
1.94361,,Spot,5,Image 1,1,Untracked,1000000012,12,
0.0485075,,Spot,5,Image 1,1,Untracked,1000000013,13,
0,,Spot,5,Image 1,1,Untracked,1000000014,14,
0.220077,,Spot,5,Image 1,1,Tracked,1000000016,16,
0,,Spot,5,Image 1,1,Untracked,1000000018,18,
2.26641,,Spot,5,Image 1,1,Untracked,1000000020,20,
0,,Spot,5,Image 1,1,Tracked,1000000021,21,
0.674242,,Spot,5,Image 1,1,Tracked,1000000022,22,
0,,Spot,5,Image 1,1,Tracked,1000000023,23,
0,,Spot,5,Image 1,1,Untracked,1000000024,24,
0.412451,,Spot,5,Image 1,1,Untracked,1000000026,26,
14.4226,,Spot,5,Image 1,1,Untracked,1000000027,27,
1.69962,,Spot,5,Image 1,1,Untracked,1000000028,28,
0,,Spot,5,Image 1,1,Untracked,1000000029,29,
0.502164,,Spot,5,Image 1,1,Untracked,1000000030,30,
0,,Spot,5,Image 1,1,Untracked,1000000031,31,
0,,Spot,5,Image 1,1,Untracked,1000000033,33,
0.346614,,Spot,5,Image 1,1,Untracked,1000000034,34,
1.15936,,Spot,5,Image 1,1,Untracked,1000000037,37,
0,,Spot,5,Image 1,1,Untracked,1000000038,38,
0.980916,,Spot,5,Image 1,1,Tracked,1000000041,41,
0.344569,,Spot,5,Image 1,1,Untracked,1000000042,42,
0.0736434,,Spot,5,Image 1,1,Untracked,1000000044,44,
1.40755,,Spot,5,Image 1,1,Tracked,1000000045,45,
0.375,,Spot,5,Image 1,1,Tracked,1000000046,46,
0,,Spot,5,Image 1,1,Untracked,1000000047,47,
0.192157,,Spot,5,Image 1,1,Untracked,1000000048,48,
0,,Spot,5,Image 1,1,Tracked,1000000051,51,
0,,Spot,5,Image 1,1,Tracked,1000000052,52,
3.45736,,Spot,5,Image 1,1,Tracked,1000000053,53,
0.260163,,Spot,5,Image 1,1,Tracked,1000000054,54,
2.09328,,Spot,5,Image 1,1,Tracked,1000000056,56,
1.14231,,Spot,5,Image 1,1,Untracked,1000000061,61,
0.157895,,Spot,5,Image 1,1,Untracked,1000000063,63,
3.44151,,Spot,5,Image 1,1,Untracked,1000000064,64,
14.1547,,Spot,5,Image 1,1,Untracked,1000000065,65,
0,,Spot,5,Image 1,1,Untracked,1000000066,66,
2.22957,,Spot,5,Image 1,1,Untracked,1000000067,67,
0.0338346,,Spot,5,Image 1,1,Untracked,1000000068,68,
0,,Spot,5,Image 1,1,Untracked,1000000071,71,
1.23194,,Spot,5,Image 1,1,Untracked,1000000072,72,
0,,Spot,5,Image 1,1,,1000000073,73,
0.164794,,Spot,5,Image 1,1,,1000000082,82,
0.00757576,,Spot,5,Image 1,1,,1000000084,84,
0,,Spot,5,Image 1,1,Untracked,1000000088,88,
0.273092,,Spot,5,Image 1,1,Untracked,1000000089,89,
0,,Spot,5,Image 1,1,Untracked,1000000091,91,
0,,Spot,5,Image 1,1,Untracked,1000000092,92,
0.15415,,Spot,5,Image 1,1,Tracked,1000000094,94,
0,,Spot,5,Image 1,1,Untracked,1000000096,96,
0,,Spot,5,Image 1,1,Tracked,1000000102,102,
0,,Spot,5,Image 1,1,Tracked,1000000105,105,
0,,Spot,5,Image 1,1,Untracked,1000000106,106,
0.0507812,,Spot,5,Image 1,1,Untracked,1000000107,107,
0,,Spot,5,Image 1,1,Untracked,1000000108,108,
0.977273,,Spot,5,Image 1,1,Untracked,1000000111,111,
0,,Spot,5,Image 1,1,Untracked,1000000112,112,
0,,Spot,5,Image 1,1,Untracked,1000000114,114,
0,,Spot,5,Image 1,1,Untracked,1000000115,115,
0,,Spot,5,Image 1,1,Untracked,1000000116,116,
0,,Spot,5,Image 1,1,Untracked,1000000120,120,
0,,Spot,5,Image 1,1,Untracked,1000000121,121,
0,,Spot,5,Image 1,1,Untracked,1000000122,122,
0,,Spot,5,Image 1,1,Untracked,1000000123,123,
1.84962,,Spot,5,Image 1,1,Tracked,1000000124,124,
0.0114504,,Spot,5,Image 1,1,Tracked,1000000125,125,
0,,Spot,5,Image 1,1,Tracked,1000000126,126,
0.393939,,Spot,5,Image 1,1,Untracked,1000000127,127,
0.187251,,Spot,5,Image 1,1,Tracked,1000000128,128,
0.00389105,,Spot,5,Image 1,1,Tracked,1000000130,130,
0.0344828,,Spot,5,Image 1,1,Tracked,1000000131,131,
0,,Spot,5,Image 1,1,Tracked,1000000133,133,
0.592453,,Spot,5,Image 1,1,Tracked,1000000134,134,
0,,Spot,5,Image 1,1,Tracked,1000000135,135,
0,,Spot,5,Image 1,1,Tracked,1000000137,137,
0,,Spot,5,Image 1,1,Tracked,1000000139,139,
0,,Spot,5,Image 1,1,Tracked,1000000140,140,
0,,Spot,5,Image 1,1,Tracked,1000000145,145,
0.939394,,Spot,5,Image 1,1,Untracked,1000000150,150,
1.15299,,Spot,5,Image 1,1,Untracked,1000000151,151,
0.351779,,Spot,5,Image 1,1,Untracked,1000000152,152,
1.14444,,Spot,5,Image 1,1,Untracked,1000000155,155,
0.339623,,Spot,5,Image 1,1,Untracked,1000000156,156,
0.184615,,Spot,5,Image 1,1,Untracked,1000000159,159,
0,,Spot,5,Image 1,1,Untracked,1000000161,161,
0.951128,,Spot,5,Image 1,1,Untracked,1000000162,162,
0,,Spot,5,Image 1,1,Untracked,1000000163,163,
0.126437,,Spot,5,Image 1,1,Untracked,1000000164,164,
0,,Spot,5,Image 1,1,Untracked,1000000166,166,
1.3283,,Spot,5,Image 1,1,,1000000172,172,
0.0869565,,Spot,5,Image 1,1,Untracked,1000000175,175,
0,,Spot,5,Image 1,1,Tracked,1000000178,178,
0.344697,,Spot,5,Image 1,1,Tracked,1000000179,179,
0,,Spot,5,Image 1,1,Tracked,1000000191,191,
10.4506,,Spot,5,Image 1,1,Untracked,1000000199,199,
1.23372,,Spot,5,Image 1,1,Untracked,1000000201,201,
1.02713,,Spot,5,Image 1,1,Untracked,1000000202,202,
0.342857,,Spot,5,Image 1,1,Untracked,1000000203,203,
5.72845,,Spot,5,Image 1,1,Untracked,1000000204,204,
0.729323,,Spot,5,Image 1,1,Untracked,1000000205,205,
0,,Spot,5,Image 1,1,Untracked,1000000208,208,
1.5364,,Spot,5,Image 1,1,Untracked,1000000212,212,
0.265152,,Spot,5,Image 1,1,Tracked,1000000216,216,
2.27547,,Spot,5,Image 1,1,Tracked,1000000217,217,
1.64045,,Spot,5,Image 1,1,Tracked,1000000218,218,
0.222222,,Spot,5,Image 1,1,Untracked,1000000219,219,
0.140152,,Spot,5,Image 1,1,Untracked,1000000251,251,
0.0352941,,Spot,5,Image 1,1,Untracked,1000000254,254,
0,,Spot,5,Image 1,1,Untracked,1000000257,257,
0.102662,,Spot,5,Image 1,1,Tracked,1000000262,262,
0,,Spot,5,Image 1,1,Untracked,1000000268,268,
0,,Spot,5,Image 1,1,Tracked,1000000272,272,
0,,Spot,5,Image 1,1,Untracked,1000000284,284,
0,,Spot,5,Image 1,1,Untracked,1000000285,285,
0,,Spot,5,Image 1,1,Untracked,1000000289,289,
0,,Spot,5,Image 1,1,Tracked,1000000309,309,
1.06792,,Spot,5,Image 1,1,Untracked,1000000314,314,
0.141176,,Spot,5,Image 1,1,Untracked,1000000316,316,
0.0894942,,Spot,5,Image 1,1,Untracked,1000000317,317,
0,,Spot,5,Image 1,1,Untracked,1000000323,323,
0,,Spot,5,Image 1,1,Untracked,1000000324,324,
1.80916,,Spot,5,Image 1,1,Untracked,1000000325,325,
0,,Spot,5,Image 1,1,Untracked,1000000379,379,
0,,Spot,5,Image 1,1,Tracked,1000006624,6624,
0,,Spot,5,Image 1,1,Tracked,1000006651,6651,
0,,Spot,5,Image 1,1,Tracked,1000006677,6677,
0.00371747,,Spot,5,Image 1,1,Tracked,1000006690,6690,
0,,Spot,5,Image 1,1,Tracked,1000006703,6703,
1.21132,,Spot,5,Image 1,2,,1000000003,6704,
2.41221,,Spot,5,Image 1,2,,1000006705,6705,
0,,Spot,5,Image 1,2,Untracked,1000000010,6706,
0.515385,,Spot,5,Image 1,2,Untracked,1000000013,6707,
0,,Spot,5,Image 1,2,Tracked,1000000016,6708,
0.131579,,Spot,5,Image 1,2,Untracked,1000000018,6709,
0.815385,,Spot,5,Image 1,2,Tracked,1000000022,6710,
0,,Spot,5,Image 1,2,Untracked,1000000024,6711,
0,,Spot,5,Image 1,2,Untracked,1000000026,6712,
17.2481,,Spot,5,Image 1,2,Untracked,1000000027,6713,
6.43446,,Spot,5,Image 1,2,Untracked,1000000028,6714,
0,,Spot,5,Image 1,2,Untracked,1000000029,6715,
0,,Spot,5,Image 1,2,Untracked,1000006716,6716,
0.185345,,Spot,5,Image 1,2,Untracked,1000000030,6717,
3.50195,,Spot,5,Image 1,2,Untracked,1000000033,6718,
0.0620155,,Spot,5,Image 1,2,Untracked,1000000031,6719,
0.550562,,Spot,5,Image 1,2,Untracked,1000000034,6720,
0.324528,,Spot,5,Image 1,2,Untracked,1000000042,6721,
1.17871,,Spot,5,Image 1,2,Tracked,1000000045,6722,
0.0636704,,Spot,5,Image 1,2,Untracked,1000000044,6723,
0,,Spot,5,Image 1,2,Untracked,1000000047,6724,
1.06015,,Spot,5,Image 1,2,Tracked,1000000046,6725,
0.0311284,,Spot,5,Image 1,2,Untracked,1000000048,6726,
0,,Spot,5,Image 1,2,Tracked,1000000052,6727,
5.91923,,Spot,5,Image 1,2,Tracked,1000000053,6728,
0.934866,,Spot,5,Image 1,2,Tracked,1000000054,6729,
1.0038,,Spot,5,Image 1,2,Tracked,1000000178,6730,
6.94488,,Spot,5,Image 1,2,Tracked,1000000056,6731,
4.74419,,Spot,5,Image 1,2,Untracked,1000000061,6732,
82.0205,,Spot,5,Image 1,2,Untracked,1000006733,6733,
0.351145,,Spot,5,Image 1,2,Untracked,1000000063,6734,
10.7758,,Spot,5,Image 1,2,Untracked,1000006735,6735,
18.1805,,Spot,5,Image 1,2,Untracked,1000000064,6736,
0,,Spot,5,Image 1,2,Untracked,1000000066,6737,
8.25,,Spot,5,Image 1,2,Untracked,1000000065,6738,
0.475096,,Spot,5,Image 1,2,,1000000073,6739,
0,,Spot,5,Image 1,2,Untracked,1000006740,6740,
14.566,,Spot,5,Image 1,2,,1000006741,6741,
0.847584,,Spot,5,Image 1,2,,1000000082,6742,
0,,Spot,5,Image 1,2,,1000000084,6743,
0,,Spot,5,Image 1,2,Untracked,1000000088,6744,
0.018797,,Spot,5,Image 1,2,Untracked,1000000089,6745,
0,,Spot,5,Image 1,2,Untracked,1000000092,6746,
0,,Spot,5,Image 1,2,Untracked,1000000096,6747,
0,,Spot,5,Image 1,2,Tracked,1000000005,6748,
0,,Spot,5,Image 1,2,Tracked,1000000102,6749,
0,,Spot,5,Image 1,2,Tracked,1000000105,6750,
0,,Spot,5,Image 1,2,Untracked,1000000014,6751,
0,,Spot,5,Image 1,2,Untracked,1000000106,6752,
0,,Spot,5,Image 1,2,Untracked,1000000112,6753,
0,,Spot,5,Image 1,2,Untracked,1000000107,6754,
0,,Spot,5,Image 1,2,Untracked,1000000108,6755,
2.47638,,Spot,5,Image 1,2,Untracked,1000000111,6756,
0,,Spot,5,Image 1,2,Untracked,1000000116,6757,
0,,Spot,5,Image 1,2,Untracked,1000000114,6758,
0,,Spot,5,Image 1,2,Untracked,1000000115,6759,
0,,Spot,5,Image 1,2,Untracked,1000000122,6760,
0,,Spot,5,Image 1,2,Untracked,1000000120,6761,
0,,Spot,5,Image 1,2,Tracked,1000000021,6762,
