
Intensity Min Ch=8 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
0,,Spot,8,Image 1,1,Untracked,1000000000,0,
139.211,,Spot,8,Image 1,1,Untracked,1000000001,1,
119.382,,Spot,8,Image 1,1,Untracked,1000000003,3,
133.783,,Spot,8,Image 1,1,Untracked,1000000004,4,
128.074,,Spot,8,Image 1,1,Untracked,1000000006,6,
118.619,,Spot,8,Image 1,1,Untracked,1000000007,7,
137.095,,Spot,8,Image 1,1,Untracked,1000000008,8,
136.738,,Spot,8,Image 1,1,Untracked,1000000009,9,
135.248,,Spot,8,Image 1,1,Untracked,1000000011,11,
182.963,,Spot,8,Image 1,1,Untracked,1000000015,15,
248.592,,Spot,8,Image 1,1,Untracked,1000000020,20,
197.879,,Spot,8,Image 1,1,Untracked,1000000023,23,
223.646,,Spot,8,Image 1,1,Untracked,1000000026,26,
158.993,,Spot,8,Image 1,1,Untracked,1000000031,31,
179.966,,Spot,8,Image 1,1,Untracked,1000000032,32,
232.41,,Spot,8,Image 1,1,Untracked,1000000037,37,
218.761,,Spot,8,Image 1,1,Untracked,1000000042,42,
154.955,,Spot,8,Image 1,1,Untracked,1000000044,44,
143.206,,Spot,8,Image 1,1,Untracked,1000000060,60,
146.874,,Spot,8,Image 1,1,Untracked,1000000066,66,
145.325,,Spot,8,Image 1,1,Untracked,1000000069,69,
135.234,,Spot,8,Image 1,1,Untracked,1000000080,80,
149.369,,Spot,8,Image 1,1,Untracked,1000000082,82,
249.604,,Spot,8,Image 1,1,Untracked,1000000083,83,
195.06,,Spot,8,Image 1,1,Untracked,1000000084,84,
176.559,,Spot,8,Image 1,1,Untracked,1000000087,87,
196.885,,Spot,8,Image 1,1,Untracked,1000000089,89,
297.899,,Spot,8,Image 1,1,Untracked,1000000091,91,
272.456,,Spot,8,Image 1,1,Untracked,1000000096,96,
287.372,,Spot,8,Image 1,1,Untracked,1000000097,97,
2.82047,,Spot,8,Image 1,1,Untracked,1000000101,101,
103.209,,Spot,8,Image 1,1,Untracked,1000000105,105,
81.8024,,Spot,8,Image 1,1,Untracked,1000000108,108,
121.377,,Spot,8,Image 1,1,Untracked,1000000118,118,
107.388,,Spot,8,Image 1,1,Untracked,1000000119,119,
116.495,,Spot,8,Image 1,1,Untracked,1000000120,120,
112.648,,Spot,8,Image 1,1,Untracked,1000000121,121,
92.6705,,Spot,8,Image 1,1,Untracked,1000000122,122,
88.5443,,Spot,8,Image 1,1,Untracked,1000000123,123,
95.4592,,Spot,8,Image 1,1,Untracked,1000000125,125,
103.414,,Spot,8,Image 1,1,Untracked,1000000126,126,
52.7014,,Spot,8,Image 1,1,Untracked,1000000128,128,
85.5155,,Spot,8,Image 1,1,Untracked,1000000129,129,
122.307,,Spot,8,Image 1,1,Untracked,1000000130,130,
126.285,,Spot,8,Image 1,1,Untracked,1000000131,131,
82.7478,,Spot,8,Image 1,1,Untracked,1000000132,132,
106.566,,Spot,8,Image 1,1,Untracked,1000000133,133,
121.461,,Spot,8,Image 1,1,Untracked,1000000134,134,
66.6225,,Spot,8,Image 1,1,Untracked,1000000135,135,
101.425,,Spot,8,Image 1,1,Untracked,1000000136,136,
32.8141,,Spot,8,Image 1,1,Untracked,1000000138,138,
52.7014,,Spot,8,Image 1,1,Untracked,1000000139,139,
69.6056,,Spot,8,Image 1,1,Untracked,1000000140,140,
78.5549,,Spot,8,Image 1,1,Untracked,1000000141,141,
31.8197,,Spot,8,Image 1,1,Untracked,1000000143,143,
34.8028,,Spot,8,Image 1,1,Untracked,1000000144,144,
137.223,,Spot,8,Image 1,1,Untracked,1000000156,156,
139.441,,Spot,8,Image 1,1,Untracked,1000000157,157,
138.217,,Spot,8,Image 1,1,Untracked,1000000165,165,
197.047,,Spot,8,Image 1,1,Untracked,1000000169,169,
195.89,,Spot,8,Image 1,1,Untracked,1000000172,172,
172.025,,Spot,8,Image 1,1,Untracked,1000000174,174,
144.183,,Spot,8,Image 1,1,Untracked,1000000175,175,
0,,Spot,8,Image 1,1,Untracked,1000000186,186,
7.95493,,Spot,8,Image 1,1,Untracked,1000000187,187,
0,,Spot,8,Image 1,1,Untracked,1000000188,188,
0,,Spot,8,Image 1,1,Untracked,1000000192,192,
0,,Spot,8,Image 1,1,Untracked,1000000193,193,
0,,Spot,8,Image 1,1,Untracked,1000000194,194,
0,,Spot,8,Image 1,1,Untracked,1000000195,195,
15.9099,,Spot,8,Image 1,1,Untracked,1000000199,199,
0,,Spot,8,Image 1,1,Untracked,1000000200,200,
5.9662,,Spot,8,Image 1,1,Untracked,1000000202,202,
6.96056,,Spot,8,Image 1,1,Untracked,1000000203,203,
0,,Spot,8,Image 1,1,Untracked,1000000206,206,
0,,Spot,8,Image 1,1,Untracked,1000000208,208,
0,,Spot,8,Image 1,1,Untracked,1000000211,211,
2.9831,,Spot,8,Image 1,1,Untracked,1000000212,212,
0,,Spot,8,Image 1,1,Untracked,1000000214,214,
0,,Spot,8,Image 1,1,Untracked,1000000215,215,
0,,Spot,8,Image 1,1,Untracked,1000000216,216,
0,,Spot,8,Image 1,1,Untracked,1000000217,217,
36.7915,,Spot,8,Image 1,1,Untracked,1000000219,219,
78.5549,,Spot,8,Image 1,1,Untracked,1000000221,221,
13.3779,,Spot,8,Image 1,1,Untracked,1000000224,224,
93.4704,,Spot,8,Image 1,1,Untracked,1000000227,227,
91.4817,,Spot,8,Image 1,1,Untracked,1000000232,232,
87.5042,,Spot,8,Image 1,1,Untracked,1000000233,233,
47.7296,,Spot,8,Image 1,1,Untracked,1000000236,236,
29.831,,Spot,8,Image 1,1,Untracked,1000000237,237,
72.5887,,Spot,8,Image 1,1,Untracked,1000000238,238,
126.285,,Spot,8,Image 1,1,Untracked,1000000239,239,
96.4535,,Spot,8,Image 1,1,Untracked,1000000240,240,
61.6507,,Spot,8,Image 1,1,Untracked,1000000242,242,
55.6845,,Spot,8,Image 1,1,Untracked,1000000244,244,
84.5211,,Spot,8,Image 1,1,Untracked,1000000245,245,
15.9099,,Spot,8,Image 1,1,Untracked,1000000246,246,
52.7014,,Spot,8,Image 1,1,Untracked,1000000248,248,
25.8535,,Spot,8,Image 1,1,Untracked,1000000250,250,
105.403,,Spot,8,Image 1,1,Untracked,1000000251,251,
107.392,,Spot,8,Image 1,1,Untracked,1000000253,253,
34.8028,,Spot,8,Image 1,1,Untracked,1000000254,254,
41.7634,,Spot,8,Image 1,1,Untracked,1000000255,255,
58.6676,,Spot,8,Image 1,1,Untracked,1000000258,258,
27.8423,,Spot,8,Image 1,1,Untracked,1000000259,259,
40.769,,Spot,8,Image 1,1,Untracked,1000000260,260,
