
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
61.8984,,Spot,2,Image 1,1,Untrecked,1000000001,1,
57.7886,,Spot,2,Image 1,1,Untrecked,1000000002,2,
61.0577,,Spot,2,Image 1,1,Untrecked,1000000003,3,
68.6564,,Spot,2,Image 1,1,,1000000004,4,
52.7649,,Spot,2,Image 1,1,Untrecked,1000000005,5,
64.9884,,Spot,2,Image 1,1,Tracked,1000000006,6,
59.6077,,Spot,2,Image 1,1,Tracked,1000000007,7,
58.0586,,Spot,2,Image 1,1,Tracked,1000000008,8,
56.7331,,Spot,2,Image 1,1,Tracked,1000000009,9,
64.9735,,Spot,2,Image 1,1,Untrecked,1000000010,10,
60.6298,,Spot,2,Image 1,1,Untrecked,1000000011,11,
66.5346,,Spot,2,Image 1,1,Untrecked,1000000012,12,
60.4291,,Spot,2,Image 1,1,Untrecked,1000000013,13,
66.0712,,Spot,2,Image 1,1,Untrecked,1000000016,16,
62.0193,,Spot,2,Image 1,1,,1000000017,17,
57.2981,,Spot,2,Image 1,1,,1000000018,18,
59.0981,,Spot,2,Image 1,1,Untrecked,1000000019,19,
57.1925,,Spot,2,Image 1,1,Untrecked,1000000021,21,
59.1264,,Spot,2,Image 1,1,Untrecked,1000000022,22,
58.3577,,Spot,2,Image 1,1,Untrecked,1000000023,23,
62.6985,,Spot,2,Image 1,1,Untrecked,1000000024,24,
57.5817,,Spot,2,Image 1,1,Untrecked,1000000025,25,
61.4521,,Spot,2,Image 1,1,Tracked,1000000026,26,
61.0644,,Spot,2,Image 1,1,Untrecked,1000000027,27,
40.6301,,Spot,2,Image 1,1,Untrecked,1000000028,28,
54.8,,Spot,2,Image 1,1,Untrecked,1000000029,29,
61.9849,,Spot,2,Image 1,1,Untrecked,1000000030,30,
54.9511,,Spot,2,Image 1,1,Tracked,1000000034,34,
54.7083,,Spot,2,Image 1,1,Untrecked,1000000035,35,
53.8144,,Spot,2,Image 1,1,Untrecked,1000000036,36,
52.892,,Spot,2,Image 1,1,Untrecked,1000000037,37,
55.2953,,Spot,2,Image 1,1,Untrecked,1000000038,38,
57.0458,,Spot,2,Image 1,1,Tracked,1000000045,45,
55.9321,,Spot,2,Image 1,1,Tracked,1000000046,46,
56.645,,Spot,2,Image 1,1,Tracked,1000000047,47,
53.7707,,Spot,2,Image 1,1,Tracked,1000000048,48,
56.1203,,Spot,2,Image 1,1,Tracked,1000000049,49,
55.403,,Spot,2,Image 1,1,Tracked,1000000051,51,
55.2664,,Spot,2,Image 1,1,Tracked,1000000052,52,
57.8636,,Spot,2,Image 1,1,Tracked,1000000053,53,
51.5414,,Spot,2,Image 1,1,Tracked,1000000054,54,
59.1946,,Spot,2,Image 1,1,Untrecked,1000000055,55,
57.5564,,Spot,2,Image 1,1,Untrecked,1000000056,56,
59.2605,,Spot,2,Image 1,1,Tracked,1000000057,57,
60.8927,,Spot,2,Image 1,1,Untrecked,1000000058,58,
