
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Set 1,TrackID,ID,
1050.55,461.773,5201,µm,Spot,Position,1,,1000002219,2219,
981.803,499.114,5187,µm,Spot,Position,1,,1000002229,2229,
947.518,572.834,5179,µm,Spot,Position,1,,1000002240,2240,
998.649,497.664,5189,µm,Spot,Position,1,,1000002251,2251,
1028.98,470.285,5201,µm,Spot,Position,1,,1000002262,2262,
912.838,539.609,5179,µm,Spot,Position,1,,1000002281,2281,
909.822,554.385,5177,µm,Spot,Position,1,,1000002292,2292,
938.58,570.497,5173,µm,Spot,Position,1,,1000002303,2303,
978.96,552.069,5209.04,µm,Spot,Position,1,,1000002325,2325,
973.988,557.288,5176.2,µm,Spot,Position,1,,1000002336,2336,
975.976,568.582,5169.22,µm,Spot,Position,1,,1000002346,2346,
1020.72,584.471,5210.74,µm,Spot,Position,1,,1000002357,2357,
1036.63,547.993,5191.55,µm,Spot,Position,1,,1000002368,2368,
1000.84,537.716,5228.87,µm,Spot,Position,1,,1000002385,2385,
985.92,633.75,5204.62,µm,Spot,Position,1,,1000002394,2394,
1002.32,611.904,5217,µm,Spot,Position,1,,1000002409,2409,
1030.41,617.212,5195,µm,Spot,Position,1,,1000002420,2420,
1000.92,558.224,5225,µm,Spot,Position,1,,1000002442,2442,
1036.92,607.15,5221,µm,Spot,Position,1,,1000002453,2453,
1001.73,633.591,5199,µm,Spot,Position,1,,1000002462,2462,
1038.91,641.363,5223,µm,Spot,Position,1,,1000002473,2473,
1019.95,611.564,5221,µm,Spot,Position,1,,1000002477,2477,
937.668,650.027,5185,µm,Spot,Position,1,,1000002488,2488,
959.685,658.944,5187,µm,Spot,Position,1,,1000002499,2499,
991.886,669.202,5191.05,µm,Spot,Position,1,,1000002510,2510,
973.519,673.221,5195,µm,Spot,Position,1,,1000002527,2527,
982.488,721.529,5179,µm,Spot,Position,1,,1000002538,2538,
949.28,699.303,5161,µm,Spot,Position,1,,1000002549,2549,
934.471,689.138,5183,µm,Spot,Position,1,,1000002560,2560,
965.038,722.029,5162.46,µm,Spot,Position,1,,1000002581,2581,
