
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Set 1,TrackID,ID,
1565.68,544.102,4907.38,um,Spot,Position,1,Tracked,1000006683,6683,
1531.51,484.427,4915.2,um,Spot,Position,1,Tracked,1000006697,6697,
1488.55,523.587,4911.29,um,Spot,Position,1,Tracked,1000006711,6711,
1466.64,515.926,4909.34,um,Spot,Position,1,Tracked,1000006725,6725,
1549.86,571.073,4915.2,um,Spot,Position,1,Tracked,1000006739,6739,
1460.05,590.205,4928.89,um,Spot,Position,1,Tracked,1000006753,6753,
1641.23,552.499,4919.12,um,Spot,Position,1,Tracked,1000006766,6766,
1662.44,540.231,4903.47,um,Spot,Position,1,Tracked,1000006780,6780,
1653.44,601.713,4891.73,um,Spot,Position,1,Tracked,1000006792,6792,
1640.68,608.826,4895.65,um,Spot,Position,1,Tracked,1000006806,6806,
1670.43,574.624,4893.69,um,Spot,Position,1,Tracked,1000006819,6819,
1664.97,560.721,4932.81,um,Spot,Position,1,Tracked,1000006833,6833,
1691.52,607.998,4878.04,um,Spot,Position,1,Tracked,1000006847,6847,
1696.16,567.024,4891.73,um,Spot,Position,1,Tracked,1000006861,6861,
1490.36,604.383,4915.2,um,Spot,Position,1,Tracked,1000006874,6874,
1558.47,648.686,4891.73,um,Spot,Position,1,Tracked,1000006888,6888,
1583.31,642.473,4899.56,um,Spot,Position,1,Tracked,1000006902,6902,
1589.69,639.937,4915.85,um,Spot,Position,1,Tracked,1000006916,6916,
1589.98,669.198,4883.91,um,Spot,Position,1,Tracked,1000006930,6930,
1592.86,656.246,4892.72,um,Spot,Position,1,Tracked,1000006944,6944,
1586.36,652.789,4897.6,um,Spot,Position,1,Tracked,1000006958,6958,
1615.22,639.244,4905.42,um,Spot,Position,1,Tracked,1000006973,6973,
1649.21,668.273,4893.39,um,Spot,Position,1,Tracked,1000007009,7009,
1656.52,647.014,4883.91,um,Spot,Position,1,Tracked,1000007023,7023,
1681.88,658.883,4911.29,um,Spot,Position,1,Tracked,1000007037,7037,
1665.18,655.399,4899.56,um,Spot,Position,1,Tracked,1000007051,7051,
1657.47,673.25,4889.78,um,Spot,Position,1,Tracked,1000007065,7065,
1677.66,682.465,4914.29,um,Spot,Position,1,Tracked,1000007079,7079,
1691.46,679.51,4904,um,Spot,Position,1,Tracked,1000007093,7093,
1705.27,677.387,4900.92,um,Spot,Position,1,Tracked,1000007107,7107,
1711.89,708.701,4874.13,um,Spot,Position,1,Tracked,1000007121,7121,
1755.55,676.861,4940.01,um,Spot,Position,1,Tracked,1000007135,7135,
1752.86,690.684,4909.34,um,Spot,Position,1,Tracked,1000007152,7152,
1730.12,700.569,4862.4,um,Spot,Position,1,Tracked,1000007167,7167,
