
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Set 1,TrackID,ID,
1086.58,726.029,4482.99,um,Spot,Position,1,Tracked,1000020547,20547,
1063.21,849.01,4477.93,um,Spot,Position,1,Tracked,1000020549,20549,
1060.46,765.2,4481.81,um,Spot,Position,1,Tracked,1000020550,20550,
1046.88,834.658,4481.36,um,Spot,Position,1,Tracked,1000020551,20551,
1109.1,794.046,4482.23,um,Spot,Position,1,Tracked,1000020552,20552,
1163.71,596.305,4504.35,um,Spot,Position,1,Tracked,1000020557,20557,
1022.59,736.232,4491.94,um,Spot,Position,1,Tracked,1000020560,20560,
1027.16,751.668,4491.83,um,Spot,Position,1,Tracked,1000020561,20561,
1040.58,680.404,4498.24,um,Spot,Position,1,Tracked,1000020562,20562,
1175.29,674.943,4492.11,um,Spot,Position,1,Tracked,1000020571,20571,
1184.83,618.42,4497.31,um,Spot,Position,1,Tracked,1000020573,20573,
1085.02,658.001,4496.98,um,Spot,Position,1,Tracked,1000020574,20574,
1066.35,660.143,4498.04,um,Spot,Position,1,Tracked,1000020575,20575,
1146.39,721.699,4497.44,um,Spot,Position,1,Tracked,1000020576,20576,
1168.02,698.169,4499.38,um,Spot,Position,1,Tracked,1000020577,20577,
1142.55,653.095,4511.44,um,Spot,Position,1,Tracked,1000020579,20579,
1152.06,684.819,4511.6,um,Spot,Position,1,Tracked,1000020580,20580,
1013.37,833.747,4485.79,um,Spot,Position,1,Tracked,1000020582,20582,
1018.9,868.06,4485.02,um,Spot,Position,1,Tracked,1000020583,20583,
1006.06,799.703,4489.67,um,Spot,Position,1,Tracked,1000020584,20584,
1052.23,810.794,4502.73,um,Spot,Position,1,Tracked,1000020592,20592,
1204.69,823.529,4487.27,um,Spot,Position,1,Tracked,1000020597,20597,
1075.98,839.17,4488.09,um,Spot,Position,1,Tracked,1000020598,20598,
1084.3,797.252,4489.3,um,Spot,Position,1,Tracked,1000020599,20599,
1114.87,848.417,4490.33,um,Spot,Position,1,Tracked,1000020600,20600,
1152.63,770.426,4493.23,um,Spot,Position,1,Tracked,1000020601,20601,
1142.93,824.437,4494.8,um,Spot,Position,1,Tracked,1000020602,20602,
1031.75,566.876,4532.76,um,Spot,Position,1,Tracked,1000020610,20610,
1061.56,563.048,4545.33,um,Spot,Position,1,Tracked,1000020611,20611,
1018.18,711.734,4520.14,um,Spot,Position,1,Tracked,1000020612,20612,
1061.9,730.656,4518.57,um,Spot,Position,1,Tracked,1000020613,20613,
1047.06,610.023,4522.46,um,Spot,Position,1,Tracked,1000020616,20616,
1020.14,753.808,4522.48,um,Spot,Position,1,Tracked,1000020619,20619,
