
Intensity Min Ch=8 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
0,,Spot,8,Image 1,1,Untracked,1000000112,112,
4.4671,,Spot,8,Image 1,1,Untracked,1000000138,138,
178.984,,Spot,8,Image 1,1,Untracked,1000000178,178,
129.266,,Spot,8,Image 1,1,Untracked,1000000180,180,
119.322,,Spot,8,Image 1,1,Untracked,1000000182,182,
225.718,,Spot,8,Image 1,1,Untracked,1000000183,183,
138.215,,Spot,8,Image 1,1,Untracked,1000000187,187,
0,,Spot,8,Image 1,1,Untracked,1000000223,223,
21.8758,,Spot,8,Image 1,1,Untracked,1000000230,230,
0,,Spot,8,Image 1,1,Untracked,1000000231,231,
6.96047,,Spot,8,Image 1,1,Untracked,1000000232,232,
17.8984,,Spot,8,Image 1,1,Untracked,1000000242,242,
12.9266,,Spot,8,Image 1,1,Untracked,1000000243,243,
40.7685,,Spot,8,Image 1,1,Untracked,1000000250,250,
35.7967,,Spot,8,Image 1,1,Untracked,1000000251,251,
6.04842,,Spot,8,Image 1,1,Untracked,1000000253,253,
5.96612,,Spot,8,Image 1,1,Untracked,1000000254,254,
0,,Spot,8,Image 1,1,Untracked,1000000257,257,
36.7911,,Spot,8,Image 1,1,Untracked,1000000258,258,
0,,Spot,8,Image 1,1,Untracked,1000000260,260,
25.8272,,Spot,8,Image 1,1,Untracked,1000000261,261,
0,,Spot,8,Image 1,1,Untracked,1000000263,263,
41.0705,,Spot,8,Image 1,1,Untracked,1000000265,265,
24.8588,,Spot,8,Image 1,1,Untracked,1000000266,266,
19.8871,,Spot,8,Image 1,1,Untracked,1000000268,268,
0,,Spot,8,Image 1,1,Untracked,1000000269,269,
0,,Spot,8,Image 1,1,Untracked,1000000274,274,
0,,Spot,8,Image 1,1,Untracked,1000000275,275,
7.18294,,Spot,8,Image 1,1,Untracked,1000000277,277,
0,,Spot,8,Image 1,1,Untracked,1000000279,279,
0,,Spot,8,Image 1,1,Untracked,1000000281,281,
65.6273,,Spot,8,Image 1,1,Untracked,1000000282,282,
81.5615,,Spot,8,Image 1,1,Untracked,1000000284,284,
15.9097,,Spot,8,Image 1,1,Untracked,1000000285,285,
42.804,,Spot,8,Image 1,1,Untracked,1000000287,287,
0,,Spot,8,Image 1,1,Untracked,1000000289,289,
69.6047,,Spot,8,Image 1,1,Untracked,1000000292,292,
27.1439,,Spot,8,Image 1,1,Untracked,1000000293,293,
10.7179,,Spot,8,Image 1,1,Untracked,1000000294,294,
0,,Spot,8,Image 1,1,Untracked,1000000296,296,
93.4692,,Spot,8,Image 1,1,Untracked,1000000297,297,
28.8363,,Spot,8,Image 1,1,Untracked,1000000299,299,
40.2488,,Spot,8,Image 1,1,Untracked,1000000302,302,
42.7572,,Spot,8,Image 1,1,Untracked,1000000303,303,
35.7967,,Spot,8,Image 1,1,Untracked,1000000309,309,
