
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Set 1,TrackID,ID,
1306.07,1156.07,4955.38,µm,Spot,Position,1,Tracked,1000000017,17,
1393.34,1165.87,4960.75,µm,Spot,Position,1,Tracked,1000000025,25,
1287.33,1243.37,4948.51,µm,Spot,Position,1,Tracked,1000000041,41,
1320.48,1239.47,4952.51,µm,Spot,Position,1,Tracked,1000000043,43,
1315.07,1197.37,4961.84,µm,Spot,Position,1,Tracked,1000000046,46,
1581.03,1182.79,4965.3,µm,Spot,Position,1,Tracked,1000000049,49,
1593.28,1008.45,4968.85,µm,Spot,Position,1,Tracked,1000000057,57,
1389.32,1125.01,4987.73,µm,Spot,Position,1,Tracked,1000000068,68,
1274.64,1154.85,4987.78,µm,Spot,Position,1,Tracked,1000000069,69,
1275.18,1071.46,4997.18,µm,Spot,Position,1,Tracked,1000000070,70,
1414.64,1164.8,4968.08,µm,Spot,Position,1,Tracked,1000000071,71,
1390.21,1133.44,4973.52,µm,Spot,Position,1,Tracked,1000000072,72,
1528.53,1089.09,4972.04,µm,Spot,Position,1,Tracked,1000000074,74,
1529.77,1056.61,4993.39,µm,Spot,Position,1,Tracked,1000000075,75,
1481.96,1177.45,4967.13,µm,Spot,Position,1,Tracked,1000000076,76,
1406.61,1257.92,4971.45,µm,Spot,Position,1,Tracked,1000000078,78,
1501.31,1184.5,4973.04,µm,Spot,Position,1,Tracked,1000000079,79,
1458.99,1220.46,4976.3,µm,Spot,Position,1,Tracked,1000000080,80,
1548.39,1207.59,4973.15,µm,Spot,Position,1,Tracked,1000000081,81,
1499.05,1017.52,5017,µm,Spot,Position,1,Tracked,1000000093,93,
1533.99,1093.31,4981.58,µm,Spot,Position,1,Tracked,1000002122,2122,
1432.89,1245.44,4968.95,µm,Spot,Position,1,Tracked,1000002133,2133,
1424.66,1234.51,4960.49,µm,Spot,Position,1,Tracked,1000002145,2145,
1432.28,1229.53,4959.09,µm,Spot,Position,1,Tracked,1000002157,2157,
1371.78,1174.06,4959,µm,Spot,Position,1,Tracked,1000002181,2181,
1353.52,1173.23,4967,µm,Spot,Position,1,Tracked,1000002193,2193,
1329.84,1163.33,4959,µm,Spot,Position,1,Tracked,1000002205,2205,
1322.79,1106.37,4977,µm,Spot,Position,1,Tracked,1000002217,2217,
1286.92,1135.16,4961,µm,Spot,Position,1,Tracked,1000002229,2229,
1335.48,1153.36,4955,µm,Spot,Position,1,Tracked,1000002241,2241,
1329.48,1133.37,4963,µm,Spot,Position,1,Tracked,1000002253,2253,
1278.91,1093.27,4965,µm,Spot,Position,1,Tracked,1000002265,2265,
1276.29,1114.06,4963,µm,Spot,Position,1,Tracked,1000002288,2288,
1258.2,1121.25,4963,µm,Spot,Position,1,Tracked,1000002289,2289,
1240.11,1064.57,4971,µm,Spot,Position,1,Tracked,1000002308,2308,
1297.03,1218.54,4951,µm,Spot,Position,1,Tracked,1000002320,2320,
1281.61,1214.89,4947,µm,Spot,Position,1,Tracked,1000002332,2332,
1151.82,1009.14,4943.86,µm,Spot,Position,1,Untracked,1000000002,2,
1157.67,967.379,4949.94,µm,Spot,Position,1,Untracked,1000000003,3,
1176.61,1036.7,4948.24,µm,Spot,Position,1,Untracked,1000000004,4,
1151.84,1020.81,4962.38,µm,Spot,Position,1,Untracked,1000000006,6,
1165.8,1163.18,4942.41,µm,Spot,Position,1,Untracked,1000000007,7,
1217.55,1145.29,4947.78,µm,Spot,Position,1,Untracked,1000000008,8,
1156.43,1089.58,4948.32,µm,Spot,Position,1,Untracked,1000000009,9,
