
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
364.8,,Spot,8,Image 1,1,,1000000003,3,
234.994,,Spot,8,Image 1,1,Tracked,1000000005,5,
147.357,,Spot,8,Image 1,1,Untracked,1000000010,10,
174.079,,Spot,8,Image 1,1,Untracked,1000000011,11,
196.487,,Spot,8,Image 1,1,Untracked,1000000012,12,
188.5,,Spot,8,Image 1,1,Untracked,1000000013,13,
122.244,,Spot,8,Image 1,1,Untracked,1000000014,14,
121.93,,Spot,8,Image 1,1,Tracked,1000000016,16,
134.827,,Spot,8,Image 1,1,Untracked,1000000018,18,
187.608,,Spot,8,Image 1,1,Untracked,1000000020,20,
151.606,,Spot,8,Image 1,1,Tracked,1000000021,21,
161.304,,Spot,8,Image 1,1,Tracked,1000000022,22,
199.2,,Spot,8,Image 1,1,Tracked,1000000023,23,
54.1847,,Spot,8,Image 1,1,Untracked,1000000024,24,
106.344,,Spot,8,Image 1,1,Untracked,1000000026,26,
22.8108,,Spot,8,Image 1,1,Untracked,1000000027,27,
0,,Spot,8,Image 1,1,Untracked,1000000028,28,
94.8313,,Spot,8,Image 1,1,Untracked,1000000029,29,
37.3151,,Spot,8,Image 1,1,Untracked,1000000030,30,
0,,Spot,8,Image 1,1,Untracked,1000000031,31,
9.86158,,Spot,8,Image 1,1,Untracked,1000000033,33,
0,,Spot,8,Image 1,1,Untracked,1000000034,34,
46.1363,,Spot,8,Image 1,1,Untracked,1000000037,37,
87.3319,,Spot,8,Image 1,1,Untracked,1000000038,38,
81.0006,,Spot,8,Image 1,1,Tracked,1000000041,41,
86.4059,,Spot,8,Image 1,1,Untracked,1000000042,42,
96.3548,,Spot,8,Image 1,1,Untracked,1000000044,44,
57.6315,,Spot,8,Image 1,1,Tracked,1000000045,45,
28.8255,,Spot,8,Image 1,1,Tracked,1000000046,46,
28.6784,,Spot,8,Image 1,1,Untracked,1000000047,47,
0,,Spot,8,Image 1,1,Untracked,1000000048,48,
10.9114,,Spot,8,Image 1,1,Tracked,1000000051,51,
12.7671,,Spot,8,Image 1,1,Tracked,1000000052,52,
2.45862,,Spot,8,Image 1,1,Tracked,1000000053,53,
79.4265,,Spot,8,Image 1,1,Tracked,1000000054,54,
8.29257,,Spot,8,Image 1,1,Tracked,1000000056,56,
0,,Spot,8,Image 1,1,Untracked,1000000061,61,
0,,Spot,8,Image 1,1,Untracked,1000000063,63,
0,,Spot,8,Image 1,1,Untracked,1000000064,64,
0,,Spot,8,Image 1,1,Untracked,1000000065,65,
0,,Spot,8,Image 1,1,Untracked,1000000066,66,
0,,Spot,8,Image 1,1,Untracked,1000000067,67,
0,,Spot,8,Image 1,1,Untracked,1000000068,68,
0,,Spot,8,Image 1,1,Untracked,1000000071,71,
0,,Spot,8,Image 1,1,Untracked,1000000072,72,
0,,Spot,8,Image 1,1,,1000000073,73,
385.748,,Spot,8,Image 1,1,,1000000082,82,
369.669,,Spot,8,Image 1,1,,1000000084,84,
276.683,,Spot,8,Image 1,1,Untracked,1000000088,88,
259.979,,Spot,8,Image 1,1,Untracked,1000000089,89,
261.116,,Spot,8,Image 1,1,Untracked,1000000091,91,
230.636,,Spot,8,Image 1,1,Untracked,1000000092,92,
272.041,,Spot,8,Image 1,1,Tracked,1000000094,94,
245.992,,Spot,8,Image 1,1,Untracked,1000000096,96,
266.455,,Spot,8,Image 1,1,Tracked,1000000102,102,
326.69,,Spot,8,Image 1,1,Tracked,1000000105,105,
138.715,,Spot,8,Image 1,1,Untracked,1000000106,106,
108.365,,Spot,8,Image 1,1,Untracked,1000000107,107,
182.902,,Spot,8,Image 1,1,Untracked,1000000108,108,
182.963,,Spot,8,Image 1,1,Untracked,1000000111,111,
108.896,,Spot,8,Image 1,1,Untracked,1000000112,112,
194.024,,Spot,8,Image 1,1,Untracked,1000000114,114,
165.397,,Spot,8,Image 1,1,Untracked,1000000115,115,
153.775,,Spot,8,Image 1,1,Untracked,1000000116,116,
208.013,,Spot,8,Image 1,1,Untracked,1000000120,120,
125.963,,Spot,8,Image 1,1,Untracked,1000000121,121,
194.31,,Spot,8,Image 1,1,Untracked,1000000122,122,
184.188,,Spot,8,Image 1,1,Untracked,1000000123,123,
212.841,,Spot,8,Image 1,1,Tracked,1000000124,124,
172.824,,Spot,8,Image 1,1,Tracked,1000000125,125,
157.446,,Spot,8,Image 1,1,Tracked,1000000126,126,
143.231,,Spot,8,Image 1,1,Untracked,1000000127,127,
136.184,,Spot,8,Image 1,1,Tracked,1000000128,128,
229.729,,Spot,8,Image 1,1,Tracked,1000000130,130,
174.158,,Spot,8,Image 1,1,Tracked,1000000131,131,
214.709,,Spot,8,Image 1,1,Tracked,1000000133,133,
144.49,,Spot,8,Image 1,1,Tracked,1000000134,134,
177.147,,Spot,8,Image 1,1,Tracked,1000000135,135,
187.652,,Spot,8,Image 1,1,Tracked,1000000137,137,
114.817,,Spot,8,Image 1,1,Tracked,1000000139,139,
208.54,,Spot,8,Image 1,1,Tracked,1000000140,140,
165.148,,Spot,8,Image 1,1,Tracked,1000000145,145,
89.0477,,Spot,8,Image 1,1,Untracked,1000000150,150,
69.8702,,Spot,8,Image 1,1,Untracked,1000000151,151,
