
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Set 1,TrackID,ID,
414.71,1186.21,4543.43,um,Spot,Position,1,Tracked,1000007146,7146,
434.639,1233.24,4525.43,um,Spot,Position,1,Tracked,1000007160,7160,
407.244,1227.79,4525.43,um,Spot,Position,1,Tracked,1000007174,7174,
410.128,1242.72,4523.43,um,Spot,Position,1,Tracked,1000007188,7188,
379.701,1233.64,4557.43,um,Spot,Position,1,Tracked,1000007202,7202,
489.211,1161.72,4545.43,um,Spot,Position,1,Tracked,1000007216,7216,
454.344,1105.43,4551.43,um,Spot,Position,1,Tracked,1000007231,7231,
499.833,1060.95,4541.43,um,Spot,Position,1,Tracked,1000007245,7245,
409.32,1321.22,4525.43,um,Spot,Position,1,Tracked,1000007259,7259,
479.009,1375.73,4515.43,um,Spot,Position,1,Tracked,1000007273,7273,
384.881,1368.21,4531.43,um,Spot,Position,1,Tracked,1000007287,7287,
384.371,1387.53,4527.43,um,Spot,Position,1,Tracked,1000007301,7301,
353.608,1412.38,4541.43,um,Spot,Position,1,Tracked,1000007315,7315,
359.691,1444.34,4537.43,um,Spot,Position,1,Tracked,1000007329,7329,
389.102,1448.54,4527.43,um,Spot,Position,1,Tracked,1000007343,7343,
389.695,1500.67,4523.43,um,Spot,Position,1,Tracked,1000007357,7357,
424.735,1466.96,4525.43,um,Spot,Position,1,Tracked,1000007371,7371,
440.038,1460.95,4511.43,um,Spot,Position,1,Tracked,1000007385,7385,
454.765,1468.09,4525.43,um,Spot,Position,1,Tracked,1000007399,7399,
461.93,1444.81,4513.43,um,Spot,Position,1,Tracked,1000007413,7413,
414.412,1497.52,4519.43,um,Spot,Position,1,Tracked,1000007427,7427,
410.03,1485.87,4529.43,um,Spot,Position,1,Tracked,1000007441,7441,
490.746,1420.47,4517.43,um,Spot,Position,1,Tracked,1000007455,7455,
526.297,1394.61,4509.43,um,Spot,Position,1,Tracked,1000007469,7469,
550.883,1430.07,4521.43,um,Spot,Position,1,Tracked,1000007483,7483,
611.919,1354.08,4563.43,um,Spot,Position,1,Tracked,1000007525,7525,
565.846,1388.08,4519.43,um,Spot,Position,1,Tracked,1000007539,7539,
574.078,1389.76,4553.43,um,Spot,Position,1,Tracked,1000007553,7553,
567.272,1418.81,4505.43,um,Spot,Position,1,Tracked,1000007567,7567,
571.955,1453.94,4525.43,um,Spot,Position,1,Tracked,1000007581,7581,
538.577,1467.57,4567.43,um,Spot,Position,1,Tracked,1000007595,7595,
556.187,1494.25,4531.43,um,Spot,Position,1,Tracked,1000007612,7612,
547.505,1495.32,4541.43,um,Spot,Position,1,Tracked,1000007640,7640,
529.806,1468.89,4516.36,um,Spot,Position,1,Tracked,1000007654,7654,
