
Displacement Delta Length
 ==================== 
Displacement Delta Length,Unit,Category,Time,Set 1,TrackID,ID,
0,um,Spot,1,Untracked,1000000754,754,
0,um,Spot,1,Untracked,1000000757,757,
0,um,Spot,1,Untracked,1000000852,852,
0,um,Spot,1,Untracked,1000000853,853,
0,um,Spot,1,Untracked,1000000854,854,
0,um,Spot,1,Untracked,1000000855,855,
0,um,Spot,1,Untracked,1000000856,856,
0,um,Spot,1,Untracked,1000000872,872,
0,um,Spot,1,Untracked,1000000873,873,
0,um,Spot,1,Untracked,1000000874,874,
0,um,Spot,1,Untracked,1000000875,875,
0,um,Spot,1,Untracked,1000000876,876,
0,um,Spot,1,Untracked,1000000877,877,
0,um,Spot,1,Untracked,1000000878,878,
0,um,Spot,1,Untracked,1000000879,879,
0,um,Spot,1,Untracked,1000000880,880,
0,um,Spot,1,Untracked,1000000881,881,
0,um,Spot,1,Untracked,1000000884,884,
0,um,Spot,1,Untracked,1000000885,885,
0,um,Spot,1,Untracked,1000000887,887,
0,um,Spot,1,Untracked,1000000888,888,
0,um,Spot,1,Untracked,1000000889,889,
0,um,Spot,1,Untracked,1000000902,902,
0,um,Spot,1,Untracked,1000001026,1026,
0,um,Spot,1,Untracked,1000001027,1027,
0,um,Spot,1,Untracked,1000001028,1028,
0,um,Spot,1,Untracked,1000001029,1029,
0,um,Spot,1,Untracked,1000001030,1030,
0,um,Spot,1,Untracked,1000001031,1031,
0,um,Spot,1,Untracked,1000001032,1032,
0,um,Spot,1,Untracked,1000001033,1033,
0,um,Spot,1,Untracked,1000001034,1034,
0,um,Spot,1,Untracked,1000001035,1035,
0,um,Spot,1,Untracked,1000001036,1036,
0,um,Spot,1,Untracked,1000001037,1037,
0,um,Spot,1,Untracked,1000001038,1038,
0,um,Spot,1,Untracked,1000001039,1039,
0,um,Spot,1,Untracked,1000001042,1042,
0,um,Spot,1,Untracked,1000001043,1043,
0,um,Spot,1,Untracked,1000001044,1044,
0,um,Spot,1,Untracked,1000001045,1045,
0,um,Spot,1,Untracked,1000001046,1046,
0,um,Spot,1,Untracked,1000001048,1048,
0,um,Spot,1,Untracked,1000001049,1049,
0,um,Spot,1,Untracked,1000001050,1050,
0,um,Spot,1,Untracked,1000001051,1051,
0,um,Spot,1,Untracked,1000001052,1052,
0,um,Spot,1,Untracked,1000001053,1053,
0,um,Spot,1,Untracked,1000001059,1059,
0,um,Spot,1,Untracked,1000001063,1063,
0,um,Spot,1,Untracked,1000001065,1065,
0,um,Spot,1,Untracked,1000001068,1068,
0,um,Spot,1,Untracked,1000001076,1076,
0,um,Spot,1,Untracked,1000001079,1079,
0,um,Spot,1,Untracked,1000001080,1080,
0,um,Spot,1,Untracked,1000001081,1081,
0,um,Spot,1,Untracked,1000001082,1082,
0,um,Spot,1,Untracked,1000001083,1083,
0,um,Spot,1,Untracked,1000001084,1084,
0,um,Spot,1,Untracked,1000001085,1085,
0,um,Spot,1,Untracked,1000001086,1086,
0,um,Spot,1,Untracked,1000001088,1088,
0,um,Spot,1,Untracked,1000001089,1089,
0,um,Spot,1,Untracked,1000001090,1090,
0,um,Spot,1,Untracked,1000001091,1091,
0,um,Spot,1,Untracked,1000001092,1092,
0,um,Spot,1,Untracked,1000001094,1094,
0,um,Spot,1,Untracked,1000001095,1095,
0,um,Spot,1,Untracked,1000001096,1096,
0,um,Spot,1,Untracked,1000001097,1097,
0,um,Spot,1,Untracked,1000001098,1098,
0,um,Spot,1,Untracked,1000001099,1099,
0,um,Spot,1,Untracked,1000001101,1101,
0,um,Spot,1,Untracked,1000001103,1103,
0,um,Spot,1,Untracked,1000001105,1105,
0,um,Spot,1,Untracked,1000001106,1106,
0,um,Spot,1,Untracked,1000001107,1107,
0,um,Spot,1,Untracked,1000001108,1108,
0,um,Spot,1,Untracked,1000001109,1109,
0,um,Spot,1,Untracked,1000001110,1110,
0,um,Spot,1,Untracked,1000001112,1112,
0,um,Spot,1,Untracked,1000001113,1113,
0,um,Spot,1,Untracked,1000001115,1115,
0,um,Spot,1,Untracked,1000001117,1117,
0,um,Spot,1,Untracked,1000001118,1118,
0,um,Spot,1,Untracked,1000001119,1119,
0,um,Spot,1,Untracked,1000001120,1120,
0,um,Spot,1,Untracked,1000001121,1121,
0,um,Spot,1,Untracked,1000001122,1122,
0,um,Spot,1,Untracked,1000001123,1123,
0,um,Spot,1,Untracked,1000001124,1124,
0,um,Spot,1,Untracked,1000001125,1125,
0,um,Spot,1,Untracked,1000001127,1127,
0,um,Spot,1,Untracked,1000001128,1128,
0,um,Spot,1,Untracked,1000001129,1129,
0,um,Spot,1,Untracked,1000001130,1130,
0,um,Spot,1,Untracked,1000001131,1131,
0,um,Spot,1,Untracked,1000001133,1133,
0,um,Spot,1,Untracked,1000001134,1134,
0,um,Spot,1,Untracked,1000001139,1139,
0,um,Spot,1,Untracked,1000001163,1163,
0,um,Spot,1,Untracked,1000001164,1164,
0,um,Spot,1,Untracked,1000001165,1165,
0,um,Spot,1,Untracked,1000001166,1166,
0,um,Spot,1,Untracked,1000001168,1168,
