
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
10.8867,,Spot,5,Image 1,1,Untrecked,1000000001,1,
1.01626,,Spot,5,Image 1,1,Untrecked,1000000002,2,
0.25,,Spot,5,Image 1,1,Untrecked,1000000003,3,
2.45946,,Spot,5,Image 1,1,,1000000004,4,
10.1269,,Spot,5,Image 1,1,Untrecked,1000000005,5,
0.343629,,Spot,5,Image 1,1,Tracked,1000000006,6,
0.569231,,Spot,5,Image 1,1,Tracked,1000000007,7,
12.5156,,Spot,5,Image 1,1,Tracked,1000000008,8,
16.8233,,Spot,5,Image 1,1,Tracked,1000000009,9,
11.303,,Spot,5,Image 1,1,Untrecked,1000000010,10,
21.958,,Spot,5,Image 1,1,Untrecked,1000000011,11,
1.41154,,Spot,5,Image 1,1,Untrecked,1000000012,12,
33.5939,,Spot,5,Image 1,1,Untrecked,1000000013,13,
0.913858,,Spot,5,Image 1,1,Untrecked,1000000016,16,
0,,Spot,5,Image 1,1,,1000000017,17,
64.4868,,Spot,5,Image 1,1,,1000000018,18,
7.01887,,Spot,5,Image 1,1,Untrecked,1000000019,19,
0,,Spot,5,Image 1,1,Untrecked,1000000021,21,
4.38697,,Spot,5,Image 1,1,Untrecked,1000000022,22,
0.973077,,Spot,5,Image 1,1,Untrecked,1000000023,23,
0,,Spot,5,Image 1,1,Untrecked,1000000024,24,
0,,Spot,5,Image 1,1,Untrecked,1000000025,25,
0.597701,,Spot,5,Image 1,1,Tracked,1000000026,26,
16.6326,,Spot,5,Image 1,1,Untrecked,1000000027,27,
11.3374,,Spot,5,Image 1,1,Untrecked,1000000028,28,
2.38846,,Spot,5,Image 1,1,Untrecked,1000000029,29,
0.113208,,Spot,5,Image 1,1,Untrecked,1000000030,30,
0,,Spot,5,Image 1,1,Tracked,1000000034,34,
1.2197,,Spot,5,Image 1,1,Untrecked,1000000035,35,
3.48485,,Spot,5,Image 1,1,Untrecked,1000000036,36,
2.928,,Spot,5,Image 1,1,Untrecked,1000000037,37,
0,,Spot,5,Image 1,1,Untrecked,1000000038,38,
2.18702,,Spot,5,Image 1,1,Tracked,1000000045,45,
1.58868,,Spot,5,Image 1,1,Tracked,1000000046,46,
0,,Spot,5,Image 1,1,Tracked,1000000047,47,
0.199248,,Spot,5,Image 1,1,Tracked,1000000048,48,
0,,Spot,5,Image 1,1,Tracked,1000000049,49,
0.283582,,Spot,5,Image 1,1,Tracked,1000000051,51,
0,,Spot,5,Image 1,1,Tracked,1000000052,52,
0.454545,,Spot,5,Image 1,1,Tracked,1000000053,53,
1.09774,,Spot,5,Image 1,1,Tracked,1000000054,54,
6.94553,,Spot,5,Image 1,1,Untrecked,1000000055,55,
0,,Spot,5,Image 1,1,Untrecked,1000000056,56,
10.5287,,Spot,5,Image 1,1,Tracked,1000000057,57,
0,,Spot,5,Image 1,1,Untrecked,1000000058,58,
0.200758,,Spot,5,Image 1,1,Untrecked,1000000060,60,
3.41667,,Spot,5,Image 1,1,,1000000061,61,
2.81955,,Spot,5,Image 1,1,Untrecked,1000000062,62,
1.82707,,Spot,5,Image 1,1,Untrecked,1000000063,63,
1.36948,,Spot,5,Image 1,1,Tracked,1000000064,64,
5.38258,,Spot,5,Image 1,1,Untrecked,1000000065,65,
0.690566,,Spot,5,Image 1,1,Untrecked,1000000066,66,
0,,Spot,5,Image 1,1,Untrecked,1000000068,68,
2.94007,,Spot,5,Image 1,1,Untrecked,1000000069,69,
0.0839695,,Spot,5,Image 1,1,Tracked,1000000070,70,
0.00775194,,Spot,5,Image 1,1,Untrecked,1000000071,71,
0.317164,,Spot,5,Image 1,1,Tracked,1000000073,73,
0.414449,,Spot,5,Image 1,1,,1000000074,74,
0.208661,,Spot,5,Image 1,1,Untrecked,1000000076,76,
0.0864662,,Spot,5,Image 1,1,Untrecked,1000000077,77,
0.117424,,Spot,5,Image 1,1,,1000000078,78,
0,,Spot,5,Image 1,1,Untrecked,1000000079,79,
0.2,,Spot,5,Image 1,1,Untrecked,1000000080,80,
0.716667,,Spot,5,Image 1,1,Tracked,1000000081,81,
0,,Spot,5,Image 1,1,Untrecked,1000000083,83,
0,,Spot,5,Image 1,1,Untrecked,1000000084,84,
2.46212,,Spot,5,Image 1,1,Tracked,1000000088,88,
0,,Spot,5,Image 1,1,Tracked,1000000089,89,
0.524164,,Spot,5,Image 1,1,Tracked,1000000090,90,
0.315789,,Spot,5,Image 1,1,Tracked,1000000092,92,
12.9925,,Spot,5,Image 1,1,Tracked,1000000094,94,
0.479401,,Spot,5,Image 1,1,Tracked,1000000095,95,
0.0532319,,Spot,5,Image 1,1,Tracked,1000000096,96,
0,,Spot,5,Image 1,1,Tracked,1000000097,97,
13.6183,,Spot,5,Image 1,1,Untrecked,1000000104,104,
4.77178,,Spot,5,Image 1,1,Tracked,1000000105,105,
0.627376,,Spot,5,Image 1,1,Untrecked,1000000108,108,
0.0233463,,Spot,5,Image 1,1,Untrecked,1000000111,111,
0.0384615,,Spot,5,Image 1,1,Untrecked,1000000112,112,
0,,Spot,5,Image 1,1,,1000000113,113,
0.731801,,Spot,5,Image 1,1,Untrecked,1000000114,114,
0,,Spot,5,Image 1,1,Untrecked,1000000115,115,
0.352697,,Spot,5,Image 1,1,Tracked,1000000116,116,
0.557252,,Spot,5,Image 1,1,Untrecked,1000000117,117,
0.958955,,Spot,5,Image 1,1,Untrecked,1000000118,118,
0,,Spot,5,Image 1,1,Untrecked,1000000120,120,
0.296443,,Spot,5,Image 1,1,Untrecked,1000000121,121,
0.718254,,Spot,5,Image 1,1,Untrecked,1000000124,124,
0,,Spot,5,Image 1,1,Untrecked,1000000125,125,
2.05725,,Spot,5,Image 1,1,,1000000127,127,
0,,Spot,5,Image 1,1,Untrecked,1000000128,128,
0.54023,,Spot,5,Image 1,1,Untrecked,1000000129,129,
1.74409,,Spot,5,Image 1,1,Untrecked,1000000130,130,
0.660079,,Spot,5,Image 1,1,,1000000133,133,
1.46215,,Spot,5,Image 1,1,Untrecked,1000000136,136,
1.11628,,Spot,5,Image 1,1,Untrecked,1000000137,137,
2.88412,,Spot,5,Image 1,1,Untrecked,1000000138,138,
