
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
135.237,,Spot,3,Image 1,1,,1000000003,3,
130.294,,Spot,3,Image 1,1,Tracked,1000000005,5,
190.543,,Spot,3,Image 1,1,Untracked,1000000010,10,
190.735,,Spot,3,Image 1,1,Untracked,1000000011,11,
156.113,,Spot,3,Image 1,1,Untracked,1000000012,12,
148.34,,Spot,3,Image 1,1,Untracked,1000000013,13,
140.06,,Spot,3,Image 1,1,Untracked,1000000014,14,
207.452,,Spot,3,Image 1,1,Tracked,1000000016,16,
203.241,,Spot,3,Image 1,1,Untracked,1000000018,18,
247.625,,Spot,3,Image 1,1,Untracked,1000000020,20,
201.09,,Spot,3,Image 1,1,Tracked,1000000021,21,
194.348,,Spot,3,Image 1,1,Tracked,1000000022,22,
175.661,,Spot,3,Image 1,1,Tracked,1000000023,23,
252.167,,Spot,3,Image 1,1,Untracked,1000000024,24,
189.541,,Spot,3,Image 1,1,Untracked,1000000026,26,
215.709,,Spot,3,Image 1,1,Untracked,1000000027,27,
235.616,,Spot,3,Image 1,1,Untracked,1000000028,28,
185.375,,Spot,3,Image 1,1,Untracked,1000000029,29,
196.017,,Spot,3,Image 1,1,Untracked,1000000030,30,
242.256,,Spot,3,Image 1,1,Untracked,1000000031,31,
213.396,,Spot,3,Image 1,1,Untracked,1000000033,33,
308.857,,Spot,3,Image 1,1,Untracked,1000000034,34,
187.474,,Spot,3,Image 1,1,Untracked,1000000037,37,
167.592,,Spot,3,Image 1,1,Untracked,1000000038,38,
249.653,,Spot,3,Image 1,1,Tracked,1000000041,41,
179.056,,Spot,3,Image 1,1,Untracked,1000000042,42,
231.132,,Spot,3,Image 1,1,Untracked,1000000044,44,
184.638,,Spot,3,Image 1,1,Tracked,1000000045,45,
187.667,,Spot,3,Image 1,1,Tracked,1000000046,46,
218.732,,Spot,3,Image 1,1,Untracked,1000000047,47,
227.808,,Spot,3,Image 1,1,Untracked,1000000048,48,
154.14,,Spot,3,Image 1,1,Tracked,1000000051,51,
211.411,,Spot,3,Image 1,1,Tracked,1000000052,52,
210.271,,Spot,3,Image 1,1,Tracked,1000000053,53,
165.862,,Spot,3,Image 1,1,Tracked,1000000054,54,
171.593,,Spot,3,Image 1,1,Tracked,1000000056,56,
232.354,,Spot,3,Image 1,1,Untracked,1000000061,61,
221.868,,Spot,3,Image 1,1,Untracked,1000000063,63,
216.94,,Spot,3,Image 1,1,Untracked,1000000064,64,
251.283,,Spot,3,Image 1,1,Untracked,1000000065,65,
226.332,,Spot,3,Image 1,1,Untracked,1000000066,66,
203.553,,Spot,3,Image 1,1,Untracked,1000000067,67,
187.286,,Spot,3,Image 1,1,Untracked,1000000068,68,
224.584,,Spot,3,Image 1,1,Untracked,1000000071,71,
195.97,,Spot,3,Image 1,1,Untracked,1000000072,72,
232.567,,Spot,3,Image 1,1,,1000000073,73,
137.517,,Spot,3,Image 1,1,,1000000082,82,
110.462,,Spot,3,Image 1,1,,1000000084,84,
123.438,,Spot,3,Image 1,1,Untracked,1000000088,88,
136.04,,Spot,3,Image 1,1,Untracked,1000000089,89,
125.317,,Spot,3,Image 1,1,Untracked,1000000091,91,
134.804,,Spot,3,Image 1,1,Untracked,1000000092,92,
134.577,,Spot,3,Image 1,1,Tracked,1000000094,94,
154.41,,Spot,3,Image 1,1,Untracked,1000000096,96,
134.564,,Spot,3,Image 1,1,Tracked,1000000102,102,
121.008,,Spot,3,Image 1,1,Tracked,1000000105,105,
168.8,,Spot,3,Image 1,1,Untracked,1000000106,106,
162.363,,Spot,3,Image 1,1,Untracked,1000000107,107,
135.668,,Spot,3,Image 1,1,Untracked,1000000108,108,
197.845,,Spot,3,Image 1,1,Untracked,1000000111,111,
162.308,,Spot,3,Image 1,1,Untracked,1000000112,112,
134.24,,Spot,3,Image 1,1,Untracked,1000000114,114,
159.351,,Spot,3,Image 1,1,Untracked,1000000115,115,
155.492,,Spot,3,Image 1,1,Untracked,1000000116,116,
123.095,,Spot,3,Image 1,1,Untracked,1000000120,120,
130.487,,Spot,3,Image 1,1,Untracked,1000000121,121,
113.985,,Spot,3,Image 1,1,Untracked,1000000122,122,
138.684,,Spot,3,Image 1,1,Untracked,1000000123,123,
187.158,,Spot,3,Image 1,1,Tracked,1000000124,124,
173.561,,Spot,3,Image 1,1,Tracked,1000000125,125,
207.659,,Spot,3,Image 1,1,Tracked,1000000126,126,
161.758,,Spot,3,Image 1,1,Untracked,1000000127,127,
171.41,,Spot,3,Image 1,1,Tracked,1000000128,128,
147.786,,Spot,3,Image 1,1,Tracked,1000000130,130,
163.686,,Spot,3,Image 1,1,Tracked,1000000131,131,
128.276,,Spot,3,Image 1,1,Tracked,1000000133,133,
184.072,,Spot,3,Image 1,1,Tracked,1000000134,134,
182.961,,Spot,3,Image 1,1,Tracked,1000000135,135,
126.441,,Spot,3,Image 1,1,Tracked,1000000137,137,
143.707,,Spot,3,Image 1,1,Tracked,1000000139,139,
157.897,,Spot,3,Image 1,1,Tracked,1000000140,140,
119.88,,Spot,3,Image 1,1,Tracked,1000000145,145,
176.057,,Spot,3,Image 1,1,Untracked,1000000150,150,
156.75,,Spot,3,Image 1,1,Untracked,1000000151,151,
155.146,,Spot,3,Image 1,1,Untracked,1000000152,152,
169.519,,Spot,3,Image 1,1,Untracked,1000000155,155,
172.189,,Spot,3,Image 1,1,Untracked,1000000156,156,
168.742,,Spot,3,Image 1,1,Untracked,1000000159,159,
148.265,,Spot,3,Image 1,1,Untracked,1000000161,161,
173.519,,Spot,3,Image 1,1,Untracked,1000000162,162,
151.031,,Spot,3,Image 1,1,Untracked,1000000163,163,
167.594,,Spot,3,Image 1,1,Untracked,1000000164,164,
139.763,,Spot,3,Image 1,1,Untracked,1000000166,166,
174.245,,Spot,3,Image 1,1,,1000000172,172,
146.779,,Spot,3,Image 1,1,Untracked,1000000175,175,
128.561,,Spot,3,Image 1,1,Tracked,1000000178,178,
205.402,,Spot,3,Image 1,1,Tracked,1000000179,179,
144.128,,Spot,3,Image 1,1,Tracked,1000000191,191,
205.202,,Spot,3,Image 1,1,Untracked,1000000199,199,
199.077,,Spot,3,Image 1,1,Untracked,1000000201,201,
196.453,,Spot,3,Image 1,1,Untracked,1000000202,202,
149.143,,Spot,3,Image 1,1,Untracked,1000000203,203,
182.784,,Spot,3,Image 1,1,Untracked,1000000204,204,
196.692,,Spot,3,Image 1,1,Untracked,1000000205,205,
142.303,,Spot,3,Image 1,1,Untracked,1000000208,208,
215.36,,Spot,3,Image 1,1,Untracked,1000000212,212,
183.197,,Spot,3,Image 1,1,Tracked,1000000216,216,
172.558,,Spot,3,Image 1,1,Tracked,1000000217,217,
171.273,,Spot,3,Image 1,1,Tracked,1000000218,218,
164.397,,Spot,3,Image 1,1,Untracked,1000000219,219,
160.727,,Spot,3,Image 1,1,Untracked,1000000251,251,
155.58,,Spot,3,Image 1,1,Untracked,1000000254,254,
120.669,,Spot,3,Image 1,1,Untracked,1000000257,257,
145.977,,Spot,3,Image 1,1,Tracked,1000000262,262,
131.79,,Spot,3,Image 1,1,Untracked,1000000268,268,
136.824,,Spot,3,Image 1,1,Tracked,1000000272,272,
159.76,,Spot,3,Image 1,1,Untracked,1000000284,284,
139.425,,Spot,3,Image 1,1,Untracked,1000000285,285,
127.449,,Spot,3,Image 1,1,Untracked,1000000289,289,
120.252,,Spot,3,Image 1,1,Tracked,1000000309,309,
154.826,,Spot,3,Image 1,1,Untracked,1000000314,314,
157.102,,Spot,3,Image 1,1,Untracked,1000000316,316,
151.541,,Spot,3,Image 1,1,Untracked,1000000317,317,
150.338,,Spot,3,Image 1,1,Untracked,1000000323,323,
151.546,,Spot,3,Image 1,1,Untracked,1000000324,324,
153.847,,Spot,3,Image 1,1,Untracked,1000000325,325,
127.094,,Spot,3,Image 1,1,Untracked,1000000379,379,
130.97,,Spot,3,Image 1,1,Tracked,1000006624,6624,
108.015,,Spot,3,Image 1,1,Tracked,1000006651,6651,
133.141,,Spot,3,Image 1,1,Tracked,1000006677,6677,
149.535,,Spot,3,Image 1,1,Tracked,1000006690,6690,
136.878,,Spot,3,Image 1,1,Tracked,1000006703,6703,
157.804,,Spot,3,Image 1,2,,1000000003,6704,
215.115,,Spot,3,Image 1,2,,1000006705,6705,
180.483,,Spot,3,Image 1,2,Untracked,1000000010,6706,
159.131,,Spot,3,Image 1,2,Untracked,1000000013,6707,
212.384,,Spot,3,Image 1,2,Tracked,1000000016,6708,
226.771,,Spot,3,Image 1,2,Untracked,1000000018,6709,
202.142,,Spot,3,Image 1,2,Tracked,1000000022,6710,
284.575,,Spot,3,Image 1,2,Untracked,1000000024,6711,
179.253,,Spot,3,Image 1,2,Untracked,1000000026,6712,
215.985,,Spot,3,Image 1,2,Untracked,1000000027,6713,
242.685,,Spot,3,Image 1,2,Untracked,1000000028,6714,
184.93,,Spot,3,Image 1,2,Untracked,1000000029,6715,
198.941,,Spot,3,Image 1,2,Untracked,1000006716,6716,
164.586,,Spot,3,Image 1,2,Untracked,1000000030,6717,
246.669,,Spot,3,Image 1,2,Untracked,1000000033,6718,
239.903,,Spot,3,Image 1,2,Untracked,1000000031,6719,
320.404,,Spot,3,Image 1,2,Untracked,1000000034,6720,
189.985,,Spot,3,Image 1,2,Untracked,1000000042,6721,
199.635,,Spot,3,Image 1,2,Tracked,1000000045,6722,
197.064,,Spot,3,Image 1,2,Untracked,1000000044,6723,
234.039,,Spot,3,Image 1,2,Untracked,1000000047,6724,
206.504,,Spot,3,Image 1,2,Tracked,1000000046,6725,
253.887,,Spot,3,Image 1,2,Untracked,1000000048,6726,
244.867,,Spot,3,Image 1,2,Tracked,1000000052,6727,
239.938,,Spot,3,Image 1,2,Tracked,1000000053,6728,
180.651,,Spot,3,Image 1,2,Tracked,1000000054,6729,
144.167,,Spot,3,Image 1,2,Tracked,1000000178,6730,
199.61,,Spot,3,Image 1,2,Tracked,1000000056,6731,
