
Intensity Min Ch=8 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
0,,Spot,8,Image 1,1,Untracked,1000012267,12267,
0.994347,,Spot,8,Image 1,1,Untracked,1000012268,12268,
12.5776,,Spot,8,Image 1,1,Untracked,1000012269,12269,
0,,Spot,8,Image 1,1,Untracked,1000012270,12270,
0,,Spot,8,Image 1,1,Untracked,1000012272,12272,
0,,Spot,8,Image 1,1,Untracked,1000012273,12273,
23.9057,,Spot,8,Image 1,1,Untracked,1000012274,12274,
15.8517,,Spot,8,Image 1,1,Untracked,1000012279,12279,
0,,Spot,8,Image 1,1,Untracked,1000012280,12280,
7.79218,,Spot,8,Image 1,1,Untracked,1000012281,12281,
52.7847,,Spot,8,Image 1,1,Untracked,1000012284,12284,
5.96608,,Spot,8,Image 1,1,Untracked,1000012290,12290,
9.94347,,Spot,8,Image 1,1,Untracked,1000012291,12291,
20.8813,,Spot,8,Image 1,1,Untracked,1000012292,12292,
0,,Spot,8,Image 1,1,Untracked,1000012293,12293,
0,,Spot,8,Image 1,1,Untracked,1000012294,12294,
0,,Spot,8,Image 1,1,Untracked,1000012295,12295,
0,,Spot,8,Image 1,1,Untracked,1000012296,12296,
8.94912,,Spot,8,Image 1,1,Untracked,1000012297,12297,
0,,Spot,8,Image 1,1,Untracked,1000012298,12298,
1.98869,,Spot,8,Image 1,1,Untracked,1000012299,12299,
20.9768,,Spot,8,Image 1,1,Untracked,1000012300,12300,
6.96043,,Spot,8,Image 1,1,Untracked,1000012301,12301,
0,,Spot,8,Image 1,1,Untracked,1000012303,12303,
0,,Spot,8,Image 1,1,Untracked,1000012307,12307,
0,,Spot,8,Image 1,1,Untracked,1000012328,12328,
0,,Spot,8,Image 1,1,Untracked,1000012332,12332,
20.5024,,Spot,8,Image 1,1,Untracked,1000012333,12333,
30.334,,Spot,8,Image 1,1,Untracked,1000012357,12357,
0,,Spot,8,Image 1,1,Untracked,1000012359,12359,
0,,Spot,8,Image 1,1,Untracked,1000012360,12360,
0,,Spot,8,Image 1,1,Untracked,1000012364,12364,
30.0974,,Spot,8,Image 1,1,Untracked,1000012369,12369,
30.4036,,Spot,8,Image 1,1,Untracked,1000012371,12371,
14,,Spot,8,Image 1,1,Untracked,1000012395,12395,
14,,Spot,8,Image 1,1,Untracked,1000012396,12396,
24.1331,,Spot,8,Image 1,1,Tracked,1000026846,26846,
