
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
18,,Spot,2,Image 1,1,Untrecked,1000000001,1,
21,,Spot,2,Image 1,1,Untrecked,1000000002,2,
21,,Spot,2,Image 1,1,Untrecked,1000000003,3,
28,,Spot,2,Image 1,1,,1000000004,4,
0,,Spot,2,Image 1,1,Untrecked,1000000005,5,
23,,Spot,2,Image 1,1,Tracked,1000000006,6,
23,,Spot,2,Image 1,1,Tracked,1000000007,7,
24,,Spot,2,Image 1,1,Tracked,1000000008,8,
19,,Spot,2,Image 1,1,Tracked,1000000009,9,
24,,Spot,2,Image 1,1,Untrecked,1000000010,10,
19,,Spot,2,Image 1,1,Untrecked,1000000011,11,
23,,Spot,2,Image 1,1,Untrecked,1000000012,12,
20,,Spot,2,Image 1,1,Untrecked,1000000013,13,
27,,Spot,2,Image 1,1,Untrecked,1000000016,16,
27,,Spot,2,Image 1,1,,1000000017,17,
23,,Spot,2,Image 1,1,,1000000018,18,
23,,Spot,2,Image 1,1,Untrecked,1000000019,19,
26,,Spot,2,Image 1,1,Untrecked,1000000021,21,
22,,Spot,2,Image 1,1,Untrecked,1000000022,22,
25,,Spot,2,Image 1,1,Untrecked,1000000023,23,
20,,Spot,2,Image 1,1,Untrecked,1000000024,24,
14,,Spot,2,Image 1,1,Untrecked,1000000025,25,
28,,Spot,2,Image 1,1,Tracked,1000000026,26,
26,,Spot,2,Image 1,1,Untrecked,1000000027,27,
0,,Spot,2,Image 1,1,Untrecked,1000000028,28,
0,,Spot,2,Image 1,1,Untrecked,1000000029,29,
25,,Spot,2,Image 1,1,Untrecked,1000000030,30,
28,,Spot,2,Image 1,1,Tracked,1000000034,34,
24,,Spot,2,Image 1,1,Untrecked,1000000035,35,
27,,Spot,2,Image 1,1,Untrecked,1000000036,36,
25,,Spot,2,Image 1,1,Untrecked,1000000037,37,
28,,Spot,2,Image 1,1,Untrecked,1000000038,38,
18,,Spot,2,Image 1,1,Tracked,1000000045,45,
23,,Spot,2,Image 1,1,Tracked,1000000046,46,
27,,Spot,2,Image 1,1,Tracked,1000000047,47,
20,,Spot,2,Image 1,1,Tracked,1000000048,48,
24,,Spot,2,Image 1,1,Tracked,1000000049,49,
17,,Spot,2,Image 1,1,Tracked,1000000051,51,
27,,Spot,2,Image 1,1,Tracked,1000000052,52,
23,,Spot,2,Image 1,1,Tracked,1000000053,53,
23,,Spot,2,Image 1,1,Tracked,1000000054,54,
18,,Spot,2,Image 1,1,Untrecked,1000000055,55,
28,,Spot,2,Image 1,1,Untrecked,1000000056,56,
15,,Spot,2,Image 1,1,Tracked,1000000057,57,
27,,Spot,2,Image 1,1,Untrecked,1000000058,58,
19,,Spot,2,Image 1,1,Untrecked,1000000060,60,
20,,Spot,2,Image 1,1,,1000000061,61,
23,,Spot,2,Image 1,1,Untrecked,1000000062,62,
24,,Spot,2,Image 1,1,Untrecked,1000000063,63,
20,,Spot,2,Image 1,1,Tracked,1000000064,64,
17,,Spot,2,Image 1,1,Untrecked,1000000065,65,
25,,Spot,2,Image 1,1,Untrecked,1000000066,66,
25,,Spot,2,Image 1,1,Untrecked,1000000068,68,
24,,Spot,2,Image 1,1,Untrecked,1000000069,69,
25,,Spot,2,Image 1,1,Tracked,1000000070,70,
22,,Spot,2,Image 1,1,Untrecked,1000000071,71,
23,,Spot,2,Image 1,1,Tracked,1000000073,73,
24,,Spot,2,Image 1,1,,1000000074,74,
21,,Spot,2,Image 1,1,Untrecked,1000000076,76,
20,,Spot,2,Image 1,1,Untrecked,1000000077,77,
24,,Spot,2,Image 1,1,,1000000078,78,
28,,Spot,2,Image 1,1,Untrecked,1000000079,79,
21,,Spot,2,Image 1,1,Untrecked,1000000080,80,
