
Intensity Min Ch=8 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
26.9328,,Spot,8,Image 1,1,Untracked,1000000000,0,
0,,Spot,8,Image 1,1,Untracked,1000000001,1,
0,,Spot,8,Image 1,1,Untracked,1000000002,2,
0,,Spot,8,Image 1,1,Untracked,1000000003,3,
0,,Spot,8,Image 1,1,Untracked,1000000004,4,
20.8821,,Spot,8,Image 1,1,Untracked,1000000007,7,
0,,Spot,8,Image 1,1,Untracked,1000000008,8,
0.994384,,Spot,8,Image 1,1,Untracked,1000000009,9,
0,,Spot,8,Image 1,1,Untracked,1000000010,10,
0,,Spot,8,Image 1,1,Untracked,1000000012,12,
0,,Spot,8,Image 1,1,Untracked,1000000013,13,
15.9101,,Spot,8,Image 1,1,Untracked,1000000015,15,
0,,Spot,8,Image 1,1,Untracked,1000000016,16,
102.362,,Spot,8,Image 1,1,Tracked,1000000018,18,
105.954,,Spot,8,Image 1,1,Tracked,1000000023,23,
109.335,,Spot,8,Image 1,1,Tracked,1000000024,24,
132.433,,Spot,8,Image 1,1,Untracked,1000000025,25,
30.6191,,Spot,8,Image 1,1,Untracked,1000000026,26,
59.6796,,Spot,8,Image 1,1,Untracked,1000000027,27,
119.678,,Spot,8,Image 1,1,Untracked,1000000029,29,
21.8765,,Spot,8,Image 1,1,Untracked,1000000030,30,
35.701,,Spot,8,Image 1,1,Untracked,1000000031,31,
86.4847,,Spot,8,Image 1,1,Untracked,1000000032,32,
149.52,,Spot,8,Image 1,1,Untracked,1000000037,37,
174.834,,Spot,8,Image 1,1,Untracked,1000000039,39,
257.576,,Spot,8,Image 1,1,Tracked,1000000040,40,
15.0526,,Spot,8,Image 1,1,Untracked,1000000045,45,
0,,Spot,8,Image 1,1,Untracked,1000000046,46,
0,,Spot,8,Image 1,1,Untracked,1000000048,48,
0,,Spot,8,Image 1,1,Untracked,1000000050,50,
0,,Spot,8,Image 1,1,Untracked,1000000051,51,
16.3495,,Spot,8,Image 1,1,Untracked,1000000052,52,
12.2998,,Spot,8,Image 1,1,Untracked,1000000053,53,
0,,Spot,8,Image 1,1,Untracked,1000000054,54,
0,,Spot,8,Image 1,1,Untracked,1000000055,55,
4.21878,,Spot,8,Image 1,1,Untracked,1000000056,56,
14.7825,,Spot,8,Image 1,1,Untracked,1000000057,57,
0,,Spot,8,Image 1,1,Untracked,1000000059,59,
0,,Spot,8,Image 1,1,Untracked,1000000060,60,
15.9101,,Spot,8,Image 1,1,Untracked,1000000061,61,
0,,Spot,8,Image 1,1,Untracked,1000000062,62,
0,,Spot,8,Image 1,1,Untracked,1000000063,63,
20.6996,,Spot,8,Image 1,1,Untracked,1000000066,66,
42.063,,Spot,8,Image 1,1,Untracked,1000000069,69,
112.714,,Spot,8,Image 1,1,Tracked,1000000070,70,
115.657,,Spot,8,Image 1,1,Tracked,1000000071,71,
45.494,,Spot,8,Image 1,1,Tracked,1000000072,72,
123.688,,Spot,8,Image 1,1,Tracked,1000000073,73,
73.6653,,Spot,8,Image 1,1,Tracked,1000000074,74,
40.8182,,Spot,8,Image 1,1,Untracked,1000000075,75,
75.4759,,Spot,8,Image 1,1,Tracked,1000000076,76,
184.423,,Spot,8,Image 1,1,Tracked,1000000077,77,
0,,Spot,8,Image 1,1,Untracked,1000000080,80,
0,,Spot,8,Image 1,1,Untracked,1000000085,85,
0,,Spot,8,Image 1,1,Untracked,1000000086,86,
0,,Spot,8,Image 1,1,Untracked,1000000088,88,
24.0303,,Spot,8,Image 1,1,Untracked,1000000090,90,
0,,Spot,8,Image 1,1,Untracked,1000000091,91,
0,,Spot,8,Image 1,1,Untracked,1000000092,92,
0,,Spot,8,Image 1,1,Untracked,1000000095,95,
0,,Spot,8,Image 1,1,Untracked,1000000096,96,
13.3794,,Spot,8,Image 1,1,Untracked,1000000097,97,
0,,Spot,8,Image 1,1,Untracked,1000000098,98,
0,,Spot,8,Image 1,1,Untracked,1000000099,99,
1.98877,,Spot,8,Image 1,1,Untracked,1000000100,100,
0,,Spot,8,Image 1,1,Untracked,1000000106,106,
25.1787,,Spot,8,Image 1,1,Untracked,1000000115,115,
134.419,,Spot,8,Image 1,1,Untracked,1000000116,116,
74.6049,,Spot,8,Image 1,1,Tracked,1000000127,127,
28.6996,,Spot,8,Image 1,1,Untracked,1000000129,129,
72.923,,Spot,8,Image 1,1,Tracked,1000000131,131,
178.472,,Spot,8,Image 1,1,Untracked,1000000141,141,
0,,Spot,8,Image 1,1,Untracked,1000000146,146,
0,,Spot,8,Image 1,1,Untracked,1000000147,147,
29.3064,,Spot,8,Image 1,1,Untracked,1000000151,151,
0,,Spot,8,Image 1,1,Untracked,1000000152,152,
0,,Spot,8,Image 1,1,Untracked,1000000153,153,
0,,Spot,8,Image 1,1,Untracked,1000000157,157,
0,,Spot,8,Image 1,1,Untracked,1000000158,158,
19.896,,Spot,8,Image 1,1,Untracked,1000000161,161,
93.0392,,Spot,8,Image 1,1,Tracked,1000000168,168,
67.5735,,Spot,8,Image 1,1,Tracked,1000000172,172,
0,,Spot,8,Image 1,1,Untracked,1000000173,173,
13.8,,Spot,8,Image 1,1,Untracked,1000000178,178,
17.25,,Spot,8,Image 1,1,Untracked,1000000181,181,
17.25,,Spot,8,Image 1,1,Untracked,1000000183,183,
37.95,,Spot,8,Image 1,1,Untracked,1000000187,187,
31.1136,,Spot,8,Image 1,1,Untracked,1000000209,209,
48.392,,Spot,8,Image 1,1,Untracked,1000000210,210,
102.422,,Spot,8,Image 1,1,Tracked,1000007327,7327,
53.8075,,Spot,8,Image 1,1,Tracked,1000007334,7334,
147.064,,Spot,8,Image 1,1,Tracked,1000007341,7341,
139.419,,Spot,8,Image 1,1,Tracked,1000007347,7347,
124.589,,Spot,8,Image 1,1,Tracked,1000007354,7354,
141.732,,Spot,8,Image 1,1,Tracked,1000007361,7361,
177.219,,Spot,8,Image 1,1,Tracked,1000007367,7367,
200.575,,Spot,8,Image 1,1,Tracked,1000007373,7373,
249.671,,Spot,8,Image 1,1,Tracked,1000007379,7379,
197.892,,Spot,8,Image 1,1,Tracked,1000007386,7386,
147.866,,Spot,8,Image 1,1,Tracked,1000007392,7392,
55.1501,,Spot,8,Image 1,1,Tracked,1000007402,7402,
25.7454,,Spot,8,Image 1,2,Untracked,1000000000,7403,
0,,Spot,8,Image 1,2,Untracked,1000000002,7404,
0,,Spot,8,Image 1,2,Untracked,1000000001,7405,
0,,Spot,8,Image 1,2,Untracked,1000000003,7406,
0,,Spot,8,Image 1,2,Untracked,1000000004,7407,
0,,Spot,8,Image 1,2,Untracked,1000000009,7408,
0,,Spot,8,Image 1,2,Untracked,1000000008,7409,
0,,Spot,8,Image 1,2,Untracked,1000000010,7410,
103.347,,Spot,8,Image 1,2,Tracked,1000000018,7411,
109.983,,Spot,8,Image 1,2,Tracked,1000000024,7412,
107.467,,Spot,8,Image 1,2,Tracked,1000000023,7413,
133.292,,Spot,8,Image 1,2,Untracked,1000000025,7414,
30.8259,,Spot,8,Image 1,2,Untracked,1000000026,7415,
61.1769,,Spot,8,Image 1,2,Untracked,1000000027,7416,
121.146,,Spot,8,Image 1,2,Untracked,1000000029,7417,
24.8596,,Spot,8,Image 1,2,Untracked,1000000030,7418,
150.512,,Spot,8,Image 1,2,Untracked,1000000037,7419,
176.5,,Spot,8,Image 1,2,Untracked,1000000039,7420,
259.536,,Spot,8,Image 1,2,Tracked,1000000040,7421,
0,,Spot,8,Image 1,2,Untracked,1000007422,7422,
15.7272,,Spot,8,Image 1,2,Untracked,1000000052,7423,
4.97189,,Spot,8,Image 1,2,Untracked,1000000056,7424,
12.927,,Spot,8,Image 1,2,Untracked,1000000053,7425,
0,,Spot,8,Image 1,2,Untracked,1000000046,7426,
0,,Spot,8,Image 1,2,Untracked,1000000048,7427,
0,,Spot,8,Image 1,2,Untracked,1000000050,7428,
0,,Spot,8,Image 1,2,Untracked,1000000051,7429,
0,,Spot,8,Image 1,2,Untracked,1000007430,7430,
0,,Spot,8,Image 1,2,Untracked,1000000054,7431,
0,,Spot,8,Image 1,2,Untracked,1000000060,7432,
15.4689,,Spot,8,Image 1,2,Untracked,1000000057,7433,
0,,Spot,8,Image 1,2,Untracked,1000007434,7434,
6.96069,,Spot,8,Image 1,2,Untracked,1000007435,7435,
0,,Spot,8,Image 1,2,Untracked,1000000055,7436,
0,,Spot,8,Image 1,2,Untracked,1000000063,7437,
17.8989,,Spot,8,Image 1,2,Untracked,1000000061,7438,
