
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
69,,Spot,3,Image 1,1,,1000000003,3,
73,,Spot,3,Image 1,1,Tracked,1000000005,5,
103,,Spot,3,Image 1,1,Untracked,1000000010,10,
103,,Spot,3,Image 1,1,Untracked,1000000011,11,
92,,Spot,3,Image 1,1,Untracked,1000000012,12,
94,,Spot,3,Image 1,1,Untracked,1000000013,13,
83,,Spot,3,Image 1,1,Untracked,1000000014,14,
119,,Spot,3,Image 1,1,Tracked,1000000016,16,
106,,Spot,3,Image 1,1,Untracked,1000000018,18,
129,,Spot,3,Image 1,1,Untracked,1000000020,20,
134,,Spot,3,Image 1,1,Tracked,1000000021,21,
126,,Spot,3,Image 1,1,Tracked,1000000022,22,
100,,Spot,3,Image 1,1,Tracked,1000000023,23,
128,,Spot,3,Image 1,1,Untracked,1000000024,24,
84,,Spot,3,Image 1,1,Untracked,1000000026,26,
127,,Spot,3,Image 1,1,Untracked,1000000027,27,
138,,Spot,3,Image 1,1,Untracked,1000000028,28,
99,,Spot,3,Image 1,1,Untracked,1000000029,29,
0,,Spot,3,Image 1,1,Untracked,1000000030,30,
142,,Spot,3,Image 1,1,Untracked,1000000031,31,
0,,Spot,3,Image 1,1,Untracked,1000000033,33,
195,,Spot,3,Image 1,1,Untracked,1000000034,34,
115,,Spot,3,Image 1,1,Untracked,1000000037,37,
103,,Spot,3,Image 1,1,Untracked,1000000038,38,
146,,Spot,3,Image 1,1,Tracked,1000000041,41,
99,,Spot,3,Image 1,1,Untracked,1000000042,42,
114,,Spot,3,Image 1,1,Untracked,1000000044,44,
109,,Spot,3,Image 1,1,Tracked,1000000045,45,
111,,Spot,3,Image 1,1,Tracked,1000000046,46,
140,,Spot,3,Image 1,1,Untracked,1000000047,47,
139,,Spot,3,Image 1,1,Untracked,1000000048,48,
92,,Spot,3,Image 1,1,Tracked,1000000051,51,
128,,Spot,3,Image 1,1,Tracked,1000000052,52,
138,,Spot,3,Image 1,1,Tracked,1000000053,53,
72,,Spot,3,Image 1,1,Tracked,1000000054,54,
112,,Spot,3,Image 1,1,Tracked,1000000056,56,
132,,Spot,3,Image 1,1,Untracked,1000000061,61,
106,,Spot,3,Image 1,1,Untracked,1000000063,63,
107,,Spot,3,Image 1,1,Untracked,1000000064,64,
161,,Spot,3,Image 1,1,Untracked,1000000065,65,
166,,Spot,3,Image 1,1,Untracked,1000000066,66,
0,,Spot,3,Image 1,1,Untracked,1000000067,67,
114,,Spot,3,Image 1,1,Untracked,1000000068,68,
141,,Spot,3,Image 1,1,Untracked,1000000071,71,
128,,Spot,3,Image 1,1,Untracked,1000000072,72,
148,,Spot,3,Image 1,1,,1000000073,73,
74,,Spot,3,Image 1,1,,1000000082,82,
61,,Spot,3,Image 1,1,,1000000084,84,
69,,Spot,3,Image 1,1,Untracked,1000000088,88,
71,,Spot,3,Image 1,1,Untracked,1000000089,89,
49,,Spot,3,Image 1,1,Untracked,1000000091,91,
78,,Spot,3,Image 1,1,Untracked,1000000092,92,
71,,Spot,3,Image 1,1,Tracked,1000000094,94,
74,,Spot,3,Image 1,1,Untracked,1000000096,96,
76,,Spot,3,Image 1,1,Tracked,1000000102,102,
59,,Spot,3,Image 1,1,Tracked,1000000105,105,
85,,Spot,3,Image 1,1,Untracked,1000000106,106,
90,,Spot,3,Image 1,1,Untracked,1000000107,107,
76,,Spot,3,Image 1,1,Untracked,1000000108,108,
89,,Spot,3,Image 1,1,Untracked,1000000111,111,
100,,Spot,3,Image 1,1,Untracked,1000000112,112,
84,,Spot,3,Image 1,1,Untracked,1000000114,114,
100,,Spot,3,Image 1,1,Untracked,1000000115,115,
69,,Spot,3,Image 1,1,Untracked,1000000116,116,
60,,Spot,3,Image 1,1,Untracked,1000000120,120,
70,,Spot,3,Image 1,1,Untracked,1000000121,121,
62,,Spot,3,Image 1,1,Untracked,1000000122,122,
73,,Spot,3,Image 1,1,Untracked,1000000123,123,
106,,Spot,3,Image 1,1,Tracked,1000000124,124,
97,,Spot,3,Image 1,1,Tracked,1000000125,125,
111,,Spot,3,Image 1,1,Tracked,1000000126,126,
87,,Spot,3,Image 1,1,Untracked,1000000127,127,
108,,Spot,3,Image 1,1,Tracked,1000000128,128,
67,,Spot,3,Image 1,1,Tracked,1000000130,130,
64,,Spot,3,Image 1,1,Tracked,1000000131,131,
73,,Spot,3,Image 1,1,Tracked,1000000133,133,
109,,Spot,3,Image 1,1,Tracked,1000000134,134,
98,,Spot,3,Image 1,1,Tracked,1000000135,135,
73,,Spot,3,Image 1,1,Tracked,1000000137,137,
64,,Spot,3,Image 1,1,Tracked,1000000139,139,
68,,Spot,3,Image 1,1,Tracked,1000000140,140,
61,,Spot,3,Image 1,1,Tracked,1000000145,145,
91,,Spot,3,Image 1,1,Untracked,1000000150,150,
95,,Spot,3,Image 1,1,Untracked,1000000151,151,
89,,Spot,3,Image 1,1,Untracked,1000000152,152,
79,,Spot,3,Image 1,1,Untracked,1000000155,155,
111,,Spot,3,Image 1,1,Untracked,1000000156,156,
96,,Spot,3,Image 1,1,Untracked,1000000159,159,
82,,Spot,3,Image 1,1,Untracked,1000000161,161,
100,,Spot,3,Image 1,1,Untracked,1000000162,162,
77,,Spot,3,Image 1,1,Untracked,1000000163,163,
0,,Spot,3,Image 1,1,Untracked,1000000164,164,
60,,Spot,3,Image 1,1,Untracked,1000000166,166,
101,,Spot,3,Image 1,1,,1000000172,172,
74,,Spot,3,Image 1,1,Untracked,1000000175,175,
67,,Spot,3,Image 1,1,Tracked,1000000178,178,
121,,Spot,3,Image 1,1,Tracked,1000000179,179,
73,,Spot,3,Image 1,1,Tracked,1000000191,191,
124,,Spot,3,Image 1,1,Untracked,1000000199,199,
125,,Spot,3,Image 1,1,Untracked,1000000201,201,
120,,Spot,3,Image 1,1,Untracked,1000000202,202,
0,,Spot,3,Image 1,1,Untracked,1000000203,203,
0,,Spot,3,Image 1,1,Untracked,1000000204,204,
123,,Spot,3,Image 1,1,Untracked,1000000205,205,
86,,Spot,3,Image 1,1,Untracked,1000000208,208,
129,,Spot,3,Image 1,1,Untracked,1000000212,212,
97,,Spot,3,Image 1,1,Tracked,1000000216,216,
108,,Spot,3,Image 1,1,Tracked,1000000217,217,
105,,Spot,3,Image 1,1,Tracked,1000000218,218,
92,,Spot,3,Image 1,1,Untracked,1000000219,219,
78,,Spot,3,Image 1,1,Untracked,1000000251,251,
91,,Spot,3,Image 1,1,Untracked,1000000254,254,
67,,Spot,3,Image 1,1,Untracked,1000000257,257,
86,,Spot,3,Image 1,1,Tracked,1000000262,262,
78,,Spot,3,Image 1,1,Untracked,1000000268,268,
73,,Spot,3,Image 1,1,Tracked,1000000272,272,
0,,Spot,3,Image 1,1,Untracked,1000000284,284,
75,,Spot,3,Image 1,1,Untracked,1000000285,285,
66,,Spot,3,Image 1,1,Untracked,1000000289,289,
