
Speed
 ==================== 
Speed,Unit,Category,Time,Set 1,TrackID,ID,
8.13476,um/h,Spot,1,Untracked,1000000004,4,
6.20713,um/h,Spot,1,Untracked,1000000005,5,
10.5213,um/h,Spot,1,Untracked,1000000006,6,
4.76573,um/h,Spot,1,Untracked,1000000007,7,
21.4458,um/h,Spot,1,Untracked,1000000009,9,
12.4983,um/h,Spot,1,Untracked,1000000011,11,
5.73285,um/h,Spot,1,Untracked,1000000012,12,
5.41599,um/h,Spot,1,Untracked,1000000013,13,
17.7507,um/h,Spot,1,Untracked,1000000014,14,
7.41121,um/h,Spot,1,Untracked,1000000016,16,
7.28045,um/h,Spot,1,Untracked,1000000020,20,
8.27781,um/h,Spot,1,Untracked,1000000021,21,
15.0253,um/h,Spot,1,Untracked,1000000022,22,
35.5322,um/h,Spot,1,Untracked,1000000027,27,
3.26688,um/h,Spot,1,Untracked,1000000038,38,
5.67494,um/h,Spot,1,Untracked,1000000039,39,
2.79464,um/h,Spot,1,Untracked,1000000041,41,
3.20764,um/h,Spot,1,Untracked,1000000042,42,
4.93331,um/h,Spot,1,Untracked,1000000047,47,
4.33813,um/h,Spot,1,Untracked,1000000051,51,
6.69444,um/h,Spot,1,Untracked,1000000052,52,
5.85819,um/h,Spot,1,Untracked,1000000053,53,
6.36281,um/h,Spot,1,Untracked,1000000055,55,
5.03008,um/h,Spot,1,Untracked,1000000056,56,
5.72216,um/h,Spot,1,Untracked,1000000059,59,
3.26965,um/h,Spot,1,Untracked,1000000061,61,
6.9461,um/h,Spot,1,Untracked,1000000062,62,
4.66239,um/h,Spot,1,Untracked,1000000064,64,
7.16785,um/h,Spot,1,Untracked,1000000065,65,
4.88138,um/h,Spot,1,Untracked,1000000066,66,
4.31996,um/h,Spot,1,Untracked,1000000069,69,
5.70915,um/h,Spot,1,Untracked,1000000070,70,
6.65888,um/h,Spot,1,Untracked,1000000071,71,
9.99396,um/h,Spot,1,Untracked,1000000074,74,
4.30604,um/h,Spot,1,Untracked,1000000075,75,
12.8428,um/h,Spot,1,Untracked,1000000077,77,
3.0014,um/h,Spot,1,Untracked,1000000078,78,
22.0411,um/h,Spot,1,Untracked,1000000079,79,
7.81383,um/h,Spot,1,Untracked,1000000082,82,
10.6531,um/h,Spot,1,Untracked,1000000102,102,
8.0939,um/h,Spot,1,Untracked,1000000104,104,
1.77052,um/h,Spot,1,Untracked,1000000116,116,
8.23579,um/h,Spot,1,Untracked,1000000129,129,
7.69876,um/h,Spot,1,Untracked,1000000130,130,
3.80659,um/h,Spot,1,Untracked,1000000135,135,
10.8079,um/h,Spot,1,Untracked,1000000139,139,
8.01658,um/h,Spot,1,Untracked,1000000140,140,
2.71492,um/h,Spot,1,Untracked,1000000145,145,
54.2844,um/h,Spot,1,Untracked,1000000146,146,
9.24533,um/h,Spot,1,Untracked,1000000153,153,
20.3378,um/h,Spot,1,Untracked,1000000157,157,
14.3323,um/h,Spot,1,Untracked,1000000224,224,
3.57761,um/h,Spot,1,Untracked,1000000255,255,
17.3708,um/h,Spot,1,Untracked,1000000263,263,
13.767,um/h,Spot,1,Tracked,1000007146,7146,
5.67578,um/h,Spot,1,Tracked,1000007160,7160,
5.55668,um/h,Spot,1,Tracked,1000007174,7174,
5.6074,um/h,Spot,1,Tracked,1000007188,7188,
9.99513,um/h,Spot,1,Tracked,1000007202,7202,
10.6036,um/h,Spot,1,Tracked,1000007216,7216,
12.1904,um/h,Spot,1,Tracked,1000007231,7231,
22.2333,um/h,Spot,1,Tracked,1000007245,7245,
0.46026,um/h,Spot,1,Tracked,1000007259,7259,
0.90405,um/h,Spot,1,Tracked,1000007273,7273,
4.6782,um/h,Spot,1,Tracked,1000007287,7287,
0,um/h,Spot,1,Tracked,1000007301,7301,
4.96299,um/h,Spot,1,Tracked,1000007315,7315,
