
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
199.85,,Spot,4,Image 1,1,,1000000003,3,
153.038,,Spot,4,Image 1,1,Tracked,1000000005,5,
253.725,,Spot,4,Image 1,1,Untracked,1000000010,10,
266.727,,Spot,4,Image 1,1,Untracked,1000000011,11,
194.184,,Spot,4,Image 1,1,Untracked,1000000012,12,
207.284,,Spot,4,Image 1,1,Untracked,1000000013,13,
162.37,,Spot,4,Image 1,1,Untracked,1000000014,14,
269.216,,Spot,4,Image 1,1,Tracked,1000000016,16,
301.545,,Spot,4,Image 1,1,Untracked,1000000018,18,
297.309,,Spot,4,Image 1,1,Untracked,1000000020,20,
207.598,,Spot,4,Image 1,1,Tracked,1000000021,21,
226.121,,Spot,4,Image 1,1,Tracked,1000000022,22,
250.829,,Spot,4,Image 1,1,Tracked,1000000023,23,
340.809,,Spot,4,Image 1,1,Untracked,1000000024,24,
258.319,,Spot,4,Image 1,1,Untracked,1000000026,26,
329.679,,Spot,4,Image 1,1,Untracked,1000000027,27,
350.445,,Spot,4,Image 1,1,Untracked,1000000028,28,
234.743,,Spot,4,Image 1,1,Untracked,1000000029,29,
226.792,,Spot,4,Image 1,1,Untracked,1000000030,30,
371.857,,Spot,4,Image 1,1,Untracked,1000000031,31,
339.506,,Spot,4,Image 1,1,Untracked,1000000033,33,
414.645,,Spot,4,Image 1,1,Untracked,1000000034,34,
250.908,,Spot,4,Image 1,1,Untracked,1000000037,37,
220.358,,Spot,4,Image 1,1,Untracked,1000000038,38,
282.546,,Spot,4,Image 1,1,Tracked,1000000041,41,
243.899,,Spot,4,Image 1,1,Untracked,1000000042,42,
245.174,,Spot,4,Image 1,1,Untracked,1000000044,44,
237.347,,Spot,4,Image 1,1,Tracked,1000000045,45,
237.606,,Spot,4,Image 1,1,Tracked,1000000046,46,
311.336,,Spot,4,Image 1,1,Untracked,1000000047,47,
330.259,,Spot,4,Image 1,1,Untracked,1000000048,48,
209.924,,Spot,4,Image 1,1,Tracked,1000000051,51,
306.236,,Spot,4,Image 1,1,Tracked,1000000052,52,
311.725,,Spot,4,Image 1,1,Tracked,1000000053,53,
206.427,,Spot,4,Image 1,1,Tracked,1000000054,54,
218.019,,Spot,4,Image 1,1,Tracked,1000000056,56,
304.423,,Spot,4,Image 1,1,Untracked,1000000061,61,
311.684,,Spot,4,Image 1,1,Untracked,1000000063,63,
290.087,,Spot,4,Image 1,1,Untracked,1000000064,64,
399.166,,Spot,4,Image 1,1,Untracked,1000000065,65,
392.195,,Spot,4,Image 1,1,Untracked,1000000066,66,
279.677,,Spot,4,Image 1,1,Untracked,1000000067,67,
217.53,,Spot,4,Image 1,1,Untracked,1000000068,68,
348.07,,Spot,4,Image 1,1,Untracked,1000000071,71,
321.224,,Spot,4,Image 1,1,Untracked,1000000072,72,
370.996,,Spot,4,Image 1,1,,1000000073,73,
188.382,,Spot,4,Image 1,1,,1000000082,82,
140.356,,Spot,4,Image 1,1,,1000000084,84,
182.687,,Spot,4,Image 1,1,Untracked,1000000088,88,
173.55,,Spot,4,Image 1,1,Untracked,1000000089,89,
172.366,,Spot,4,Image 1,1,Untracked,1000000091,91,
156.627,,Spot,4,Image 1,1,Untracked,1000000092,92,
178.7,,Spot,4,Image 1,1,Tracked,1000000094,94,
183.015,,Spot,4,Image 1,1,Untracked,1000000096,96,
