
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Set 1,TrackID,ID,
1922.48,1905.3,4347.43,um,Spot,Position,1,Tracked,1000003129,3129,
1913.31,1876.93,4347.43,um,Spot,Position,1,Tracked,1000003143,3143,
1927.45,1833.81,4361.43,um,Spot,Position,1,Tracked,1000003157,3157,
1880.35,1852.25,4351.43,um,Spot,Position,1,Tracked,1000003171,3171,
1895.19,1857.43,4349.43,um,Spot,Position,1,Tracked,1000003185,3185,
1965.94,1860.39,4355.43,um,Spot,Position,1,Tracked,1000003199,3199,
1955.92,1914.05,4349.43,um,Spot,Position,1,Tracked,1000003216,3216,
1942.64,1914.93,4351.43,um,Spot,Position,1,Tracked,1000003227,3227,
1968.91,1888.53,4388.55,um,Spot,Position,1,Tracked,1000003241,3241,
1978.06,1889.24,4417.33,um,Spot,Position,1,Tracked,1000003255,3255,
2015.33,1850.64,4367.43,um,Spot,Position,1,Tracked,1000003269,3269,
2173.01,1980.54,4301.43,um,Spot,Position,1,Tracked,1000003283,3283,
1853.34,1798.98,4375.43,um,Spot,Position,1,Tracked,1000003297,3297,
1841.77,1795.24,4361.43,um,Spot,Position,1,Tracked,1000003310,3310,
1819.65,1708.49,4371.43,um,Spot,Position,1,Tracked,1000003323,3323,
1835.52,1689.63,4381.43,um,Spot,Position,1,Tracked,1000003336,3336,
1875.7,1780.63,4357.43,um,Spot,Position,1,Tracked,1000003350,3350,
1918.65,1749.91,4355.43,um,Spot,Position,1,Tracked,1000003363,3363,
1894,1789.78,4365.43,um,Spot,Position,1,Tracked,1000003377,3377,
1912.46,1790.25,4357.43,um,Spot,Position,1,Tracked,1000003391,3391,
1926.84,1773.1,4347.43,um,Spot,Position,1,Tracked,1000003405,3405,
1985.88,1744.55,4367.43,um,Spot,Position,1,Tracked,1000003432,3432,
2068.04,1681.1,4377.43,um,Spot,Position,1,Tracked,1000003446,3446,
1793.07,1710.33,4381.43,um,Spot,Position,1,Tracked,1000003476,3476,
1797.94,1673.99,4375.43,um,Spot,Position,1,Tracked,1000003490,3490,
