
Intensity Min Ch=8 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
0,,Spot,8,Image 1,1,Untracked,1000000002,2,
0,,Spot,8,Image 1,1,Untracked,1000000003,3,
0,,Spot,8,Image 1,1,Untracked,1000000004,4,
0,,Spot,8,Image 1,1,Untracked,1000000006,6,
0,,Spot,8,Image 1,1,Untracked,1000000007,7,
24.8593,,Spot,8,Image 1,1,Untracked,1000000008,8,
0,,Spot,8,Image 1,1,Untracked,1000000009,9,
0,,Spot,8,Image 1,1,Untracked,1000000011,11,
0,,Spot,8,Image 1,1,Untracked,1000000012,12,
40.7692,,Spot,8,Image 1,1,Untracked,1000000013,13,
47.7298,,Spot,8,Image 1,1,Untracked,1000000014,14,
19.8874,,Spot,8,Image 1,1,Untracked,1000000015,15,
112.364,,Spot,8,Image 1,1,Tracked,1000000017,17,
199.868,,Spot,8,Image 1,1,Tracked,1000000025,25,
0,,Spot,8,Image 1,1,Untracked,1000000026,26,
24.8593,,Spot,8,Image 1,1,Untracked,1000000027,27,
9.94371,,Spot,8,Image 1,1,Untracked,1000000028,28,
59.6622,,Spot,8,Image 1,1,Untracked,1000000029,29,
9.94371,,Spot,8,Image 1,1,Untracked,1000000032,32,
66.6228,,Spot,8,Image 1,1,Untracked,1000000033,33,
0,,Spot,8,Image 1,1,Untracked,1000000034,34,
53.696,,Spot,8,Image 1,1,Untracked,1000000035,35,
41.7636,,Spot,8,Image 1,1,Untracked,1000000036,36,
13.9212,,Spot,8,Image 1,1,Untracked,1000000037,37,
49.7185,,Spot,8,Image 1,1,Untracked,1000000038,38,
0,,Spot,8,Image 1,1,Untracked,1000000039,39,
94.4652,,Spot,8,Image 1,1,Tracked,1000000041,41,
127.279,,Spot,8,Image 1,1,Tracked,1000000043,43,
116.341,,Spot,8,Image 1,1,Untracked,1000000044,44,
122.308,,Spot,8,Image 1,1,Tracked,1000000046,46,
387.806,,Spot,8,Image 1,1,Tracked,1000000049,49,
0,,Spot,8,Image 1,1,Untracked,1000000050,50,
0,,Spot,8,Image 1,1,Untracked,1000000051,51,
0,,Spot,8,Image 1,1,Untracked,1000000052,52,
0,,Spot,8,Image 1,1,Untracked,1000000053,53,
0,,Spot,8,Image 1,1,Untracked,1000000054,54,
0,,Spot,8,Image 1,1,Untracked,1000000055,55,
399.739,,Spot,8,Image 1,1,Tracked,1000000057,57,
466.363,,Spot,8,Image 1,1,Untracked,1000000058,58,
486.25,,Spot,8,Image 1,1,Untracked,1000000059,59,
0,,Spot,8,Image 1,1,Untracked,1000000060,60,
0,,Spot,8,Image 1,1,Untracked,1000000062,62,
0,,Spot,8,Image 1,1,Untracked,1000000063,63,
51.7073,,Spot,8,Image 1,1,Untracked,1000000065,65,
195.891,,Spot,8,Image 1,1,Tracked,1000000068,68,
81.5384,,Spot,8,Image 1,1,Tracked,1000000069,69,
81.5384,,Spot,8,Image 1,1,Tracked,1000000070,70,
221.744,,Spot,8,Image 1,1,Tracked,1000000071,71,
196.885,,Spot,8,Image 1,1,Tracked,1000000072,72,
335.104,,Spot,8,Image 1,1,Tracked,1000000074,74,
336.098,,Spot,8,Image 1,1,Tracked,1000000075,75,
288.368,,Spot,8,Image 1,1,Tracked,1000000076,76,
213.79,,Spot,8,Image 1,1,Tracked,1000000078,78,
308.255,,Spot,8,Image 1,1,Tracked,1000000079,79,
265.497,,Spot,8,Image 1,1,Tracked,1000000080,80,
354.991,,Spot,8,Image 1,1,Tracked,1000000081,81,
0,,Spot,8,Image 1,1,Untracked,1000000082,82,
0,,Spot,8,Image 1,1,Untracked,1000000083,83,
0,,Spot,8,Image 1,1,Untracked,1000000085,85,
0,,Spot,8,Image 1,1,Untracked,1000000087,87,
25.8537,,Spot,8,Image 1,1,Untracked,1000000088,88,
14.9156,,Spot,8,Image 1,1,Untracked,1000000089,89,
42.7579,,Spot,8,Image 1,1,Untracked,1000000092,92,
306.267,,Spot,8,Image 1,1,Tracked,1000000093,93,
491.222,,Spot,8,Image 1,1,Untracked,1000000095,95,
0,,Spot,8,Image 1,1,Untracked,1000000096,96,
2.98311,,Spot,8,Image 1,1,Untracked,1000000097,97,
0,,Spot,8,Image 1,1,Untracked,1000000098,98,
13.9212,,Spot,8,Image 1,1,Untracked,1000000099,99,
0,,Spot,8,Image 1,1,Untracked,1000000100,100,
0,,Spot,8,Image 1,1,Untracked,1000000101,101,
0,,Spot,8,Image 1,1,Untracked,1000000102,102,
0,,Spot,8,Image 1,1,Untracked,1000000103,103,
0,,Spot,8,Image 1,1,Untracked,1000000105,105,
0,,Spot,8,Image 1,1,Untracked,1000000107,107,
0.994371,,Spot,8,Image 1,1,Untracked,1000000108,108,
0,,Spot,8,Image 1,1,Untracked,1000000111,111,
0.994371,,Spot,8,Image 1,1,Untracked,1000000113,113,
341.07,,Spot,8,Image 1,1,Tracked,1000002122,2122,
239.643,,Spot,8,Image 1,1,Tracked,1000002133,2133,
231.688,,Spot,8,Image 1,1,Tracked,1000002145,2145,
238.649,,Spot,8,Image 1,1,Tracked,1000002157,2157,
194.896,,Spot,8,Image 1,1,Untracked,1000002169,2169,
178.987,,Spot,8,Image 1,1,Tracked,1000002181,2181,
160.094,,Spot,8,Image 1,1,Tracked,1000002193,2193,
136.229,,Spot,8,Image 1,1,Tracked,1000002205,2205,
129.268,,Spot,8,Image 1,1,Tracked,1000002217,2217,
93.4708,,Spot,8,Image 1,1,Tracked,1000002229,2229,
142.195,,Spot,8,Image 1,1,Tracked,1000002241,2241,
136.229,,Spot,8,Image 1,1,Tracked,1000002253,2253,
85.5158,,Spot,8,Image 1,1,Tracked,1000002265,2265,
83.5271,,Spot,8,Image 1,1,Tracked,1000002288,2288,
64.6341,,Spot,8,Image 1,1,Tracked,1000002289,2289,
46.7354,,Spot,8,Image 1,1,Tracked,1000002308,2308,
103.414,,Spot,8,Image 1,1,Tracked,1000002320,2320,
88.4989,,Spot,8,Image 1,1,Tracked,1000002332,2332,
0,,Spot,8,Image 1,2,Untracked,1000000002,2333,
0,,Spot,8,Image 1,2,Untracked,1000000004,2334,
0,,Spot,8,Image 1,2,Untracked,1000002335,2335,
0,,Spot,8,Image 1,2,Untracked,1000000003,2336,
0,,Spot,8,Image 1,2,Untracked,1000000006,2337,
0,,Spot,8,Image 1,2,Untracked,1000000007,2338,
0,,Spot,8,Image 1,2,Untracked,1000000009,2339,
0,,Spot,8,Image 1,2,Untracked,1000000011,2340,
0,,Spot,8,Image 1,2,Untracked,1000000012,2341,
27.8424,,Spot,8,Image 1,2,Untracked,1000000008,2342,
37.7861,,Spot,8,Image 1,2,Untracked,1000000014,2343,
37.7861,,Spot,8,Image 1,2,Untracked,1000000013,2344,
44.7467,,Spot,8,Image 1,2,Untracked,1000002345,2345,
17.8987,,Spot,8,Image 1,2,Untracked,1000000015,2346,
114.353,,Spot,8,Image 1,2,Tracked,1000000017,2347,
204.84,,Spot,8,Image 1,2,Tracked,1000000025,2348,
0,,Spot,8,Image 1,2,Untracked,1000000026,2349,
28.8368,,Spot,8,Image 1,2,Untracked,1000000027,2350,
15.9099,,Spot,8,Image 1,2,Untracked,1000000028,2351,
58.6679,,Spot,8,Image 1,2,Untracked,1000000029,2352,
4.97186,,Spot,8,Image 1,2,Untracked,1000000032,2353,
0,,Spot,8,Image 1,2,Untracked,1000000039,2354,
0,,Spot,8,Image 1,2,Untracked,1000000034,2355,
55.6847,,Spot,8,Image 1,2,Untracked,1000000035,2356,
44.7467,,Spot,8,Image 1,2,Untracked,1000000036,2357,
17.8987,,Spot,8,Image 1,2,Untracked,1000000037,2358,
