
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
658.684,,Spot,1,Image 1,1,Untrecked,1000000001,1,
703.768,,Spot,1,Image 1,1,Untrecked,1000000002,2,
808.919,,Spot,1,Image 1,1,Untrecked,1000000003,3,
959.274,,Spot,1,Image 1,1,,1000000004,4,
594.631,,Spot,1,Image 1,1,Untrecked,1000000005,5,
490.398,,Spot,1,Image 1,1,Tracked,1000000006,6,
387.442,,Spot,1,Image 1,1,Tracked,1000000007,7,
281.816,,Spot,1,Image 1,1,Tracked,1000000008,8,
184.639,,Spot,1,Image 1,1,Tracked,1000000009,9,
841.394,,Spot,1,Image 1,1,Untrecked,1000000010,10,
586.992,,Spot,1,Image 1,1,Untrecked,1000000011,11,
933.531,,Spot,1,Image 1,1,Untrecked,1000000012,12,
758.479,,Spot,1,Image 1,1,Untrecked,1000000013,13,
968.311,,Spot,1,Image 1,1,Untrecked,1000000016,16,
740.436,,Spot,1,Image 1,1,,1000000017,17,
284.532,,Spot,1,Image 1,1,,1000000018,18,
487.796,,Spot,1,Image 1,1,Untrecked,1000000019,19,
602.849,,Spot,1,Image 1,1,Untrecked,1000000021,21,
518.46,,Spot,1,Image 1,1,Untrecked,1000000022,22,
555.362,,Spot,1,Image 1,1,Untrecked,1000000023,23,
824.473,,Spot,1,Image 1,1,Untrecked,1000000024,24,
868.392,,Spot,1,Image 1,1,Untrecked,1000000025,25,
942.95,,Spot,1,Image 1,1,Tracked,1000000026,26,
693.178,,Spot,1,Image 1,1,Untrecked,1000000027,27,
257.016,,Spot,1,Image 1,1,Untrecked,1000000028,28,
357.254,,Spot,1,Image 1,1,Untrecked,1000000029,29,
518.815,,Spot,1,Image 1,1,Untrecked,1000000030,30,
282.207,,Spot,1,Image 1,1,Tracked,1000000034,34,
227.777,,Spot,1,Image 1,1,Untrecked,1000000035,35,
176.86,,Spot,1,Image 1,1,Untrecked,1000000036,36,
195.788,,Spot,1,Image 1,1,Untrecked,1000000037,37,
196.689,,Spot,1,Image 1,1,Untrecked,1000000038,38,
178.038,,Spot,1,Image 1,1,Tracked,1000000045,45,
286.879,,Spot,1,Image 1,1,Tracked,1000000046,46,
319.183,,Spot,1,Image 1,1,Tracked,1000000047,47,
255.338,,Spot,1,Image 1,1,Tracked,1000000048,48,
322.218,,Spot,1,Image 1,1,Tracked,1000000049,49,
403.123,,Spot,1,Image 1,1,Tracked,1000000051,51,
279.05,,Spot,1,Image 1,1,Tracked,1000000052,52,
187.909,,Spot,1,Image 1,1,Tracked,1000000053,53,
218.474,,Spot,1,Image 1,1,Tracked,1000000054,54,
424.946,,Spot,1,Image 1,1,Untrecked,1000000055,55,
664.703,,Spot,1,Image 1,1,Untrecked,1000000056,56,
522.077,,Spot,1,Image 1,1,Tracked,1000000057,57,
859.502,,Spot,1,Image 1,1,Untrecked,1000000058,58,
641.883,,Spot,1,Image 1,1,Untrecked,1000000060,60,
443.758,,Spot,1,Image 1,1,,1000000061,61,
665.744,,Spot,1,Image 1,1,Untrecked,1000000062,62,
614.357,,Spot,1,Image 1,1,Untrecked,1000000063,63,
591.438,,Spot,1,Image 1,1,Tracked,1000000064,64,
263.47,,Spot,1,Image 1,1,Untrecked,1000000065,65,
278.626,,Spot,1,Image 1,1,Untrecked,1000000066,66,
814.398,,Spot,1,Image 1,1,Untrecked,1000000068,68,
248.045,,Spot,1,Image 1,1,Untrecked,1000000069,69,
357.905,,Spot,1,Image 1,1,Tracked,1000000070,70,
471.814,,Spot,1,Image 1,1,Untrecked,1000000071,71,
305.325,,Spot,1,Image 1,1,Tracked,1000000073,73,
363.24,,Spot,1,Image 1,1,,1000000074,74,
396.63,,Spot,1,Image 1,1,Untrecked,1000000076,76,
341.831,,Spot,1,Image 1,1,Untrecked,1000000077,77,
277.102,,Spot,1,Image 1,1,,1000000078,78,
677.717,,Spot,1,Image 1,1,Untrecked,1000000079,79,
304.332,,Spot,1,Image 1,1,Untrecked,1000000080,80,
274.075,,Spot,1,Image 1,1,Tracked,1000000081,81,
349.837,,Spot,1,Image 1,1,Untrecked,1000000083,83,
731.606,,Spot,1,Image 1,1,Untrecked,1000000084,84,
263.439,,Spot,1,Image 1,1,Tracked,1000000088,88,
489.332,,Spot,1,Image 1,1,Tracked,1000000089,89,
598.357,,Spot,1,Image 1,1,Tracked,1000000090,90,
261.278,,Spot,1,Image 1,1,Tracked,1000000092,92,
189.929,,Spot,1,Image 1,1,Tracked,1000000094,94,
524.521,,Spot,1,Image 1,1,Tracked,1000000095,95,
253.544,,Spot,1,Image 1,1,Tracked,1000000096,96,
329.725,,Spot,1,Image 1,1,Tracked,1000000097,97,
409.595,,Spot,1,Image 1,1,Untrecked,1000000104,104,
656.025,,Spot,1,Image 1,1,Tracked,1000000105,105,
704.654,,Spot,1,Image 1,1,Untrecked,1000000108,108,
869.739,,Spot,1,Image 1,1,Untrecked,1000000111,111,
563.262,,Spot,1,Image 1,1,Untrecked,1000000112,112,
664.625,,Spot,1,Image 1,1,,1000000113,113,
697.487,,Spot,1,Image 1,1,Untrecked,1000000114,114,
806.429,,Spot,1,Image 1,1,Untrecked,1000000115,115,
224.992,,Spot,1,Image 1,1,Tracked,1000000116,116,
662.916,,Spot,1,Image 1,1,Untrecked,1000000117,117,
295.914,,Spot,1,Image 1,1,Untrecked,1000000118,118,
674.288,,Spot,1,Image 1,1,Untrecked,1000000120,120,
