
Speed
 ==================== 
Speed,Unit,Category,Time,Set 1,TrackID,ID,
4.41719,um/h,Spot,1,Untracked,1000012267,12267,
4.90338,um/h,Spot,1,Untracked,1000012268,12268,
6.24648,um/h,Spot,1,Untracked,1000012269,12269,
4.13822,um/h,Spot,1,Untracked,1000012270,12270,
17.6804,um/h,Spot,1,Untracked,1000012272,12272,
7.51361,um/h,Spot,1,Untracked,1000012273,12273,
2.89542,um/h,Spot,1,Untracked,1000012274,12274,
1.10515,um/h,Spot,1,Untracked,1000012279,12279,
6.37917,um/h,Spot,1,Untracked,1000012280,12280,
2.97884,um/h,Spot,1,Untracked,1000012281,12281,
10.9782,um/h,Spot,1,Untracked,1000012284,12284,
2.36269,um/h,Spot,1,Untracked,1000012290,12290,
7.67224,um/h,Spot,1,Untracked,1000012291,12291,
2.03486,um/h,Spot,1,Untracked,1000012292,12292,
9.35397,um/h,Spot,1,Untracked,1000012293,12293,
15.8091,um/h,Spot,1,Untracked,1000012294,12294,
5.79028,um/h,Spot,1,Untracked,1000012295,12295,
3.02031,um/h,Spot,1,Untracked,1000012296,12296,
0.882805,um/h,Spot,1,Untracked,1000012297,12297,
7.39936,um/h,Spot,1,Untracked,1000012298,12298,
2.25563,um/h,Spot,1,Untracked,1000012299,12299,
4.45908,um/h,Spot,1,Untracked,1000012300,12300,
4.09937,um/h,Spot,1,Untracked,1000012301,12301,
13.3537,um/h,Spot,1,Untracked,1000012303,12303,
20.0211,um/h,Spot,1,Untracked,1000012307,12307,
13.9281,um/h,Spot,1,Untracked,1000012328,12328,
6.18173,um/h,Spot,1,Untracked,1000012332,12332,
3.44924,um/h,Spot,1,Untracked,1000012333,12333,
8.13627,um/h,Spot,1,Untracked,1000012357,12357,
4.26904,um/h,Spot,1,Untracked,1000012359,12359,
2.66575,um/h,Spot,1,Untracked,1000012360,12360,
13.8358,um/h,Spot,1,Untracked,1000012364,12364,
11.1772,um/h,Spot,1,Untracked,1000012369,12369,
9.17699,um/h,Spot,1,Untracked,1000012371,12371,
6.17128,um/h,Spot,1,Untracked,1000012395,12395,
5.34948,um/h,Spot,1,Untracked,1000012396,12396,
8.76653,um/h,Spot,1,Tracked,1000026846,26846,
6.58532,um/h,Spot,1,Tracked,1000026854,26854,
4.69623,um/h,Spot,1,Tracked,1000026862,26862,
4.4799,um/h,Spot,1,Tracked,1000026870,26870,
5.56629,um/h,Spot,1,Tracked,1000026878,26878,
12.1186,um/h,Spot,1,Tracked,1000026886,26886,
0,um/h,Spot,1,Tracked,1000026894,26894,
9.47246,um/h,Spot,1,Tracked,1000026902,26902,
5.23312,um/h,Spot,1,Tracked,1000026914,26914,
8.7441,um/h,Spot,1,Tracked,1000026917,26917,
4.76295,um/h,Spot,1,Tracked,1000026925,26925,
2.20282,um/h,Spot,2,Untracked,1000012267,26926,
7.16979,um/h,Spot,2,Untracked,1000012268,26927,
11.0495,um/h,Spot,2,Untracked,1000012272,26928,
