
Time
 ==================== 
Time,Unit,Category,Time,Set 1,TrackID,ID,
0,h,Spot,1,Untrecked,1000000001,1,
0,h,Spot,1,Untrecked,1000000002,2,
0,h,Spot,1,Untrecked,1000000003,3,
0,h,Spot,1,,1000000004,4,
0,h,Spot,1,Untrecked,1000000005,5,
0,h,Spot,1,Tracked,1000000006,6,
0,h,Spot,1,Tracked,1000000007,7,
0,h,Spot,1,Tracked,1000000008,8,
0,h,Spot,1,Tracked,1000000009,9,
0,h,Spot,1,Untrecked,1000000010,10,
0,h,Spot,1,Untrecked,1000000011,11,
0,h,Spot,1,Untrecked,1000000012,12,
0,h,Spot,1,Untrecked,1000000013,13,
0,h,Spot,1,Untrecked,1000000016,16,
0,h,Spot,1,,1000000017,17,
0,h,Spot,1,,1000000018,18,
0,h,Spot,1,Untrecked,1000000019,19,
0,h,Spot,1,Untrecked,1000000021,21,
0,h,Spot,1,Untrecked,1000000022,22,
0,h,Spot,1,Untrecked,1000000023,23,
0,h,Spot,1,Untrecked,1000000024,24,
0,h,Spot,1,Untrecked,1000000025,25,
0,h,Spot,1,Tracked,1000000026,26,
0,h,Spot,1,Untrecked,1000000027,27,
0,h,Spot,1,Untrecked,1000000028,28,
0,h,Spot,1,Untrecked,1000000029,29,
0,h,Spot,1,Untrecked,1000000030,30,
0,h,Spot,1,Tracked,1000000034,34,
0,h,Spot,1,Untrecked,1000000035,35,
0,h,Spot,1,Untrecked,1000000036,36,
0,h,Spot,1,Untrecked,1000000037,37,
0,h,Spot,1,Untrecked,1000000038,38,
0,h,Spot,1,Tracked,1000000045,45,
0,h,Spot,1,Tracked,1000000046,46,
0,h,Spot,1,Tracked,1000000047,47,
0,h,Spot,1,Tracked,1000000048,48,
0,h,Spot,1,Tracked,1000000049,49,
0,h,Spot,1,Tracked,1000000051,51,
0,h,Spot,1,Tracked,1000000052,52,
0,h,Spot,1,Tracked,1000000053,53,
0,h,Spot,1,Tracked,1000000054,54,
0,h,Spot,1,Untrecked,1000000055,55,
0,h,Spot,1,Untrecked,1000000056,56,
0,h,Spot,1,Tracked,1000000057,57,
0,h,Spot,1,Untrecked,1000000058,58,
0,h,Spot,1,Untrecked,1000000060,60,
0,h,Spot,1,,1000000061,61,
0,h,Spot,1,Untrecked,1000000062,62,
0,h,Spot,1,Untrecked,1000000063,63,
0,h,Spot,1,Tracked,1000000064,64,
0,h,Spot,1,Untrecked,1000000065,65,
0,h,Spot,1,Untrecked,1000000066,66,
0,h,Spot,1,Untrecked,1000000068,68,
0,h,Spot,1,Untrecked,1000000069,69,
0,h,Spot,1,Tracked,1000000070,70,
0,h,Spot,1,Untrecked,1000000071,71,
0,h,Spot,1,Tracked,1000000073,73,
0,h,Spot,1,,1000000074,74,
0,h,Spot,1,Untrecked,1000000076,76,
0,h,Spot,1,Untrecked,1000000077,77,
0,h,Spot,1,,1000000078,78,
0,h,Spot,1,Untrecked,1000000079,79,
0,h,Spot,1,Untrecked,1000000080,80,
0,h,Spot,1,Tracked,1000000081,81,
0,h,Spot,1,Untrecked,1000000083,83,
0,h,Spot,1,Untrecked,1000000084,84,
0,h,Spot,1,Tracked,1000000088,88,
0,h,Spot,1,Tracked,1000000089,89,
0,h,Spot,1,Tracked,1000000090,90,
0,h,Spot,1,Tracked,1000000092,92,
0,h,Spot,1,Tracked,1000000094,94,
0,h,Spot,1,Tracked,1000000095,95,
0,h,Spot,1,Tracked,1000000096,96,
0,h,Spot,1,Tracked,1000000097,97,
0,h,Spot,1,Untrecked,1000000104,104,
0,h,Spot,1,Tracked,1000000105,105,
0,h,Spot,1,Untrecked,1000000108,108,
0,h,Spot,1,Untrecked,1000000111,111,
0,h,Spot,1,Untrecked,1000000112,112,
0,h,Spot,1,,1000000113,113,
0,h,Spot,1,Untrecked,1000000114,114,
0,h,Spot,1,Untrecked,1000000115,115,
0,h,Spot,1,Tracked,1000000116,116,
0,h,Spot,1,Untrecked,1000000117,117,
0,h,Spot,1,Untrecked,1000000118,118,
0,h,Spot,1,Untrecked,1000000120,120,
0,h,Spot,1,Untrecked,1000000121,121,
0,h,Spot,1,Untrecked,1000000124,124,
0,h,Spot,1,Untrecked,1000000125,125,
0,h,Spot,1,,1000000127,127,
0,h,Spot,1,Untrecked,1000000128,128,
0,h,Spot,1,Untrecked,1000000129,129,
0,h,Spot,1,Untrecked,1000000130,130,
0,h,Spot,1,,1000000133,133,
0,h,Spot,1,Untrecked,1000000136,136,
0,h,Spot,1,Untrecked,1000000137,137,
0,h,Spot,1,Untrecked,1000000138,138,
0,h,Spot,1,Untrecked,1000000140,140,
0,h,Spot,1,Untrecked,1000000141,141,
0,h,Spot,1,Untrecked,1000000143,143,
0,h,Spot,1,Untrecked,1000000144,144,
0,h,Spot,1,Untrecked,1000000145,145,
0,h,Spot,1,Untrecked,1000000146,146,
0,h,Spot,1,Untrecked,1000000147,147,
0,h,Spot,1,Untrecked,1000000148,148,
0,h,Spot,1,Untrecked,1000000149,149,
0,h,Spot,1,Untrecked,1000000150,150,
0,h,Spot,1,Untrecked,1000000151,151,
0,h,Spot,1,Untrecked,1000000159,159,
0,h,Spot,1,Untrecked,1000000160,160,
0,h,Spot,1,Untrecked,1000000162,162,
0,h,Spot,1,Tracked,1000000166,166,
0,h,Spot,1,Untrecked,1000000168,168,
0,h,Spot,1,Untrecked,1000000170,170,
0,h,Spot,1,Tracked,1000000178,178,
0,h,Spot,1,Tracked,1000000180,180,
0,h,Spot,1,Tracked,1000000181,181,
0,h,Spot,1,Tracked,1000000182,182,
0,h,Spot,1,Tracked,1000000183,183,
0,h,Spot,1,,1000000186,186,
0,h,Spot,1,Untrecked,1000000187,187,
0,h,Spot,1,Untrecked,1000000188,188,
0,h,Spot,1,Tracked,1000000189,189,
0,h,Spot,1,Untrecked,1000000190,190,
0,h,Spot,1,Untrecked,1000000191,191,
0,h,Spot,1,,1000000193,193,
0,h,Spot,1,Untrecked,1000000195,195,
0,h,Spot,1,Tracked,1000000196,196,
0,h,Spot,1,Untrecked,1000000197,197,
0,h,Spot,1,Untrecked,1000000198,198,
0,h,Spot,1,Tracked,1000000199,199,
0,h,Spot,1,Untrecked,1000000201,201,
0,h,Spot,1,Tracked,1000000204,204,
0,h,Spot,1,Tracked,1000000208,208,
0,h,Spot,1,Tracked,1000000209,209,
0,h,Spot,1,Tracked,1000000210,210,
0,h,Spot,1,Untrecked,1000000212,212,
0,h,Spot,1,Untrecked,1000000213,213,
0,h,Spot,1,Untrecked,1000000215,215,
0,h,Spot,1,Untrecked,1000000216,216,
0,h,Spot,1,Untrecked,1000000218,218,
0,h,Spot,1,Untrecked,1000000221,221,
0,h,Spot,1,Untrecked,1000000222,222,
0,h,Spot,1,Untrecked,1000000223,223,
0,h,Spot,1,Untrecked,1000000224,224,
0,h,Spot,1,,1000000226,226,
0,h,Spot,1,Untrecked,1000000227,227,
0,h,Spot,1,Untrecked,1000000228,228,
0,h,Spot,1,Untrecked,1000000229,229,
0,h,Spot,1,Untrecked,1000000230,230,
0,h,Spot,1,Untrecked,1000000231,231,
0,h,Spot,1,Untrecked,1000000234,234,
0,h,Spot,1,,1000000235,235,
0,h,Spot,1,Untrecked,1000000240,240,
0,h,Spot,1,Untrecked,1000000241,241,
0,h,Spot,1,Untrecked,1000000242,242,
0,h,Spot,1,Untrecked,1000000243,243,
0,h,Spot,1,Untrecked,1000000244,244,
0,h,Spot,1,Untrecked,1000000245,245,
0,h,Spot,1,Untrecked,1000000246,246,
0,h,Spot,1,Untrecked,1000000247,247,
0,h,Spot,1,Untrecked,1000000249,249,
0,h,Spot,1,Untrecked,1000000252,252,
0,h,Spot,1,Untrecked,1000000253,253,
0,h,Spot,1,Untrecked,1000000255,255,
0,h,Spot,1,Untrecked,1000000256,256,
0,h,Spot,1,Untrecked,1000000257,257,
0,h,Spot,1,Untrecked,1000000263,263,
0,h,Spot,1,Tracked,1000000265,265,
0,h,Spot,1,Tracked,1000000267,267,
0,h,Spot,1,Untrecked,1000000268,268,
0,h,Spot,1,Tracked,1000000271,271,
0,h,Spot,1,,1000000272,272,
0,h,Spot,1,Untrecked,1000000273,273,
0,h,Spot,1,Untrecked,1000000278,278,
0,h,Spot,1,Tracked,1000000292,292,
0,h,Spot,1,Untrecked,1000000295,295,
0,h,Spot,1,Untrecked,1000000298,298,
0,h,Spot,1,Untrecked,1000000300,300,
0,h,Spot,1,,1000000301,301,
0,h,Spot,1,Untrecked,1000000302,302,
0,h,Spot,1,Untrecked,1000000303,303,
0,h,Spot,1,Untrecked,1000000311,311,
0,h,Spot,1,Untrecked,1000000314,314,
0,h,Spot,1,Untrecked,1000000315,315,
0,h,Spot,1,Untrecked,1000000317,317,
0,h,Spot,1,Untrecked,1000000326,326,
0,h,Spot,1,Untrecked,1000000327,327,
0,h,Spot,1,Untrecked,1000000329,329,
0,h,Spot,1,Untrecked,1000000330,330,
0,h,Spot,1,Untrecked,1000000351,351,
0,h,Spot,1,Untrecked,1000000359,359,
0,h,Spot,1,Untrecked,1000000367,367,
0,h,Spot,1,,1000007062,7062,
0,h,Spot,1,Tracked,1000007086,7086,
0.341944,h,Spot,2,Tracked,1000000045,7087,
0.341944,h,Spot,2,Untrecked,1000000005,7088,
0.341944,h,Spot,2,Tracked,1000000006,7089,
0.341944,h,Spot,2,Tracked,1000007090,7090,
0.341944,h,Spot,2,Tracked,1000007091,7091,
0.341944,h,Spot,2,Tracked,1000000007,7092,
0.341944,h,Spot,2,Tracked,1000000088,7093,
0.341944,h,Spot,2,Tracked,1000000008,7094,
0.341944,h,Spot,2,Tracked,1000000089,7095,
0.341944,h,Spot,2,Tracked,1000000009,7096,
0.341944,h,Spot,2,Untrecked,1000000010,7097,
0.341944,h,Spot,2,Untrecked,1000000011,7098,
0.341944,h,Spot,2,Untrecked,1000000012,7099,
0.341944,h,Spot,2,Untrecked,1000000016,7100,
0.341944,h,Spot,2,Untrecked,1000000013,7101,
0.341944,h,Spot,2,Untrecked,1000000025,7102,
0.341944,h,Spot,2,,1000000018,7103,
0.341944,h,Spot,2,Untrecked,1000000019,7104,
0.341944,h,Spot,2,Untrecked,1000000028,7105,
0.341944,h,Spot,2,Untrecked,1000000027,7106,
0.341944,h,Spot,2,Untrecked,1000000030,7107,
0.341944,h,Spot,2,Tracked,1000007108,7108,
0.341944,h,Spot,2,,1000007109,7109,
0.341944,h,Spot,2,Tracked,1000007110,7110,
0.341944,h,Spot,2,Tracked,1000000034,7111,
0.341944,h,Spot,2,Tracked,1000007112,7112,
0.341944,h,Spot,2,Untrecked,1000000037,7113,
0.341944,h,Spot,2,,1000007114,7114,
0.341944,h,Spot,2,Untrecked,1000000038,7115,
0.341944,h,Spot,2,Untrecked,1000000036,7116,
0.341944,h,Spot,2,Untrecked,1000007117,7117,
0.341944,h,Spot,2,Tracked,1000000047,7118,
0.341944,h,Spot,2,Tracked,1000000049,7119,
0.341944,h,Spot,2,Tracked,1000000048,7120,
0.341944,h,Spot,2,Tracked,1000000046,7121,
0.341944,h,Spot,2,Tracked,1000007122,7122,
0.341944,h,Spot,2,Tracked,1000000051,7123,
0.341944,h,Spot,2,Tracked,1000000052,7124,
0.341944,h,Spot,2,Tracked,1000000054,7125,
0.341944,h,Spot,2,Tracked,1000000178,7126,
0.341944,h,Spot,2,Tracked,1000000053,7127,
0.341944,h,Spot,2,Untrecked,1000000002,7128,
0.341944,h,Spot,2,Untrecked,1000000001,7129,
0.341944,h,Spot,2,Untrecked,1000000058,7130,
0.341944,h,Spot,2,,1000000061,7131,
0.341944,h,Spot,2,Untrecked,1000000055,7132,
0.341944,h,Spot,2,Tracked,1000000057,7133,
0.341944,h,Spot,2,,1000000004,7134,
