
Speed
 ==================== 
Speed,Unit,Category,Time,Set 1,TrackID,ID,
14.1884,um/h,Spot,1,Untracked,1000000000,0,
12.2537,um/h,Spot,1,Untracked,1000000002,2,
2.92521,um/h,Spot,1,Untracked,1000000004,4,
5.32048,um/h,Spot,1,Untracked,1000000005,5,
5.19842,um/h,Spot,1,Untracked,1000000006,6,
5.91892,um/h,Spot,1,Untracked,1000000007,7,
7.88836,um/h,Spot,1,Untracked,1000000008,8,
6.11824,um/h,Spot,1,Untracked,1000000010,10,
13.616,um/h,Spot,1,Untracked,1000000011,11,
6.22335,um/h,Spot,1,Untracked,1000000015,15,
6.20279,um/h,Spot,1,Untracked,1000000031,31,
8.00086,um/h,Spot,1,Untracked,1000000032,32,
8.62138,um/h,Spot,1,Untracked,1000000033,33,
9.29426,um/h,Spot,1,Untracked,1000000034,34,
5.20612,um/h,Spot,1,Untracked,1000000043,43,
7.14768,um/h,Spot,1,Untracked,1000000063,63,
4.80498,um/h,Spot,1,Untracked,1000000064,64,
7.52327,um/h,Spot,1,Untracked,1000000065,65,
55.2633,um/h,Spot,1,Untracked,1000000066,66,
38.5497,um/h,Spot,1,Untracked,1000000067,67,
6.64587,um/h,Spot,1,Untracked,1000000070,70,
6.45347,um/h,Spot,1,Untracked,1000000073,73,
23.6594,um/h,Spot,1,Untracked,1000000074,74,
16.1266,um/h,Spot,1,Untracked,1000000075,75,
8.15847,um/h,Spot,1,Untracked,1000000080,80,
6.77009,um/h,Spot,1,Untracked,1000000082,82,
14.5081,um/h,Spot,1,Untracked,1000000084,84,
12.7233,um/h,Spot,1,Untracked,1000000085,85,
13.7317,um/h,Spot,1,Untracked,1000000086,86,
9.38827,um/h,Spot,1,Untracked,1000000088,88,
2.06394,um/h,Spot,1,Untracked,1000000089,89,
15.5848,um/h,Spot,1,Untracked,1000000090,90,
3.60731,um/h,Spot,1,Untracked,1000000091,91,
3.04398,um/h,Spot,1,Untracked,1000000092,92,
2.20247,um/h,Spot,1,Untracked,1000000093,93,
2.56222,um/h,Spot,1,Untracked,1000000094,94,
10.4009,um/h,Spot,1,Untracked,1000000095,95,
2.98121,um/h,Spot,1,Untracked,1000000096,96,
4.48058,um/h,Spot,1,Untracked,1000000097,97,
3.95692,um/h,Spot,1,Untracked,1000000106,106,
2.69713,um/h,Spot,1,Untracked,1000000107,107,
6.9721,um/h,Spot,1,Untracked,1000000108,108,
7.79141,um/h,Spot,1,Untracked,1000000109,109,
3.84464,um/h,Spot,1,Untracked,1000000110,110,
4.49706,um/h,Spot,1,Untracked,1000000111,111,
25.4509,um/h,Spot,1,Untracked,1000000112,112,
7.2012,um/h,Spot,1,Untracked,1000000113,113,
7.46696,um/h,Spot,1,Untracked,1000000115,115,
4.74691,um/h,Spot,1,Untracked,1000000116,116,
