Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
1911,74,4,4.075,0.259,0,13.8,0.021,0.015,NA,0.004,NA,90,0
1912,74,5,4.075,0.268,0,20.4,0.029,0.022,NA,0.008,NA,90,0
1913,74,6,4.071,0.268,0,18.5,0.033,0.024,NA,0.004,NA,180,90
1914,74,7,4.071,0.272,0,12.2,0.037,0.028,NA,0.004,NA,90,-90
1915,74,8,4.071,0.272,0,14.1,0.037,0.028,NA,0,NA,0,-90
1916,74,9,4.063,0.276,0,9,0.046,0.036,NA,0.009,NA,153.435,153.435
1917,74,10,4.063,0.276,0,6.9,0.046,0.036,NA,0,NA,0,-153.435
1918,74,11,4.063,0.28,0,11.6,0.051,0.039,NA,0.004,NA,90,90
1919,74,12,4.063,0.28,0,13.2,0.051,0.039,NA,0,NA,0,-90
1920,74,13,4.063,0.284,0,10.2,0.055,0.043,NA,0.004,NA,90,90
1921,74,14,4.063,0.284,0,12.9,0.055,0.043,NA,0,NA,0,-90
1922,74,15,4.067,0.284,0,13.2,0.059,0.041,NA,0.004,NA,0,0
1923,74,16,4.067,0.284,0,14.3,0.059,0.041,NA,0,NA,0,0
1924,74,17,4.054,0.297,0,15,0.076,0.057,NA,0.018,NA,135,135
1925,74,18,4.054,0.297,0,9.9,0.076,0.057,NA,0,NA,0,-135
1926,74,19,4.063,0.297,0,15.5,0.085,0.054,NA,0.008,NA,0,0
1927,74,20,4.063,0.297,0,18.1,0.085,0.054,NA,0,NA,0,0
1928,74,21,4.063,0.297,0,20.6,0.085,0.054,NA,0,NA,0,0
1929,74,22,4.067,0.301,0,15,0.091,0.056,NA,0.006,NA,45,45
1930,74,23,4.063,0.301,0,20.1,0.095,0.058,NA,0.004,NA,180,135
1931,74,24,4.063,0.301,0,20.7,0.095,0.058,NA,0,NA,0,-180
1932,74,25,4.059,0.309,0,27,0.104,0.067,NA,0.009,NA,116.565,116.565
1933,74,26,4.05,0.309,0,18.3,0.112,0.07,NA,0.008,NA,180,63.435
1934,74,28,4.038,0.317,0,25,0.127,0.084,NA,0.015,NA,146.31,-33.69
1935,75,1,2.517,3.939,0,24.6,0,0,NA,NA,NA,NA,NA
1936,75,2,2.517,3.943,0,24,0.004,0.004,NA,0.004,NA,90,NA
1937,75,3,2.512,3.943,0,14.1,0.008,0.006,NA,0.004,NA,180,90
1938,75,4,2.504,3.951,0,17.7,0.02,0.018,NA,0.012,NA,135,-45
1939,75,5,2.504,3.951,0,24.1,0.02,0.018,NA,0,NA,0,-135
1940,75,6,2.496,3.955,0,18.4,0.029,0.026,NA,0.009,NA,153.435,153.435
1941,75,7,2.496,3.955,0,18.6,0.029,0.026,NA,0,NA,0,-153.435
1942,75,8,2.496,3.955,0,19.9,0.029,0.026,NA,0,NA,0,0
1943,75,9,2.496,3.955,0,23.2,0.029,0.026,NA,0,NA,0,0
1944,75,10,2.488,3.955,0,21.6,0.037,0.033,NA,0.008,NA,180,180
1945,75,11,2.488,3.955,0,21.7,0.037,0.033,NA,0,NA,0,-180
1946,75,12,2.479,3.964,0,19.5,0.049,0.045,NA,0.012,NA,135,135
1947,75,13,2.479,3.964,0,25.4,0.049,0.045,NA,0,NA,0,-135
1948,75,14,2.479,3.964,0,24.9,0.049,0.045,NA,0,NA,0,0
1949,75,15,2.479,3.964,0,23.1,0.049,0.045,NA,0,NA,0,0
1950,75,16,2.492,3.976,0,25.8,0.067,0.045,NA,0.018,NA,45,45
1951,75,17,2.488,3.976,0,25.7,0.071,0.047,NA,0.004,NA,180,135
1952,75,18,2.479,3.984,0,23.1,0.083,0.059,NA,0.012,NA,135,-45
1953,75,19,2.479,3.988,0,19.2,0.087,0.062,NA,0.004,NA,90,-45
1954,75,20,2.479,3.997,0,17.2,0.095,0.069,NA,0.008,NA,90,0
1955,75,21,2.479,4.005,0,18.7,0.103,0.076,NA,0.008,NA,90,0
1956,75,22,2.471,4.009,0,20.1,0.112,0.084,NA,0.009,NA,153.435,63.435
1957,75,23,2.459,4.013,0,21.2,0.126,0.094,NA,0.013,NA,161.565,8.13
1958,75,24,2.442,4.013,0,22.8,0.142,0.105,NA,0.017,NA,180,18.435
1959,75,25,2.442,4.03,0,18.6,0.159,0.118,NA,0.017,NA,90,-90
1960,75,26,2.426,4.042,0,23.9,0.179,0.138,NA,0.021,NA,143.13,53.13
1961,76,1,1.553,3.897,0,85.7,0,0,NA,NA,NA,NA,NA
1962,76,2,1.553,3.902,0,82.5,0.004,0.004,NA,0.004,NA,90,NA
1963,76,3,1.541,3.902,0,62.1,0.017,0.013,NA,0.012,NA,180,90
1964,76,4,1.541,3.902,0,73.4,0.017,0.013,NA,0,NA,0,-180
1965,76,5,1.512,3.902,0,61.5,0.045,0.042,NA,0.029,NA,180,180
1966,76,6,1.508,3.91,0,91.4,0.055,0.047,NA,0.009,NA,116.565,-63.435
1967,76,7,1.504,3.918,0,45.3,0.064,0.054,NA,0.009,NA,116.565,0
1968,76,8,1.504,3.918,0,48.9,0.064,0.054,NA,0,NA,0,-116.565
1969,76,9,1.504,3.918,0,51.2,0.064,0.054,NA,0,NA,0,0
1970,76,10,1.5,3.918,0,37.2,0.068,0.058,NA,0.004,NA,180,180
1971,76,11,1.5,3.918,0,44.1,0.068,0.058,NA,0,NA,0,-180
1972,76,12,1.491,3.918,0,42.9,0.076,0.065,NA,0.008,NA,180,180
1973,76,13,1.487,3.918,0,47.7,0.08,0.069,NA,0.004,NA,180,0
1974,76,14,1.479,3.918,0,43.6,0.089,0.077,NA,0.008,NA,180,0
1975,76,15,1.479,3.918,0,53.6,0.089,0.077,NA,0,NA,0,-180
1976,76,16,1.479,3.922,0,42.5,0.093,0.078,NA,0.004,NA,90,90
1977,76,17,1.479,3.926,0,37.2,0.097,0.08,NA,0.004,NA,90,0
1978,76,18,1.479,3.93,0,45.5,0.101,0.081,NA,0.004,NA,90,0
1979,76,19,1.475,3.939,0,49.3,0.11,0.089,NA,0.009,NA,116.565,26.565
1980,76,20,1.475,3.939,0,51.3,0.11,0.089,NA,0,NA,0,-116.565
1981,76,21,1.475,3.947,0,55.2,0.119,0.093,NA,0.008,NA,90,90
1982,76,22,1.446,3.947,0,78.9,0.148,0.118,NA,0.029,NA,180,90
1983,76,23,1.454,3.955,0,84.9,0.159,0.115,NA,0.012,NA,45,-135
1984,76,24,1.442,3.968,0,81.3,0.177,0.132,NA,0.018,NA,135,90
1985,76,25,1.442,3.98,0,86.3,0.189,0.139,NA,0.012,NA,90,-45
1986,76,26,1.442,3.984,0,82.7,0.193,0.141,NA,0.004,NA,90,0
1987,76,27,1.438,3.992,0,91.1,0.203,0.15,NA,0.009,NA,116.565,26.565
1988,77,1,1.992,4.083,0,39.8,0,0,NA,NA,NA,NA,NA
1989,77,2,1.979,4.092,0,49.3,0.015,0.015,NA,0.015,NA,146.31,NA
1990,77,3,1.934,4.092,0,39.9,0.06,0.058,NA,0.045,NA,180,33.69
1991,77,4,1.938,4.104,0,59.2,0.073,0.058,NA,0.013,NA,71.565,-108.435
1992,77,5,1.934,4.104,0,47.5,0.078,0.061,NA,0.004,NA,180,108.435
1993,77,6,1.921,4.121,0,38.5,0.098,0.08,NA,0.021,NA,126.87,-53.13
1994,77,7,1.917,4.121,0,49.4,0.102,0.083,NA,0.004,NA,180,53.13
1995,77,8,1.909,4.133,0,38.4,0.117,0.096,NA,0.015,NA,123.69,-56.31
1996,77,9,1.909,4.137,0,56.3,0.121,0.099,NA,0.004,NA,90,-33.69
1997,77,10,1.901,4.15,0,50.2,0.136,0.112,NA,0.015,NA,123.69,33.69
1998,77,11,1.901,4.158,0,66.3,0.145,0.118,NA,0.008,NA,90,-33.69
1999,77,12,1.892,4.174,0,65.1,0.163,0.135,NA,0.018,NA,116.565,26.565
2000,77,13,1.892,4.174,0,72.2,0.163,0.135,NA,0,NA,0,-116.565
2001,77,14,1.884,4.178,0,59.2,0.172,0.144,NA,0.009,NA,153.435,153.435
2002,77,15,1.88,4.187,0,53.5,0.182,0.152,NA,0.009,NA,116.565,-36.87
2003,77,16,1.876,4.199,0,58.3,0.195,0.164,NA,0.013,NA,108.435,-8.13
2004,77,17,1.872,4.203,0,48.2,0.201,0.17,NA,0.006,NA,135,26.565
2005,77,18,1.863,4.207,0,61.4,0.21,0.178,NA,0.009,NA,153.435,18.435
2006,77,19,1.863,4.216,0,48.3,0.218,0.184,NA,0.008,NA,90,-63.435
2007,77,20,1.855,4.224,0,43.8,0.23,0.196,NA,0.012,NA,135,45
2008,77,21,1.855,4.228,0,43.5,0.234,0.199,NA,0.004,NA,90,-45
2009,77,22,1.834,4.224,0,52.5,0.255,0.211,NA,0.021,NA,-168.69,101.31
2010,77,23,1.826,4.228,0,63.2,0.264,0.22,NA,0.009,NA,153.435,-37.875
2011,77,24,1.806,4.232,0,68.3,0.285,0.238,NA,0.021,NA,168.69,15.255
2012,77,25,1.806,4.236,0,68.4,0.289,0.241,NA,0.004,NA,90,-78.69
2013,77,26,1.801,4.245,0,66.9,0.299,0.249,NA,0.009,NA,116.565,26.565
2014,77,27,1.797,4.245,0,70.3,0.303,0.252,NA,0.004,NA,180,63.435
2015,78,1,1.839,4.129,0,13.4,0,0,NA,NA,NA,NA,NA
2016,78,2,1.839,4.129,0,22.2,0,0,NA,0,NA,0,NA
2017,78,3,1.793,4.116,0,30.6,0.047,0.047,NA,0.047,NA,-164.745,-164.745
2018,78,4,1.781,4.129,0,43.6,0.065,0.058,NA,0.018,NA,135,-60.255
2019,78,5,1.781,4.125,0,41.5,0.069,0.058,NA,0.004,NA,-90,135
2020,78,6,1.772,4.133,0,61.4,0.081,0.066,NA,0.012,NA,135,-135
2021,78,7,1.764,4.133,0,54.8,0.089,0.075,NA,0.008,NA,180,45
2022,78,8,1.76,4.133,0,51.4,0.093,0.079,NA,0.004,NA,180,0
2023,78,9,1.76,4.133,0,63.6,0.093,0.079,NA,0,NA,0,-180
2024,78,10,1.756,4.133,0,49.7,0.097,0.083,NA,0.004,NA,180,180
2025,78,11,1.744,4.133,0,60.1,0.109,0.095,NA,0.012,NA,180,0
2026,78,12,1.739,4.133,0,50.4,0.114,0.099,NA,0.004,NA,180,0
2027,78,13,1.739,4.133,0,61,0.114,0.099,NA,0,NA,0,-180
2028,78,14,1.723,4.137,0,55.6,0.131,0.116,NA,0.017,NA,165.964,165.964
2029,78,15,1.719,4.141,0,55.2,0.136,0.121,NA,0.006,NA,135,-30.964
2030,78,16,1.71,4.15,0,55.2,0.148,0.13,NA,0.012,NA,135,0
2031,78,17,1.715,4.162,0,60.9,0.161,0.128,NA,0.013,NA,71.565,-63.435
2032,78,18,1.723,4.178,0,60,0.18,0.126,NA,0.018,NA,63.435,-8.13
2033,78,19,1.723,4.183,0,54.9,0.184,0.128,NA,0.004,NA,90,26.565
2034,78,20,1.719,4.187,0,65.5,0.19,0.133,NA,0.006,NA,135,45
2035,78,21,1.71,4.187,0,59.1,0.198,0.141,NA,0.008,NA,180,45
2036,78,22,1.706,4.195,0,62.7,0.207,0.148,NA,0.009,NA,116.565,-63.435
2037,78,23,1.698,4.203,0,52.5,0.219,0.159,NA,0.012,NA,135,18.435
2038,78,24,1.694,4.203,0,48.3,0.223,0.163,NA,0.004,NA,180,45
2039,78,25,1.69,4.203,0,49,0.227,0.166,NA,0.004,NA,180,0
2040,78,26,1.686,4.212,0,51.7,0.236,0.174,NA,0.009,NA,116.565,-63.435
2041,78,27,1.677,4.224,0,36.1,0.251,0.187,NA,0.015,NA,123.69,7.125
2042,79,1,3.695,0.805,0,18.3,0,0,NA,NA,NA,NA,NA
2043,79,2,3.695,0.789,0,14.1,0.017,0.017,NA,0.017,NA,-90,NA
2044,79,3,3.682,0.776,0,13.2,0.034,0.031,NA,0.018,NA,-135,-45
2045,79,4,3.682,0.776,0,15.3,0.034,0.031,NA,0,NA,0,135
2046,79,5,3.67,0.772,0,12,0.047,0.041,NA,0.013,NA,-161.565,-161.565
2047,79,6,3.67,0.772,0,17.7,0.047,0.041,NA,0,NA,0,161.565
2048,79,7,3.662,0.764,0,36.5,0.059,0.053,NA,0.012,NA,-135,-135
2049,79,8,3.653,0.76,0,27.3,0.068,0.061,NA,0.009,NA,-153.435,-18.435
2050,79,9,3.649,0.743,0,32.7,0.085,0.077,NA,0.017,NA,-104.036,49.399
2051,79,10,3.633,0.743,0,35.7,0.102,0.088,NA,0.017,NA,180,-75.964
2052,79,11,3.616,0.735,0,27.9,0.12,0.105,NA,0.018,NA,-153.435,26.565
2053,79,12,3.629,0.727,0,12.8,0.135,0.103,NA,0.015,NA,-33.69,119.745
2054,79,13,3.637,0.727,0,14.9,0.143,0.098,NA,0.008,NA,0,33.69
2055,79,14,3.62,0.739,0,30,0.164,0.1,NA,0.021,NA,143.13,143.13
2056,79,15,3.616,0.747,0,50.2,0.173,0.098,NA,0.009,NA,116.565,-26.565
2057,79,16,3.616,0.747,0,8.5,0.173,0.098,NA,0,NA,0,-116.565
2058,79,17,3.616,0.768,0,33.9,0.194,0.087,NA,0.021,NA,90,90
2059,79,18,3.608,0.776,0,33.3,0.206,0.092,NA,0.012,NA,135,45
2060,79,19,3.616,0.789,0,34.2,0.221,0.08,NA,0.015,NA,56.31,-78.69
2061,79,20,3.616,0.801,0,33.3,0.233,0.079,NA,0.012,NA,90,33.69
2062,79,21,3.612,0.805,0,29.6,0.239,0.083,NA,0.006,NA,135,45
2063,79,22,3.608,0.809,0,38.1,0.245,0.087,NA,0.006,NA,135,0
2064,79,23,3.596,0.809,0,30.5,0.257,0.099,NA,0.012,NA,180,45
2065,79,24,3.575,0.813,0,22.2,0.278,0.12,NA,0.021,NA,168.69,-11.31
2066,79,25,3.575,0.813,0,15.9,0.278,0.12,NA,0,NA,0,-168.69
2067,79,26,3.563,0.809,0,28.9,0.291,0.132,NA,0.013,NA,-161.565,-161.565
2068,80,1,2.868,2.124,0,16.8,0,0,NA,NA,NA,NA,NA
2069,80,2,2.868,2.107,0,15.3,0.017,0.017,NA,0.017,NA,-90,NA
2070,80,3,2.86,2.103,0,13.5,0.026,0.022,NA,0.009,NA,-153.435,-63.435
2071,80,4,2.847,2.099,0,13.8,0.039,0.032,NA,0.013,NA,-161.565,-8.13
2072,80,5,2.847,2.099,0,27.6,0.039,0.032,NA,0,NA,0,161.565
2073,80,6,2.847,2.099,0,22.9,0.039,0.032,NA,0,NA,0,0
2074,80,7,2.847,2.091,0,19.8,0.047,0.039,NA,0.008,NA,-90,-90
2075,80,8,2.847,2.091,0,19.5,0.047,0.039,NA,0,NA,0,90
2076,80,9,2.847,2.087,0,21.3,0.051,0.043,NA,0.004,NA,-90,-90
2077,80,10,2.847,2.087,0,21.9,0.051,0.043,NA,0,NA,0,90
2078,80,11,2.835,2.087,0,30.3,0.064,0.05,NA,0.012,NA,180,180
2079,80,12,2.835,2.087,0,30.3,0.064,0.05,NA,0,NA,0,-180
2080,80,13,2.823,2.078,0,28.2,0.079,0.064,NA,0.015,NA,-146.31,-146.31
2081,80,14,2.823,2.07,0,28.2,0.087,0.07,NA,0.008,NA,-90,56.31
2082,80,15,2.814,2.07,0,25.5,0.095,0.076,NA,0.008,NA,180,-90
2083,80,16,2.814,2.07,0,21.8,0.095,0.076,NA,0,NA,0,-180
2084,80,17,2.806,2.066,0,17.1,0.104,0.085,NA,0.009,NA,-153.435,-153.435
2085,80,18,2.806,2.058,0,22.5,0.113,0.091,NA,0.008,NA,-90,63.435
2086,80,19,2.814,2.054,0,23.7,0.122,0.088,NA,0.009,NA,-26.565,63.435
2087,80,20,2.818,2.049,0,36.2,0.128,0.089,NA,0.006,NA,-45,-18.435
2088,80,21,2.823,2.041,0,32.2,0.137,0.094,NA,0.009,NA,-63.435,-18.435
2089,80,22,2.823,2.037,0,30.9,0.141,0.098,NA,0.004,NA,-90,-26.565
2090,80,23,2.814,2.029,0,32.1,0.153,0.109,NA,0.012,NA,-135,-45
2091,80,24,2.806,2.029,0,36.6,0.161,0.114,NA,0.008,NA,180,-45
2092,80,25,2.798,2.029,0,34.5,0.169,0.118,NA,0.008,NA,180,0
2093,80,26,2.773,2.016,0,30.6,0.197,0.144,NA,0.028,NA,-153.435,26.565
2094,81,1,4.104,0.817,0,19,0,0,NA,NA,NA,NA,NA
2095,81,2,4.083,0.826,0,16.8,0.022,0.022,NA,0.022,NA,158.199,NA
2096,81,3,4.067,0.834,0,21.8,0.041,0.041,NA,0.018,NA,153.435,-4.764
2097,81,4,4.059,0.834,0,27.6,0.049,0.048,NA,0.008,NA,180,26.565
2098,81,5,4.05,0.846,0,19.5,0.064,0.061,NA,0.015,NA,123.69,-56.31
2099,81,6,4.021,0.855,0,24.4,0.094,0.091,NA,0.03,NA,164.055,40.365
2100,81,7,4.005,0.859,0,22.5,0.111,0.107,NA,0.017,NA,165.964,1.909
2101,81,8,3.984,0.859,0,25.8,0.132,0.127,NA,0.021,NA,180,14.036
2102,81,9,3.976,0.863,0,22.5,0.141,0.136,NA,0.009,NA,153.435,-26.565
2103,81,10,3.964,0.863,0,26.7,0.153,0.148,NA,0.012,NA,180,26.565
2104,81,11,3.93,0.859,0,22,0.187,0.178,NA,0.033,NA,-172.875,7.125
2105,81,12,3.935,0.863,0,24.5,0.193,0.175,NA,0.006,NA,45,-142.125
2106,81,13,3.926,0.871,0,24.8,0.204,0.186,NA,0.012,NA,135,90
2107,81,14,3.918,0.879,0,28.5,0.216,0.196,NA,0.012,NA,135,0
2108,81,15,3.914,0.884,0,23.4,0.222,0.201,NA,0.006,NA,135,0
2109,81,16,3.914,0.884,0,21.9,0.222,0.201,NA,0,NA,0,-135
2110,81,17,3.906,0.896,0,28,0.237,0.213,NA,0.015,NA,123.69,123.69
2111,81,18,3.897,0.904,0,20.1,0.248,0.224,NA,0.012,NA,135,11.31
2112,81,19,3.893,0.904,0,15.9,0.253,0.228,NA,0.004,NA,180,45
2113,81,20,3.885,0.908,0,20.2,0.262,0.237,NA,0.009,NA,153.435,-26.565
2114,81,21,3.873,0.917,0,21.3,0.277,0.252,NA,0.015,NA,146.31,-7.125
2115,81,22,3.868,0.917,0,21.9,0.281,0.256,NA,0.004,NA,180,33.69
2116,81,23,3.86,0.921,0,20.7,0.29,0.265,NA,0.009,NA,153.435,-26.565
2117,81,24,3.839,0.933,0,28.6,0.314,0.289,NA,0.024,NA,149.036,-4.399
2118,81,25,3.819,0.933,0,21.9,0.335,0.308,NA,0.021,NA,180,30.964
2119,81,26,3.823,0.937,0,22.2,0.341,0.306,NA,0.006,NA,45,-135
2120,81,29,3.782,0.979,0,14.3,0.399,0.361,NA,0.058,NA,135,90
2121,82,1,4.505,2.227,0,12.3,0,0,NA,NA,NA,NA,NA
2122,82,2,4.472,2.235,0,18.1,0.034,0.034,NA,0.034,NA,165.964,NA
2123,82,3,4.451,2.235,0,16.8,0.055,0.054,NA,0.021,NA,180,14.036
2124,82,4,4.435,2.244,0,19.5,0.073,0.072,NA,0.018,NA,153.435,-26.565
2125,82,5,4.431,2.248,0,15.6,0.079,0.077,NA,0.006,NA,135,-18.435
2126,82,6,4.422,2.248,0,15.3,0.087,0.085,NA,0.008,NA,180,45
2127,82,7,4.414,2.252,0,36.7,0.097,0.094,NA,0.009,NA,153.435,-26.565
2128,82,8,4.41,2.256,0,38.4,0.102,0.099,NA,0.006,NA,135,-18.435
2129,82,9,4.389,2.256,0,34.5,0.123,0.119,NA,0.021,NA,180,45
2130,82,10,4.389,2.256,0,34.1,0.123,0.119,NA,0,NA,0,-180
2131,82,11,4.385,2.256,0,33,0.127,0.123,NA,0.004,NA,180,180
2132,82,12,4.377,2.26,0,27.3,0.137,0.132,NA,0.009,NA,153.435,-26.565
2133,82,13,4.373,2.264,0,28.3,0.142,0.137,NA,0.006,NA,135,-18.435
2134,82,14,4.373,2.264,0,35.5,0.142,0.137,NA,0,NA,0,-135
2135,82,15,4.36,2.269,0,35.1,0.155,0.15,NA,0.013,NA,161.565,161.565
2136,82,16,4.356,2.273,0,33,0.161,0.156,NA,0.006,NA,135,-26.565
2137,82,17,4.348,2.281,0,35.4,0.173,0.166,NA,0.012,NA,135,0
2138,82,18,4.348,2.285,0,30.1,0.177,0.167,NA,0.004,NA,90,-45
2139,82,19,4.348,2.297,0,27.6,0.189,0.172,NA,0.012,NA,90,0
2140,82,20,4.344,2.306,0,26.1,0.199,0.179,NA,0.009,NA,116.565,26.565
2141,82,21,4.331,2.31,0,28.9,0.212,0.192,NA,0.013,NA,161.565,45
2142,82,22,4.331,2.31,0,40.8,0.212,0.192,NA,0,NA,0,-161.565
2143,82,23,4.323,2.314,0,35.6,0.221,0.202,NA,0.009,NA,153.435,153.435
2144,82,24,4.315,2.318,0,31.9,0.23,0.211,NA,0.009,NA,153.435,0
2145,82,25,4.307,2.326,0,34.5,0.242,0.222,NA,0.012,NA,135,-18.435
2146,82,26,4.298,2.322,0,45,0.251,0.228,NA,0.009,NA,-153.435,71.565
2147,83,1,3.604,3.612,0,37.1,0,0,NA,NA,NA,NA,NA
2148,83,2,3.596,3.633,0,42.6,0.022,0.022,NA,0.022,NA,111.801,NA
2149,83,3,3.575,3.645,0,42.2,0.046,0.044,NA,0.024,NA,149.036,37.235
2150,83,4,3.567,3.645,0,32.2,0.055,0.05,NA,0.008,NA,180,30.964
2151,83,5,3.554,3.658,0,36.9,0.072,0.067,NA,0.018,NA,135,-45
2152,83,6,3.554,3.678,0,42.6,0.093,0.083,NA,0.021,NA,90,-45
2153,83,7,3.554,3.678,0,31.2,0.093,0.083,NA,0,NA,0,-90
2154,83,8,3.554,3.682,0,37,0.097,0.086,NA,0.004,NA,90,90
2155,83,9,3.538,3.687,0,37.2,0.114,0.1,NA,0.017,NA,165.964,75.964
2156,83,10,3.538,3.695,0,36.9,0.122,0.106,NA,0.008,NA,90,-75.964
2157,83,11,3.538,3.695,0,28.7,0.122,0.106,NA,0,NA,0,-90
2158,83,12,3.542,3.72,0,37.2,0.147,0.124,NA,0.025,NA,80.538,80.538
2159,83,13,3.55,3.72,0,30.7,0.156,0.12,NA,0.008,NA,0,-80.538
2160,83,14,3.546,3.728,0,41.5,0.165,0.129,NA,0.009,NA,116.565,116.565
2161,83,15,3.546,3.728,0,31,0.165,0.129,NA,0,NA,0,-116.565
2162,83,16,3.542,3.732,0,32.1,0.171,0.135,NA,0.006,NA,135,135
2163,83,17,3.542,3.74,0,31.8,0.179,0.142,NA,0.008,NA,90,-45
2164,83,18,3.534,3.74,0,38.7,0.187,0.146,NA,0.008,NA,180,90
2165,83,19,3.534,3.74,0,28.5,0.187,0.146,NA,0,NA,0,-180
2166,83,20,3.529,3.749,0,33.9,0.197,0.155,NA,0.009,NA,116.565,116.565
2167,83,21,3.529,3.753,0,36,0.201,0.159,NA,0.004,NA,90,-26.565
2168,83,22,3.529,3.753,0,35.4,0.201,0.159,NA,0,NA,0,-90
2169,83,23,3.521,3.761,0,32.1,0.212,0.17,NA,0.012,NA,135,135
2170,83,24,3.517,3.761,0,39,0.217,0.172,NA,0.004,NA,180,45
2171,83,25,3.513,3.769,0,27,0.226,0.182,NA,0.009,NA,116.565,-63.435
2172,83,26,3.505,3.786,0,28.8,0.244,0.2,NA,0.018,NA,116.565,0
2173,84,1,3.761,3.612,0,23.3,0,0,NA,NA,NA,NA,NA
2174,84,2,3.749,3.62,0,23.7,0.015,0.015,NA,0.015,NA,146.31,NA
2175,84,3,3.72,3.633,0,23.4,0.046,0.046,NA,0.031,NA,156.801,10.491
2176,84,4,3.715,3.641,0,21.3,0.056,0.054,NA,0.009,NA,116.565,-40.236
2177,84,5,3.715,3.649,0,23.1,0.064,0.059,NA,0.008,NA,90,-26.565
2178,84,6,3.703,3.658,0,32.2,0.079,0.074,NA,0.015,NA,146.31,56.31
2179,84,7,3.703,3.662,0,25.5,0.083,0.076,NA,0.004,NA,90,-56.31
2180,84,8,3.695,3.67,0,27.5,0.095,0.088,NA,0.012,NA,135,45
2181,84,9,3.687,3.67,0,27.3,0.103,0.094,NA,0.008,NA,180,45
2182,84,10,3.687,3.67,0,23.7,0.103,0.094,NA,0,NA,0,-180
2183,84,11,3.67,3.662,0,30.6,0.121,0.104,NA,0.018,NA,-153.435,-153.435
2184,84,12,3.67,3.662,0,25.2,0.121,0.104,NA,0,NA,0,153.435
2185,84,13,3.666,3.67,0,36.2,0.131,0.111,NA,0.009,NA,116.565,116.565
2186,84,14,3.666,3.674,0,29.4,0.135,0.114,NA,0.004,NA,90,-26.565
2187,84,15,3.662,3.678,0,25.5,0.141,0.119,NA,0.006,NA,135,45
2188,84,16,3.662,3.682,0,33.8,0.145,0.122,NA,0.004,NA,90,-45
2189,84,17,3.658,3.687,0,31,0.151,0.127,NA,0.006,NA,135,45
2190,84,18,3.658,3.691,0,25.9,0.155,0.13,NA,0.004,NA,90,-45
2191,84,19,3.653,3.695,0,22,0.161,0.136,NA,0.006,NA,135,45
2192,84,20,3.653,3.699,0,25.5,0.165,0.138,NA,0.004,NA,90,-45
2193,84,21,3.649,3.711,0,29.6,0.178,0.149,NA,0.013,NA,108.435,18.435
2194,84,22,3.645,3.711,0,14.1,0.182,0.152,NA,0.004,NA,180,71.565
2195,84,23,3.629,3.72,0,25.7,0.2,0.17,NA,0.018,NA,153.435,-26.565
2196,84,24,3.62,3.724,0,31.8,0.21,0.179,NA,0.009,NA,153.435,0
2197,84,25,3.62,3.728,0,25.2,0.214,0.182,NA,0.004,NA,90,-63.435
2198,84,26,3.616,3.74,0,27.3,0.227,0.193,NA,0.013,NA,108.435,18.435
2199,84,27,3.616,3.749,0,30.9,0.235,0.199,NA,0.008,NA,90,-18.435
2200,85,1,4.489,3.765,0,2.4,0,0,NA,NA,NA,NA,NA
2201,85,2,4.484,3.777,0,11.7,0.013,0.013,NA,0.013,NA,108.435,NA
2202,85,3,4.48,3.777,0,13.9,0.017,0.015,NA,0.004,NA,180,71.565
2203,85,4,4.48,3.782,0,9.6,0.021,0.018,NA,0.004,NA,90,-90
2204,85,5,4.48,3.782,0,12.5,0.021,0.018,NA,0,NA,0,-90
2205,85,6,4.476,3.79,0,5.7,0.031,0.028,NA,0.009,NA,116.565,116.565
2206,85,7,4.476,3.794,0,24.6,0.035,0.031,NA,0.004,NA,90,-26.565
2207,85,8,4.472,3.802,0,23.4,0.044,0.041,NA,0.009,NA,116.565,26.565
2208,85,9,4.472,3.806,0,25.2,0.048,0.045,NA,0.004,NA,90,-26.565
2209,85,10,4.476,3.806,0,24,0.052,0.043,NA,0.004,NA,0,-90
2210,85,11,4.476,3.811,0,21.9,0.056,0.047,NA,0.004,NA,90,90
2211,85,12,4.476,3.811,0,24.6,0.056,0.047,NA,0,NA,0,-90
2212,85,13,4.468,3.811,0,33.9,0.065,0.05,NA,0.008,NA,180,180
2213,85,14,4.468,3.811,0,37.4,0.065,0.05,NA,0,NA,0,-180
2214,85,15,4.468,3.811,0,29.2,0.065,0.05,NA,0,NA,0,0
2215,85,16,4.464,3.819,0,23.1,0.074,0.059,NA,0.009,NA,116.565,116.565
2216,85,17,4.464,3.819,0,33.1,0.074,0.059,NA,0,NA,0,-116.565
2217,85,18,4.46,3.827,0,30.3,0.083,0.068,NA,0.009,NA,116.565,116.565
2218,85,19,4.464,3.827,0,28.5,0.087,0.067,NA,0.004,NA,0,-116.565
2219,85,20,4.468,3.831,0,31.3,0.093,0.069,NA,0.006,NA,45,45
2220,85,21,4.468,3.835,0,28.6,0.097,0.073,NA,0.004,NA,90,45
2221,85,22,4.451,3.835,0,27.7,0.114,0.08,NA,0.017,NA,180,90
2222,85,23,4.443,3.839,0,27.6,0.123,0.087,NA,0.009,NA,153.435,-26.565
2223,85,24,4.443,3.844,0,17.7,0.127,0.091,NA,0.004,NA,90,-63.435
