Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
85,3,27,0.968,2.177,0,52.3,0.489,0.467,NA,0.027,NA,153.435,-8.13
86,3,28,0.952,2.177,0,38.1,0.506,0.481,NA,0.016,NA,180,26.565
87,3,29,0.919,2.177,0,51.8,0.538,0.51,NA,0.033,NA,180,0
88,3,30,0.903,2.181,0,50.4,0.555,0.526,NA,0.017,NA,165.964,-14.036
89,4,1,3.382,2.605,0,44.6,0,0,NA,NA,NA,NA,NA
90,4,2,3.378,2.686,0,62.4,0.082,0.082,NA,0.082,NA,92.862,NA
91,4,3,3.443,2.78,0,29.7,0.196,0.185,NA,0.114,NA,55.176,-37.687
92,4,4,3.447,2.816,0,16.9,0.232,0.222,NA,0.037,NA,83.66,28.484
93,4,5,3.46,2.824,0,15.1,0.247,0.233,NA,0.015,NA,33.69,-49.97
94,4,6,3.468,2.837,0,14.3,0.262,0.247,NA,0.015,NA,56.31,22.62
95,4,7,3.48,2.841,0,24.9,0.275,0.256,NA,0.013,NA,18.435,-37.875
96,4,8,3.464,2.845,0,18.8,0.291,0.254,NA,0.017,NA,165.964,147.529
97,4,9,3.435,2.853,0,18.6,0.321,0.254,NA,0.03,NA,164.055,-1.909
98,4,10,3.415,2.873,0,15.1,0.35,0.271,NA,0.029,NA,135,-29.055
99,4,11,3.394,2.898,0,14.9,0.382,0.293,NA,0.032,NA,129.806,-5.194
100,4,12,3.39,2.91,0,17.6,0.395,0.305,NA,0.013,NA,108.435,-21.371
101,4,13,3.346,3.032,0,16.1,0.525,0.429,NA,0.13,NA,110.136,1.701
102,4,14,3.382,3.069,0,17.1,0.577,0.464,NA,0.052,NA,45,-65.136
103,4,15,3.419,3.134,0,43.9,0.651,0.531,NA,0.075,NA,60.642,15.642
104,4,16,3.439,3.142,0,58.8,0.673,0.54,NA,0.022,NA,21.801,-38.841
105,4,17,3.443,3.171,0,61.3,0.702,0.569,NA,0.029,NA,81.87,60.068
106,4,18,3.435,3.195,0,26.5,0.728,0.593,NA,0.026,NA,108.435,26.565
107,4,19,3.407,3.232,0,11.2,0.774,0.627,NA,0.046,NA,127.875,19.44
108,4,20,3.366,3.358,0,12.7,0.907,0.753,NA,0.133,NA,107.879,-19.996
109,4,21,3.382,3.382,0,83.6,0.936,0.778,NA,0.029,NA,56.31,-51.569
110,4,22,3.407,3.435,0,63.8,0.994,0.831,NA,0.058,NA,65.225,8.915
111,4,23,3.415,3.46,0,59.8,1.02,0.856,NA,0.026,NA,71.565,6.34
112,5,1,2.035,0.781,0,88.3,0,0,NA,NA,NA,NA,NA
113,5,2,1.978,0.809,0,56.6,0.064,0.064,NA,0.064,NA,153.435,NA
114,5,3,1.953,0.838,0,39.4,0.101,0.099,NA,0.038,NA,130.601,-22.834
115,5,4,1.929,0.858,0,44.1,0.133,0.131,NA,0.032,NA,140.194,9.593
116,5,5,1.896,0.87,0,28.2,0.168,0.165,NA,0.035,NA,159.444,19.25
117,5,6,1.876,0.882,0,28.2,0.192,0.189,NA,0.024,NA,149.036,-10.408
118,5,7,1.86,0.891,0,27.7,0.21,0.207,NA,0.018,NA,153.435,4.399
119,5,8,1.847,0.895,0,35.9,0.223,0.219,NA,0.013,NA,161.565,8.13
120,5,9,1.831,0.895,0,52.7,0.239,0.233,NA,0.016,NA,180,18.435
121,5,10,1.811,0.899,0,62,0.26,0.253,NA,0.021,NA,168.69,-11.31
122,5,11,1.794,0.903,0,68.6,0.277,0.269,NA,0.017,NA,165.964,-2.726
123,5,12,1.774,0.911,0,60.6,0.298,0.291,NA,0.022,NA,158.199,-7.765
124,5,13,1.75,0.923,0,70.6,0.326,0.319,NA,0.027,NA,153.435,-4.764
125,5,14,1.758,0.935,0,67.6,0.34,0.317,NA,0.015,NA,56.31,-97.125
126,5,15,1.754,0.943,0,53.3,0.35,0.325,NA,0.009,NA,116.565,60.255
127,5,16,1.746,0.952,0,63.4,0.361,0.336,NA,0.012,NA,135,18.435
128,5,17,1.733,0.964,0,40.2,0.378,0.353,NA,0.017,NA,135,0
129,5,18,1.725,0.964,0,65.3,0.386,0.36,NA,0.008,NA,180,45
130,5,19,1.705,0.964,0,63.5,0.407,0.377,NA,0.02,NA,180,0
131,5,20,1.68,0.96,0,48,0.432,0.397,NA,0.025,NA,-170.538,9.462
132,5,21,1.64,0.935,0,81.8,0.479,0.424,NA,0.047,NA,-149.036,21.501
133,5,22,1.583,0.931,0,124.5,0.536,0.476,NA,0.057,NA,-175.914,-26.878
134,5,23,1.57,0.931,0,140.6,0.548,0.488,NA,0.012,NA,180,-4.086
135,5,24,1.546,0.931,0,136.4,0.573,0.511,NA,0.024,NA,180,0
136,5,25,1.513,0.919,0,140.7,0.608,0.539,NA,0.035,NA,-159.444,20.556
137,5,26,1.485,0.899,0,108.7,0.643,0.562,NA,0.035,NA,-144.462,14.982
138,5,27,1.469,0.878,0,67.6,0.669,0.574,NA,0.026,NA,-128.66,15.803
139,5,28,1.456,0.866,0,46.8,0.686,0.584,NA,0.017,NA,-135,-6.34
140,5,29,1.465,0.858,0,97.3,0.698,0.575,NA,0.012,NA,-45,90
141,5,30,1.477,0.842,0,64.3,0.718,0.561,NA,0.02,NA,-53.13,-8.13
142,6,1,2.193,1.114,0,135.5,0,0,NA,NA,NA,NA,NA
143,6,2,2.165,1.131,0,84.2,0.033,0.033,NA,0.033,NA,150.255,NA
144,6,3,2.169,1.131,0,82.5,0.037,0.029,NA,0.004,NA,0,-150.255
145,6,4,2.157,1.131,0,189.3,0.049,0.04,NA,0.012,NA,180,180
146,6,5,2.157,1.131,0,136.8,0.049,0.04,NA,0,NA,0,-180
147,6,6,2.153,1.139,0,100.6,0.058,0.047,NA,0.009,NA,116.565,116.565
148,6,7,2.149,1.155,0,46,0.075,0.061,NA,0.017,NA,104.036,-12.529
149,6,8,2.145,1.171,0,35.5,0.092,0.075,NA,0.017,NA,104.036,0
150,6,9,2.132,1.171,0,109.2,0.104,0.084,NA,0.012,NA,180,75.964
151,6,10,2.132,1.176,0,111.1,0.108,0.086,NA,0.004,NA,90,-90
152,6,11,2.12,1.184,0,103.6,0.123,0.101,NA,0.015,NA,146.31,56.31
153,6,12,2.1,1.192,0,27.8,0.145,0.121,NA,0.022,NA,158.199,11.889
154,6,13,2.088,1.192,0,26.5,0.157,0.131,NA,0.012,NA,180,21.801
155,6,14,2.047,1.224,0,60.6,0.209,0.183,NA,0.052,NA,141.34,-38.66
156,6,15,2.043,1.224,0,34.6,0.213,0.186,NA,0.004,NA,180,38.66
157,6,16,2.022,1.224,0,19.9,0.233,0.203,NA,0.02,NA,180,0
158,6,17,2.002,1.224,0,12.9,0.254,0.221,NA,0.02,NA,180,0
159,6,18,1.994,1.224,0,20,0.262,0.228,NA,0.008,NA,180,0
160,6,19,1.978,1.224,0,17.6,0.278,0.242,NA,0.016,NA,180,0
161,6,20,1.953,1.224,0,29.3,0.303,0.264,NA,0.024,NA,180,0
162,6,21,1.925,1.216,0,22.9,0.332,0.287,NA,0.03,NA,-164.055,15.945
163,6,22,1.88,1.18,0,33.4,0.39,0.32,NA,0.058,NA,-140.711,23.344
164,6,23,1.86,1.167,0,32.2,0.414,0.338,NA,0.024,NA,-149.036,-8.326
165,6,24,1.851,1.159,0,37.1,0.425,0.345,NA,0.012,NA,-135,14.036
166,6,25,1.843,1.151,0,53.7,0.437,0.352,NA,0.012,NA,-135,0
167,6,26,1.835,1.139,0,77.4,0.452,0.359,NA,0.015,NA,-123.69,11.31
168,6,27,1.827,1.135,0,72.9,0.461,0.367,NA,0.009,NA,-153.435,-29.745
169,6,28,1.819,1.123,0,90.2,0.475,0.375,NA,0.015,NA,-123.69,29.745
170,6,29,1.815,1.102,0,55.7,0.496,0.379,NA,0.021,NA,-101.31,22.38
171,6,30,1.807,1.09,0,43.5,0.511,0.388,NA,0.015,NA,-123.69,-22.38
172,7,1,5.276,0.349,0,55.5,0,0,NA,NA,NA,NA,NA
173,7,2,5.276,0.349,0,57.6,0,0,NA,0,NA,0,NA
174,7,3,5.263,0.349,0,60.8,0.012,0.012,NA,0.012,NA,180,180
175,7,4,5.263,0.345,0,46,0.016,0.013,NA,0.004,NA,-90,90
176,7,5,5.235,0.304,0,36.8,0.066,0.061,NA,0.05,NA,-124.992,-34.992
177,7,6,5.235,0.304,0,40.3,0.066,0.061,NA,0,NA,0,124.992
178,7,7,5.219,0.321,0,60,0.089,0.064,NA,0.023,NA,135,135
179,7,8,5.214,0.312,0,61.9,0.098,0.071,NA,0.009,NA,-116.565,108.435
180,7,9,5.206,0.304,0,63.5,0.11,0.082,NA,0.012,NA,-135,-18.435
181,7,10,5.202,0.296,0,56.3,0.119,0.09,NA,0.009,NA,-116.565,18.435
182,7,11,5.194,0.296,0,57,0.127,0.097,NA,0.008,NA,180,-63.435
183,7,12,5.186,0.296,0,68.8,0.135,0.104,NA,0.008,NA,180,0
184,7,13,5.174,0.296,0,90.7,0.147,0.115,NA,0.012,NA,180,0
185,7,14,5.162,0.296,0,70.1,0.159,0.126,NA,0.012,NA,180,0
186,7,15,5.162,0.296,0,76.3,0.159,0.126,NA,0,NA,0,-180
187,7,16,5.141,0.292,0,149.3,0.18,0.146,NA,0.021,NA,-168.69,-168.69
188,7,17,5.117,0.296,0,113.8,0.205,0.167,NA,0.025,NA,170.538,-20.772
189,7,18,5.117,0.296,0,120.4,0.205,0.167,NA,0,NA,0,-170.538
190,7,19,5.084,0.296,0,143,0.238,0.199,NA,0.033,NA,180,180
191,7,20,5.068,0.3,0,136.1,0.254,0.213,NA,0.017,NA,165.964,-14.036
192,7,21,5.052,0.312,0,139.7,0.275,0.227,NA,0.02,NA,143.13,-22.834
193,7,22,5.048,0.316,0,149.8,0.28,0.23,NA,0.006,NA,135,-8.13
194,7,23,5.031,0.316,0,162.7,0.297,0.246,NA,0.016,NA,180,45
195,7,24,5.023,0.312,0,151.2,0.306,0.255,NA,0.009,NA,-153.435,26.565
196,7,25,5.007,0.308,0,172.9,0.323,0.272,NA,0.017,NA,-165.964,-12.529
197,7,26,5.007,0.308,0,190.1,0.323,0.272,NA,0,NA,0,165.964
198,7,27,4.999,0.308,0,185.1,0.331,0.28,NA,0.008,NA,180,180
199,7,28,4.966,0.304,0,202.6,0.364,0.313,NA,0.033,NA,-172.875,7.125
200,7,29,4.934,0.3,0,203.9,0.396,0.345,NA,0.033,NA,-172.875,0
201,7,30,4.567,0.162,0,27.5,0.788,0.733,NA,0.392,NA,-159.305,13.57
202,8,1,2.759,3.415,0,48.8,0,0,NA,NA,NA,NA,NA
203,8,2,2.743,3.427,0,81.4,0.02,0.02,NA,0.02,NA,143.13,NA
204,8,3,2.731,3.431,0,14.7,0.033,0.033,NA,0.013,NA,161.565,18.435
205,8,4,2.727,3.435,0,16.8,0.039,0.038,NA,0.006,NA,135,-26.565
206,8,5,2.723,3.451,0,13.7,0.056,0.052,NA,0.017,NA,104.036,-30.964
207,8,6,2.702,3.468,0,11.5,0.082,0.078,NA,0.026,NA,141.34,37.304
208,8,7,2.686,3.488,0,12.6,0.108,0.104,NA,0.026,NA,128.66,-12.68
209,8,8,2.678,3.496,0,14.5,0.119,0.115,NA,0.012,NA,135,6.34
210,8,9,2.662,3.513,0,15,0.142,0.138,NA,0.023,NA,135,0
211,8,10,2.662,3.513,0,26.2,0.142,0.138,NA,0,NA,0,-135
212,8,11,2.658,3.517,0,17.4,0.148,0.144,NA,0.006,NA,135,135
213,8,12,2.649,3.513,0,14.6,0.157,0.147,NA,0.009,NA,-153.435,71.565
214,8,13,2.649,3.513,0,17,0.157,0.147,NA,0,NA,0,153.435
215,8,14,2.629,3.521,0,23.2,0.179,0.168,NA,0.022,NA,158.199,158.199
216,8,15,2.588,3.541,0,25.8,0.225,0.213,NA,0.046,NA,153.435,-4.764
217,8,16,2.523,3.59,0,17.9,0.306,0.294,NA,0.081,NA,143.13,-10.305
218,8,17,2.474,3.622,0,12.7,0.365,0.353,NA,0.059,NA,146.31,3.18
219,8,18,2.43,3.651,0,7.6,0.418,0.406,NA,0.053,NA,147.529,1.219
220,8,19,2.397,3.696,0,38.6,0.473,0.459,NA,0.055,NA,126.027,-21.501
221,8,20,2.381,3.732,0,38.4,0.513,0.494,NA,0.04,NA,113.962,-12.065
222,8,21,2.377,3.749,0,35.4,0.53,0.508,NA,0.017,NA,104.036,-9.926
223,8,22,2.36,3.769,0,32.8,0.556,0.534,NA,0.026,NA,128.66,24.624
224,8,23,2.36,3.769,0,30.7,0.556,0.534,NA,0,NA,0,-128.66
225,8,24,2.324,3.802,0,13.4,0.605,0.583,NA,0.049,NA,138.366,138.366
226,9,1,5.28,4.274,0,96.6,0,0,NA,NA,NA,NA,NA
227,9,2,5.21,4.498,0,108.9,0.234,0.234,NA,0.234,NA,107.176,NA
228,9,3,5.166,4.718,0,122.7,0.459,0.458,NA,0.224,NA,101.514,-5.662
229,10,1,5.276,4.127,0,23.1,0,0,NA,NA,NA,NA,NA
230,10,2,5.247,4.144,0,44.5,0.033,0.033,NA,0.033,NA,150.255,NA
231,10,3,5.227,4.131,0,44.1,0.057,0.049,NA,0.024,NA,-149.036,60.709
232,10,4,5.214,4.135,0,53.1,0.069,0.062,NA,0.013,NA,161.565,-49.399
233,10,5,5.214,4.156,0,67.2,0.09,0.067,NA,0.02,NA,90,-71.565
234,10,6,5.206,4.156,0,82.1,0.098,0.075,NA,0.008,NA,180,90
235,10,7,5.206,4.156,0,86,0.098,0.075,NA,0,NA,0,-180
236,10,8,5.194,4.164,0,65.8,0.113,0.089,NA,0.015,NA,146.31,146.31
237,10,9,5.178,4.164,0,61,0.129,0.104,NA,0.016,NA,180,33.69
238,10,10,5.174,4.168,0,69.5,0.135,0.11,NA,0.006,NA,135,-45
239,10,11,5.166,4.172,0,64,0.144,0.119,NA,0.009,NA,153.435,18.435
240,10,12,5.157,4.176,0,66.2,0.153,0.128,NA,0.009,NA,153.435,0
241,10,13,5.153,4.176,0,67.5,0.157,0.132,NA,0.004,NA,180,26.565
242,10,14,5.149,4.176,0,62.4,0.161,0.135,NA,0.004,NA,180,0
243,10,15,5.149,4.176,0,70.4,0.161,0.135,NA,0,NA,0,-180
244,10,16,5.133,4.205,0,69.4,0.194,0.162,NA,0.033,NA,119.745,119.745
245,10,17,5.125,4.217,0,24.3,0.209,0.175,NA,0.015,NA,123.69,3.945
246,10,18,5.125,4.221,0,25.6,0.213,0.177,NA,0.004,NA,90,-33.69
247,10,19,5.129,4.225,0,19.2,0.218,0.176,NA,0.006,NA,45,-45
248,10,20,5.137,4.229,0,52.8,0.227,0.172,NA,0.009,NA,26.565,-18.435
249,10,21,5.145,4.237,0,67.5,0.239,0.17,NA,0.012,NA,45,18.435
250,10,22,5.113,4.254,0,88.1,0.275,0.206,NA,0.036,NA,153.435,108.435
251,10,23,5.109,4.258,0,63.6,0.281,0.212,NA,0.006,NA,135,-18.435
252,11,1,3.28,1.192,0,190,0,0,NA,NA,NA,NA,NA
253,11,2,3.26,1.237,0,104,0.049,0.049,NA,0.049,NA,114.444,NA
254,11,3,3.248,1.245,0,209,0.064,0.062,NA,0.015,NA,146.31,31.866
255,11,4,3.232,1.277,0,82.9,0.1,0.098,NA,0.036,NA,116.565,-29.745
256,11,5,3.207,1.306,0,104.5,0.138,0.136,NA,0.038,NA,130.601,14.036
257,11,6,3.171,1.371,0,178.9,0.213,0.21,NA,0.075,NA,119.358,-11.244
258,11,7,3.166,1.408,0,191.2,0.249,0.244,NA,0.037,NA,96.34,-23.018
259,11,8,3.15,1.428,0,204.3,0.276,0.27,NA,0.026,NA,128.66,32.32
260,11,9,3.134,1.436,0,203.7,0.294,0.285,NA,0.018,NA,153.435,24.775
261,11,10,3.114,1.44,0,210.4,0.314,0.299,NA,0.021,NA,168.69,15.255
262,11,11,3.093,1.444,0,162.6,0.335,0.314,NA,0.021,NA,168.69,0
263,11,12,3.044,1.469,0,67.8,0.39,0.364,NA,0.055,NA,153.435,-15.255
264,11,13,3.024,1.489,0,72,0.419,0.393,NA,0.029,NA,135,-18.435
265,11,14,3,1.554,0,59.4,0.488,0.459,NA,0.07,NA,110.556,-24.444
266,11,15,2.979,1.579,0,93.5,0.52,0.49,NA,0.032,NA,129.806,19.25
267,11,16,2.955,1.603,0,146.6,0.555,0.525,NA,0.035,NA,135,5.194
268,11,17,2.943,1.611,0,179.1,0.569,0.539,NA,0.015,NA,146.31,11.31
269,11,18,2.926,1.636,0,144.4,0.599,0.568,NA,0.029,NA,123.69,-22.62
270,11,19,2.91,1.648,0,165.5,0.619,0.588,NA,0.02,NA,143.13,19.44
271,11,20,2.902,1.648,0,159.1,0.627,0.593,NA,0.008,NA,180,36.87
272,11,21,2.881,1.664,0,115.7,0.653,0.618,NA,0.026,NA,141.34,-38.66
273,11,22,2.751,1.754,0,68.9,0.811,0.772,NA,0.158,NA,145.491,4.151
274,11,23,2.715,1.79,0,49.1,0.863,0.824,NA,0.052,NA,135,-10.491
275,11,24,2.698,1.823,0,42.1,0.9,0.859,NA,0.036,NA,116.565,-18.435
276,11,25,2.662,1.847,0,43.9,0.944,0.901,NA,0.044,NA,146.31,29.745
277,11,26,2.621,1.868,0,56.4,0.989,0.944,NA,0.046,NA,153.435,7.125
278,11,27,2.605,1.88,0,36.4,1.009,0.964,NA,0.02,NA,143.13,-10.305
279,11,28,2.588,1.884,0,56.1,1.026,0.979,NA,0.017,NA,165.964,22.834
280,11,29,2.548,1.9,0,25.7,1.07,1.019,NA,0.044,NA,158.199,-7.765
281,12,1,2.869,3.077,0,30.2,0,0,NA,NA,NA,NA,NA
282,12,2,2.853,3.077,0,25.2,0.016,0.016,NA,0.016,NA,180,NA
283,12,3,2.841,3.065,0,41.7,0.034,0.031,NA,0.017,NA,-135,45
284,12,4,2.816,3.048,0,59.7,0.063,0.06,NA,0.029,NA,-146.31,-11.31
285,12,5,2.808,3.04,0,68,0.074,0.071,NA,0.012,NA,-135,11.31
286,12,6,2.792,3.028,0,143.1,0.095,0.091,NA,0.02,NA,-143.13,-8.13
287,12,7,2.78,3.02,0,206.7,0.109,0.106,NA,0.015,NA,-146.31,-3.18
288,12,8,2.772,3.016,0,182.3,0.119,0.115,NA,0.009,NA,-153.435,-7.125
289,12,9,2.743,3.004,0,91.6,0.15,0.146,NA,0.031,NA,-156.801,-3.366
290,12,10,2.747,3.004,0,112.4,0.154,0.142,NA,0.004,NA,0,156.801
291,12,11,2.747,3.004,0,101.9,0.154,0.142,NA,0,NA,0,0
292,12,12,2.731,3.004,0,89.7,0.17,0.157,NA,0.016,NA,180,180
293,12,13,2.727,3.004,0,97.5,0.174,0.16,NA,0.004,NA,180,0
294,12,14,2.723,3.004,0,80.2,0.178,0.164,NA,0.004,NA,180,0
295,12,15,2.715,3.004,0,111.2,0.186,0.171,NA,0.008,NA,180,0
296,12,16,2.71,3.004,0,105,0.19,0.175,NA,0.004,NA,180,0
297,12,17,2.706,3.004,0,142.1,0.194,0.179,NA,0.004,NA,180,0
298,12,18,2.682,3.004,0,179.3,0.219,0.201,NA,0.024,NA,180,0
299,12,19,2.678,3.008,0,123.6,0.225,0.203,NA,0.006,NA,135,-45
300,12,20,2.678,3.008,0,86.5,0.225,0.203,NA,0,NA,0,-135
301,12,21,2.678,3.008,0,132.8,0.225,0.203,NA,0,NA,0,0
302,12,22,2.67,3.004,0,155.5,0.234,0.213,NA,0.009,NA,-153.435,-153.435
303,12,23,2.666,3.004,0,154.2,0.238,0.216,NA,0.004,NA,180,-26.565
304,12,24,2.666,3.004,0,146.3,0.238,0.216,NA,0,NA,0,-180
305,12,25,2.662,3.004,0,148.7,0.242,0.22,NA,0.004,NA,180,180
306,12,26,2.662,3.004,0,114.4,0.242,0.22,NA,0,NA,0,-180
307,12,27,2.662,3.004,0,114.4,0.242,0.22,NA,0,NA,0,0
308,12,28,2.662,2.991,0,86.6,0.254,0.225,NA,0.012,NA,-90,-90
309,12,29,2.666,2.975,0,65,0.271,0.228,NA,0.017,NA,-75.964,14.036
310,12,30,2.658,2.975,0,14.4,0.279,0.235,NA,0.008,NA,180,-104.036
311,13,1,1.937,0.418,0,13.9,0,0,NA,NA,NA,NA,NA
312,13,2,1.925,0.414,0,18.1,0.013,0.013,NA,0.013,NA,-161.565,NA
