Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
72,4,15,1.141,2.266,0,30.3,0.21,0.198,NA,0.029,NA,45,26.565
73,4,16,1.134,2.3,0,16.8,0.245,0.205,NA,0.035,NA,101.31,56.31
74,4,17,1.127,2.342,0,21.5,0.287,0.222,NA,0.042,NA,99.462,-1.848
75,5,1,2.988,0.78,0,54.9,0,0,NA,NA,NA,NA,NA
76,5,2,3.002,0.745,0,37.8,0.037,0.037,NA,0.037,NA,-68.199,NA
77,5,3,3.002,0.724,0,50.4,0.058,0.057,NA,0.021,NA,-90,-21.801
78,5,4,3.002,0.696,0,56.4,0.086,0.084,NA,0.028,NA,-90,0
79,5,5,3.002,0.675,0,45,0.107,0.105,NA,0.021,NA,-90,0
80,5,6,3.078,0.599,0,25.6,0.215,0.202,NA,0.108,NA,-45,45
81,5,7,3.127,0.571,0,23.7,0.271,0.25,NA,0.056,NA,-29.745,15.255
82,5,8,3.168,0.564,0,44.3,0.313,0.281,NA,0.042,NA,-9.462,20.283
83,5,9,3.189,0.55,0,51.3,0.338,0.305,NA,0.025,NA,-33.69,-24.228
84,5,10,3.231,0.536,0,48.6,0.382,0.344,NA,0.044,NA,-18.435,15.255
85,5,11,3.259,0.543,0,56.4,0.411,0.359,NA,0.029,NA,14.036,32.471
86,5,12,3.293,0.564,0,34.5,0.451,0.374,NA,0.04,NA,30.964,16.928
87,5,13,3.37,0.585,0,30.5,0.53,0.429,NA,0.079,NA,15.255,-15.709
88,5,14,3.405,0.585,0,48.9,0.565,0.46,NA,0.035,NA,0,-15.255
89,5,15,3.425,0.585,0,41.1,0.586,0.479,NA,0.021,NA,0,0
90,5,16,3.446,0.585,0,26.6,0.607,0.498,NA,0.021,NA,0,0
91,5,17,3.467,0.585,0,29.1,0.628,0.517,NA,0.021,NA,0,0
92,5,18,3.495,0.592,0,45.9,0.656,0.541,NA,0.029,NA,14.036,14.036
93,5,20,3.62,0.585,0,41.7,0.781,0.661,NA,0.125,NA,-3.18,-17.216
94,6,1,2.911,1.974,0,22.2,0,0,NA,NA,NA,NA,NA
95,6,2,2.925,1.946,0,19.2,0.031,0.031,NA,0.031,NA,-63.435,NA
96,6,3,2.932,1.946,0,19.7,0.038,0.035,NA,0.007,NA,0,63.435
97,6,4,2.946,1.911,0,18.6,0.075,0.071,NA,0.037,NA,-68.199,-68.199
98,6,5,2.96,1.911,0,21.3,0.089,0.079,NA,0.014,NA,0,68.199
99,6,6,2.96,1.911,0,33,0.089,0.079,NA,0,NA,0,0
100,6,7,2.981,1.918,0,24.6,0.111,0.089,NA,0.022,NA,18.435,18.435
101,6,8,3.016,1.905,0,31.2,0.149,0.125,NA,0.037,NA,-21.801,-40.236
102,6,9,3.064,1.891,0,10.8,0.199,0.174,NA,0.051,NA,-15.945,5.856
103,6,10,3.085,1.87,0,21,0.229,0.202,NA,0.029,NA,-45,-29.055
104,6,11,3.141,1.842,0,18.3,0.291,0.264,NA,0.062,NA,-26.565,18.435
105,6,12,3.168,1.849,0,15.9,0.319,0.286,NA,0.029,NA,14.036,40.601
106,6,13,3.21,1.87,0,5.4,0.366,0.316,NA,0.047,NA,26.565,12.529
107,6,14,3.314,1.898,0,24.6,0.474,0.41,NA,0.108,NA,14.931,-11.634
108,6,15,3.398,1.891,0,39,0.557,0.493,NA,0.084,NA,-4.764,-19.695
109,7,1,3.585,2.474,0,76,0,0,NA,NA,NA,NA,NA
110,7,2,3.585,2.474,0,63.9,0,0,NA,0,NA,0,NA
111,7,3,3.599,2.502,0,79.7,0.031,0.031,NA,0.031,NA,63.435,63.435
112,7,4,3.599,2.502,0,78.9,0.031,0.031,NA,0,NA,0,-63.435
113,7,5,3.613,2.523,0,82.9,0.056,0.056,NA,0.025,NA,56.31,56.31
114,7,6,3.613,2.523,0,80.7,0.056,0.056,NA,0,NA,0,-56.31
115,7,7,3.613,2.523,0,80.8,0.056,0.056,NA,0,NA,0,0
116,7,8,3.668,2.571,0,44.4,0.13,0.128,NA,0.074,NA,41.186,41.186
117,7,9,3.668,2.571,0,49.5,0.13,0.128,NA,0,NA,0,-41.186
118,7,10,3.682,2.571,0,51.9,0.144,0.137,NA,0.014,NA,0,0
119,7,11,3.696,2.578,0,36.9,0.159,0.152,NA,0.016,NA,26.565,26.565
120,7,12,3.703,2.571,0,29.1,0.169,0.153,NA,0.01,NA,-45,-71.565
121,7,13,3.724,2.564,0,33.9,0.191,0.166,NA,0.022,NA,-18.435,26.565
122,7,14,3.731,2.592,0,81.3,0.22,0.188,NA,0.029,NA,75.964,94.399
123,7,15,3.752,2.599,0,75.4,0.242,0.208,NA,0.022,NA,18.435,-57.529
124,7,16,3.773,2.606,0,51,0.264,0.229,NA,0.022,NA,18.435,0
125,7,17,3.766,2.613,0,48.3,0.273,0.228,NA,0.01,NA,135,116.565
126,7,18,3.8,2.661,0,52.5,0.333,0.285,NA,0.06,NA,54.462,-80.538
127,7,19,3.828,2.689,0,61.2,0.373,0.325,NA,0.039,NA,45,-9.462
128,8,1,3.016,0.203,0,15.2,0,0,NA,NA,NA,NA,NA
129,8,2,3.036,0.203,0,52.2,0.021,0.021,NA,0.021,NA,0,NA
130,8,3,3.036,0.203,0,59.6,0.021,0.021,NA,0,NA,0,0
131,8,4,3.057,0.217,0,45.9,0.046,0.044,NA,0.025,NA,33.69,33.69
132,8,5,3.057,0.217,0,52.2,0.046,0.044,NA,0,NA,0,-33.69
133,8,6,3.078,0.224,0,61.8,0.068,0.066,NA,0.022,NA,18.435,18.435
134,8,7,3.078,0.224,0,63,0.068,0.066,NA,0,NA,0,-18.435
135,8,8,3.099,0.238,0,74.7,0.093,0.09,NA,0.025,NA,33.69,33.69
136,8,9,3.099,0.238,0,56.7,0.093,0.09,NA,0,NA,0,-33.69
137,8,10,3.099,0.238,0,71.7,0.093,0.09,NA,0,NA,0,0
138,8,11,3.113,0.217,0,60.4,0.118,0.098,NA,0.025,NA,-56.31,-56.31
139,8,12,3.134,0.217,0,40,0.139,0.119,NA,0.021,NA,0,56.31
140,8,13,3.12,0.238,0,18.6,0.164,0.11,NA,0.025,NA,123.69,123.69
141,8,14,3.12,0.238,0,51.3,0.164,0.11,NA,0,NA,0,-123.69
142,8,15,3.12,0.238,0,44.1,0.164,0.11,NA,0,NA,0,0
143,9,1,3.988,0.307,0,23.7,0,0,NA,NA,NA,NA,NA
144,9,2,4.036,0.321,0,37.2,0.051,0.051,NA,0.051,NA,15.945,NA
145,9,3,4.21,0.398,0,24.3,0.24,0.24,NA,0.19,NA,23.749,7.804
146,9,4,4.307,0.335,0,21.7,0.356,0.321,NA,0.116,NA,-32.735,-56.485
147,9,5,4.335,0.321,0,32.7,0.387,0.347,NA,0.031,NA,-26.565,6.17
148,9,6,4.37,0.3,0,42.9,0.427,0.382,NA,0.04,NA,-30.964,-4.399
149,9,7,4.37,0.273,0,36.7,0.455,0.384,NA,0.028,NA,-90,-59.036
150,9,8,4.363,0.252,0,18.3,0.477,0.379,NA,0.022,NA,-108.435,-18.435
151,10,1,3.974,0.398,0,55.2,0,0,NA,NA,NA,NA,NA
152,10,2,4.071,0.446,0,31.5,0.109,0.109,NA,0.109,NA,26.565,NA
153,10,3,4.085,0.488,0,61.1,0.153,0.143,NA,0.044,NA,71.565,45
154,10,4,4.099,0.53,0,18.3,0.197,0.182,NA,0.044,NA,71.565,0
155,10,5,4.071,0.613,0,41.4,0.284,0.236,NA,0.088,NA,108.435,36.87
156,10,6,4.03,0.828,0,72.9,0.504,0.434,NA,0.219,NA,100.954,-7.481
157,10,7,4.134,0.918,0,33,0.641,0.545,NA,0.138,NA,40.914,-60.04
158,11,1,2.349,1.578,0,26.4,0,0,NA,NA,NA,NA,NA
159,11,2,2.356,1.606,0,21.6,0.029,0.029,NA,0.029,NA,75.964,NA
160,11,3,2.356,1.613,0,21.3,0.036,0.035,NA,0.007,NA,90,14.036
161,11,4,2.349,1.641,0,47.7,0.064,0.062,NA,0.029,NA,104.036,14.036
162,11,5,2.335,1.655,0,43.5,0.084,0.078,NA,0.02,NA,135,30.964
163,11,6,2.356,1.668,0,47.4,0.109,0.091,NA,0.025,NA,33.69,-101.31
164,11,7,2.356,1.668,0,51.3,0.109,0.091,NA,0,NA,0,-33.69
165,11,8,2.363,1.696,0,61.2,0.138,0.119,NA,0.029,NA,75.964,75.964
166,11,9,2.363,1.696,0,66.3,0.138,0.119,NA,0,NA,0,-75.964
167,11,10,2.377,1.703,0,55.2,0.153,0.128,NA,0.016,NA,26.565,26.565
168,11,11,2.377,1.717,0,38.4,0.167,0.142,NA,0.014,NA,90,63.435
169,11,12,2.384,1.738,0,32.1,0.189,0.163,NA,0.022,NA,71.565,-18.435
170,11,13,2.384,1.745,0,24.6,0.196,0.17,NA,0.007,NA,90,18.435
171,11,14,2.384,1.759,0,18,0.21,0.184,NA,0.014,NA,90,0
172,11,15,2.384,1.78,0,39.6,0.231,0.204,NA,0.021,NA,90,0
173,11,16,2.446,1.8,0,32.4,0.296,0.243,NA,0.066,NA,18.435,-71.565
174,11,17,2.46,1.821,0,27.6,0.321,0.267,NA,0.025,NA,56.31,37.875
175,11,18,2.495,1.842,0,18.6,0.362,0.302,NA,0.04,NA,30.964,-25.346
176,11,20,2.495,1.918,0,26.1,0.438,0.37,NA,0.076,NA,90,59.036
177,12,1,2.911,0.87,0,19.8,0,0,NA,NA,NA,NA,NA
178,12,2,2.939,0.87,0,17.6,0.028,0.028,NA,0.028,NA,0,NA
179,12,3,2.967,0.877,0,12.9,0.056,0.056,NA,0.029,NA,14.036,14.036
180,12,4,2.995,0.891,0,24.9,0.087,0.086,NA,0.031,NA,26.565,12.529
181,12,5,3.009,0.891,0,22.8,0.101,0.099,NA,0.014,NA,0,-26.565
182,12,6,3.009,0.891,0,17.7,0.101,0.099,NA,0,NA,0,0
183,12,7,3.009,0.891,0,20.6,0.101,0.099,NA,0,NA,0,0
184,12,8,3.016,0.891,0,14.7,0.108,0.106,NA,0.007,NA,0,0
185,12,9,3.016,0.891,0,20.1,0.108,0.106,NA,0,NA,0,0
186,12,10,3.016,0.891,0,22.2,0.108,0.106,NA,0,NA,0,0
187,12,11,3.016,0.891,0,13.4,0.108,0.106,NA,0,NA,0,0
188,12,12,3.064,0.891,0,31.2,0.157,0.154,NA,0.049,NA,0,0
189,12,13,3.064,0.891,0,26.7,0.157,0.154,NA,0,NA,0,0
190,12,14,3.092,0.898,0,32.7,0.186,0.183,NA,0.029,NA,14.036,14.036
191,12,15,3.099,0.891,0,27,0.195,0.189,NA,0.01,NA,-45,-59.036
192,12,16,3.12,0.877,0,38.6,0.22,0.208,NA,0.025,NA,-33.69,11.31
193,12,17,3.148,0.884,0,35.7,0.249,0.237,NA,0.029,NA,14.036,47.726
194,12,18,3.168,0.911,0,25.8,0.284,0.26,NA,0.035,NA,53.13,39.094
195,12,19,3.175,0.939,0,18.7,0.312,0.273,NA,0.029,NA,75.964,22.834
196,13,1,1.731,3.828,0,13.5,0,0,NA,NA,NA,NA,NA
197,13,2,1.731,3.828,0,13.2,0,0,NA,0,NA,0,NA
198,13,3,1.731,3.828,0,15,0,0,NA,0,NA,0,0
199,13,4,1.766,3.842,0,28.4,0.037,0.037,NA,0.037,NA,21.801,21.801
200,13,5,1.766,3.842,0,25.9,0.037,0.037,NA,0,NA,0,-21.801
201,13,6,1.786,3.849,0,28.9,0.059,0.059,NA,0.022,NA,18.435,18.435
202,13,7,1.8,3.863,0,13.2,0.079,0.078,NA,0.02,NA,45,26.565
203,13,8,1.8,3.863,0,6.3,0.079,0.078,NA,0,NA,0,-45
204,13,9,1.8,3.863,0,7.9,0.079,0.078,NA,0,NA,0,0
205,13,10,1.786,3.884,0,14.4,0.104,0.079,NA,0.025,NA,123.69,123.69
206,13,11,1.786,3.884,0,6.3,0.104,0.079,NA,0,NA,0,-123.69
207,13,12,1.786,3.884,0,21.7,0.104,0.079,NA,0,NA,0,0
208,13,13,1.8,3.905,0,22.5,0.129,0.103,NA,0.025,NA,56.31,56.31
209,13,14,1.8,3.905,0,11.1,0.129,0.103,NA,0,NA,0,-56.31
210,13,15,1.842,3.932,0,10.8,0.179,0.152,NA,0.05,NA,33.69,33.69
211,13,16,1.863,3.953,0,18.9,0.209,0.182,NA,0.029,NA,45,11.31
212,13,17,1.898,4.106,0,20.4,0.365,0.324,NA,0.157,NA,77.196,32.196
213,13,18,1.911,4.12,0,7.5,0.385,0.343,NA,0.02,NA,45,-32.196
214,13,21,1.96,4.224,0,18.3,0.5,0.457,NA,0.115,NA,64.983,19.983
215,14,1,0.995,4.377,0,29.4,0,0,NA,NA,NA,NA,NA
216,14,2,0.995,4.377,0,23.6,0,0,NA,0,NA,0,NA
217,14,3,1.016,4.405,0,24.6,0.035,0.035,NA,0.035,NA,53.13,53.13
218,14,4,1.036,4.425,0,21.9,0.064,0.064,NA,0.029,NA,45,-8.13
219,14,5,1.036,4.425,0,27,0.064,0.064,NA,0,NA,0,-45
220,14,6,1.057,4.439,0,23.7,0.089,0.088,NA,0.025,NA,33.69,33.69
221,14,7,1.057,4.439,0,28.2,0.089,0.088,NA,0,NA,0,-33.69
222,14,8,1.071,4.446,0,23.3,0.105,0.103,NA,0.016,NA,26.565,26.565
223,14,9,1.071,4.446,0,22.5,0.105,0.103,NA,0,NA,0,-26.565
224,14,10,1.092,4.46,0,16.8,0.13,0.128,NA,0.025,NA,33.69,33.69
225,14,11,1.099,4.467,0,12.9,0.14,0.138,NA,0.01,NA,45,11.31
226,14,12,1.134,4.509,0,21.9,0.194,0.192,NA,0.054,NA,50.194,5.194
227,14,13,1.182,4.536,0,37.5,0.25,0.246,NA,0.056,NA,29.745,-20.45
228,14,14,1.21,4.536,0,13.8,0.278,0.268,NA,0.028,NA,0,-29.745
229,14,15,1.224,4.578,0,19.2,0.322,0.305,NA,0.044,NA,71.565,71.565
230,14,16,1.328,4.648,0,30.6,0.447,0.429,NA,0.125,NA,33.69,-37.875
231,14,17,1.3,4.675,0,50.7,0.486,0.427,NA,0.039,NA,135,101.31
232,14,18,1.342,4.71,0,42.3,0.54,0.481,NA,0.054,NA,39.806,-95.194
233,15,1,2.078,2.981,0,49.1,0,0,NA,NA,NA,NA,NA
234,15,2,2.078,2.981,0,20.7,0,0,NA,0,NA,0,NA
235,15,3,2.099,3.009,0,47.7,0.035,0.035,NA,0.035,NA,53.13,53.13
236,15,4,2.099,3.009,0,39,0.035,0.035,NA,0,NA,0,-53.13
237,15,5,2.106,3.023,0,43.2,0.05,0.05,NA,0.016,NA,63.435,63.435
238,15,6,2.113,3.03,0,46.6,0.06,0.06,NA,0.01,NA,45,-18.435
239,15,7,2.134,3.036,0,32.4,0.082,0.079,NA,0.022,NA,18.435,-26.565
240,15,8,2.134,3.036,0,44.1,0.082,0.079,NA,0,NA,0,-18.435
241,15,9,2.134,3.064,0,50.7,0.11,0.1,NA,0.028,NA,90,90
242,15,10,2.134,3.064,0,40.8,0.11,0.1,NA,0,NA,0,-90
243,15,11,2.134,3.064,0,50.1,0.11,0.1,NA,0,NA,0,0
244,15,12,2.134,3.064,0,38,0.11,0.1,NA,0,NA,0,0
245,15,13,2.141,3.092,0,34.8,0.138,0.127,NA,0.029,NA,75.964,75.964
246,15,14,2.141,3.092,0,33.9,0.138,0.127,NA,0,NA,0,-75.964
247,15,15,2.155,3.092,0,24,0.152,0.135,NA,0.014,NA,0,0
248,15,16,2.155,3.092,0,15,0.152,0.135,NA,0,NA,0,0
249,15,17,2.168,3.092,0,20.2,0.166,0.143,NA,0.014,NA,0,0
250,15,18,2.168,3.092,0,31.7,0.166,0.143,NA,0,NA,0,0
251,15,19,2.168,3.092,0,49.6,0.166,0.143,NA,0,NA,0,0
252,16,1,4.967,5.134,0,21.3,0,0,NA,NA,NA,NA,NA
253,16,2,4.995,5.148,0,22.5,0.031,0.031,NA,0.031,NA,26.565,NA
254,16,3,4.995,5.148,0,17.4,0.031,0.031,NA,0,NA,0,-26.565
255,16,4,5.043,5.161,0,20.7,0.082,0.081,NA,0.051,NA,15.945,15.945
256,16,5,5.043,5.161,0,20.4,0.082,0.081,NA,0,NA,0,-15.945
257,16,6,5.05,5.175,0,24.4,0.097,0.093,NA,0.016,NA,63.435,63.435
258,16,7,5.071,5.189,0,28.7,0.122,0.118,NA,0.025,NA,33.69,-29.745
259,16,8,5.106,5.189,0,29,0.157,0.15,NA,0.035,NA,0,-33.69
260,16,9,5.106,5.189,0,27.6,0.157,0.15,NA,0,NA,0,0
261,16,10,5.127,5.189,0,21.6,0.178,0.169,NA,0.021,NA,0,0
262,16,11,5.141,5.189,0,23.4,0.192,0.182,NA,0.014,NA,0,0
263,16,12,5.161,5.189,0,18.9,0.212,0.202,NA,0.021,NA,0,0
264,16,13,5.175,5.189,0,17.5,0.226,0.216,NA,0.014,NA,0,0
265,16,14,5.196,5.182,0,12.9,0.248,0.234,NA,0.022,NA,-18.435,-18.435
266,16,15,5.217,5.182,0,11.1,0.269,0.255,NA,0.021,NA,0,18.435
267,16,16,5.224,5.168,0,13.2,0.285,0.259,NA,0.016,NA,-63.435,-63.435
268,16,17,5.224,5.168,0,11.4,0.285,0.259,NA,0,NA,0,63.435
269,16,18,5.238,5.141,0,8.7,0.316,0.271,NA,0.031,NA,-63.435,-63.435
270,17,1,2.925,3.411,0,18.3,0,0,NA,NA,NA,NA,NA
271,17,2,2.939,3.453,0,20.4,0.044,0.044,NA,0.044,NA,71.565,NA
272,17,3,2.967,3.46,0,32.7,0.073,0.064,NA,0.029,NA,14.036,-57.529
273,17,4,2.995,3.481,0,29,0.107,0.098,NA,0.035,NA,36.87,22.834
274,17,5,3.03,3.495,0,32.4,0.145,0.133,NA,0.037,NA,21.801,-15.068
275,17,6,3.03,3.495,0,31.2,0.145,0.133,NA,0,NA,0,-21.801
276,17,7,3.043,3.509,0,32.4,0.164,0.153,NA,0.02,NA,45,45
277,17,8,3.071,3.516,0,18.6,0.193,0.179,NA,0.029,NA,14.036,-30.964
278,17,9,3.085,3.516,0,23.1,0.207,0.191,NA,0.014,NA,0,-14.036
279,17,10,3.085,3.523,0,26.1,0.214,0.195,NA,0.007,NA,90,90
280,17,11,3.259,3.571,0,22.5,0.394,0.37,NA,0.18,NA,15.642,-74.358
281,17,12,3.411,3.766,0,34.7,0.641,0.601,NA,0.247,NA,51.843,36.201
282,17,13,3.585,3.828,0,33.6,0.826,0.78,NA,0.185,NA,19.799,-32.044
283,17,14,3.786,3.891,0,30.3,1.037,0.985,NA,0.211,NA,17.241,-2.557
284,17,15,3.835,3.898,0,23.4,1.086,1.031,NA,0.049,NA,8.13,-9.111
285,17,16,3.87,3.898,0,32.4,1.121,1.062,NA,0.035,NA,0,-8.13
286,17,17,3.891,3.898,0,31.2,1.141,1.081,NA,0.021,NA,0,0
287,17,18,3.891,3.898,0,22.5,1.141,1.081,NA,0,NA,0,0
288,18,1,2.856,3.849,0,23.3,0,0,NA,NA,NA,NA,NA
289,18,2,2.884,3.877,0,36,0.039,0.039,NA,0.039,NA,45,NA
290,18,3,2.884,3.877,0,35.7,0.039,0.039,NA,0,NA,0,-45
291,18,4,2.898,3.898,0,34.8,0.064,0.064,NA,0.025,NA,56.31,56.31
292,18,5,2.898,3.918,0,32.2,0.085,0.081,NA,0.021,NA,90,33.69
293,18,6,2.898,3.918,0,38,0.085,0.081,NA,0,NA,0,-90
294,18,7,2.925,3.932,0,38.4,0.116,0.108,NA,0.031,NA,26.565,26.565
295,18,8,2.953,3.946,0,18,0.147,0.137,NA,0.031,NA,26.565,0
296,18,9,2.953,3.946,0,29.3,0.147,0.137,NA,0,NA,0,-26.565
297,18,10,2.967,3.953,0,18.6,0.163,0.152,NA,0.016,NA,26.565,26.565
298,18,11,2.967,3.953,0,17.7,0.163,0.152,NA,0,NA,0,-26.565
299,18,12,2.981,4.002,0,49.5,0.213,0.197,NA,0.051,NA,74.055,74.055
300,18,13,3.016,4.023,0,23.7,0.254,0.236,NA,0.04,NA,30.964,-43.091
301,18,14,3.016,4.023,0,58.2,0.254,0.236,NA,0,NA,0,-30.964
302,18,15,3.106,4.085,0,32.5,0.364,0.344,NA,0.11,NA,34.695,34.695
303,18,16,3.196,4.134,0,56.7,0.466,0.444,NA,0.103,NA,28.301,-6.394
304,18,17,3.259,4.127,0,72.6,0.529,0.489,NA,0.063,NA,-6.34,-34.641
305,18,18,3.307,4.141,0,75,0.58,0.537,NA,0.051,NA,15.945,22.286
306,19,1,2.141,2.036,0,47.2,0,0,NA,NA,NA,NA,NA
307,19,2,2.141,2.036,0,33.3,0,0,NA,0,NA,0,NA
308,19,3,2.141,2.036,0,50.4,0,0,NA,0,NA,0,0
309,19,4,2.134,2.05,0,73.2,0.016,0.016,NA,0.016,NA,116.565,116.565
310,19,5,2.134,2.05,0,75,0.016,0.016,NA,0,NA,0,-116.565
311,19,6,2.155,2.057,0,58.8,0.037,0.025,NA,0.022,NA,18.435,18.435
312,19,7,2.168,2.057,0,34.6,0.051,0.035,NA,0.014,NA,0,-18.435
313,19,8,2.168,2.057,0,24.3,0.051,0.035,NA,0,NA,0,0
314,19,9,2.168,2.057,0,27.6,0.051,0.035,NA,0,NA,0,0
315,19,10,2.168,2.057,0,31.5,0.051,0.035,NA,0,NA,0,0
316,19,11,2.168,2.057,0,19.2,0.051,0.035,NA,0,NA,0,0
