Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
1,1,1,4.049,4.082,0,53.8,0,0,NA,NA,NA,NA,NA
2,1,2,4.041,4.107,0,124.1,0.026,0.026,NA,0.026,NA,108.435,NA
3,1,3,4.037,4.119,0,42.2,0.039,0.039,NA,0.013,NA,108.435,0
4,1,4,4.025,4.135,0,22.1,0.059,0.059,NA,0.02,NA,126.87,18.435
5,1,5,4.025,4.16,0,34.9,0.084,0.082,NA,0.025,NA,90,-36.87
6,1,6,4.045,4.172,0,39.5,0.108,0.09,NA,0.024,NA,30.964,-59.036
7,1,7,4.045,4.18,0,16.8,0.116,0.098,NA,0.008,NA,90,59.036
8,1,8,4.021,4.209,0,47.2,0.154,0.13,NA,0.038,NA,130.601,40.601
9,1,9,3.988,4.234,0,49.7,0.195,0.164,NA,0.041,NA,143.13,12.529
10,1,10,3.984,4.258,0,46.7,0.22,0.188,NA,0.025,NA,99.462,-43.668
11,1,11,3.976,4.283,0,30.9,0.246,0.214,NA,0.026,NA,108.435,8.973
12,1,12,3.972,4.303,0,21.7,0.266,0.234,NA,0.021,NA,101.31,-7.125
13,1,13,3.972,4.303,0,24.1,0.266,0.234,NA,0,NA,0,-101.31
14,1,14,3.967,4.336,0,23.8,0.299,0.267,NA,0.033,NA,97.125,97.125
15,1,15,3.967,4.336,0,4.5,0.299,0.267,NA,0,NA,0,-97.125
16,1,16,3.976,4.348,0,22.7,0.314,0.276,NA,0.015,NA,56.31,56.31
17,1,17,3.976,4.357,0,39.9,0.322,0.284,NA,0.008,NA,90,33.69
18,1,18,3.967,4.385,0,12,0.352,0.314,NA,0.03,NA,105.945,15.945
19,1,19,3.976,4.389,0,14.4,0.361,0.316,NA,0.009,NA,26.565,-79.38
20,1,20,3.976,4.406,0,16.8,0.378,0.332,NA,0.016,NA,90,63.435
21,1,21,3.98,4.422,0,22.9,0.395,0.347,NA,0.017,NA,75.964,-14.036
22,1,22,3.98,4.434,0,25.9,0.407,0.359,NA,0.012,NA,90,14.036
23,1,23,3.98,4.434,0,14.8,0.407,0.359,NA,0,NA,0,-90
24,1,24,3.988,4.443,0,38.3,0.418,0.366,NA,0.012,NA,45,45
25,1,25,3.98,4.455,0,21.8,0.433,0.379,NA,0.015,NA,123.69,78.69
26,1,26,3.976,4.459,0,17.3,0.439,0.384,NA,0.006,NA,135,11.31
27,1,27,3.976,4.459,0,16.4,0.439,0.384,NA,0,NA,0,-135
28,1,28,3.976,4.459,0,26,0.439,0.384,NA,0,NA,0,0
29,1,29,3.976,4.471,0,11.6,0.451,0.396,NA,0.012,NA,90,90
30,2,1,2.423,2.145,0,114,0,0,NA,NA,NA,NA,NA
31,2,2,2.493,2.174,0,63,0.075,0.075,NA,0.075,NA,22.38,NA
32,2,3,2.591,2.206,0,38.3,0.179,0.179,NA,0.104,NA,18.435,-3.945
33,2,4,2.624,2.251,0,110.9,0.235,0.227,NA,0.056,NA,53.973,35.538
34,2,5,2.628,2.292,0,106.9,0.276,0.252,NA,0.041,NA,84.289,30.317
35,2,6,2.608,2.309,0,57.5,0.302,0.247,NA,0.026,NA,141.34,57.051
36,2,7,2.612,2.317,0,10.8,0.311,0.255,NA,0.009,NA,63.435,-77.905
37,2,8,2.608,2.342,0,42.7,0.336,0.269,NA,0.025,NA,99.462,36.027
38,2,9,2.604,2.342,0,32.6,0.34,0.267,NA,0.004,NA,180,80.538
39,2,10,2.583,2.37,0,40,0.375,0.276,NA,0.035,NA,125.538,-54.462
40,2,11,2.575,2.411,0,37.2,0.417,0.306,NA,0.042,NA,101.31,-24.228
41,2,14,2.641,2.526,0,91,0.549,0.438,NA,0.132,NA,60.255,-41.055
42,2,15,2.657,2.526,0,88.9,0.566,0.447,NA,0.016,NA,0,-60.255
43,2,16,2.661,2.518,0,68.5,0.575,0.442,NA,0.009,NA,-63.435,-63.435
44,2,17,2.661,2.518,0,49.5,0.575,0.442,NA,0,NA,0,63.435
45,2,18,2.673,2.518,0,37.6,0.587,0.449,NA,0.012,NA,0,0
46,2,19,2.677,2.518,0,26.1,0.591,0.451,NA,0.004,NA,0,0
47,2,20,2.677,2.518,0,31,0.591,0.451,NA,0,NA,0,0
48,2,21,2.69,2.526,0,67.8,0.606,0.465,NA,0.015,NA,33.69,33.69
49,2,22,2.698,2.526,0,68.1,0.614,0.469,NA,0.008,NA,0,-33.69
50,2,23,2.698,2.526,0,87.4,0.614,0.469,NA,0,NA,0,0
51,2,24,2.698,2.526,0,64.7,0.614,0.469,NA,0,NA,0,0
52,2,25,2.71,2.53,0,65.6,0.627,0.48,NA,0.013,NA,18.435,18.435
53,2,26,2.714,2.53,0,79.5,0.631,0.482,NA,0.004,NA,0,-18.435
54,2,27,2.735,2.526,0,68.3,0.652,0.492,NA,0.021,NA,-11.31,-11.31
55,2,28,2.747,2.526,0,47.6,0.664,0.5,NA,0.012,NA,0,11.31
56,2,29,2.772,2.534,0,37.2,0.69,0.522,NA,0.026,NA,18.435,18.435
57,2,30,2.788,2.559,0,31.7,0.72,0.551,NA,0.03,NA,56.31,37.875
58,2,31,2.808,2.563,0,81,0.741,0.568,NA,0.021,NA,11.31,-45
59,2,32,2.821,2.571,0,52.6,0.755,0.582,NA,0.015,NA,33.69,22.38
60,3,1,3.349,4.213,0,19.2,0,0,NA,NA,NA,NA,NA
61,3,2,3.329,4.234,0,15,0.029,0.029,NA,0.029,NA,135,NA
62,3,3,3.32,4.242,0,11.6,0.041,0.041,NA,0.012,NA,135,0
63,3,4,3.312,4.262,0,16.2,0.063,0.061,NA,0.022,NA,111.801,-23.199
64,3,5,3.304,4.279,0,9.2,0.081,0.08,NA,0.018,NA,116.565,4.764
65,3,6,3.3,4.303,0,20.8,0.106,0.103,NA,0.025,NA,99.462,-17.103
66,3,7,3.292,4.32,0,14.6,0.124,0.121,NA,0.018,NA,116.565,17.103
67,3,8,3.284,4.332,0,26.7,0.139,0.136,NA,0.015,NA,123.69,7.125
68,3,9,3.279,4.344,0,22,0.152,0.148,NA,0.013,NA,108.435,-15.255
69,3,10,3.275,4.361,0,17.2,0.169,0.165,NA,0.017,NA,104.036,-4.399
