Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
161,9,18,3.884,2.592,0,82,0.497,0.134,NA,0.022,NA,-161.565,-20.225
162,9,19,3.87,2.585,0,35.1,0.513,0.119,NA,0.016,NA,-153.435,8.13
163,10,1,2.661,2.856,0,11.8,0,0,NA,NA,NA,NA,NA
164,10,2,2.655,2.87,0,7.5,0.016,0.016,NA,0.016,NA,116.565,NA
165,10,3,2.668,2.877,0,6.9,0.031,0.022,NA,0.016,NA,26.565,-90
166,10,4,2.682,2.884,0,24.3,0.047,0.035,NA,0.016,NA,26.565,0
167,10,5,2.682,2.898,0,21.6,0.06,0.047,NA,0.014,NA,90,63.435
168,10,6,2.682,2.898,0,14.7,0.06,0.047,NA,0,NA,0,-90
169,10,7,2.71,2.905,0,32.1,0.089,0.069,NA,0.029,NA,14.036,14.036
170,10,8,2.724,2.918,0,56,0.109,0.088,NA,0.02,NA,45,30.964
171,10,9,2.724,2.918,0,41.4,0.109,0.088,NA,0,NA,0,-45
172,10,10,2.724,2.918,0,38.7,0.109,0.088,NA,0,NA,0,0
173,10,11,2.731,2.946,0,46.8,0.137,0.114,NA,0.029,NA,75.964,75.964
174,10,12,2.759,2.946,0,36.3,0.165,0.133,NA,0.028,NA,0,-75.964
175,10,13,2.8,2.974,0,24.1,0.215,0.182,NA,0.05,NA,33.69,33.69
176,10,14,2.863,3.009,0,34.4,0.287,0.253,NA,0.071,NA,29.055,-4.635
177,10,16,2.884,3.057,0,48.1,0.34,0.3,NA,0.053,NA,66.801,37.747
178,11,1,3.05,0.085,0,55.6,0,0,NA,NA,NA,NA,NA
179,11,2,3.043,0.099,0,66.9,0.016,0.016,NA,0.016,NA,116.565,NA
180,11,3,3.064,0.127,0,69,0.05,0.044,NA,0.035,NA,53.13,-63.435
181,11,4,3.064,0.148,0,72.5,0.071,0.064,NA,0.021,NA,90,36.87
182,11,5,3.064,0.168,0,65.7,0.092,0.084,NA,0.021,NA,90,0
183,11,6,3.078,0.203,0,70.2,0.129,0.121,NA,0.037,NA,68.199,-21.801
184,11,7,3.078,0.203,0,73.5,0.129,0.121,NA,0,NA,0,-68.199
185,11,8,3.078,0.238,0,71.3,0.164,0.155,NA,0.035,NA,90,90
186,11,9,3.085,0.238,0,65.1,0.171,0.157,NA,0.007,NA,0,-90
187,11,10,3.078,0.252,0,55.5,0.187,0.169,NA,0.016,NA,116.565,116.565
188,11,11,3.078,0.273,0,69.6,0.207,0.19,NA,0.021,NA,90,-26.565
189,11,12,3.078,0.273,0,77.7,0.207,0.19,NA,0,NA,0,-90
190,11,13,3.078,0.28,0,73.2,0.214,0.196,NA,0.007,NA,90,90
191,11,14,3.078,0.286,0,74.1,0.221,0.203,NA,0.007,NA,90,0
192,11,15,3.071,0.307,0,69,0.243,0.223,NA,0.022,NA,108.435,18.435
193,11,16,3.078,0.307,0,58.8,0.25,0.224,NA,0.007,NA,0,-108.435
194,11,17,3.078,0.307,0,66.2,0.25,0.224,NA,0,NA,0,0
195,11,18,3.078,0.328,0,44.4,0.271,0.245,NA,0.021,NA,90,90
196,12,1,4.606,0.828,0,23.1,0,0,NA,NA,NA,NA,NA
197,12,2,4.627,0.821,0,19.5,0.022,0.022,NA,0.022,NA,-18.435,NA
198,12,3,4.655,0.821,0,14.4,0.05,0.049,NA,0.028,NA,0,18.435
199,12,4,4.682,0.8,0,13.8,0.084,0.081,NA,0.035,NA,-36.87,-36.87
200,12,5,4.703,0.793,0,18.6,0.106,0.103,NA,0.022,NA,-18.435,18.435
201,12,6,4.738,0.78,0,26.1,0.144,0.141,NA,0.037,NA,-21.801,-3.366
202,12,7,4.773,0.773,0,24.6,0.179,0.176,NA,0.035,NA,-11.31,10.491
203,12,8,4.8,0.752,0,21.9,0.214,0.209,NA,0.035,NA,-36.87,-25.56
204,12,9,4.807,0.724,0,31.5,0.243,0.227,NA,0.029,NA,-75.964,-39.094
205,12,10,4.835,0.696,0,25.8,0.282,0.264,NA,0.039,NA,-45,30.964
206,12,11,4.849,0.675,0,16.5,0.307,0.287,NA,0.025,NA,-56.31,-11.31
207,12,12,4.849,0.675,0,13.2,0.307,0.287,NA,0,NA,0,56.31
208,12,13,4.863,0.641,0,15.9,0.344,0.318,NA,0.037,NA,-68.199,-68.199
209,12,14,4.884,0.606,0,7.5,0.385,0.356,NA,0.04,NA,-59.036,9.162
210,12,15,4.891,0.585,0,18.9,0.407,0.374,NA,0.022,NA,-71.565,-12.529
211,12,16,4.905,0.578,0,12,0.422,0.389,NA,0.016,NA,-26.565,45
212,12,17,4.918,0.543,0,9.8,0.46,0.423,NA,0.037,NA,-68.199,-41.634
213,12,18,4.918,0.536,0,4.8,0.467,0.427,NA,0.007,NA,-90,-21.801
214,12,19,4.974,0.509,0,15.6,0.529,0.487,NA,0.062,NA,-26.565,63.435
215,13,1,1.653,0.786,0,77.7,0,0,NA,NA,NA,NA,NA
216,13,2,1.607,0.77,0,55.2,0.049,0.049,NA,0.049,NA,-160.017,NA
217,13,3,1.578,0.678,0,77.7,0.145,0.132,NA,0.096,NA,-107.65,52.367
218,13,4,1.578,0.665,0,79.5,0.157,0.142,NA,0.012,NA,-90,17.65
219,13,5,1.578,0.653,0,80.1,0.17,0.153,NA,0.012,NA,-90,0
220,13,6,1.582,0.636,0,80.1,0.187,0.166,NA,0.017,NA,-75.964,14.036
221,13,7,1.582,0.628,0,80.7,0.195,0.173,NA,0.008,NA,-90,-14.036
222,13,8,1.582,0.615,0,83.4,0.208,0.185,NA,0.012,NA,-90,0
223,13,9,1.586,0.59,0,81.9,0.233,0.207,NA,0.025,NA,-80.538,9.462
224,13,10,1.586,0.59,0,81.3,0.233,0.207,NA,0,NA,0,80.538
225,13,11,1.59,0.586,0,78.9,0.239,0.209,NA,0.006,NA,-45,-45
226,13,12,1.607,0.586,0,78.3,0.256,0.205,NA,0.017,NA,0,45
227,13,13,1.619,0.586,0,66.6,0.268,0.203,NA,0.012,NA,0,0
228,13,14,1.628,0.586,0,48.6,0.277,0.201,NA,0.008,NA,0,0
229,13,15,1.694,0.582,0,82.5,0.343,0.208,NA,0.067,NA,-3.576,-3.576
230,13,16,1.715,0.582,0,83.1,0.364,0.213,NA,0.021,NA,0,3.576
231,13,17,1.74,0.582,0,69.3,0.389,0.222,NA,0.025,NA,0,0
232,13,18,1.786,0.574,0,80.2,0.436,0.251,NA,0.047,NA,-10.305,-10.305
233,13,20,1.815,0.624,0,72,0.494,0.23,NA,0.058,NA,59.744,70.048
234,14,1,3.569,3.419,0,20.5,0,0,NA,NA,NA,NA,NA
235,14,2,3.577,3.439,0,30.3,0.022,0.022,NA,0.022,NA,68.199,NA
236,14,3,3.598,3.464,0,16.8,0.055,0.054,NA,0.033,NA,50.194,-18.004
237,14,4,3.619,3.498,0,39.9,0.094,0.094,NA,0.039,NA,57.995,7.8
238,14,5,3.631,3.514,0,34.2,0.115,0.114,NA,0.021,NA,53.13,-4.865
239,14,6,3.648,3.548,0,30.2,0.152,0.151,NA,0.037,NA,63.435,10.305
240,14,7,3.652,3.564,0,33.3,0.17,0.168,NA,0.017,NA,75.964,12.529
241,14,8,3.673,3.581,0,30.6,0.196,0.193,NA,0.027,NA,38.66,-37.304
242,14,9,3.685,3.585,0,37.1,0.209,0.203,NA,0.013,NA,18.435,-20.225
243,14,10,3.698,3.598,0,33.9,0.227,0.221,NA,0.018,NA,45,26.565
244,14,11,3.702,3.61,0,33.6,0.24,0.233,NA,0.013,NA,71.565,26.565
245,14,12,3.702,3.631,0,39,0.261,0.251,NA,0.021,NA,90,18.435
246,14,13,3.702,3.66,0,26.9,0.29,0.276,NA,0.029,NA,90,0
247,14,14,3.714,3.694,0,52.8,0.326,0.311,NA,0.036,NA,69.444,-20.556
248,14,15,3.719,3.702,0,63.7,0.335,0.32,NA,0.009,NA,63.435,-6.009
249,14,16,3.727,3.71,0,54.6,0.347,0.332,NA,0.012,NA,45,-18.435
250,14,17,3.731,3.723,0,37.2,0.36,0.345,NA,0.013,NA,71.565,26.565
251,14,18,3.744,3.723,0,50.7,0.373,0.351,NA,0.012,NA,0,-71.565
252,14,19,3.756,3.731,0,34.4,0.388,0.364,NA,0.015,NA,33.69,33.69
253,15,1,2.444,3.731,0,38.3,0,0,NA,NA,NA,NA,NA
254,15,2,2.448,3.752,0,40.5,0.021,0.021,NA,0.021,NA,78.69,NA
255,15,3,2.448,3.773,0,24,0.042,0.042,NA,0.021,NA,90,11.31
256,15,4,2.448,3.785,0,64.8,0.055,0.054,NA,0.012,NA,90,0
257,15,5,2.448,3.831,0,35.2,0.1,0.1,NA,0.046,NA,90,0
258,15,6,2.448,3.831,0,39.9,0.1,0.1,NA,0,NA,0,-90
259,15,7,2.452,3.848,0,56.4,0.118,0.117,NA,0.017,NA,75.964,75.964
260,15,8,2.465,3.852,0,56.4,0.131,0.123,NA,0.013,NA,18.435,-57.529
261,15,9,2.481,3.864,0,68.1,0.152,0.138,NA,0.021,NA,36.87,18.435
262,15,10,2.49,3.873,0,64.5,0.163,0.149,NA,0.012,NA,45,8.13
263,15,11,2.498,3.885,0,72.1,0.178,0.163,NA,0.015,NA,56.31,11.31
264,15,12,2.527,3.889,0,69,0.208,0.179,NA,0.029,NA,8.13,-48.18
265,15,13,2.552,3.889,0,80.4,0.233,0.192,NA,0.025,NA,0,-8.13
266,15,14,2.569,3.893,0,78.3,0.25,0.205,NA,0.017,NA,14.036,14.036
267,15,15,2.569,3.914,0,80.1,0.271,0.222,NA,0.021,NA,90,75.964
268,15,16,2.581,3.927,0,78.9,0.288,0.239,NA,0.018,NA,45,-45
269,15,17,2.598,3.927,0,78.3,0.305,0.249,NA,0.017,NA,0,-45
270,15,18,2.611,3.935,0,79.5,0.32,0.263,NA,0.015,NA,33.69,33.69
271,15,19,2.615,3.939,0,55.7,0.326,0.269,NA,0.006,NA,45,11.31
272,16,1,3.414,1.174,0,39.4,0,0,NA,NA,NA,NA,NA
273,16,2,3.423,1.144,0,47.9,0.03,0.03,NA,0.03,NA,-74.055,NA
274,16,3,3.427,1.128,0,45.2,0.047,0.047,NA,0.017,NA,-75.964,-1.909
275,16,4,3.427,1.128,0,49.5,0.047,0.047,NA,0,NA,0,75.964
276,16,5,3.439,1.09,0,73.1,0.087,0.087,NA,0.04,NA,-71.565,-71.565
277,16,6,3.444,1.074,0,52.2,0.104,0.104,NA,0.017,NA,-75.964,-4.399
278,16,7,3.448,1.053,0,52.2,0.125,0.125,NA,0.021,NA,-78.69,-2.726
279,16,8,3.444,1.036,0,36.3,0.143,0.141,NA,0.017,NA,-104.036,-25.346
280,16,9,3.435,1.015,0,65.1,0.165,0.16,NA,0.022,NA,-111.801,-7.765
281,16,10,3.435,0.999,0,63.8,0.182,0.176,NA,0.017,NA,-90,21.801
282,16,11,3.435,0.978,0,44.7,0.203,0.197,NA,0.021,NA,-90,0
283,16,12,3.439,0.957,0,48.6,0.224,0.218,NA,0.021,NA,-78.69,11.31
284,16,13,3.444,0.944,0,45.3,0.237,0.231,NA,0.013,NA,-71.565,7.125
285,16,14,3.444,0.936,0,38.7,0.245,0.239,NA,0.008,NA,-90,-18.435
286,16,15,3.444,0.932,0,49.5,0.249,0.243,NA,0.004,NA,-90,0
287,16,16,3.435,0.911,0,64.2,0.272,0.263,NA,0.022,NA,-111.801,-21.801
288,16,17,3.435,0.899,0,60.6,0.284,0.276,NA,0.012,NA,-90,21.801
289,16,18,3.439,0.89,0,68.7,0.294,0.284,NA,0.009,NA,-63.435,26.565
290,17,1,3.893,3.577,0,17.7,0,0,NA,NA,NA,NA,NA
291,17,2,3.927,3.602,0,17.1,0.042,0.042,NA,0.042,NA,36.87,NA
292,17,3,3.943,3.619,0,18.3,0.065,0.065,NA,0.024,NA,45,8.13
293,17,4,3.952,3.631,0,15,0.08,0.08,NA,0.015,NA,56.31,11.31
294,17,5,3.973,3.631,0,16.5,0.101,0.096,NA,0.021,NA,0,-56.31
295,17,6,3.993,3.644,0,28.2,0.125,0.12,NA,0.024,NA,30.964,30.964
296,17,7,4.01,3.648,0,26.1,0.143,0.136,NA,0.017,NA,14.036,-16.928
297,17,8,4.031,3.644,0,39.3,0.164,0.153,NA,0.021,NA,-11.31,-25.346
298,17,9,4.056,3.635,0,29.7,0.19,0.173,NA,0.026,NA,-18.435,-7.125
299,17,10,4.06,3.639,0,31.2,0.196,0.178,NA,0.006,NA,45,63.435
300,17,11,4.068,3.644,0,27.9,0.205,0.187,NA,0.009,NA,26.565,-18.435
301,17,12,4.089,3.635,0,23.1,0.228,0.204,NA,0.022,NA,-21.801,-48.366
302,17,13,4.127,3.581,0,30.3,0.294,0.233,NA,0.066,NA,-55.305,-33.503
303,17,14,4.131,3.573,0,39.3,0.303,0.237,NA,0.009,NA,-63.435,-8.13
304,17,15,4.143,3.56,0,43.2,0.321,0.25,NA,0.018,NA,-45,18.435
305,17,16,4.148,3.569,0,27.3,0.33,0.254,NA,0.009,NA,63.435,108.435
306,17,17,4.181,3.56,0,26.1,0.364,0.288,NA,0.034,NA,-14.036,-77.471
307,17,18,4.206,3.548,0,25.8,0.392,0.314,NA,0.028,NA,-26.565,-12.529
308,18,1,3.198,2.098,0,39.3,0,0,NA,NA,NA,NA,NA
309,18,2,3.219,2.102,0,24.7,0.021,0.021,NA,0.021,NA,11.31,NA
