Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
1,1,1,1.58,3.649,0,5.1,0,0,NA,NA,NA,NA,NA
2,1,2,1.584,3.67,0,7.2,0.022,0.022,NA,0.022,NA,78.69,NA
3,1,3,1.584,3.67,0,6.7,0.022,0.022,NA,0,NA,0,-78.69
4,1,4,1.593,3.678,0,37.8,0.034,0.032,NA,0.012,NA,45,45
5,1,5,1.606,3.687,0,76.2,0.049,0.046,NA,0.015,NA,33.69,-11.31
6,1,6,1.61,3.687,0,81.4,0.053,0.048,NA,0.004,NA,0,-33.69
7,1,7,1.593,3.712,0,81.3,0.084,0.065,NA,0.031,NA,123.69,123.69
8,1,8,1.593,3.746,0,78.3,0.118,0.098,NA,0.034,NA,90,-33.69
9,1,9,1.589,3.767,0,83.1,0.139,0.119,NA,0.022,NA,101.31,11.31
10,1,10,1.584,3.78,0,83.2,0.153,0.131,NA,0.013,NA,108.435,7.125
11,1,11,1.584,3.788,0,79.5,0.161,0.14,NA,0.008,NA,90,-18.435
12,1,12,1.584,3.793,0,81.9,0.165,0.144,NA,0.004,NA,90,0
13,1,13,1.576,3.801,0,75.4,0.177,0.153,NA,0.012,NA,135,45
14,1,14,1.584,3.81,0,82.2,0.189,0.161,NA,0.012,NA,45,-90
15,1,15,1.606,3.81,0,80.1,0.211,0.163,NA,0.021,NA,0,-45
16,1,16,1.614,3.818,0,99.9,0.222,0.173,NA,0.012,NA,45,45
17,1,17,1.61,3.831,0,74.1,0.236,0.185,NA,0.013,NA,108.435,63.435
18,1,18,1.61,3.831,0,78.9,0.236,0.185,NA,0,NA,0,-108.435
19,1,19,1.622,3.835,0,84.9,0.249,0.191,NA,0.013,NA,18.435,18.435
20,1,20,1.639,3.827,0,91.8,0.268,0.188,NA,0.019,NA,-26.565,-45
21,1,21,1.661,3.827,0,94.5,0.289,0.195,NA,0.021,NA,0,26.565
