Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
105,5,13,1.698,0.964,0,8.6,0.695,0.613,NA,0.026,NA,180,0
106,5,14,1.672,0.932,0,9.8,0.736,0.649,NA,0.041,NA,-129.806,50.194
107,5,15,1.646,0.922,0,21.1,0.764,0.677,NA,0.028,NA,-158.199,-28.393
108,5,16,1.552,0.969,0,80.8,0.868,0.75,NA,0.105,NA,153.435,-48.366
109,5,17,1.484,0.964,0,86.4,0.936,0.816,NA,0.068,NA,-175.601,30.964
110,5,18,1.349,1,0,31.8,1.077,0.94,NA,0.14,NA,164.932,-19.467
111,5,19,1.266,1.005,0,32.5,1.16,1.021,NA,0.083,NA,176.424,11.492
112,5,20,1.255,1.047,0,34,1.203,1.025,NA,0.043,NA,104.036,-72.387
113,5,21,1.219,1.083,0,87.5,1.255,1.057,NA,0.052,NA,135,30.964
114,5,22,1.182,1.099,0,82.7,1.294,1.092,NA,0.04,NA,156.801,21.801
115,5,23,1.151,1.099,0,18.8,1.326,1.123,NA,0.031,NA,180,23.199
116,5,24,1.099,1.099,0,9.8,1.378,1.175,NA,0.052,NA,180,0
117,5,25,1.068,1.104,0,7.9,1.409,1.206,NA,0.032,NA,170.538,-9.462
118,5,26,1.047,1.109,0,5.5,1.431,1.226,NA,0.021,NA,165.964,-4.574
119,5,27,1.031,1.109,0,14.2,1.446,1.242,NA,0.016,NA,180,14.036
120,5,28,0.979,1.125,0,17.4,1.501,1.293,NA,0.054,NA,163.301,-16.699
121,6,17,2.312,3.203,0,37.2,0,0,NA,NA,NA,NA,NA
122,6,18,2.292,3.172,0,52.1,0.038,0.038,NA,0.038,NA,-123.69,NA
123,6,19,2.255,3.172,0,39,0.074,0.065,NA,0.036,NA,180,-56.31
124,6,20,2.234,3.151,0,21.9,0.103,0.094,NA,0.029,NA,-135,45
125,6,21,2.219,3.151,0,10,0.119,0.107,NA,0.016,NA,180,-45
126,6,22,2.203,3.172,0,8.2,0.145,0.114,NA,0.026,NA,126.87,-53.13
127,6,1,2.292,3.156,0,56.8,0.235,0.051,NA,0.09,NA,-10.008,-136.878
128,6,2,2.25,3.172,0,81.4,0.28,0.07,NA,0.045,NA,159.444,169.452
129,6,3,2.208,3.156,0,166.4,0.324,0.114,NA,0.045,NA,-159.444,41.112
130,6,4,2.182,3.177,0,47.5,0.357,0.133,NA,0.033,NA,141.34,-59.216
131,6,5,2.214,3.203,0,133.7,0.398,0.099,NA,0.041,NA,39.806,-101.535
132,6,6,2.156,3.208,0,61,0.456,0.156,NA,0.058,NA,174.806,135
133,6,7,2.125,3.198,0,58.4,0.489,0.188,NA,0.033,NA,-161.565,23.629
134,6,8,2.052,3.229,0,53.7,0.568,0.262,NA,0.079,NA,156.801,-41.634
135,6,9,2.021,3.281,0,45.1,0.629,0.302,NA,0.061,NA,120.964,-35.838
136,6,10,1.99,3.328,0,60.5,0.685,0.346,NA,0.056,NA,123.69,2.726
137,6,11,1.792,3.411,0,94.4,0.9,0.561,NA,0.215,NA,157.166,33.476
138,6,12,1.729,3.37,0,71.2,0.975,0.607,NA,0.075,NA,-146.31,56.524
139,6,13,1.547,3.333,0,77.7,1.161,0.777,NA,0.186,NA,-168.69,-22.38
140,6,14,1.526,3.354,0,24.4,1.19,0.801,NA,0.029,NA,135,-56.31
141,6,15,1.49,3.38,0,63.6,1.235,0.842,NA,0.045,NA,144.462,9.462
142,6,16,1.542,3.391,0,65,1.288,0.793,NA,0.053,NA,11.31,-133.152
143,6,23,1.557,3.286,0,75.9,1.393,0.76,NA,0.105,NA,-81.469,-92.779
144,7,1,3.646,4.021,0,54.4,0,0,NA,NA,NA,NA,NA
145,7,2,3.604,4.042,0,37.1,0.047,0.047,NA,0.047,NA,153.435,NA
146,7,3,3.557,4.042,0,49.3,0.093,0.091,NA,0.047,NA,180,26.565
147,7,4,3.521,4.042,0,42.3,0.13,0.127,NA,0.036,NA,180,0
148,7,5,3.49,4.062,0,51.9,0.167,0.162,NA,0.038,NA,146.31,-33.69
149,7,6,3.464,4.068,0,70.1,0.194,0.188,NA,0.027,NA,168.69,22.38
150,7,7,3.432,4.047,0,57.2,0.232,0.215,NA,0.038,NA,-146.31,45
151,7,8,3.391,4.052,0,48.7,0.274,0.257,NA,0.042,NA,172.875,-40.815
152,7,9,3.401,4.016,0,64,0.311,0.245,NA,0.038,NA,-74.055,113.07
153,7,10,3.37,3.995,0,78.2,0.349,0.277,NA,0.038,NA,-146.31,-72.255
154,7,11,3.339,4,0,78.9,0.381,0.308,NA,0.032,NA,170.538,-43.152
155,7,12,3.318,4.026,0,70.2,0.414,0.328,NA,0.033,NA,128.66,-41.878
156,8,1,3.115,3.255,0,82,0,0,NA,NA,NA,NA,NA
157,8,2,3.083,3.276,0,99,0.038,0.038,NA,0.038,NA,146.31,NA
158,8,3,3.052,3.26,0,68.4,0.072,0.063,NA,0.035,NA,-153.435,60.255
159,8,4,3.021,3.224,0,69.6,0.121,0.099,NA,0.048,NA,-130.601,22.834
160,8,5,2.943,3.271,0,22,0.212,0.173,NA,0.091,NA,149.036,-80.362
161,8,6,2.922,3.312,0,24.3,0.258,0.201,NA,0.047,NA,116.565,-32.471
162,8,7,2.875,3.307,0,42.8,0.305,0.245,NA,0.047,NA,-173.66,69.775
163,8,8,2.823,3.318,0,122.4,0.358,0.298,NA,0.053,NA,168.69,-17.65
164,8,9,2.719,3.354,0,78.7,0.469,0.408,NA,0.11,NA,160.71,-7.98
165,8,10,2.677,3.385,0,120,0.521,0.456,NA,0.052,NA,143.13,-17.58
166,8,11,2.646,3.406,0,49.4,0.558,0.492,NA,0.038,NA,146.31,3.18
167,8,12,2.635,3.453,0,37.7,0.607,0.518,NA,0.048,NA,102.529,-43.781
168,8,13,2.594,3.453,0,98,0.648,0.557,NA,0.042,NA,180,77.471
169,8,14,2.542,3.474,0,64.4,0.704,0.613,NA,0.056,NA,158.199,-21.801
170,8,15,2.365,3.604,0,36,0.924,0.827,NA,0.22,NA,143.673,-14.525
171,8,16,2.26,3.63,0,43.1,1.031,0.933,NA,0.107,NA,165.964,22.291
172,8,17,2.078,3.656,0,26.7,1.216,1.111,NA,0.184,NA,171.87,5.906
173,8,18,2.047,3.672,0,86.2,1.251,1.146,NA,0.035,NA,153.435,-18.435
174,8,19,2.026,3.661,0,80.8,1.274,1.162,NA,0.023,NA,-153.435,53.13
175,8,20,2,3.667,0,107.6,1.3,1.188,NA,0.027,NA,168.69,-37.875
176,8,21,1.974,3.698,0,83.3,1.341,1.224,NA,0.041,NA,129.806,-38.884
177,8,22,1.995,3.719,0,38.9,1.371,1.212,NA,0.029,NA,45,-84.806
178,8,23,1.964,3.729,0,126.9,1.403,1.245,NA,0.033,NA,161.565,116.565
179,8,24,1.953,3.766,0,50.3,1.441,1.269,NA,0.038,NA,105.945,-55.62
180,9,1,2.865,4.87,0,80.5,0,0,NA,NA,NA,NA,NA
181,9,2,2.833,4.87,0,65.1,0.031,0.031,NA,0.031,NA,180,NA
182,9,3,2.807,4.854,0,54.9,0.062,0.059,NA,0.03,NA,-149.036,30.964
183,9,4,2.781,4.818,0,62.8,0.106,0.098,NA,0.045,NA,-125.538,23.499
184,9,5,2.755,4.844,0,85.7,0.143,0.112,NA,0.037,NA,135,-99.462
185,9,6,2.74,4.87,0,93.3,0.174,0.125,NA,0.03,NA,120.964,-14.036
186,9,7,2.729,4.911,0,88.9,0.217,0.142,NA,0.043,NA,104.036,-16.928
187,9,8,2.703,4.911,0,70.7,0.243,0.167,NA,0.026,NA,180,75.964
188,9,9,2.672,4.938,0,69.6,0.283,0.204,NA,0.041,NA,140.194,-39.806
189,9,10,2.63,4.948,0,62.7,0.326,0.247,NA,0.043,NA,165.964,25.769
190,9,11,2.594,4.948,0,47.5,0.363,0.282,NA,0.036,NA,180,14.036
191,9,12,2.573,4.964,0,62.3,0.389,0.306,NA,0.026,NA,143.13,-36.87
192,9,13,2.573,4.995,0,101.8,0.42,0.317,NA,0.031,NA,90,-53.13
193,9,14,2.552,4.958,0,50.4,0.462,0.325,NA,0.042,NA,-119.745,150.255
194,9,15,2.526,4.943,0,50.3,0.492,0.346,NA,0.03,NA,-149.036,-29.291
195,10,1,2.865,0.307,0,65.4,0,0,NA,NA,NA,NA,NA
196,10,2,2.849,0.333,0,46.6,0.03,0.03,NA,0.03,NA,120.964,NA
197,10,3,2.677,0.438,0,85,0.231,0.228,NA,0.201,NA,148.782,27.818
198,10,4,2.562,0.396,0,88.9,0.353,0.315,NA,0.122,NA,-160.017,51.202
199,10,5,2.443,0.438,0,65.6,0.48,0.442,NA,0.127,NA,160.821,-39.162
200,10,6,2.401,0.443,0,77.5,0.522,0.483,NA,0.042,NA,172.875,12.054
201,10,7,2.224,0.411,0,12.7,0.702,0.649,NA,0.18,NA,-169.992,17.133
202,10,8,2.193,0.411,0,66.8,0.733,0.68,NA,0.031,NA,180,-10.008
203,10,9,2.156,0.401,0,21.3,0.771,0.715,NA,0.038,NA,-164.055,15.945
204,10,10,2.135,0.375,0,70.6,0.804,0.732,NA,0.033,NA,-128.66,35.395
205,10,11,2.125,0.359,0,78.1,0.823,0.741,NA,0.019,NA,-123.69,4.97
206,10,12,1.984,0.328,0,68.3,0.967,0.88,NA,0.144,NA,-167.471,-43.781
207,10,13,1.792,0.297,0,80.4,1.162,1.073,NA,0.195,NA,-170.789,-3.318
208,10,14,1.698,0.438,0,74.4,1.331,1.174,NA,0.169,NA,123.69,-65.521
209,10,15,1.656,0.484,0,104.5,1.394,1.221,NA,0.063,NA,131.634,7.943
210,10,16,1.667,0.599,0,90.9,1.509,1.233,NA,0.115,NA,84.806,-46.828
211,11,1,3.953,2.208,0,151,0,0,NA,NA,NA,NA,NA
212,11,2,3.922,2.214,0,143,0.032,0.032,NA,0.032,NA,170.538,NA
213,11,3,3.875,2.214,0,143.2,0.079,0.078,NA,0.047,NA,180,9.462
214,11,4,3.833,2.193,0,93,0.125,0.121,NA,0.047,NA,-153.435,26.565
215,11,5,3.802,2.214,0,100.7,0.163,0.151,NA,0.038,NA,146.31,-60.255
216,11,6,3.766,2.193,0,90.9,0.205,0.188,NA,0.042,NA,-150.255,63.435
217,11,7,3.724,2.224,0,60.2,0.257,0.23,NA,0.052,NA,143.13,-66.615
218,11,8,3.698,2.24,0,118.6,0.287,0.257,NA,0.03,NA,149.036,5.906
219,11,9,3.661,2.25,0,102.4,0.325,0.295,NA,0.038,NA,164.055,15.018
220,11,10,3.635,2.271,0,88.1,0.358,0.324,NA,0.033,NA,141.34,-22.714
221,11,11,3.479,2.276,0,42.8,0.515,0.479,NA,0.156,NA,178.091,36.751
222,11,14,3.172,2.276,0,87.1,0.822,0.784,NA,0.307,NA,180,1.909
223,12,1,0.995,0.729,0,97.7,0,0,NA,NA,NA,NA,NA
224,12,2,0.974,0.755,0,90.3,0.033,0.033,NA,0.033,NA,128.66,NA
225,12,3,0.917,0.792,0,73.9,0.101,0.1,NA,0.068,NA,147.529,18.869
226,12,4,0.906,0.812,0,22.9,0.125,0.122,NA,0.023,NA,116.565,-30.964
227,12,5,0.896,0.844,0,73.8,0.157,0.151,NA,0.033,NA,108.435,-8.13
228,12,6,0.901,0.865,0,83.8,0.179,0.165,NA,0.021,NA,75.964,-32.471
229,12,7,0.88,0.875,0,71.2,0.202,0.185,NA,0.023,NA,153.435,77.471
230,12,8,0.844,0.854,0,48.7,0.244,0.196,NA,0.042,NA,-150.255,56.31
231,12,9,0.901,0.906,0,68.8,0.322,0.2,NA,0.077,NA,42.274,-167.471
232,12,10,0.891,0.938,0,62.3,0.355,0.233,NA,0.033,NA,108.435,66.161
233,12,11,0.901,0.974,0,40.1,0.393,0.262,NA,0.038,NA,74.055,-34.38
234,12,12,0.906,1.01,0,42.7,0.429,0.295,NA,0.037,NA,81.87,7.815
235,13,1,1.026,1.781,0,160.9,0,0,NA,NA,NA,NA,NA
236,13,2,1.026,1.802,0,102.9,0.021,0.021,NA,0.021,NA,90,NA
237,13,3,0.964,1.906,0,49,0.142,0.14,NA,0.121,NA,120.964,30.964
238,13,4,0.88,1.99,0,41.1,0.26,0.254,NA,0.118,NA,135,14.036
239,13,5,0.74,2.052,0,39.3,0.414,0.394,NA,0.154,NA,156.038,21.038
240,13,6,0.526,2.135,0,21.9,0.643,0.613,NA,0.229,NA,158.682,2.645
241,13,7,0.422,2.177,0,56.3,0.755,0.722,NA,0.112,NA,158.199,-0.483
242,13,8,0.349,2.302,0,106.6,0.9,0.854,NA,0.145,NA,120.256,-37.942
243,13,9,0.333,2.339,0,120.6,0.94,0.889,NA,0.04,NA,113.199,-7.058
244,13,10,0.349,2.365,0,121.1,0.97,0.894,NA,0.03,NA,59.036,-54.162
245,13,11,0.312,2.385,0,99.2,1.012,0.935,NA,0.042,NA,150.255,91.219
246,13,12,0.286,2.38,0,85.7,1.039,0.952,NA,0.027,NA,-168.69,41.055
247,13,13,0.286,2.411,0,89.8,1.07,0.972,NA,0.031,NA,90,-101.31
248,13,14,0.281,2.432,0,57.7,1.091,0.989,NA,0.021,NA,104.036,14.036
249,13,15,0.245,2.432,0,38.8,1.128,1.017,NA,0.036,NA,180,75.964
250,13,17,0.177,2.438,0,22.4,1.196,1.073,NA,0.068,NA,175.601,-4.399
251,14,1,3.755,2.901,0,34.7,0,0,NA,NA,NA,NA,NA
252,14,2,3.708,2.911,0,83.6,0.048,0.048,NA,0.048,NA,167.471,NA
253,14,3,3.661,2.917,0,45.3,0.095,0.095,NA,0.047,NA,173.66,6.189
254,14,4,3.635,2.943,0,83,0.132,0.127,NA,0.037,NA,135,-38.66
255,14,5,3.604,2.958,0,54.5,0.167,0.162,NA,0.035,NA,153.435,18.435
256,14,6,3.599,2.984,0,85.4,0.194,0.177,NA,0.027,NA,101.31,-52.125
257,14,7,3.589,3.026,0,88.2,0.236,0.208,NA,0.043,NA,104.036,2.726
258,14,8,3.542,3.068,0,126.5,0.299,0.271,NA,0.063,NA,138.366,34.33
259,14,9,3.495,3.047,0,105.1,0.35,0.298,NA,0.051,NA,-156.038,65.596
260,14,10,3.443,3.052,0,71.9,0.403,0.347,NA,0.052,NA,174.289,-29.673
261,14,11,3.427,3.078,0,94.2,0.433,0.373,NA,0.03,NA,120.964,-53.326
262,14,12,3.406,3.109,0,97.3,0.471,0.406,NA,0.038,NA,123.69,2.726
263,14,13,3.38,3.109,0,80.3,0.497,0.429,NA,0.026,NA,180,56.31
264,14,14,3.354,3.12,0,76.8,0.525,0.457,NA,0.028,NA,158.199,-21.801
265,14,15,3.307,3.146,0,87.7,0.578,0.51,NA,0.054,NA,150.945,-7.253
266,14,16,3.286,3.167,0,67.1,0.608,0.539,NA,0.029,NA,135,-15.945
267,15,1,2.729,0.667,0,123.4,0,0,NA,NA,NA,NA,NA
268,15,2,2.682,0.693,0,130.3,0.054,0.054,NA,0.054,NA,150.945,NA
269,15,3,2.656,0.693,0,133.9,0.08,0.077,NA,0.026,NA,180,29.055
270,15,4,2.63,0.708,0,51.1,0.11,0.107,NA,0.03,NA,149.036,-30.964
271,15,5,2.599,0.719,0,68.9,0.143,0.14,NA,0.033,NA,161.565,12.529
272,15,6,2.578,0.75,0,82.5,0.181,0.173,NA,0.038,NA,123.69,-37.875
273,15,7,2.557,0.755,0,109.4,0.202,0.193,NA,0.021,NA,165.964,42.274
274,15,8,2.505,0.76,0,54.8,0.254,0.243,NA,0.052,NA,174.289,8.326
275,15,9,2.505,0.792,0,106.4,0.286,0.256,NA,0.031,NA,90,-84.289
276,15,10,2.495,0.818,0,69.6,0.314,0.279,NA,0.028,NA,111.801,21.801
277,15,11,2.464,0.828,0,63.7,0.347,0.311,NA,0.033,NA,161.565,49.764
278,15,12,2.427,0.839,0,94.7,0.385,0.348,NA,0.038,NA,164.055,2.49
279,15,13,2.396,0.828,0,48.6,0.417,0.37,NA,0.033,NA,-161.565,34.38
280,15,14,2.359,0.807,0,45.6,0.459,0.396,NA,0.042,NA,-150.255,11.31
281,15,15,2.328,0.807,0,73.9,0.491,0.425,NA,0.031,NA,180,-29.745
282,15,16,2.312,0.792,0,72.3,0.513,0.435,NA,0.022,NA,-135,45
283,15,17,2.286,0.807,0,95.7,0.543,0.465,NA,0.03,NA,149.036,-75.964
284,15,18,2.26,0.786,0,30.9,0.577,0.484,NA,0.033,NA,-141.34,69.624
285,15,19,2.224,0.745,0,52.1,0.632,0.511,NA,0.055,NA,-131.186,10.154
286,15,20,2.193,0.729,0,44.3,0.667,0.54,NA,0.035,NA,-153.435,-22.249
287,15,21,2.177,0.729,0,51,0.682,0.556,NA,0.016,NA,180,-26.565
288,15,22,2.135,0.714,0,42.7,0.727,0.596,NA,0.045,NA,-159.444,20.556
289,15,23,2.104,0.698,0,19.7,0.762,0.626,NA,0.035,NA,-153.435,6.009
290,15,24,2.068,0.677,0,22.3,0.804,0.662,NA,0.042,NA,-150.255,3.18
291,16,1,2.443,1.641,0,105.3,0,0,NA,NA,NA,NA,NA
292,16,2,2.406,1.656,0,53.2,0.04,0.04,NA,0.04,NA,156.801,NA
293,16,3,2.375,1.651,0,40.7,0.071,0.069,NA,0.032,NA,-170.538,32.661
294,16,4,2.349,1.635,0,113.8,0.102,0.094,NA,0.03,NA,-149.036,21.501
295,16,5,2.318,1.651,0,35.9,0.137,0.125,NA,0.035,NA,153.435,-57.529
296,16,6,2.276,1.672,0,100.2,0.183,0.17,NA,0.047,NA,153.435,0
297,16,7,2.24,1.677,0,63.6,0.22,0.206,NA,0.037,NA,171.87,18.435
298,16,8,2.229,1.635,0,44.5,0.263,0.214,NA,0.043,NA,-104.036,84.094
299,16,9,2.193,1.651,0,39.2,0.303,0.25,NA,0.04,NA,156.801,-99.162
300,16,10,2.156,1.672,0,87.3,0.345,0.288,NA,0.042,NA,150.255,-6.546
301,16,11,2.042,1.719,0,114.2,0.468,0.409,NA,0.124,NA,157.751,7.496
302,16,12,1.828,1.823,0,64.9,0.706,0.641,NA,0.238,NA,153.997,-3.754
303,16,13,1.812,1.828,0,102.1,0.723,0.658,NA,0.016,NA,161.565,7.568
304,16,14,1.807,1.828,0,120.8,0.728,0.663,NA,0.005,NA,180,18.435
