Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
77,4,3,4.189,3.478,0,38.7,0.061,0.061,NA,0.026,NA,141.34,-3.122
78,4,4,4.169,3.494,0,20.7,0.087,0.087,NA,0.026,NA,141.34,0
79,4,5,4.144,3.502,0,54.9,0.113,0.112,NA,0.026,NA,161.565,20.225
80,4,6,4.092,3.506,0,23.9,0.166,0.16,NA,0.053,NA,175.601,14.036
81,4,7,4.088,3.514,0,18.6,0.175,0.167,NA,0.009,NA,116.565,-59.036
82,4,8,4.071,3.523,0,26.9,0.193,0.185,NA,0.018,NA,153.435,36.87
83,4,9,4.047,3.539,0,24.3,0.222,0.214,NA,0.029,NA,146.31,-7.125
84,4,10,4.027,3.563,0,27.6,0.254,0.244,NA,0.032,NA,129.806,-16.504
85,4,11,3.933,3.628,0,27.9,0.368,0.358,NA,0.114,NA,145.176,15.37
86,4,12,3.897,3.649,0,39,0.41,0.399,NA,0.042,NA,150.945,5.77
87,4,13,3.909,3.653,0,53.1,0.423,0.391,NA,0.013,NA,18.435,-132.51
88,4,14,3.905,3.669,0,39.6,0.439,0.404,NA,0.017,NA,104.036,85.601
89,4,15,3.888,3.685,0,88.8,0.462,0.426,NA,0.023,NA,135,30.964
90,4,16,3.88,3.689,0,52.9,0.471,0.435,NA,0.009,NA,153.435,18.435
91,4,17,3.876,3.689,0,85.2,0.475,0.439,NA,0.004,NA,180,26.565
92,4,18,3.872,3.693,0,46.3,0.481,0.444,NA,0.006,NA,135,-45
93,4,19,3.86,3.697,0,43.9,0.494,0.457,NA,0.013,NA,161.565,26.565
94,4,20,3.856,3.697,0,4.8,0.498,0.46,NA,0.004,NA,180,18.435
95,4,21,3.856,3.697,0,3.6,0.498,0.46,NA,0,NA,0,-180
96,4,22,3.852,3.701,0,3.6,0.504,0.466,NA,0.006,NA,135,135
97,4,23,3.848,3.726,0,66,0.529,0.483,NA,0.025,NA,99.462,-35.538
98,4,24,3.84,3.762,0,89.4,0.566,0.512,NA,0.037,NA,102.529,3.066
99,4,25,3.836,3.807,0,84.3,0.611,0.544,NA,0.045,NA,95.194,-7.334
100,4,26,3.856,3.823,0,27,0.637,0.54,NA,0.026,NA,38.66,-56.535
101,4,27,3.888,3.84,0,56.7,0.673,0.53,NA,0.036,NA,26.565,-12.095
102,4,28,3.945,3.848,0,48.3,0.731,0.501,NA,0.057,NA,8.13,-18.435
103,5,1,1.998,4.437,0,26.1,0,0,NA,NA,NA,NA,NA
104,5,2,1.978,4.429,0,37.5,0.022,0.022,NA,0.022,NA,-158.199,NA
105,5,3,1.97,4.433,0,28.5,0.031,0.029,NA,0.009,NA,153.435,-48.366
106,5,4,1.954,4.433,0,27.9,0.047,0.045,NA,0.016,NA,180,26.565
107,5,5,1.925,4.425,0,45.6,0.077,0.074,NA,0.03,NA,-164.055,15.945
108,5,6,1.885,4.421,0,68.7,0.118,0.115,NA,0.041,NA,-174.289,-10.235
109,5,7,1.848,4.421,0,47.7,0.154,0.151,NA,0.037,NA,180,-5.711
110,5,8,1.832,4.429,0,29.4,0.172,0.167,NA,0.018,NA,153.435,-26.565
111,5,9,1.807,4.453,0,29.1,0.207,0.192,NA,0.034,NA,135,-18.435
112,5,10,1.791,4.47,0,34.2,0.23,0.21,NA,0.023,NA,135,0
113,5,11,1.775,4.486,0,32.7,0.253,0.229,NA,0.023,NA,135,0
114,5,12,1.746,4.51,0,16.8,0.29,0.262,NA,0.037,NA,139.399,4.399
115,5,13,1.734,4.535,0,1.8,0.318,0.282,NA,0.027,NA,116.565,-22.834
116,5,14,1.73,4.539,0,6.6,0.323,0.287,NA,0.006,NA,135,18.435
117,5,15,1.714,4.539,0,24.9,0.34,0.302,NA,0.016,NA,180,45
118,5,16,1.698,4.551,0,29.7,0.36,0.322,NA,0.02,NA,143.13,-36.87
119,5,17,1.698,4.575,0,35.7,0.384,0.331,NA,0.024,NA,90,-53.13
120,5,18,1.694,4.604,0,10.8,0.413,0.347,NA,0.029,NA,98.13,8.13
121,5,19,1.681,4.628,0,14.3,0.44,0.37,NA,0.027,NA,116.565,18.435
122,5,20,1.653,4.677,0,25.8,0.497,0.421,NA,0.056,NA,120.256,3.691
123,5,21,1.71,4.701,0,12.9,0.559,0.391,NA,0.062,NA,23.199,-97.058
124,5,22,1.734,4.722,0,17.4,0.59,0.388,NA,0.032,NA,39.806,16.607
125,6,1,3.636,0.791,0,62.1,0,0,NA,NA,NA,NA,NA
126,6,2,3.636,0.816,0,19.5,0.024,0.024,NA,0.024,NA,90,NA
127,6,3,3.649,0.82,0,97.2,0.037,0.031,NA,0.013,NA,18.435,-71.565
128,6,4,3.649,0.824,0,88.9,0.041,0.035,NA,0.004,NA,90,71.565
129,6,5,3.649,0.824,0,105.6,0.041,0.035,NA,0,NA,0,-90
130,6,6,3.64,0.836,0,75,0.056,0.045,NA,0.015,NA,123.69,123.69
131,6,7,3.62,0.836,0,116.7,0.076,0.048,NA,0.02,NA,180,56.31
132,6,8,3.632,0.84,0,69.3,0.089,0.049,NA,0.013,NA,18.435,-161.565
133,6,9,3.632,0.84,0,51.9,0.089,0.049,NA,0,NA,0,-18.435
134,6,10,3.624,0.852,0,136.8,0.104,0.062,NA,0.015,NA,123.69,123.69
135,6,11,3.624,0.86,0,79.5,0.112,0.07,NA,0.008,NA,90,-33.69
136,6,12,3.632,0.865,0,87,0.121,0.073,NA,0.009,NA,26.565,-63.435
137,6,13,3.645,0.865,0,76.2,0.133,0.074,NA,0.012,NA,0,-26.565
138,6,14,3.645,0.865,0,74.1,0.133,0.074,NA,0,NA,0,0
139,6,15,3.645,0.865,0,57,0.133,0.074,NA,0,NA,0,0
140,6,16,3.645,0.865,0,78.2,0.133,0.074,NA,0,NA,0,0
141,6,17,3.636,0.869,0,50.7,0.142,0.077,NA,0.009,NA,153.435,153.435
142,6,18,3.624,0.869,0,81.3,0.154,0.078,NA,0.012,NA,180,26.565
143,6,19,3.624,0.869,0,40.2,0.154,0.078,NA,0,NA,0,-180
144,6,20,3.608,0.913,0,25.2,0.202,0.125,NA,0.048,NA,109.983,109.983
145,6,21,3.579,0.934,0,27.9,0.237,0.153,NA,0.035,NA,144.462,34.479
146,6,22,3.567,0.942,0,20.7,0.252,0.165,NA,0.015,NA,146.31,1.848
147,6,23,3.539,0.946,0,59.1,0.28,0.183,NA,0.029,NA,171.87,25.56
148,6,24,3.478,0.974,0,31.2,0.348,0.242,NA,0.067,NA,154.983,-16.887
149,6,25,3.421,0.999,0,87.3,0.41,0.299,NA,0.062,NA,156.801,1.818
150,6,26,3.425,1.023,0,123.5,0.434,0.314,NA,0.025,NA,80.538,-76.264
151,6,27,3.425,1.043,0,45.6,0.455,0.329,NA,0.02,NA,90,9.462
152,6,28,3.433,1.056,0,12.3,0.469,0.333,NA,0.015,NA,56.31,-33.69
153,7,1,2.998,1.791,0,84.3,0,0,NA,NA,NA,NA,NA
154,7,2,3.019,1.828,0,188.6,0.042,0.042,NA,0.042,NA,60.945,NA
155,7,3,3.019,1.852,0,53.2,0.066,0.064,NA,0.024,NA,90,29.055
156,7,4,3.019,1.885,0,200.2,0.099,0.096,NA,0.033,NA,90,0
157,7,5,3.006,1.885,0,198.8,0.111,0.094,NA,0.012,NA,180,90
158,7,6,3.006,1.897,0,160,0.123,0.106,NA,0.012,NA,90,-90
159,7,7,3.006,1.905,0,192,0.131,0.114,NA,0.008,NA,90,0
160,7,8,3.002,1.917,0,168.6,0.144,0.126,NA,0.013,NA,108.435,18.435
161,7,9,2.998,1.921,0,170,0.15,0.13,NA,0.006,NA,135,26.565
162,7,10,2.998,1.933,0,172.8,0.162,0.142,NA,0.012,NA,90,-45
163,7,11,2.998,1.946,0,179.9,0.174,0.154,NA,0.012,NA,90,0
164,7,12,3.002,1.958,0,178,0.187,0.167,NA,0.013,NA,71.565,-18.435
165,7,13,3.002,1.958,0,182.5,0.187,0.167,NA,0,NA,0,-71.565
166,7,14,3.002,1.97,0,187.7,0.199,0.179,NA,0.012,NA,90,90
167,7,15,3.002,1.97,0,164.9,0.199,0.179,NA,0,NA,0,-90
168,7,16,3.006,1.974,0,182.5,0.205,0.183,NA,0.006,NA,45,45
169,7,17,3.01,1.982,0,149,0.214,0.191,NA,0.009,NA,63.435,18.435
170,7,18,3.01,1.982,0,172.7,0.214,0.191,NA,0,NA,0,-63.435
171,7,19,3.01,1.982,0,183.1,0.214,0.191,NA,0,NA,0,0
172,7,20,3.01,1.986,0,159.5,0.218,0.195,NA,0.004,NA,90,90
173,7,21,3.01,1.986,0,170.1,0.218,0.195,NA,0,NA,0,-90
174,7,22,3.006,1.99,0,182.2,0.224,0.199,NA,0.006,NA,135,135
175,7,23,2.998,1.998,0,135.6,0.235,0.207,NA,0.011,NA,135,0
176,7,24,2.986,2.007,0,179.5,0.25,0.216,NA,0.015,NA,146.31,11.31
177,7,25,2.986,2.015,0,139.8,0.258,0.224,NA,0.008,NA,90,-56.31
178,7,26,2.986,2.019,0,181.5,0.262,0.228,NA,0.004,NA,90,0
179,7,27,3.006,2.011,0,154.2,0.284,0.22,NA,0.022,NA,-21.801,-111.801
180,7,28,3.01,2.011,0,175.4,0.288,0.22,NA,0.004,NA,0,21.801
181,8,1,2.945,0.21,0,3.3,0,0,NA,NA,NA,NA,NA
182,8,2,2.974,0.259,0,27.9,0.056,0.056,NA,0.056,NA,59.744,NA
183,8,3,2.974,0.259,0,58.9,0.056,0.056,NA,0,NA,0,-59.744
184,8,4,2.978,0.283,0,44.4,0.081,0.08,NA,0.025,NA,80.538,80.538
185,8,5,2.962,0.287,0,36.9,0.098,0.079,NA,0.017,NA,165.964,85.426
186,8,6,2.97,0.296,0,18.3,0.109,0.089,NA,0.011,NA,45,-120.964
187,8,7,2.978,0.308,0,42.6,0.124,0.103,NA,0.015,NA,56.31,11.31
188,8,8,3.006,0.324,0,24.6,0.157,0.129,NA,0.033,NA,29.745,-26.565
189,8,9,3.023,0.324,0,80.1,0.173,0.138,NA,0.016,NA,0,-29.745
190,8,10,3.035,0.324,0,30,0.185,0.145,NA,0.012,NA,0,0
191,8,11,3.043,0.328,0,32.5,0.194,0.153,NA,0.009,NA,26.565,26.565
192,8,12,3.039,0.332,0,6,0.2,0.154,NA,0.006,NA,135,108.435
193,8,13,3.035,0.344,0,33.3,0.213,0.161,NA,0.013,NA,108.435,-26.565
194,8,14,3.035,0.344,0,22.5,0.213,0.161,NA,0,NA,0,-108.435
195,8,15,3.031,0.369,0,1.5,0.238,0.18,NA,0.025,NA,99.462,99.462
196,8,16,3.031,0.369,0,8.4,0.238,0.18,NA,0,NA,0,-99.462
197,8,17,3.023,0.373,0,2.4,0.247,0.18,NA,0.009,NA,153.435,153.435
198,8,18,3.023,0.373,0,11.7,0.247,0.18,NA,0,NA,0,-153.435
199,8,19,3.015,0.385,0,16.8,0.261,0.188,NA,0.015,NA,123.69,123.69
200,8,20,3.006,0.389,0,15.6,0.271,0.189,NA,0.009,NA,153.435,29.745
201,8,21,3.006,0.389,0,46.8,0.271,0.189,NA,0,NA,0,-153.435
202,8,22,3.006,0.389,0,28.8,0.271,0.189,NA,0,NA,0,0
203,8,23,3.006,0.389,0,24.9,0.271,0.189,NA,0,NA,0,0
204,8,24,2.994,0.397,0,1.8,0.285,0.193,NA,0.015,NA,146.31,146.31
205,8,25,2.982,0.413,0,15.6,0.306,0.206,NA,0.02,NA,126.87,-19.44
206,8,26,2.958,0.422,0,12.9,0.331,0.212,NA,0.026,NA,161.565,34.695
207,8,27,2.962,0.409,0,1.8,0.344,0.2,NA,0.013,NA,-71.565,126.87
208,8,28,2.937,0.434,0,7.5,0.379,0.224,NA,0.034,NA,135,-153.435
209,9,1,5.299,3.336,0,28.2,0,0,NA,NA,NA,NA,NA
210,9,2,5.278,3.336,0,40.5,0.02,0.02,NA,0.02,NA,180,NA
211,9,3,5.258,3.332,0,84.1,0.041,0.041,NA,0.021,NA,-168.69,11.31
212,9,4,5.238,3.336,0,60.9,0.062,0.061,NA,0.021,NA,168.69,-22.62
213,9,5,5.217,3.336,0,58.2,0.082,0.081,NA,0.02,NA,180,11.31
214,9,6,5.201,3.336,0,39.9,0.098,0.098,NA,0.016,NA,180,0
215,9,7,5.185,3.34,0,49.3,0.115,0.114,NA,0.017,NA,165.964,-14.036
216,9,8,5.16,3.34,0,36.3,0.139,0.138,NA,0.024,NA,180,14.036
217,9,9,5.144,3.336,0,52.8,0.156,0.154,NA,0.017,NA,-165.964,14.036
218,9,10,5.132,3.344,0,52.8,0.171,0.167,NA,0.015,NA,146.31,-47.726
219,9,11,5.108,3.352,0,27.6,0.197,0.192,NA,0.026,NA,161.565,15.255
220,9,12,5.1,3.36,0,38.1,0.208,0.201,NA,0.011,NA,135,-26.565
221,9,13,5.026,3.405,0,21.9,0.294,0.281,NA,0.086,NA,148.57,13.57
222,9,14,5.014,3.421,0,50.7,0.314,0.297,NA,0.02,NA,126.87,-21.701
223,9,15,4.99,3.421,0,33.6,0.339,0.32,NA,0.024,NA,180,53.13
224,9,16,4.969,3.421,0,19.2,0.359,0.34,NA,0.02,NA,180,0
225,9,17,4.945,3.437,0,12.9,0.388,0.368,NA,0.029,NA,146.31,-33.69
226,9,18,4.925,3.437,0,19.2,0.408,0.387,NA,0.02,NA,180,33.69
227,9,19,4.9,3.445,0,10.8,0.434,0.413,NA,0.026,NA,161.565,-18.435
228,9,20,4.9,3.466,0,22.5,0.455,0.419,NA,0.02,NA,90,-71.565
229,9,21,4.888,3.474,0,23.4,0.469,0.433,NA,0.015,NA,146.31,56.31
230,9,22,4.9,3.474,0,3.6,0.481,0.422,NA,0.012,NA,0,-146.31
231,9,23,4.941,3.474,0,17.4,0.522,0.383,NA,0.041,NA,0,0
232,9,24,4.961,3.482,0,18.3,0.544,0.368,NA,0.022,NA,21.801,21.801
233,9,25,4.961,3.49,0,10.2,0.552,0.371,NA,0.008,NA,90,68.199
234,9,26,4.974,3.494,0,7.4,0.565,0.362,NA,0.013,NA,18.435,-71.565
235,9,27,4.99,3.498,0,29.1,0.582,0.349,NA,0.017,NA,14.036,-4.399
236,9,28,4.998,3.506,0,3.6,0.593,0.346,NA,0.011,NA,45,30.964
237,10,1,2.657,4.864,0,50.4,0,0,NA,NA,NA,NA,NA
238,10,2,2.702,4.86,0,66.7,0.045,0.045,NA,0.045,NA,-5.194,NA
239,10,3,2.726,4.872,0,7.8,0.072,0.07,NA,0.027,NA,26.565,31.759
240,10,4,2.75,4.86,0,38.4,0.099,0.094,NA,0.027,NA,-26.565,-53.13
241,10,5,2.763,4.823,0,53.1,0.138,0.113,NA,0.039,NA,-71.565,-45
242,10,6,2.775,4.807,0,87.3,0.158,0.131,NA,0.02,NA,-53.13,18.435
243,10,7,2.787,4.787,0,114.4,0.182,0.151,NA,0.024,NA,-59.036,-5.906
244,10,8,2.787,4.783,0,148,0.186,0.153,NA,0.004,NA,-90,-30.964
245,10,9,2.783,4.77,0,125.6,0.199,0.157,NA,0.013,NA,-108.435,-18.435
246,10,10,2.795,4.754,0,92.1,0.219,0.176,NA,0.02,NA,-53.13,55.305
247,10,11,2.811,4.75,0,52.4,0.236,0.192,NA,0.017,NA,-14.036,39.094
248,10,12,2.824,4.742,0,101.7,0.251,0.206,NA,0.015,NA,-33.69,-19.654
249,10,13,2.824,4.742,0,54.5,0.251,0.206,NA,0,NA,0,33.69
250,10,14,2.815,4.726,0,79.8,0.269,0.21,NA,0.018,NA,-116.565,-116.565
251,10,15,2.807,4.713,0,78.9,0.283,0.213,NA,0.015,NA,-123.69,-7.125
252,10,16,2.799,4.709,0,80.7,0.293,0.21,NA,0.009,NA,-153.435,-29.745
253,10,17,2.799,4.709,0,85.9,0.293,0.21,NA,0,NA,0,153.435
254,10,18,2.799,4.701,0,49.5,0.301,0.216,NA,0.008,NA,-90,-90
255,10,19,2.795,4.693,0,72.9,0.31,0.22,NA,0.009,NA,-116.565,-26.565
256,10,20,2.807,4.693,0,18.9,0.322,0.227,NA,0.012,NA,0,116.565
257,10,21,2.811,4.689,0,27.3,0.328,0.233,NA,0.006,NA,-45,-45
258,10,22,2.795,4.681,0,31.2,0.346,0.229,NA,0.018,NA,-153.435,-108.435
259,10,23,2.795,4.681,0,28.2,0.346,0.229,NA,0,NA,0,153.435
260,10,24,2.795,4.681,0,45.9,0.346,0.229,NA,0,NA,0,0
261,10,25,2.795,4.681,0,4.2,0.346,0.229,NA,0,NA,0,0
262,10,26,2.803,4.669,0,20.7,0.361,0.244,NA,0.015,NA,-56.31,-56.31
263,10,27,2.824,4.661,0,33.9,0.382,0.263,NA,0.022,NA,-21.801,34.509
264,10,28,2.84,4.665,0,18.6,0.399,0.27,NA,0.017,NA,14.036,35.838
265,11,1,3.718,0.397,0,33.3,0,0,NA,NA,NA,NA,NA
266,11,2,3.714,0.369,0,25.8,0.029,0.029,NA,0.029,NA,-98.13,NA
267,11,3,3.701,0.357,0,109.2,0.046,0.044,NA,0.017,NA,-135,-36.87
268,11,4,3.697,0.336,0,59.4,0.067,0.064,NA,0.021,NA,-101.31,33.69
269,11,5,3.697,0.316,0,39.9,0.087,0.084,NA,0.02,NA,-90,11.31
270,11,6,3.693,0.308,0,30.6,0.096,0.093,NA,0.009,NA,-116.565,-26.565
271,11,7,3.685,0.291,0,49.5,0.114,0.111,NA,0.018,NA,-116.565,0
272,11,8,3.665,0.275,0,27,0.14,0.133,NA,0.026,NA,-141.34,-24.775
273,11,9,3.649,0.267,0,9.6,0.158,0.147,NA,0.018,NA,-153.435,-12.095
274,11,10,3.636,0.259,0,40.8,0.173,0.16,NA,0.015,NA,-146.31,7.125
275,11,11,3.628,0.251,0,47.7,0.185,0.171,NA,0.011,NA,-135,11.31
276,11,12,3.62,0.247,0,24.6,0.194,0.179,NA,0.009,NA,-153.435,-18.435
277,11,13,3.62,0.235,0,28.8,0.206,0.19,NA,0.012,NA,-90,63.435
278,11,14,3.616,0.226,0,20.1,0.215,0.199,NA,0.009,NA,-116.565,-26.565
279,11,15,3.612,0.218,0,30.9,0.224,0.208,NA,0.009,NA,-116.565,0
280,11,16,3.604,0.214,0,25.2,0.233,0.215,NA,0.009,NA,-153.435,-36.87
281,11,17,3.596,0.206,0,21.6,0.245,0.227,NA,0.011,NA,-135,18.435
282,11,18,3.588,0.202,0,19.2,0.254,0.234,NA,0.009,NA,-153.435,-18.435
283,11,19,3.584,0.202,0,5.4,0.258,0.237,NA,0.004,NA,180,-26.565
284,11,20,3.575,0.194,0,5.4,0.269,0.248,NA,0.011,NA,-135,45
285,11,21,3.567,0.19,0,8.1,0.278,0.256,NA,0.009,NA,-153.435,-18.435
286,11,22,3.563,0.182,0,10.8,0.288,0.265,NA,0.009,NA,-116.565,36.87
287,11,23,3.527,0.153,0,26.1,0.334,0.31,NA,0.046,NA,-142.125,-25.56
288,11,24,3.555,0.149,0,32.1,0.363,0.296,NA,0.029,NA,-8.13,133.995
289,11,25,3.555,0.149,0,15.9,0.363,0.296,NA,0,NA,0,8.13
290,11,26,3.547,0.125,0,10.5,0.388,0.321,NA,0.026,NA,-108.435,-108.435
291,11,27,3.547,0.125,0,13.5,0.388,0.321,NA,0,NA,0,108.435
292,11,28,3.539,0.109,0,3.9,0.406,0.339,NA,0.018,NA,-116.565,-116.565
293,12,1,4.502,2.389,0,34.8,0,0,NA,NA,NA,NA,NA
294,12,2,4.474,2.389,0,38.4,0.028,0.028,NA,0.028,NA,180,NA
295,12,3,4.47,2.389,0,12.4,0.033,0.033,NA,0.004,NA,180,0
296,12,4,4.449,2.393,0,27.6,0.053,0.053,NA,0.021,NA,168.69,-11.31
297,12,5,4.445,2.409,0,19.5,0.07,0.06,NA,0.017,NA,104.036,-64.654
298,12,6,4.437,2.409,0,39,0.078,0.068,NA,0.008,NA,180,75.964
299,12,7,4.421,2.409,0,30.2,0.094,0.084,NA,0.016,NA,180,0
300,12,8,4.392,2.421,0,41.4,0.125,0.114,NA,0.031,NA,156.801,-23.199
301,12,9,4.376,2.433,0,24.6,0.146,0.134,NA,0.02,NA,143.13,-13.671
302,12,10,4.356,2.441,0,25.8,0.168,0.156,NA,0.022,NA,158.199,15.068
303,12,11,4.344,2.446,0,57,0.18,0.168,NA,0.013,NA,161.565,3.366
304,12,12,4.34,2.446,0,45.9,0.184,0.172,NA,0.004,NA,180,18.435
305,12,13,4.331,2.454,0,64.2,0.196,0.183,NA,0.011,NA,135,-45
306,12,14,4.327,2.458,0,36.6,0.202,0.188,NA,0.006,NA,135,0
307,12,15,4.323,2.466,0,38.7,0.211,0.195,NA,0.009,NA,116.565,-18.435
308,12,16,4.323,2.474,0,31.5,0.219,0.198,NA,0.008,NA,90,-26.565
