Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
307,21,6,2.88,3.332,0,43.1,0.087,0.085,NA,0.023,NA,135,45
308,21,7,2.86,3.332,0,49.5,0.107,0.101,NA,0.021,NA,180,45
309,21,8,2.814,3.405,0,25.2,0.194,0.183,NA,0.087,NA,121.43,-58.57
310,21,9,2.81,3.414,0,25,0.203,0.192,NA,0.009,NA,116.565,-4.865
311,21,10,2.806,3.414,0,29.7,0.207,0.194,NA,0.004,NA,180,63.435
312,21,11,2.794,3.418,0,28.8,0.22,0.206,NA,0.013,NA,161.565,-18.435
313,21,12,2.782,3.434,0,40.1,0.241,0.226,NA,0.021,NA,126.87,-34.695
314,21,13,2.736,3.455,0,15.2,0.29,0.274,NA,0.05,NA,155.556,28.686
315,21,14,2.667,3.459,0,25.3,0.36,0.332,NA,0.07,NA,176.634,21.077
316,21,15,2.58,3.479,0,25.1,0.449,0.417,NA,0.089,NA,166.608,-10.026
317,21,16,2.523,3.533,0,30.5,0.527,0.493,NA,0.078,NA,137.121,-29.486
318,21,17,2.449,3.512,0,39.9,0.604,0.549,NA,0.077,NA,-164.476,58.403
319,21,18,2.404,3.52,0,36.2,0.65,0.593,NA,0.046,NA,169.695,-25.829
320,21,20,2.31,3.483,0,41.9,0.751,0.668,NA,0.101,NA,-158.629,31.675
321,22,1,3.487,1.534,0,39.3,0,0,NA,NA,NA,NA,NA
322,22,2,3.446,1.538,0,20.7,0.041,0.041,NA,0.041,NA,174.289,NA
323,22,3,3.426,1.554,0,32.4,0.068,0.065,NA,0.026,NA,141.34,-32.949
324,22,4,3.315,1.69,0,24.6,0.243,0.232,NA,0.175,NA,129.289,-12.051
325,22,5,3.258,1.784,0,33.6,0.353,0.34,NA,0.111,NA,121.329,-7.961
326,22,6,3.249,1.866,0,46.7,0.436,0.409,NA,0.082,NA,95.711,-25.618
327,22,7,3.048,2.01,0,41.4,0.683,0.648,NA,0.247,NA,144.462,48.752
328,22,8,3.024,2.035,0,48.9,0.717,0.682,NA,0.035,NA,135,-9.462
329,22,9,2.946,2.035,0,44.1,0.795,0.738,NA,0.078,NA,180,45
330,22,10,2.925,2.006,0,42.3,0.831,0.734,NA,0.035,NA,-125.538,54.462
331,22,11,2.909,1.936,0,45.3,0.902,0.705,NA,0.072,NA,-103.241,22.297
332,23,1,2.113,0.528,0,34.5,0,0,NA,NA,NA,NA,NA
333,23,2,2.104,0.516,0,32.1,0.015,0.015,NA,0.015,NA,-123.69,NA
334,23,3,2.088,0.491,0,26.5,0.044,0.044,NA,0.03,NA,-123.69,0
335,23,4,2.051,0.475,0,17.4,0.085,0.081,NA,0.04,NA,-156.038,-32.347
336,23,5,2.035,0.475,0,33.1,0.101,0.094,NA,0.016,NA,180,-23.962
337,23,6,2.01,0.463,0,19.7,0.129,0.122,NA,0.028,NA,-153.435,26.565
338,23,7,1.985,0.463,0,38.7,0.153,0.143,NA,0.025,NA,180,-26.565
339,23,8,1.973,0.463,0,32.9,0.166,0.154,NA,0.012,NA,180,0
340,23,9,1.953,0.45,0,30.8,0.19,0.178,NA,0.024,NA,-149.036,30.964
341,23,10,1.932,0.438,0,33.6,0.214,0.202,NA,0.024,NA,-149.036,0
342,23,11,1.92,0.418,0,25.5,0.237,0.222,NA,0.024,NA,-120.964,28.072
343,23,12,1.928,0.401,0,37.7,0.256,0.224,NA,0.018,NA,-63.435,57.529
344,23,13,1.916,0.385,0,25.7,0.276,0.244,NA,0.021,NA,-126.87,-63.435
345,23,14,1.895,0.36,0,23.2,0.308,0.275,NA,0.032,NA,-129.806,-2.936
346,23,15,1.883,0.34,0,15,0.332,0.297,NA,0.024,NA,-120.964,8.842
347,23,16,1.883,0.36,0,13.6,0.353,0.285,NA,0.021,NA,90,-149.036
348,23,17,1.895,0.348,0,14.4,0.37,0.283,NA,0.017,NA,-45,-135
349,23,18,1.879,0.331,0,11.5,0.394,0.306,NA,0.023,NA,-135,-90
350,24,1,3.418,3.5,0,30.2,0,0,NA,NA,NA,NA,NA
351,24,2,3.418,3.508,0,23.7,0.008,0.008,NA,0.008,NA,90,NA
352,24,3,3.414,3.508,0,37.4,0.012,0.009,NA,0.004,NA,180,90
353,24,4,3.401,3.512,0,46.5,0.025,0.021,NA,0.013,NA,161.565,-18.435
354,24,5,3.397,3.52,0,35.7,0.034,0.029,NA,0.009,NA,116.565,-45
355,24,6,3.385,3.533,0,43.9,0.052,0.046,NA,0.017,NA,135,18.435
356,24,7,3.327,3.537,0,33.5,0.109,0.098,NA,0.058,NA,175.914,40.914
357,24,8,3.286,3.561,0,25.7,0.157,0.145,NA,0.048,NA,149.036,-26.878
358,24,9,3.254,3.57,0,33.9,0.191,0.178,NA,0.034,NA,165.964,16.928
359,24,10,3.233,3.586,0,37.5,0.217,0.204,NA,0.026,NA,141.34,-24.624
360,24,11,3.213,3.611,0,42.8,0.25,0.233,NA,0.032,NA,129.806,-11.535
361,24,12,3.208,3.639,0,50.4,0.279,0.252,NA,0.029,NA,98.13,-31.675
362,24,13,3.2,3.672,0,15.9,0.312,0.278,NA,0.034,NA,104.036,5.906
363,24,14,3.204,3.689,0,28.5,0.329,0.285,NA,0.017,NA,75.964,-28.072
364,24,15,3.192,3.709,0,28.2,0.353,0.308,NA,0.024,NA,120.964,45
365,24,16,3.192,3.709,0,24.3,0.353,0.308,NA,0,NA,0,-120.964
366,24,17,3.18,3.705,0,26.3,0.366,0.314,NA,0.013,NA,-161.565,-161.565
367,24,18,3.176,3.705,0,28.5,0.37,0.317,NA,0.004,NA,180,-18.435
368,25,1,1.862,1.275,0,40.8,0,0,NA,NA,NA,NA,NA
369,25,2,1.842,1.267,0,40.5,0.022,0.022,NA,0.022,NA,-158.199,NA
370,25,3,1.809,1.259,0,38.4,0.056,0.056,NA,0.034,NA,-165.964,-7.765
371,25,4,1.797,1.251,0,18.3,0.071,0.07,NA,0.015,NA,-146.31,19.654
372,25,5,1.78,1.238,0,19.6,0.091,0.09,NA,0.021,NA,-143.13,3.18
373,25,6,1.751,1.206,0,34,0.135,0.131,NA,0.044,NA,-131.186,11.944
374,25,7,1.702,1.201,0,33.1,0.184,0.176,NA,0.049,NA,-175.236,-44.05
375,25,8,1.678,1.181,0,24.3,0.216,0.207,NA,0.032,NA,-140.194,35.042
376,25,9,1.636,1.156,0,33.2,0.264,0.255,NA,0.048,NA,-149.036,-8.842
377,25,10,1.575,1.144,0,22,0.327,0.316,NA,0.063,NA,-168.69,-19.654
378,25,11,1.542,1.14,0,25.3,0.36,0.348,NA,0.033,NA,-172.875,-4.185
379,25,12,1.501,1.128,0,19.5,0.403,0.39,NA,0.043,NA,-163.301,9.574
380,25,13,1.456,1.123,0,11.7,0.448,0.434,NA,0.045,NA,-174.806,-11.505
381,25,14,1.439,1.107,0,15.6,0.472,0.455,NA,0.023,NA,-135,39.806
382,25,15,1.423,1.095,0,11.7,0.492,0.475,NA,0.021,NA,-143.13,-8.13
383,25,16,1.415,1.087,0,18.2,0.504,0.486,NA,0.012,NA,-135,8.13
384,25,17,1.403,1.07,0,12.7,0.524,0.503,NA,0.021,NA,-126.87,8.13
385,25,18,1.378,1.07,0,10.2,0.549,0.526,NA,0.025,NA,180,-53.13
386,26,1,4.747,1.6,0,16.5,0,0,NA,NA,NA,NA,NA
387,26,2,4.739,1.6,0,21.9,0.008,0.008,NA,0.008,NA,180,NA
388,26,3,4.731,1.583,0,22.2,0.027,0.023,NA,0.018,NA,-116.565,63.435
389,26,4,4.727,1.583,0,23.7,0.031,0.026,NA,0.004,NA,180,-63.435
390,26,5,4.715,1.579,0,26.4,0.044,0.039,NA,0.013,NA,-161.565,18.435
391,26,6,4.706,1.575,0,26.7,0.053,0.048,NA,0.009,NA,-153.435,8.13
392,26,7,4.711,1.567,0,28.8,0.062,0.049,NA,0.009,NA,-63.435,90
393,26,8,4.715,1.55,0,25.8,0.079,0.059,NA,0.017,NA,-75.964,-12.529
394,26,9,4.715,1.55,0,29.1,0.079,0.059,NA,0,NA,0,75.964
395,26,10,4.698,1.546,0,29.8,0.096,0.073,NA,0.017,NA,-165.964,-165.964
396,26,11,4.69,1.546,0,26.7,0.104,0.078,NA,0.008,NA,180,-14.036
397,26,12,4.682,1.538,0,30.9,0.116,0.09,NA,0.012,NA,-135,45
398,26,13,4.657,1.517,0,21,0.148,0.122,NA,0.032,NA,-140.194,-5.194
399,26,14,4.641,1.472,0,21.3,0.196,0.166,NA,0.048,NA,-109.983,30.211
400,26,15,4.62,1.464,0,23.8,0.218,0.186,NA,0.022,NA,-158.199,-48.215
401,26,16,4.6,1.452,0,26.4,0.242,0.209,NA,0.024,NA,-149.036,9.162
402,26,17,4.583,1.439,0,29.7,0.262,0.229,NA,0.021,NA,-143.13,5.906
403,26,18,4.579,1.419,0,28.2,0.283,0.247,NA,0.021,NA,-101.31,41.82
404,26,19,4.571,1.394,0,21.3,0.309,0.271,NA,0.026,NA,-108.435,-7.125
405,27,1,2.281,2.449,0,13.5,0,0,NA,NA,NA,NA,NA
406,27,2,2.26,2.441,0,10.9,0.022,0.022,NA,0.022,NA,-158.199,NA
407,27,3,2.244,2.429,0,8.1,0.043,0.042,NA,0.021,NA,-143.13,15.068
408,27,4,2.24,2.408,0,12.6,0.064,0.058,NA,0.021,NA,-101.31,41.82
409,27,5,2.248,2.4,0,13.2,0.075,0.059,NA,0.012,NA,-45,56.31
410,27,6,2.244,2.371,0,26.4,0.104,0.086,NA,0.029,NA,-98.13,-53.13
411,27,7,2.236,2.359,0,23.7,0.119,0.101,NA,0.015,NA,-123.69,-25.56
412,27,8,2.232,2.351,0,19.5,0.128,0.11,NA,0.009,NA,-116.565,7.125
413,27,9,2.211,2.347,0,12.3,0.149,0.124,NA,0.021,NA,-168.69,-52.125
414,27,10,2.182,2.338,0,14.8,0.179,0.148,NA,0.03,NA,-164.055,4.635
415,27,11,2.158,2.334,0,18.5,0.204,0.168,NA,0.025,NA,-170.538,-6.483
416,27,12,2.15,2.31,0,29.4,0.23,0.192,NA,0.026,NA,-108.435,62.103
417,27,13,2.121,2.293,0,51.6,0.263,0.223,NA,0.033,NA,-150.255,-41.82
418,27,14,2.113,2.248,0,37.1,0.309,0.262,NA,0.046,NA,-100.305,49.95
419,27,15,2.092,2.215,0,50,0.348,0.301,NA,0.039,NA,-122.005,-21.701
420,27,16,2.039,2.219,0,45.7,0.401,0.334,NA,0.054,NA,175.601,-62.393
421,27,17,1.977,2.264,0,31.2,0.477,0.355,NA,0.076,NA,143.746,-31.855
422,27,18,1.916,2.289,0,36.3,0.544,0.399,NA,0.066,NA,158.199,14.452
423,27,19,1.719,2.338,0,18.6,0.747,0.573,NA,0.203,NA,165.964,7.765
424,28,1,4.103,0.836,0,22.8,0,0,NA,NA,NA,NA,NA
425,28,2,4.074,0.84,0,28.8,0.029,0.029,NA,0.029,NA,171.87,NA
426,28,3,4.066,0.836,0,33.9,0.038,0.037,NA,0.009,NA,-153.435,34.695
427,28,4,4.021,0.84,0,20.4,0.084,0.082,NA,0.045,NA,174.806,-31.759
428,28,5,3.914,0.848,0,20.4,0.191,0.189,NA,0.107,NA,175.601,0.796
429,28,6,3.914,0.885,0,12,0.227,0.195,NA,0.037,NA,90,-85.601
430,28,7,3.902,0.906,0,8.3,0.251,0.213,NA,0.024,NA,120.964,30.964
431,28,8,3.894,0.857,0,21,0.301,0.21,NA,0.05,NA,-99.462,139.574
432,28,9,3.865,0.857,0,32.1,0.33,0.239,NA,0.029,NA,180,-80.538
433,28,10,3.845,0.861,0,37.5,0.351,0.26,NA,0.021,NA,168.69,-11.31
434,28,11,3.82,0.861,0,28.1,0.376,0.284,NA,0.025,NA,180,11.31
435,28,12,3.82,0.869,0,29.2,0.384,0.285,NA,0.008,NA,90,-90
436,29,1,4.042,4.624,0,11.4,0,0,NA,NA,NA,NA,NA
437,29,2,4.062,4.649,0,8.4,0.032,0.032,NA,0.032,NA,50.194,NA
438,29,3,4.058,4.645,0,12.3,0.038,0.026,NA,0.006,NA,-135,174.806
439,29,4,4.066,4.665,0,11.4,0.06,0.048,NA,0.022,NA,68.199,-156.801
440,29,5,4.07,4.67,0,10.2,0.066,0.054,NA,0.006,NA,45,-23.199
441,29,6,4.074,4.682,0,11.4,0.079,0.066,NA,0.013,NA,71.565,26.565
442,29,7,4.074,4.682,0,13.2,0.079,0.066,NA,0,NA,0,-71.565
443,29,8,4.074,4.682,0,12.3,0.079,0.066,NA,0,NA,0,0
444,29,9,4.078,4.686,0,21.5,0.085,0.072,NA,0.006,NA,45,45
445,29,10,4.091,4.698,0,8.1,0.102,0.089,NA,0.017,NA,45,0
446,29,11,4.091,4.698,0,11.2,0.102,0.089,NA,0,NA,0,-45
447,29,12,4.095,4.698,0,9.2,0.106,0.091,NA,0.004,NA,0,0
448,29,13,4.103,4.706,0,7.2,0.118,0.103,NA,0.012,NA,45,45
449,29,14,4.115,4.727,0,8.7,0.142,0.126,NA,0.024,NA,59.036,14.036
450,29,15,4.136,4.739,0,9,0.166,0.149,NA,0.024,NA,30.964,-28.072
451,29,16,4.14,4.752,0,9.8,0.179,0.161,NA,0.013,NA,71.565,40.601
452,29,17,4.148,4.76,0,10.5,0.19,0.172,NA,0.012,NA,45,-26.565
453,29,18,4.173,4.776,0,11.1,0.22,0.201,NA,0.03,NA,33.69,-11.31
454,30,1,2.375,4.083,0,24.9,0,0,NA,NA,NA,NA,NA
455,30,2,2.4,4.083,0,20.4,0.025,0.025,NA,0.025,NA,0,NA
456,30,3,2.412,4.087,0,16.2,0.038,0.037,NA,0.013,NA,18.435,18.435
457,30,4,2.412,4.087,0,20.4,0.038,0.037,NA,0,NA,0,-18.435
458,30,5,2.429,4.091,0,18.9,0.055,0.054,NA,0.017,NA,14.036,14.036
459,30,6,2.437,4.091,0,18.2,0.063,0.062,NA,0.008,NA,0,-14.036
460,30,7,2.445,4.099,0,14.7,0.074,0.072,NA,0.012,NA,45,45
461,30,8,2.457,4.099,0,22.7,0.087,0.084,NA,0.012,NA,0,-45
462,30,9,2.47,4.091,0,14.1,0.101,0.095,NA,0.015,NA,-33.69,-33.69
463,30,10,2.482,4.099,0,16.8,0.116,0.108,NA,0.015,NA,33.69,67.38
464,30,11,2.482,4.099,0,14.4,0.116,0.108,NA,0,NA,0,-33.69
465,30,12,2.507,4.103,0,16.1,0.141,0.133,NA,0.025,NA,9.462,9.462
466,30,13,2.511,4.103,0,10.8,0.145,0.137,NA,0.004,NA,0,-9.462
467,30,14,2.519,4.111,0,23.6,0.157,0.146,NA,0.012,NA,45,45
468,30,15,2.544,4.111,0,7.1,0.182,0.171,NA,0.025,NA,0,-45
469,30,16,2.56,4.12,0,17.8,0.2,0.188,NA,0.018,NA,26.565,26.565
470,30,17,2.56,4.124,0,14.4,0.204,0.189,NA,0.004,NA,90,63.435
471,30,18,2.568,4.128,0,20.4,0.213,0.198,NA,0.009,NA,26.565,-63.435
472,31,1,4.321,0.877,0,66.1,0,0,NA,NA,NA,NA,NA
473,31,2,4.317,0.877,0,35.7,0.004,0.004,NA,0.004,NA,180,NA
474,31,3,4.3,0.865,0,37.8,0.025,0.024,NA,0.021,NA,-143.13,36.87
475,31,4,4.292,0.861,0,39.9,0.034,0.033,NA,0.009,NA,-153.435,-10.305
476,31,5,4.288,0.857,0,49,0.04,0.039,NA,0.006,NA,-135,18.435
477,31,6,4.284,0.853,0,50.7,0.045,0.044,NA,0.006,NA,-135,0
478,31,7,4.28,0.853,0,50.1,0.05,0.048,NA,0.004,NA,180,-45
479,31,8,4.276,0.853,0,57.8,0.054,0.051,NA,0.004,NA,180,0
480,31,9,4.267,0.848,0,48.9,0.063,0.061,NA,0.009,NA,-153.435,26.565
481,31,10,4.255,0.844,0,48.6,0.076,0.073,NA,0.013,NA,-161.565,-8.13
482,31,11,4.247,0.84,0,53.4,0.085,0.083,NA,0.009,NA,-153.435,8.13
483,31,12,4.234,0.84,0,37.2,0.097,0.094,NA,0.012,NA,180,-26.565
484,31,13,4.23,0.853,0,41.4,0.11,0.094,NA,0.013,NA,108.435,-71.565
485,31,14,4.23,0.853,0,67,0.11,0.094,NA,0,NA,0,-108.435
486,31,15,4.234,0.857,0,30,0.116,0.089,NA,0.006,NA,45,45
487,31,16,4.234,0.865,0,38.1,0.124,0.087,NA,0.008,NA,90,45
488,31,17,4.234,0.861,0,36.9,0.128,0.088,NA,0.004,NA,-90,-180
489,31,18,4.23,0.861,0,36,0.132,0.092,NA,0.004,NA,180,-90
490,31,19,4.222,0.861,0,20.9,0.141,0.1,NA,0.008,NA,180,0
491,32,1,3.738,2.363,0,41.1,0,0,NA,NA,NA,NA,NA
492,32,2,3.717,2.355,0,29.7,0.022,0.022,NA,0.022,NA,-158.199,NA
493,32,3,3.705,2.347,0,22.4,0.037,0.037,NA,0.015,NA,-146.31,11.889
494,32,4,3.68,2.347,0,27.9,0.062,0.06,NA,0.025,NA,180,-33.69
495,32,5,3.668,2.347,0,65.7,0.074,0.072,NA,0.012,NA,180,0
496,32,6,3.652,2.338,0,61.1,0.092,0.09,NA,0.018,NA,-153.435,26.565
497,32,7,3.643,2.334,0,51.1,0.101,0.099,NA,0.009,NA,-153.435,0
498,32,8,3.635,2.322,0,56.3,0.116,0.111,NA,0.015,NA,-123.69,29.745
499,32,9,3.635,2.314,0,68.4,0.124,0.114,NA,0.008,NA,-90,33.69
500,32,10,3.631,2.31,0,59.1,0.13,0.119,NA,0.006,NA,-135,-45
501,32,11,3.627,2.305,0,65.4,0.136,0.125,NA,0.006,NA,-135,0
502,32,12,3.623,2.297,0,67.8,0.145,0.132,NA,0.009,NA,-116.565,18.435
503,32,13,3.619,2.293,0,74.7,0.151,0.138,NA,0.006,NA,-135,-18.435
504,32,14,3.602,2.297,0,59.4,0.168,0.151,NA,0.017,NA,165.964,-59.036
505,32,15,3.582,2.301,0,65.9,0.189,0.168,NA,0.021,NA,168.69,2.726
506,32,16,3.582,2.297,0,66.9,0.193,0.169,NA,0.004,NA,-90,101.31
507,32,17,3.574,2.301,0,72,0.202,0.175,NA,0.009,NA,153.435,-116.565
508,32,18,3.57,2.305,0,60.3,0.208,0.178,NA,0.006,NA,135,-18.435
509,32,19,3.561,2.31,0,56,0.217,0.184,NA,0.009,NA,153.435,18.435
510,33,1,4.604,4.628,0,21.3,0,0,NA,NA,NA,NA,NA
511,33,2,4.612,4.653,0,14.7,0.026,0.026,NA,0.026,NA,71.565,NA
512,33,3,4.624,4.661,0,18.6,0.041,0.039,NA,0.015,NA,33.69,-37.875
513,33,4,4.633,4.665,0,22,0.05,0.047,NA,0.009,NA,26.565,-7.125
514,33,5,4.661,4.674,0,19.8,0.08,0.073,NA,0.03,NA,15.945,-10.62
515,33,6,4.661,4.674,0,15.9,0.08,0.073,NA,0,NA,0,-15.945
516,33,7,4.674,4.674,0,19.5,0.092,0.083,NA,0.012,NA,0,0
517,33,8,4.674,4.674,0,17.2,0.092,0.083,NA,0,NA,0,0
518,33,9,4.674,4.674,0,21.3,0.092,0.083,NA,0,NA,0,0
519,33,10,4.682,4.674,0,24.3,0.1,0.09,NA,0.008,NA,0,0
520,33,11,4.682,4.665,0,27.5,0.109,0.086,NA,0.008,NA,-90,-90
521,33,12,4.694,4.665,0,10.5,0.121,0.098,NA,0.012,NA,0,90
522,33,13,4.694,4.665,0,9.6,0.121,0.098,NA,0,NA,0,0
523,33,14,4.694,4.665,0,16.6,0.121,0.098,NA,0,NA,0,0
524,33,15,4.694,4.665,0,14.9,0.121,0.098,NA,0,NA,0,0
525,33,16,4.694,4.665,0,11.7,0.121,0.098,NA,0,NA,0,0
526,33,17,4.698,4.665,0,16.5,0.125,0.101,NA,0.004,NA,0,0
527,33,18,4.698,4.67,0,20.1,0.129,0.103,NA,0.004,NA,90,90
528,33,19,4.698,4.67,0,18.6,0.129,0.103,NA,0,NA,0,-90
529,34,1,5.187,3.947,0,16.5,0,0,NA,NA,NA,NA,NA
530,34,2,5.187,3.976,0,12.2,0.029,0.029,NA,0.029,NA,90,NA
531,34,3,5.195,3.98,0,12.9,0.038,0.034,NA,0.009,NA,26.565,-63.435
532,34,4,5.199,3.984,0,6.9,0.044,0.039,NA,0.006,NA,45,18.435
533,34,5,5.207,3.992,0,12.8,0.055,0.05,NA,0.012,NA,45,0
534,34,6,5.215,4.001,0,9.6,0.067,0.061,NA,0.012,NA,45,0
535,34,7,5.215,4.013,0,9.9,0.079,0.072,NA,0.012,NA,90,45
536,34,8,5.224,4.021,0,10.8,0.091,0.083,NA,0.012,NA,45,-45
537,34,9,5.232,4.029,0,9.3,0.102,0.094,NA,0.012,NA,45,0
538,34,10,5.24,4.037,0,12.6,0.114,0.105,NA,0.012,NA,45,0
539,34,11,5.24,4.037,0,11.4,0.114,0.105,NA,0,NA,0,-45
540,34,12,5.24,4.046,0,12.1,0.122,0.112,NA,0.008,NA,90,90
541,34,13,5.244,4.05,0,15.2,0.128,0.118,NA,0.006,NA,45,-45
542,34,14,5.244,4.062,0,9,0.14,0.128,NA,0.012,NA,90,45
543,34,15,5.244,4.066,0,9.9,0.144,0.132,NA,0.004,NA,90,0
544,34,16,5.256,4.083,0,11.1,0.165,0.152,NA,0.021,NA,53.13,-36.87
545,34,17,5.256,4.083,0,8.7,0.165,0.152,NA,0,NA,0,-53.13
546,34,18,5.265,4.083,0,9.5,0.173,0.156,NA,0.008,NA,0,0
547,34,19,5.269,4.087,0,7.2,0.179,0.162,NA,0.006,NA,45,45
548,35,1,3.487,2.338,0,24.3,0,0,NA,NA,NA,NA,NA
549,35,2,3.496,2.342,0,19,0.009,0.009,NA,0.009,NA,26.565,NA
550,35,3,3.496,2.342,0,18.6,0.009,0.009,NA,0,NA,0,-26.565
551,35,4,3.5,2.347,0,23.7,0.015,0.015,NA,0.006,NA,45,45
552,35,5,3.504,2.351,0,23.4,0.021,0.021,NA,0.006,NA,45,0
553,35,6,3.508,2.351,0,32.7,0.025,0.024,NA,0.004,NA,0,-45
554,35,7,3.508,2.351,0,32.1,0.025,0.024,NA,0,NA,0,0
555,35,8,3.508,2.351,0,28.1,0.025,0.024,NA,0,NA,0,0
556,35,9,3.516,2.355,0,30.6,0.034,0.033,NA,0.009,NA,26.565,26.565
557,35,10,3.52,2.359,0,27.6,0.04,0.039,NA,0.006,NA,45,18.435
558,35,11,3.52,2.359,0,38.1,0.04,0.039,NA,0,NA,0,-45
559,35,12,3.52,2.359,0,27.6,0.04,0.039,NA,0,NA,0,0
560,35,13,3.52,2.359,0,19.6,0.04,0.039,NA,0,NA,0,0
561,35,14,3.52,2.359,0,26.1,0.04,0.039,NA,0,NA,0,0
562,35,15,3.52,2.359,0,23.8,0.04,0.039,NA,0,NA,0,0
563,35,16,3.52,2.359,0,18.3,0.04,0.039,NA,0,NA,0,0
564,35,17,3.52,2.359,0,29.1,0.04,0.039,NA,0,NA,0,0
565,35,18,3.52,2.359,0,31.8,0.04,0.039,NA,0,NA,0,0
566,35,20,3.537,2.379,0,20.7,0.066,0.064,NA,0.026,NA,51.34,51.34
567,36,1,2.634,0.45,0,4.2,0,0,NA,NA,NA,NA,NA
568,36,2,2.621,0.45,0,7.3,0.012,0.012,NA,0.012,NA,180,NA
569,36,3,2.613,0.45,0,6.1,0.021,0.021,NA,0.008,NA,180,0
570,36,4,2.597,0.45,0,11.5,0.037,0.037,NA,0.016,NA,180,0
571,36,5,2.585,0.446,0,10.5,0.05,0.049,NA,0.013,NA,-161.565,18.435
572,36,6,2.58,0.442,0,8.4,0.056,0.054,NA,0.006,NA,-135,26.565
573,36,7,2.572,0.434,0,17.6,0.067,0.064,NA,0.012,NA,-135,0
574,36,8,2.568,0.434,0,12,0.071,0.068,NA,0.004,NA,180,-45
575,36,9,2.56,0.43,0,16.8,0.081,0.077,NA,0.009,NA,-153.435,26.565
576,36,10,2.556,0.426,0,18.3,0.086,0.082,NA,0.006,NA,-135,18.435
577,36,11,2.544,0.422,0,17.4,0.099,0.095,NA,0.013,NA,-161.565,-26.565
578,36,12,2.544,0.422,0,26.1,0.099,0.095,NA,0,NA,0,161.565
579,36,13,2.535,0.422,0,24,0.108,0.103,NA,0.008,NA,180,180
580,36,14,2.535,0.43,0,20,0.116,0.101,NA,0.008,NA,90,-90
581,36,15,2.527,0.438,0,27.9,0.127,0.107,NA,0.012,NA,135,45
582,36,16,2.527,0.446,0,24.4,0.136,0.107,NA,0.008,NA,90,-45
583,36,17,2.527,0.446,0,19.5,0.136,0.107,NA,0,NA,0,-90
584,36,18,2.527,0.446,0,29,0.136,0.107,NA,0,NA,0,0
585,37,1,2.683,0.376,0,21.2,0,0,NA,NA,NA,NA,NA
586,37,2,2.675,0.364,0,25.5,0.015,0.015,NA,0.015,NA,-123.69,NA
587,37,3,2.667,0.352,0,22.5,0.03,0.03,NA,0.015,NA,-123.69,0
588,37,4,2.658,0.352,0,19.5,0.038,0.035,NA,0.008,NA,180,-56.31
589,37,5,2.638,0.348,0,14.5,0.059,0.054,NA,0.021,NA,-168.69,11.31
590,37,6,2.617,0.34,0,13.5,0.081,0.075,NA,0.022,NA,-158.199,10.491
591,37,7,2.601,0.331,0,17.4,0.099,0.094,NA,0.018,NA,-153.435,4.764
592,37,8,2.589,0.323,0,10.2,0.114,0.108,NA,0.015,NA,-146.31,7.125
593,37,9,2.576,0.311,0,13.2,0.131,0.125,NA,0.017,NA,-135,11.31
594,37,10,2.564,0.294,0,26.1,0.152,0.145,NA,0.021,NA,-126.87,8.13
595,37,11,2.548,0.27,0,21.9,0.182,0.172,NA,0.03,NA,-123.69,3.18
596,37,12,2.544,0.27,0,28.8,0.186,0.176,NA,0.004,NA,180,-56.31
597,37,13,2.544,0.27,0,28.2,0.186,0.176,NA,0,NA,0,-180
598,37,14,2.527,0.262,0,27.6,0.204,0.194,NA,0.018,NA,-153.435,-153.435
599,37,15,2.523,0.262,0,34.9,0.208,0.197,NA,0.004,NA,180,-26.565
600,37,16,2.519,0.253,0,46.4,0.217,0.205,NA,0.009,NA,-116.565,63.435
601,37,17,2.515,0.249,0,31.8,0.223,0.211,NA,0.006,NA,-135,-18.435
602,37,18,2.519,0.237,0,30.9,0.236,0.215,NA,0.013,NA,-71.565,63.435
603,38,1,3.13,2.375,0,36.3,0,0,NA,NA,NA,NA,NA
604,38,2,3.114,2.383,0,46.2,0.018,0.018,NA,0.018,NA,153.435,NA
605,38,3,3.106,2.388,0,50.9,0.028,0.028,NA,0.009,NA,153.435,0
606,38,4,3.093,2.392,0,46.8,0.041,0.04,NA,0.013,NA,161.565,8.13
607,38,5,3.077,2.4,0,40.9,0.059,0.059,NA,0.018,NA,153.435,-8.13
608,38,6,3.057,2.42,0,70.2,0.088,0.087,NA,0.029,NA,135,-18.435
609,38,7,3.036,2.429,0,92.7,0.11,0.108,NA,0.022,NA,158.199,23.199
610,38,8,3.016,2.441,0,33,0.134,0.132,NA,0.024,NA,149.036,-9.162
611,38,9,2.999,2.453,0,64.2,0.154,0.153,NA,0.021,NA,143.13,-5.906
612,38,10,2.999,2.461,0,62.4,0.163,0.157,NA,0.008,NA,90,-53.13
613,38,11,2.991,2.466,0,71.4,0.172,0.166,NA,0.009,NA,153.435,63.435
614,38,12,2.991,2.478,0,48.8,0.184,0.173,NA,0.012,NA,90,-63.435
615,38,13,2.987,2.482,0,53.1,0.19,0.179,NA,0.006,NA,135,45
616,38,14,2.979,2.482,0,60.4,0.198,0.186,NA,0.008,NA,180,45
617,38,15,2.974,2.482,0,47.9,0.202,0.189,NA,0.004,NA,180,0
618,38,16,2.954,2.482,0,46.8,0.223,0.206,NA,0.021,NA,180,0
619,38,17,2.921,2.482,0,81.8,0.256,0.235,NA,0.033,NA,180,0
