Nr,TID,PID,x [inch],y [inch],t [sec],I [val],Len [inch],D2S [inch],D2R [inch],D2P [inch],v [inch/sec],? [deg],?? [deg]
1294,48,18,4.096,1.186,0,35.4,0.103,0.095,NA,0.013,NA,108.435,108.435
1295,48,19,4.096,1.186,0,55.5,0.103,0.095,NA,0,NA,0,-108.435
1296,48,20,4.083,1.194,0,16,0.117,0.108,NA,0.015,NA,146.31,146.31
1297,48,21,4.083,1.194,0,60.1,0.117,0.108,NA,0,NA,0,-146.31
1298,48,22,4.083,1.194,0,48.9,0.117,0.108,NA,0,NA,0,0
1299,48,23,4.075,1.194,0,27.4,0.125,0.113,NA,0.008,NA,180,180
1300,48,24,4.075,1.194,0,55.8,0.125,0.113,NA,0,NA,0,-180
1301,48,25,4.071,1.206,0,46.3,0.138,0.125,NA,0.013,NA,108.435,108.435
1302,48,26,4.075,1.206,0,60.2,0.142,0.123,NA,0.004,NA,0,-108.435
1303,48,27,4.075,1.206,0,41.4,0.142,0.123,NA,0,NA,0,0
1304,49,1,1.462,1.072,0,38.5,0,0,NA,NA,NA,NA,NA
1305,49,2,1.462,1.072,0,27.3,0,0,NA,0,NA,0,NA
1306,49,3,1.462,1.072,0,23.6,0,0,NA,0,NA,0,0
1307,49,4,1.466,1.08,0,16,0.009,0.009,NA,0.009,NA,63.435,63.435
1308,49,5,1.462,1.096,0,9.3,0.026,0.024,NA,0.017,NA,104.036,40.601
1309,49,6,1.458,1.096,0,10.5,0.03,0.025,NA,0.004,NA,180,75.964
1310,49,7,1.458,1.096,0,12.3,0.03,0.025,NA,0,NA,0,-180
1311,49,8,1.458,1.096,0,18.6,0.03,0.025,NA,0,NA,0,0
1312,49,9,1.458,1.096,0,28.2,0.03,0.025,NA,0,NA,0,0
1313,49,10,1.454,1.104,0,25.2,0.039,0.034,NA,0.009,NA,116.565,116.565
1314,49,11,1.446,1.1,0,30,0.048,0.033,NA,0.009,NA,-153.435,90
1315,49,12,1.446,1.1,0,25.9,0.048,0.033,NA,0,NA,0,153.435
1316,49,13,1.446,1.1,0,61.5,0.048,0.033,NA,0,NA,0,0
1317,49,14,1.446,1.1,0,33.1,0.048,0.033,NA,0,NA,0,0
1318,49,15,1.446,1.1,0,13.2,0.048,0.033,NA,0,NA,0,0
1319,49,16,1.446,1.1,0,19.8,0.048,0.033,NA,0,NA,0,0
1320,49,17,1.446,1.1,0,28.7,0.048,0.033,NA,0,NA,0,0
1321,49,18,1.446,1.1,0,15.6,0.048,0.033,NA,0,NA,0,0
1322,49,19,1.442,1.1,0,23.8,0.052,0.035,NA,0.004,NA,180,180
1323,49,20,1.438,1.1,0,19.4,0.056,0.037,NA,0.004,NA,180,0
1324,49,21,1.405,1.112,0,29.4,0.091,0.07,NA,0.035,NA,159.444,-20.556
1325,49,22,1.385,1.121,0,38.2,0.113,0.091,NA,0.022,NA,158.199,-1.245
1326,49,23,1.377,1.141,0,43.6,0.135,0.11,NA,0.022,NA,111.801,-46.397
1327,49,24,1.364,1.153,0,93.9,0.152,0.127,NA,0.017,NA,135,23.199
1328,49,25,1.36,1.169,0,66.9,0.169,0.141,NA,0.017,NA,104.036,-30.964
1329,49,26,1.356,1.182,0,78,0.182,0.152,NA,0.013,NA,108.435,4.399
1330,49,27,1.356,1.19,0,120.7,0.19,0.158,NA,0.008,NA,90,-18.435
1331,49,30,1.369,1.247,0,156.1,0.248,0.198,NA,0.058,NA,77.905,-12.095
1332,50,1,2.921,1.104,0,67.8,0,0,NA,NA,NA,NA,NA
1333,50,2,2.913,1.104,0,73.1,0.008,0.008,NA,0.008,NA,180,NA
1334,50,3,2.905,1.117,0,39.1,0.023,0.02,NA,0.015,NA,123.69,-56.31
1335,50,4,2.876,1.125,0,120.3,0.052,0.049,NA,0.03,NA,164.055,40.365
1336,50,5,2.876,1.125,0,58,0.052,0.049,NA,0,NA,0,-164.055
1337,50,6,2.872,1.137,0,103,0.065,0.059,NA,0.013,NA,108.435,108.435
1338,50,7,2.872,1.137,0,82.8,0.065,0.059,NA,0,NA,0,-108.435
1339,50,8,2.872,1.137,0,69.3,0.065,0.059,NA,0,NA,0,0
1340,50,9,2.876,1.145,0,89,0.074,0.06,NA,0.009,NA,63.435,63.435
1341,50,10,2.876,1.157,0,71,0.087,0.069,NA,0.012,NA,90,26.565
1342,50,11,2.876,1.157,0,86.5,0.087,0.069,NA,0,NA,0,-90
1343,50,12,2.876,1.157,0,67.2,0.087,0.069,NA,0,NA,0,0
1344,50,13,2.876,1.157,0,41.2,0.087,0.069,NA,0,NA,0,0
1345,50,14,2.876,1.157,0,72.6,0.087,0.069,NA,0,NA,0,0
1346,50,15,2.868,1.165,0,48.9,0.098,0.081,NA,0.011,NA,135,135
1347,50,16,2.868,1.165,0,79.9,0.098,0.081,NA,0,NA,0,-135
1348,50,17,2.868,1.165,0,52.7,0.098,0.081,NA,0,NA,0,0
1349,50,18,2.868,1.165,0,62.8,0.098,0.081,NA,0,NA,0,0
1350,50,19,2.868,1.165,0,55.2,0.098,0.081,NA,0,NA,0,0
1351,50,20,2.868,1.165,0,45.6,0.098,0.081,NA,0,NA,0,0
1352,50,21,2.868,1.165,0,65.6,0.098,0.081,NA,0,NA,0,0
1353,50,22,2.864,1.157,0,26.4,0.107,0.078,NA,0.009,NA,-116.565,-116.565
1354,50,23,2.864,1.157,0,22.4,0.107,0.078,NA,0,NA,0,116.565
1355,50,24,2.864,1.157,0,66.1,0.107,0.078,NA,0,NA,0,0
1356,50,25,2.864,1.157,0,24.9,0.107,0.078,NA,0,NA,0,0
1357,50,26,2.864,1.157,0,29.8,0.107,0.078,NA,0,NA,0,0
1358,50,27,2.864,1.157,0,70.2,0.107,0.078,NA,0,NA,0,0
1359,50,28,2.864,1.157,0,65.2,0.107,0.078,NA,0,NA,0,0
1360,51,1,2.872,0.97,0,46.3,0,0,NA,NA,NA,NA,NA
1361,51,2,2.884,0.974,0,78.1,0.013,0.013,NA,0.013,NA,18.435,NA
1362,51,3,2.884,0.974,0,55.2,0.013,0.013,NA,0,NA,0,-18.435
1363,51,4,2.901,0.978,0,50.7,0.03,0.03,NA,0.017,NA,14.036,14.036
1364,51,5,2.901,0.978,0,18.2,0.03,0.03,NA,0,NA,0,-14.036
1365,51,6,2.901,0.978,0,40.9,0.03,0.03,NA,0,NA,0,0
1366,51,7,2.905,0.982,0,16.9,0.035,0.035,NA,0.006,NA,45,45
1367,51,8,2.913,0.982,0,33.3,0.043,0.042,NA,0.008,NA,0,-45
1368,51,9,2.913,0.982,0,40.8,0.043,0.042,NA,0,NA,0,0
1369,51,10,2.913,0.982,0,47.1,0.043,0.042,NA,0,NA,0,0
1370,51,11,2.913,0.982,0,39,0.043,0.042,NA,0,NA,0,0
1371,51,12,2.917,0.986,0,42.6,0.049,0.048,NA,0.006,NA,45,45
1372,51,13,2.929,0.991,0,33.8,0.062,0.06,NA,0.013,NA,18.435,-26.565
1373,51,14,2.929,0.991,0,86.6,0.062,0.06,NA,0,NA,0,-18.435
1374,51,15,2.929,0.991,0,13.8,0.062,0.06,NA,0,NA,0,0
1375,51,16,2.937,0.991,0,10.4,0.07,0.068,NA,0.008,NA,0,0
1376,51,17,2.937,0.991,0,45.6,0.07,0.068,NA,0,NA,0,0
1377,51,18,2.937,0.991,0,23.4,0.07,0.068,NA,0,NA,0,0
1378,51,19,2.945,0.999,0,76.2,0.082,0.078,NA,0.011,NA,45,45
1379,51,20,2.945,0.999,0,48.8,0.082,0.078,NA,0,NA,0,-45
1380,51,21,2.95,0.999,0,40.5,0.086,0.082,NA,0.004,NA,0,0
1381,51,22,2.958,1.007,0,55,0.097,0.093,NA,0.011,NA,45,45
1382,51,23,2.962,1.011,0,44.1,0.103,0.098,NA,0.006,NA,45,0
1383,51,24,2.962,1.011,0,42.9,0.103,0.098,NA,0,NA,0,-45
1384,51,25,2.962,1.011,0,34.2,0.103,0.098,NA,0,NA,0,0
1385,51,26,2.962,1.011,0,17.7,0.103,0.098,NA,0,NA,0,0
1386,51,27,2.97,1.015,0,60.9,0.112,0.107,NA,0.009,NA,26.565,26.565
1387,51,29,2.974,1.023,0,63.8,0.121,0.115,NA,0.009,NA,63.435,36.87
1388,52,1,4.982,0.178,0,169.6,0,0,NA,NA,NA,NA,NA
1389,52,2,4.982,0.178,0,189.9,0,0,NA,0,NA,0,NA
1390,52,3,4.982,0.178,0,167.9,0,0,NA,0,NA,0,0
1391,52,4,4.982,0.178,0,179.6,0,0,NA,0,NA,0,0
1392,52,5,4.982,0.178,0,118.7,0,0,NA,0,NA,0,0
1393,52,6,4.974,0.17,0,165.3,0.011,0.011,NA,0.011,NA,-135,-135
1394,52,7,4.974,0.17,0,174.6,0.011,0.011,NA,0,NA,0,135
1395,52,8,4.974,0.17,0,171.6,0.011,0.011,NA,0,NA,0,0
1396,52,9,4.974,0.17,0,152.7,0.011,0.011,NA,0,NA,0,0
1397,52,10,4.974,0.17,0,151,0.011,0.011,NA,0,NA,0,0
1398,52,11,4.974,0.17,0,175.5,0.011,0.011,NA,0,NA,0,0
1399,52,12,4.974,0.17,0,184.6,0.011,0.011,NA,0,NA,0,0
1400,52,13,4.974,0.17,0,146.5,0.011,0.011,NA,0,NA,0,0
1401,52,14,4.974,0.17,0,175.6,0.011,0.011,NA,0,NA,0,0
1402,52,15,4.974,0.17,0,180.8,0.011,0.011,NA,0,NA,0,0
1403,52,16,4.974,0.17,0,185.4,0.011,0.011,NA,0,NA,0,0
1404,52,17,4.974,0.17,0,148.4,0.011,0.011,NA,0,NA,0,0
1405,52,18,4.974,0.17,0,177.8,0.011,0.011,NA,0,NA,0,0
1406,52,19,4.974,0.17,0,190,0.011,0.011,NA,0,NA,0,0
1407,52,20,4.974,0.17,0,176,0.011,0.011,NA,0,NA,0,0
1408,52,21,4.974,0.17,0,221.7,0.011,0.011,NA,0,NA,0,0
1409,52,22,4.974,0.17,0,215.2,0.011,0.011,NA,0,NA,0,0
1410,52,23,4.974,0.17,0,205.2,0.011,0.011,NA,0,NA,0,0
1411,52,24,4.974,0.17,0,180.6,0.011,0.011,NA,0,NA,0,0
1412,52,25,4.974,0.17,0,107.2,0.011,0.011,NA,0,NA,0,0
1413,52,26,4.974,0.17,0,115.8,0.011,0.011,NA,0,NA,0,0
1414,52,27,4.974,0.17,0,186.8,0.011,0.011,NA,0,NA,0,0
1415,53,1,1.596,0.454,0,23.7,0,0,NA,NA,NA,NA,NA
1416,53,2,1.596,0.454,0,17.4,0,0,NA,0,NA,0,NA
1417,53,3,1.596,0.458,0,46.5,0.004,0.004,NA,0.004,NA,90,90
1418,53,4,1.596,0.458,0,12.6,0.004,0.004,NA,0,NA,0,-90
1419,53,5,1.596,0.458,0,29.9,0.004,0.004,NA,0,NA,0,0
1420,53,6,1.58,0.462,0,37.5,0.021,0.018,NA,0.017,NA,165.964,165.964
1421,53,7,1.58,0.462,0,33.9,0.021,0.018,NA,0,NA,0,-165.964
1422,53,8,1.58,0.462,0,69.3,0.021,0.018,NA,0,NA,0,0
1423,53,9,1.58,0.462,0,62.7,0.021,0.018,NA,0,NA,0,0
1424,53,10,1.58,0.462,0,51,0.021,0.018,NA,0,NA,0,0
1425,53,11,1.568,0.478,0,62.4,0.041,0.037,NA,0.02,NA,126.87,126.87
1426,53,12,1.572,0.47,0,33,0.05,0.029,NA,0.009,NA,-63.435,169.695
1427,53,13,1.572,0.47,0,42.6,0.05,0.029,NA,0,NA,0,63.435
1428,53,14,1.572,0.47,0,31.8,0.05,0.029,NA,0,NA,0,0
1429,53,15,1.572,0.478,0,12.2,0.058,0.034,NA,0.008,NA,90,90
1430,53,16,1.572,0.483,0,30.6,0.062,0.037,NA,0.004,NA,90,0
1431,53,17,1.572,0.487,0,18.9,0.066,0.041,NA,0.004,NA,90,0
1432,53,18,1.572,0.487,0,49.8,0.066,0.041,NA,0,NA,0,-90
1433,53,19,1.572,0.487,0,24,0.066,0.041,NA,0,NA,0,0
1434,53,20,1.572,0.487,0,12.7,0.066,0.041,NA,0,NA,0,0
1435,53,21,1.572,0.487,0,9.4,0.066,0.041,NA,0,NA,0,0
1436,53,22,1.572,0.487,0,35.7,0.066,0.041,NA,0,NA,0,0
1437,53,23,1.572,0.487,0,46.5,0.066,0.041,NA,0,NA,0,0
1438,53,24,1.572,0.487,0,6.7,0.066,0.041,NA,0,NA,0,0
1439,53,25,1.572,0.487,0,33.3,0.066,0.041,NA,0,NA,0,0
1440,53,26,1.572,0.487,0,24,0.066,0.041,NA,0,NA,0,0
1441,53,27,1.572,0.487,0,12.2,0.066,0.041,NA,0,NA,0,0
1442,53,28,1.572,0.487,0,8.4,0.066,0.041,NA,0,NA,0,0
1443,54,1,0.332,3.275,0,183.1,0,0,NA,NA,NA,NA,NA
1444,54,2,0.332,3.275,0,176.1,0,0,NA,0,NA,0,NA
1445,54,3,0.34,3.275,0,218.1,0.008,0.008,NA,0.008,NA,0,0
1446,54,4,0.344,3.271,0,189.9,0.014,0.013,NA,0.006,NA,-45,-45
1447,54,5,0.344,3.271,0,193.4,0.014,0.013,NA,0,NA,0,45
1448,54,6,0.352,3.271,0,193.6,0.022,0.021,NA,0.008,NA,0,0
1449,54,7,0.352,3.271,0,158.5,0.022,0.021,NA,0,NA,0,0
1450,54,8,0.365,3.271,0,144.9,0.034,0.033,NA,0.012,NA,0,0
1451,54,9,0.365,3.271,0,143.6,0.034,0.033,NA,0,NA,0,0
1452,54,10,0.365,3.271,0,156,0.034,0.033,NA,0,NA,0,0
1453,54,11,0.365,3.271,0,87.6,0.034,0.033,NA,0,NA,0,0
1454,54,12,0.377,3.271,0,174.2,0.046,0.045,NA,0.012,NA,0,0
1455,54,13,0.377,3.271,0,173.9,0.046,0.045,NA,0,NA,0,0
1456,54,14,0.377,3.271,0,185.3,0.046,0.045,NA,0,NA,0,0
1457,54,15,0.377,3.271,0,199.1,0.046,0.045,NA,0,NA,0,0
1458,54,16,0.385,3.271,0,187.9,0.055,0.053,NA,0.008,NA,0,0
1459,54,17,0.385,3.271,0,185.1,0.055,0.053,NA,0,NA,0,0
1460,54,18,0.397,3.275,0,169.5,0.067,0.065,NA,0.013,NA,18.435,18.435
1461,54,19,0.397,3.275,0,184.4,0.067,0.065,NA,0,NA,0,-18.435
1462,54,20,0.397,3.275,0,170.5,0.067,0.065,NA,0,NA,0,0
1463,54,21,0.401,3.279,0,120.6,0.073,0.069,NA,0.006,NA,45,45
1464,54,22,0.401,3.279,0,127.8,0.073,0.069,NA,0,NA,0,-45
1465,54,23,0.401,3.279,0,112.4,0.073,0.069,NA,0,NA,0,0
1466,54,24,0.401,3.279,0,127.7,0.073,0.069,NA,0,NA,0,0
1467,54,25,0.401,3.279,0,143.7,0.073,0.069,NA,0,NA,0,0
1468,54,26,0.401,3.279,0,90,0.073,0.069,NA,0,NA,0,0
1469,54,27,0.401,3.279,0,106.1,0.073,0.069,NA,0,NA,0,0
1470,54,29,0.417,3.275,0,120.7,0.09,0.085,NA,0.017,NA,-14.036,-14.036
1471,55,1,4.413,3.673,0,227.8,0,0,NA,NA,NA,NA,NA
1472,55,2,4.413,3.673,0,230.6,0,0,NA,0,NA,0,NA
1473,55,3,4.413,3.673,0,202.5,0,0,NA,0,NA,0,0
1474,55,4,4.425,3.673,0,160.4,0.012,0.012,NA,0.012,NA,0,0
1475,55,5,4.425,3.673,0,214,0.012,0.012,NA,0,NA,0,0
1476,55,6,4.425,3.673,0,145,0.012,0.012,NA,0,NA,0,0
1477,55,7,4.425,3.673,0,188.5,0.012,0.012,NA,0,NA,0,0
1478,55,8,4.425,3.673,0,177.8,0.012,0.012,NA,0,NA,0,0
1479,55,9,4.417,3.681,0,167.6,0.024,0.009,NA,0.011,NA,135,135
1480,55,10,4.413,3.685,0,187.8,0.029,0.012,NA,0.006,NA,135,0
1481,55,11,4.409,3.685,0,229.5,0.034,0.013,NA,0.004,NA,180,45
1482,55,12,4.409,3.701,0,196.7,0.05,0.029,NA,0.016,NA,90,-90
1483,55,13,4.409,3.701,0,214.6,0.05,0.029,NA,0,NA,0,-90
1484,55,14,4.413,3.71,0,194.5,0.059,0.037,NA,0.009,NA,63.435,63.435
1485,55,15,4.413,3.71,0,194.7,0.059,0.037,NA,0,NA,0,-63.435
1486,55,16,4.413,3.718,0,198,0.067,0.045,NA,0.008,NA,90,90
1487,55,17,4.409,3.726,0,187.6,0.076,0.053,NA,0.009,NA,116.565,26.565
1488,55,18,4.417,3.73,0,184.1,0.085,0.057,NA,0.009,NA,26.565,-90
1489,55,19,4.417,3.73,0,175.9,0.085,0.057,NA,0,NA,0,-26.565
1490,55,20,4.417,3.73,0,135.9,0.085,0.057,NA,0,NA,0,0
1491,55,21,4.417,3.73,0,72.4,0.085,0.057,NA,0,NA,0,0
1492,55,22,4.417,3.73,0,64.6,0.085,0.057,NA,0,NA,0,0
1493,55,23,4.417,3.73,0,34.2,0.085,0.057,NA,0,NA,0,0
1494,55,24,4.417,3.73,0,28.8,0.085,0.057,NA,0,NA,0,0
1495,55,25,4.417,3.738,0,12.3,0.093,0.065,NA,0.008,NA,90,90
1496,55,26,4.417,3.738,0,36.9,0.093,0.065,NA,0,NA,0,-90
1497,55,27,4.417,3.738,0,77.7,0.093,0.065,NA,0,NA,0,0
1498,55,28,4.417,3.738,0,85.8,0.093,0.065,NA,0,NA,0,0
1499,56,1,4.945,2.71,0,72,0,0,NA,NA,NA,NA,NA
1500,56,2,4.937,2.714,0,174.7,0.009,0.009,NA,0.009,NA,153.435,NA
1501,56,3,4.937,2.714,0,187,0.009,0.009,NA,0,NA,0,-153.435
1502,56,4,4.941,2.722,0,183.8,0.018,0.013,NA,0.009,NA,63.435,63.435
1503,56,5,4.941,2.722,0,188.2,0.018,0.013,NA,0,NA,0,-63.435
1504,56,6,4.941,2.722,0,196.7,0.018,0.013,NA,0,NA,0,0
1505,56,7,4.941,2.722,0,188.9,0.018,0.013,NA,0,NA,0,0
1506,56,8,4.937,2.726,0,170.1,0.024,0.018,NA,0.006,NA,135,135
1507,56,9,4.937,2.726,0,179.3,0.024,0.018,NA,0,NA,0,-135
1508,56,10,4.933,2.734,0,148.2,0.033,0.027,NA,0.009,NA,116.565,116.565
1509,56,11,4.929,2.738,0,86.6,0.039,0.033,NA,0.006,NA,135,18.435
1510,56,12,4.933,2.75,0,120.2,0.052,0.042,NA,0.013,NA,71.565,-63.435
1511,56,13,4.937,2.75,0,182.4,0.056,0.041,NA,0.004,NA,0,-71.565
1512,56,14,4.937,2.75,0,129.3,0.056,0.041,NA,0,NA,0,0
1513,56,15,4.949,2.754,0,137.2,0.069,0.045,NA,0.013,NA,18.435,18.435
1514,56,16,4.949,2.754,0,100.8,0.069,0.045,NA,0,NA,0,-18.435
1515,56,17,4.949,2.754,0,136,0.069,0.045,NA,0,NA,0,0
1516,56,18,4.949,2.754,0,100.3,0.069,0.045,NA,0,NA,0,0
1517,56,19,4.949,2.754,0,199.1,0.069,0.045,NA,0,NA,0,0
1518,56,20,4.949,2.754,0,60.1,0.069,0.045,NA,0,NA,0,0
1519,56,21,4.949,2.754,0,72.2,0.069,0.045,NA,0,NA,0,0
1520,56,22,4.949,2.754,0,51.9,0.069,0.045,NA,0,NA,0,0
1521,56,23,4.949,2.754,0,39.2,0.069,0.045,NA,0,NA,0,0
1522,56,24,4.949,2.754,0,47.4,0.069,0.045,NA,0,NA,0,0
1523,56,25,4.949,2.754,0,23.6,0.069,0.045,NA,0,NA,0,0
1524,56,26,4.941,2.767,0,24.9,0.083,0.057,NA,0.015,NA,123.69,123.69
1525,56,27,4.941,2.767,0,27.3,0.083,0.057,NA,0,NA,0,-123.69
1526,57,1,4.153,1.702,0,194.1,0,0,NA,NA,NA,NA,NA
1527,57,2,4.136,1.702,0,164.5,0.016,0.016,NA,0.016,NA,180,NA
1528,57,3,4.136,1.702,0,71.1,0.016,0.016,NA,0,NA,0,-180
1529,57,4,4.136,1.702,0,50.6,0.016,0.016,NA,0,NA,0,0
1530,57,5,4.136,1.702,0,67.5,0.016,0.016,NA,0,NA,0,0
1531,57,6,4.136,1.702,0,43.8,0.016,0.016,NA,0,NA,0,0
1532,57,7,4.12,1.71,0,221.9,0.034,0.034,NA,0.018,NA,153.435,153.435
1533,57,8,4.12,1.71,0,232,0.034,0.034,NA,0,NA,0,-153.435
1534,57,9,4.12,1.71,0,232.1,0.034,0.034,NA,0,NA,0,0
1535,57,10,4.12,1.71,0,219.3,0.034,0.034,NA,0,NA,0,0
1536,57,11,4.12,1.71,0,230.8,0.034,0.034,NA,0,NA,0,0
1537,57,12,4.12,1.71,0,231.6,0.034,0.034,NA,0,NA,0,0
1538,57,13,4.12,1.71,0,231.9,0.034,0.034,NA,0,NA,0,0
1539,57,14,4.12,1.71,0,232.5,0.034,0.034,NA,0,NA,0,0
1540,57,15,4.12,1.71,0,221,0.034,0.034,NA,0,NA,0,0
1541,57,16,4.12,1.71,0,233,0.034,0.034,NA,0,NA,0,0
1542,57,17,4.12,1.71,0,231.8,0.034,0.034,NA,0,NA,0,0
1543,57,18,4.12,1.71,0,218.9,0.034,0.034,NA,0,NA,0,0
1544,57,19,4.12,1.71,0,186.3,0.034,0.034,NA,0,NA,0,0
1545,57,20,4.12,1.71,0,198.1,0.034,0.034,NA,0,NA,0,0
1546,57,21,4.12,1.71,0,132.5,0.034,0.034,NA,0,NA,0,0
1547,57,22,4.12,1.71,0,118.3,0.034,0.034,NA,0,NA,0,0
1548,57,23,4.12,1.71,0,138.1,0.034,0.034,NA,0,NA,0,0
1549,57,24,4.12,1.71,0,147.1,0.034,0.034,NA,0,NA,0,0
1550,57,25,4.12,1.71,0,43.2,0.034,0.034,NA,0,NA,0,0
1551,57,26,4.12,1.71,0,89.2,0.034,0.034,NA,0,NA,0,0
1552,57,27,4.12,1.71,0,133.2,0.034,0.034,NA,0,NA,0,0
1553,57,29,4.12,1.71,0,155.4,0.034,0.034,NA,0,NA,0,0
1554,58,1,3.624,1.86,0,174.6,0,0,NA,NA,NA,NA,NA
1555,58,2,3.624,1.86,0,165.9,0,0,NA,0,NA,0,NA
1556,58,3,3.632,1.864,0,184.8,0.009,0.009,NA,0.009,NA,26.565,26.565
1557,58,4,3.632,1.864,0,200.9,0.009,0.009,NA,0,NA,0,-26.565
1558,58,5,3.632,1.868,0,180.2,0.013,0.011,NA,0.004,NA,90,90
1559,58,6,3.636,1.877,0,220,0.022,0.02,NA,0.009,NA,63.435,-26.565
1560,58,7,3.636,1.877,0,231.9,0.022,0.02,NA,0,NA,0,-63.435
1561,58,8,3.636,1.877,0,225.1,0.022,0.02,NA,0,NA,0,0
1562,58,9,3.636,1.877,0,196.9,0.022,0.02,NA,0,NA,0,0
1563,58,10,3.636,1.877,0,218.2,0.022,0.02,NA,0,NA,0,0
1564,58,11,3.636,1.877,0,230.7,0.022,0.02,NA,0,NA,0,0
1565,58,12,3.636,1.877,0,202,0.022,0.02,NA,0,NA,0,0
1566,58,13,3.636,1.877,0,80.7,0.022,0.02,NA,0,NA,0,0
1567,58,14,3.636,1.889,0,217.6,0.034,0.031,NA,0.012,NA,90,90
1568,58,15,3.636,1.889,0,221.7,0.034,0.031,NA,0,NA,0,-90
1569,58,16,3.636,1.889,0,208.7,0.034,0.031,NA,0,NA,0,0
1570,58,17,3.636,1.889,0,186.2,0.034,0.031,NA,0,NA,0,0
1571,58,18,3.636,1.889,0,200.6,0.034,0.031,NA,0,NA,0,0
1572,58,19,3.636,1.889,0,124.3,0.034,0.031,NA,0,NA,0,0
1573,58,20,3.636,1.889,0,155.7,0.034,0.031,NA,0,NA,0,0
1574,58,21,3.636,1.889,0,57.4,0.034,0.031,NA,0,NA,0,0
1575,58,22,3.636,1.889,0,84,0.034,0.031,NA,0,NA,0,0
1576,58,23,3.636,1.889,0,151.5,0.034,0.031,NA,0,NA,0,0
1577,58,24,3.636,1.889,0,78.4,0.034,0.031,NA,0,NA,0,0
1578,58,25,3.636,1.905,0,175,0.051,0.046,NA,0.016,NA,90,90
1579,58,26,3.636,1.905,0,105.7,0.051,0.046,NA,0,NA,0,-90
1580,58,27,3.636,1.905,0,72.3,0.051,0.046,NA,0,NA,0,0
1581,58,29,3.636,1.905,0,72.7,0.051,0.046,NA,0,NA,0,0
1582,59,1,3.571,1.962,0,236,0,0,NA,NA,NA,NA,NA
1583,59,2,3.559,1.962,0,234.1,0.012,0.012,NA,0.012,NA,180,NA
1584,59,3,3.559,1.962,0,188,0.012,0.012,NA,0,NA,0,-180
1585,59,4,3.559,1.962,0,194.9,0.012,0.012,NA,0,NA,0,0
1586,59,5,3.559,1.962,0,229.4,0.012,0.012,NA,0,NA,0,0
1587,59,6,3.559,1.962,0,205.2,0.012,0.012,NA,0,NA,0,0
1588,59,7,3.531,1.974,0,181.7,0.043,0.042,NA,0.031,NA,156.801,156.801
1589,59,8,3.531,1.974,0,165.7,0.043,0.042,NA,0,NA,0,-156.801
1590,59,9,3.531,1.974,0,165,0.043,0.042,NA,0,NA,0,0
1591,59,10,3.523,1.982,0,130.2,0.055,0.053,NA,0.011,NA,135,135
1592,59,11,3.523,1.982,0,105.9,0.055,0.053,NA,0,NA,0,-135
1593,59,12,3.523,1.982,0,64.1,0.055,0.053,NA,0,NA,0,0
1594,59,13,3.514,1.998,0,186.6,0.073,0.068,NA,0.018,NA,116.565,116.565
1595,59,14,3.514,1.998,0,194.8,0.073,0.068,NA,0,NA,0,-116.565
1596,59,15,3.514,1.998,0,230.1,0.073,0.068,NA,0,NA,0,0
1597,59,16,3.514,1.998,0,209.2,0.073,0.068,NA,0,NA,0,0
1598,59,17,3.514,1.998,0,214,0.073,0.068,NA,0,NA,0,0
1599,59,18,3.514,1.998,0,231.3,0.073,0.068,NA,0,NA,0,0
1600,59,19,3.51,1.998,0,232.2,0.077,0.071,NA,0.004,NA,180,180
1601,59,20,3.51,1.998,0,231.4,0.077,0.071,NA,0,NA,0,-180
1602,59,21,3.51,1.998,0,233.4,0.077,0.071,NA,0,NA,0,0
1603,59,22,3.51,1.998,0,232.8,0.077,0.071,NA,0,NA,0,0
1604,59,23,3.51,1.998,0,232.2,0.077,0.071,NA,0,NA,0,0
1605,59,24,3.51,1.998,0,232.2,0.077,0.071,NA,0,NA,0,0
1606,59,25,3.51,1.998,0,210,0.077,0.071,NA,0,NA,0,0
1607,59,26,3.51,1.998,0,232.7,0.077,0.071,NA,0,NA,0,0
1608,59,27,3.51,1.998,0,234.1,0.077,0.071,NA,0,NA,0,0
1609,60,1,4.189,2.059,0,163.8,0,0,NA,NA,NA,NA,NA
1610,60,2,4.189,2.059,0,173.4,0,0,NA,0,NA,0,NA
1611,60,3,4.189,2.059,0,103.8,0,0,NA,0,NA,0,0
1612,60,4,4.189,2.068,0,128.3,0.008,0.008,NA,0.008,NA,90,90
1613,60,5,4.189,2.068,0,47,0.008,0.008,NA,0,NA,0,-90
1614,60,6,4.189,2.068,0,83.5,0.008,0.008,NA,0,NA,0,0
1615,60,7,4.189,2.068,0,110.6,0.008,0.008,NA,0,NA,0,0
1616,60,8,4.189,2.072,0,127.4,0.012,0.012,NA,0.004,NA,90,90
1617,60,9,4.189,2.076,0,121.7,0.016,0.016,NA,0.004,NA,90,0
1618,60,10,4.189,2.076,0,139.9,0.016,0.016,NA,0,NA,0,-90
1619,60,11,4.189,2.076,0,90.5,0.016,0.016,NA,0,NA,0,0
1620,60,12,4.189,2.08,0,62.8,0.02,0.02,NA,0.004,NA,90,90
1621,60,13,4.189,2.08,0,78.2,0.02,0.02,NA,0,NA,0,-90
1622,60,14,4.189,2.08,0,85.5,0.02,0.02,NA,0,NA,0,0
1623,60,15,4.189,2.08,0,86.3,0.02,0.02,NA,0,NA,0,0
1624,60,16,4.189,2.08,0,93.9,0.02,0.02,NA,0,NA,0,0
