Volume,Centroid_Z,Centroid_Y,Centroid_X,Major_Axis_Length,Minor_Axis_Length,Elongation,LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
6885.0,21.524328249818446,797.2884531590414,728.6906318082789,34.583823123711554,15.631621649674868,2.212427085223809,ID9585,9585,28.0,6885.0,728.6906318082789,797.2884531590414,21.52432824981845,0.0,0,11.8015335428657,1,,3.948324885647175,6.0,0.0,6.0,31938.0,2.846345284572432,0.8975678365262795,1.3122762400113068
4198.0,21.448546927108147,583.9397332062887,953.4637922820391,27.97388681744834,12.887735179089574,2.170582063389705,ID9589,9589,1.0,4198.0,953.4637922820392,583.9397332062887,21.448546927108147,0.0,0,10.007323557406922,1,,5.886107120870101,9.0,0.0,9.0,28683.0,4.281643270913975,0.8856800421071731,1.291387356969569
2025.0,16.83654320987654,798.4093827160494,903.0217283950617,24.913130171023568,9.745495215113506,2.556373957517089,ID9590,9590,39.0,2025.0,903.0217283950616,798.4093827160494,16.83654320987654,0.0,0,7.848358019407942,1,,6.130094689172499,10.0,0.0,10.0,14890.0,4.8716174459444535,0.8713496896800972,1.1718216913984076
8477.0,22.442137548661083,518.7870708977232,557.5943140261885,34.47777709283265,16.544329522002787,2.083963393438196,ID9592,9592,141.0,8477.0,557.5943140261885,518.7870708977232,22.442137548661083,0.0,0,12.648854336266046,1,,7.396720339820211,11.0,0.0,11.0,74877.0,5.162856290236694,0.8811274326979998,1.342145698601149
4772.0,22.220871751886,655.9337803855825,706.7315590947192,31.650129389946127,15.400095482617639,2.055190464609144,ID9593,9593,46.0,4772.0,706.7315590947192,655.9337803855825,22.220871751886,0.0,0,10.444090070857737,1,,8.495793145906013,12.0,0.0,12.0,41400.0,5.456842237818409,0.9020746848369032,1.476751623797257
2464.0,20.413555194805195,671.6314935064935,976.3729707792207,22.929442242269616,11.456779988293725,2.001386276571462,ID9595,9595,142.0,2464.0,976.3729707792209,671.6314935064935,20.413555194805195,0.0,0,8.378842586487032,1,,9.751337999176616,13.0,0.0,13.0,23686.0,5.629551358440819,0.9214326153947006,1.6613412273405843
2303.0,20.174120712114632,707.6109422492401,888.8493269648285,24.753810156871076,10.300660933380868,2.403128334867578,ID9596,9596,4.0,2303.0,888.8493269648285,707.6109422492401,20.174120712114632,0.0,0,8.192223198526225,1,,9.296829971181555,14.0,0.0,14.0,22582.0,6.613817396657576,0.8439144722705302,1.286679392892797
2347.0,18.394972305070304,731.0609288453345,946.984661269706,26.155710681753163,11.171149886931357,2.3413624332757,ID9597,9597,48.0,2347.0,946.984661269706,731.0609288453345,18.394972305070304,0.0,0,8.24406663505168,1,,10.695759571840265,15.0,0.0,15.0,25980.0,6.786463120202763,0.8900541176459327,1.4843636430770837
3571.0,21.411089330719687,910.3405208625035,703.0201624194904,30.12662436806531,15.281106868974538,1.971494907167481,ID9601,9601,43.0,3571.0,703.0201624194904,910.3405208625036,21.411089330719687,0.0,0,9.48201010103297,1,,13.013827596351868,17.0,0.0,17.0,44234.0,7.203514896883603,0.9169047870238352,1.7282807163429257
1434.0,20.042538354253836,490.05090655509065,541.3089260808927,19.131148209519665,9.939314436921112,1.9247955511352044,ID9602,9602,119.0,1434.0,541.3089260808927,490.05090655509065,20.04253835425384,0.0,0,6.995522868990925,1,,20.68447981807845,18.0,0.0,95.0,36384.0,24.36296316140533,0.5254231447317359,0.5848754045496106
