Volume,Centroid_Z,Centroid_Y,Centroid_X,Major_Axis_Length,Minor_Axis_Length,Elongation,LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
7.0,13.714285714285714,378.85714285714283,819.7142857142857,6.796448899612875,0.4069080429606401,16.70266542327916,ID2766,2766,82.0,7.0,819.7142857142857,378.8571428571428,13.714285714285714,0.0,0,1.1866877982896216,1,,4.727272727272728,0.0,0.0,11.0,52.0,5.442258889301557,-0.0047846889952152,-0.0083521468528261
3413.0,22.73864635218283,355.68737181365367,795.6067975388222,33.31299712492449,12.470813573239237,2.671276972370905,ID2767,2767,10.0,3413.0,795.6067975388222,355.68737181365367,22.73864635218283,0.0,0,9.340050541626669,1,,8.178876140041188,12.0,0.0,12.0,27800.0,5.529822919989649,0.7197288212331484,1.2380019455740563
9409.0,24.766712721862046,249.5183335104687,748.7617175045169,43.65066783567035,17.52729946230008,2.490438868210114,ID2768,2768,14.0,9409.0,748.7617175045169,249.5183335104687,24.76671272186205,0.0,0,13.096390609299824,1,,9.030919687839573,14.0,0.0,14.0,91420.0,6.699238663461215,0.8625696166646911,1.2485851574455973
6403.0,21.11791347805716,549.3845072622208,804.9982820552866,34.73383767576747,17.43551758893934,1.9921311483062454,ID2769,2769,84.0,6403.0,804.9982820552866,549.3845072622208,21.11791347805716,0.0,0,11.519446997264756,1,,9.920880207689455,15.0,0.0,15.0,80250.0,7.098983670631294,0.9091577806602316,1.3310104407269026
5080.0,21.648228346456694,657.0986220472441,725.0381889763779,32.65268122666604,16.489534627004712,1.9802063530156355,ID2770,2770,19.0,5080.0,725.0381889763779,657.0986220472441,21.64822834645669,0.0,0,10.664120267998053,1,,10.386818109102544,16.0,0.0,16.0,64928.0,7.636257447857891,0.8913839274514499,1.2820857267038177
5091.0,22.900805342761736,240.45433117265762,826.3529758397171,36.668612775684274,14.633292437673441,2.5058347553610596,ID2771,2771,144.0,5091.0,826.3529758397171,240.4543311726576,22.900805342761736,0.0,0,10.671811918618769,1,,10.187490001599745,17.0,0.0,17.0,63682.0,8.331475372038646,0.810555639101794,1.0948288485041082
7213.0,29.59891861915985,453.04103701649797,358.0368778594205,39.05839129160419,17.99737499360422,2.1702271195374037,ID2772,2772,83.0,7213.0,358.0368778594205,453.041037016498,29.59891861915985,0.0,0,11.986041424065183,1,,11.70033378662381,18.0,0.0,18.0,94644.0,8.585878564213477,0.8809591002529353,1.2764972963414478
4093.0,23.878328854141216,487.4429513804056,697.9218177376008,31.284483055027422,14.490150716041244,2.159017091547164,ID2773,2773,16.0,4093.0,697.9218177376008,487.4429513804056,23.878328854141216,0.0,0,9.923184018432147,1,,12.52493330597168,19.0,0.0,63.0,61034.0,9.03799701855544,0.8474938975861207,1.2714134197015017
5254.0,25.250666159116864,551.6817662733156,535.5045679482299,28.183375922622336,14.58679495893345,1.932115725350748,ID2774,2774,30.0,5254.0,535.5045679482299,551.6817662733156,25.250666159116864,0.0,0,10.784511710907234,1,,13.761318189089746,20.0,0.0,69.0,86022.0,9.408233727863314,0.6580320667733724,1.1610102838452336
5403.0,25.668147325559875,320.3688691467703,675.4926892467148,38.43387487489776,13.769306313092507,2.7912716879827864,ID2775,2775,28.0,5403.0,675.4926892467148,320.3688691467703,25.668147325559875,0.0,0,10.885510124718534,1,,12.91377379619261,21.0,0.0,21.0,80724.0,10.219608791543168,0.8507557723338017,1.161728626607858
7282.0,29.8294424608624,349.917467728646,401.55424333974184,36.655203615341975,17.363353024690703,2.1110671172335347,ID2776,2776,15.0,7282.0,401.5542433397418,349.917467728646,29.8294424608624,0.0,0,12.02413993244761,1,,14.678452219062924,22.0,0.0,22.0,118734.0,10.367365949636843,0.8850739237789207,1.3295142308689964
4380.0,23.627397260273973,265.78698630136984,779.1858447488585,35.9108185790967,11.901038372782695,3.017452549453468,ID2777,2777,101.0,4380.0,779.1858447488585,265.78698630136984,23.627397260273973,0.0,0,10.149901642259934,1,,13.862302483069977,23.0,0.0,23.0,67551.0,11.255910734848165,0.8421042675607571,1.1259948032313596
5736.0,26.86192468619247,509.84728033472805,507.97088563458857,31.871566144242504,15.076002476473597,2.114059492493366,ID2778,2778,6.0,5736.0,507.97088563458857,509.84728033472805,26.86192468619247,0.0,0,11.104700361303792,1,,16.075507918733003,24.0,0.0,24.0,100488.0,11.287631179392118,0.8763772589365405,1.3303405457839683
4601.0,25.759617474462072,747.2347315800913,584.7007172353836,29.457937064965343,15.705603721738395,1.875632263928327,ID2779,2779,3.0,4601.0,584.7007172353836,747.2347315800913,25.759617474462072,0.0,0,10.317818278875649,1,,18.987276831520624,25.0,0.0,25.0,92525.0,10.685909986618084,0.9320934682552028,1.7144013452022688
4153.0,26.98483024319769,451.33734649650853,518.8685287743799,29.63246207915949,15.221882933895852,1.946701482848379,ID2780,2780,88.0,4153.0,518.8685287743799,451.3373464965085,26.98483024319769,0.0,0,9.971437556323052,1,,18.0394007798071,26.0,0.0,26.0,87906.0,11.98473676140608,0.9124747979997566,1.4363119079774245
1636.0,24.633251833740832,555.9352078239609,640.6760391198044,18.896185316891234,10.780361499484107,1.752834106518182,ID2781,2781,22.0,1636.0,640.6760391198044,555.9352078239609,24.633251833740832,0.0,0,7.309677727665421,1,,20.362706083001704,27.0,0.0,62.0,35818.0,11.734515697591688,0.8362545141348035,1.5805415481016765
3135.0,24.38054226475279,635.0653907496013,759.5138755980861,26.789093536865106,12.48707611291399,2.1453455792713667,ID2782,2782,100.0,3135.0,759.5138755980861,635.0653907496013,24.38054226475279,0.0,0,9.079243113444592,1,,19.03736393056781,28.0,0.0,28.0,64708.0,13.064271046690934,0.8921316294258638,1.3741344167518268
1961.0,22.209586945436,194.51147373788882,319.49056603773585,36.01190681918539,6.027778703065183,5.974324638174423,ID2783,2783,85.0,1961.0,319.49056603773585,194.5114737378888,22.209586945436,0.0,0,7.7647890487634355,1,,12.488266776451214,0.0,0.0,29.0,30334.0,14.362724550331896,0.6130048963501508,0.6608814916778121
