
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
1462.93,496.42,4833.06,µm,Spot,Position,1,5,
1503.96,523.638,4858.49,µm,Spot,Position,1,23,
1475.56,449.823,4862.76,µm,Spot,Position,1,29,
1652,440.151,4853.27,µm,Spot,Position,1,68,
1549.49,522.384,4854.29,µm,Spot,Position,1,75,
1556.12,446.858,4856.32,µm,Spot,Position,1,77,
1603.99,436.857,4859.85,µm,Spot,Position,1,88,
1724.07,436.857,4856.77,µm,Spot,Position,1,127,
1723.52,480.692,4862.54,µm,Spot,Position,1,142,
1765.29,499.826,4862.35,µm,Spot,Position,1,143,
1873.73,552.951,4838.01,µm,Spot,Position,1,162,
1857.86,553.577,4841.47,µm,Spot,Position,1,164,
1897.78,514.488,4842.25,µm,Spot,Position,1,167,
1886.63,491.635,4847.25,µm,Spot,Position,1,171,
1871.11,535.725,4847.37,µm,Spot,Position,1,173,
1797.67,436.857,4848.84,µm,Spot,Position,1,174,
1912.44,546.95,4850.74,µm,Spot,Position,1,182,
1852.4,464.244,4854.24,µm,Spot,Position,1,188,
1894.2,455.475,4856.08,µm,Spot,Position,1,190,
1830.42,555.562,4856.94,µm,Spot,Position,1,192,
1863.8,541.097,4860.64,µm,Spot,Position,1,201,
2001.67,460.409,4838.85,µm,Spot,Position,1,217,
1976.95,458.797,4841.54,µm,Spot,Position,1,222,
2000.32,537.898,4851.41,µm,Spot,Position,1,237,
1919.18,549.01,4853.11,µm,Spot,Position,1,239,
1942.79,476.201,4854.58,µm,Spot,Position,1,241,
2018.21,444.826,4857.29,µm,Spot,Position,1,242,
2015.5,522.214,4857.29,µm,Spot,Position,1,244,
1972.64,448.435,4858.68,µm,Spot,Position,1,246,
1978.35,456.219,4860.94,µm,Spot,Position,1,250,
2044.24,465.397,4836.48,µm,Spot,Position,1,257,
1554.55,631.509,4847.39,µm,Spot,Position,1,300,
1663.12,592.758,4848.53,µm,Spot,Position,1,303,
1542.6,633.633,4851.41,µm,Spot,Position,1,305,
1606.64,641.926,4855.57,µm,Spot,Position,1,309,
1633.83,613.969,4862.23,µm,Spot,Position,1,313,
1765.43,676.082,4849.01,µm,Spot,Position,1,350,
1693.7,594.135,4852.38,µm,Spot,Position,1,354,
1738.58,651.023,4857.61,µm,Spot,Position,1,364,
1694.97,626.336,4863.17,µm,Spot,Position,1,369,
1872.99,626.888,4834.73,µm,Spot,Position,1,378,
1872.09,657.613,4836.01,µm,Spot,Position,1,380,
1827.37,625.165,4842.02,µm,Spot,Position,1,387,
1869.99,676.712,4853.81,µm,Spot,Position,1,397,
1802.98,674.163,4856.34,µm,Spot,Position,1,400,
1907,614.841,4861.04,µm,Spot,Position,1,404,
1869.72,635.488,4861.22,µm,Spot,Position,1,406,
1876.47,586.123,4862.94,µm,Spot,Position,1,412,
1888.82,613.027,4862.02,µm,Spot,Position,1,413,
2039.43,564.602,4857.06,µm,Spot,Position,1,457,
1990.08,571.856,4857.2,µm,Spot,Position,1,458,
1979.49,561.843,4858.58,µm,Spot,Position,1,461,
1469.87,763.55,4845.18,µm,Spot,Position,1,484,
1456.21,766.695,4844.72,µm,Spot,Position,1,485,
1518.22,794.955,4846.2,µm,Spot,Position,1,487,
1462.7,699.102,4861.54,µm,Spot,Position,1,498,
1593.03,750.388,4833.06,µm,Spot,Position,1,509,
1634.17,763.844,4833.06,µm,Spot,Position,1,510,
1641.01,790.837,4833.06,µm,Spot,Position,1,513,
1600.7,730.49,4836.41,µm,Spot,Position,1,518,
1561.33,739.411,4837.69,µm,Spot,Position,1,520,
1638.8,732.287,4839,µm,Spot,Position,1,522,
1540.63,735.849,4841.26,µm,Spot,Position,1,528,
1580.4,704.407,4851.97,µm,Spot,Position,1,552,
1654.33,731.105,4860.4,µm,Spot,Position,1,565,
1790.14,682.029,4833.06,µm,Spot,Position,1,572,
1766.06,720.914,4842.73,µm,Spot,Position,1,604,
1679.24,722.061,4845.98,µm,Spot,Position,1,615,
1687.88,725.642,4846.65,µm,Spot,Position,1,616,
1721.47,696.81,4852.46,µm,Spot,Position,1,626,
1756.13,767.18,4856.46,µm,Spot,Position,1,631,
1825.46,787.153,4833.06,µm,Spot,Position,1,661,
1841.96,748.357,4849.76,µm,Spot,Position,1,688,
1903.61,755.582,4851.74,µm,Spot,Position,1,693,
1813.01,759.511,4854.71,µm,Spot,Position,1,696,
1795.84,777.223,4857.17,µm,Spot,Position,1,704,
1811.65,794.044,4856.4,µm,Spot,Position,1,707,
1811.39,739.864,4859.92,µm,Spot,Position,1,714,
1838.64,694.595,4862.73,µm,Spot,Position,1,716,
1881.72,721.727,4862.09,µm,Spot,Position,1,718,
2007.02,767.522,4833.06,µm,Spot,Position,1,730,
1950.71,727.841,4843.19,µm,Spot,Position,1,748,
1987.52,702.267,4847.28,µm,Spot,Position,1,762,
1531.26,861.073,4833.06,µm,Spot,Position,1,780,
1501.41,877.287,4833.06,µm,Spot,Position,1,782,
1488.29,885.165,4833.06,µm,Spot,Position,1,783,
1511.05,843.182,4841.84,µm,Spot,Position,1,789,
1518.61,869.371,4840.69,µm,Spot,Position,1,790,
1451.2,879.612,4842.97,µm,Spot,Position,1,792,
1472.75,832.569,4845.13,µm,Spot,Position,1,794,
1459.65,810.333,4849.08,µm,Spot,Position,1,797,
1483.95,812.078,4848.99,µm,Spot,Position,1,798,
1531.24,808.024,4850.7,µm,Spot,Position,1,800,
1462.74,864.045,4861.88,µm,Spot,Position,1,809,
1626.36,804.819,4833.06,µm,Spot,Position,1,812,
1627.48,823.695,4833.06,µm,Spot,Position,1,814,
1574.82,836.891,4834.27,µm,Spot,Position,1,822,
1558.51,837.223,4837.59,µm,Spot,Position,1,823,
1614.73,840.166,4841.4,µm,Spot,Position,1,825,
1659.54,885.738,4843.16,µm,Spot,Position,1,829,
1550.35,848.892,4845.55,µm,Spot,Position,1,830,
1629.21,866.782,4850.19,µm,Spot,Position,1,835,
1593.68,847.439,4852.97,µm,Spot,Position,1,837,
1619.63,815.218,4858.96,µm,Spot,Position,1,845,
1754.26,817.814,4851.03,µm,Spot,Position,1,889,
1748.98,849.529,4856.95,µm,Spot,Position,1,900,
1776.57,878.615,4859.09,µm,Spot,Position,1,903,
1682.09,855.786,4860.39,µm,Spot,Position,1,905,
1724.04,867.161,4860.13,µm,Spot,Position,1,906,
1905.59,830.996,4833.06,µm,Spot,Position,1,914,
1824.34,852.709,4833.06,µm,Spot,Position,1,917,
1879.76,864.275,4833.06,µm,Spot,Position,1,921,
1863.39,880.074,4833.06,µm,Spot,Position,1,923,
1842.62,887.561,4837.9,µm,Spot,Position,1,933,
1901.87,887.598,4841.15,µm,Spot,Position,1,936,
1851.08,816.578,4842.57,µm,Spot,Position,1,937,
1802.8,887.304,4842.41,µm,Spot,Position,1,939,
1831.75,830.657,4844.74,µm,Spot,Position,1,941,
1842.81,867.92,4850.75,µm,Spot,Position,1,949,
1907.19,841.954,4854.92,µm,Spot,Position,1,952,
2041.11,854.25,4833.06,µm,Spot,Position,1,965,
2015.27,830.427,4839.13,µm,Spot,Position,1,978,
1918.63,875.777,4845.07,µm,Spot,Position,1,989,
2013.31,863.136,4849.97,µm,Spot,Position,1,994,
2021.41,887.102,4852.27,µm,Spot,Position,1,997,
1461.84,478.833,4864.34,µm,Spot,Position,1,1010,
1534.82,436.857,4876.62,µm,Spot,Position,1,1018,
1529.88,520.339,4876.88,µm,Spot,Position,1,1021,
1452.95,499.356,4884.38,µm,Spot,Position,1,1033,
1465.25,487.021,4894.12,µm,Spot,Position,1,1041,
1582.96,437.503,4864.24,µm,Spot,Position,1,1043,
1601.48,472.492,4866.8,µm,Spot,Position,1,1048,
1625.27,495.145,4868.93,µm,Spot,Position,1,1054,
1597.13,531.568,4876.3,µm,Spot,Position,1,1064,
1585.82,468.04,4878.7,µm,Spot,Position,1,1065,
1647.61,540.331,4878.35,µm,Spot,Position,1,1070,
1590.24,502.271,4880.07,µm,Spot,Position,1,1073,
1543.14,464.51,4881.68,µm,Spot,Position,1,1076,
1596.41,485.896,4881.27,µm,Spot,Position,1,1077,
1568.6,491.585,4889.26,µm,Spot,Position,1,1085,
1776.01,524.899,4864.19,µm,Spot,Position,1,1091,
1786.8,556.118,4864.31,µm,Spot,Position,1,1093,
1693.77,440.257,4865.8,µm,Spot,Position,1,1094,
1785.45,529.726,4866.89,µm,Spot,Position,1,1096,
1718.24,548.741,4866.39,µm,Spot,Position,1,1098,
1772.39,510.841,4868.74,µm,Spot,Position,1,1101,
1703.65,497.193,4869.9,µm,Spot,Position,1,1105,
1710.14,459.548,4874.27,µm,Spot,Position,1,1108,
1714.09,470.337,4873.78,µm,Spot,Position,1,1109,
1740.76,469.459,4878.59,µm,Spot,Position,1,1113,
1788.74,520.51,4882.38,µm,Spot,Position,1,1124,
1767.46,456.082,4885.53,µm,Spot,Position,1,1132,
1756.89,477.009,4886.07,µm,Spot,Position,1,1133,
1670.08,554.526,4886.94,µm,Spot,Position,1,1139,
1785.34,455.168,4892.24,µm,Spot,Position,1,1146,
1715.49,535.563,4891.47,µm,Spot,Position,1,1149,
1729.77,538.007,4891.17,µm,Spot,Position,1,1150,
1730.88,497.328,4893.34,µm,Spot,Position,1,1153,
1744.98,521.207,4894.12,µm,Spot,Position,1,1154,
1904.63,515.074,4864.98,µm,Spot,Position,1,1158,
1862.3,513.781,4867.93,µm,Spot,Position,1,1165,
1802.97,516.908,4869.9,µm,Spot,Position,1,1169,
1811.81,553.805,4874.52,µm,Spot,Position,1,1180,
1826.92,503.96,4876.79,µm,Spot,Position,1,1184,
1915.4,515.946,4876.88,µm,Spot,Position,1,1185,
1871.59,533.173,4878.58,µm,Spot,Position,1,1189,
1813.15,514.692,4881.38,µm,Spot,Position,1,1193,
1825.39,443.067,4884.02,µm,Spot,Position,1,1196,
1815.57,468.581,4884.5,µm,Spot,Position,1,1198,
1808.26,525.9,4883.36,µm,Spot,Position,1,1199,
1880.08,544.357,4884.03,µm,Spot,Position,1,1201,
1874.6,507.77,4886.66,µm,Spot,Position,1,1203,
1846.28,543.995,4886.18,µm,Spot,Position,1,1209,
1799.66,453.905,4887.43,µm,Spot,Position,1,1210,
1852.3,454.61,4888.25,µm,Spot,Position,1,1211,
1817.74,477.812,4887.35,µm,Spot,Position,1,1213,
1826.69,511.296,4887.98,µm,Spot,Position,1,1216,
1865.26,522.318,4888.14,µm,Spot,Position,1,1217,
1839.21,487.854,4889.99,µm,Spot,Position,1,1218,
1836.08,443.189,4893.4,µm,Spot,Position,1,1226,
1798.84,476.607,4894.33,µm,Spot,Position,1,1228,
1821.9,484.177,4894.42,µm,Spot,Position,1,1229,
1922.11,518.409,4866.33,µm,Spot,Position,1,1232,
1942,471.622,4868.93,µm,Spot,Position,1,1237,
1955.86,522.149,4868.73,µm,Spot,Position,1,1241,
1918.48,472.296,4869.46,µm,Spot,Position,1,1242,
1948.49,476.512,4870.66,µm,Spot,Position,1,1243,
1934.84,476.937,4871.36,µm,Spot,Position,1,1246,
2025.87,485.183,4877.4,µm,Spot,Position,1,1258,
2036.6,465.089,4880,µm,Spot,Position,1,1262,
2016.47,521.879,4879.71,µm,Spot,Position,1,1264,
1971.33,545.111,4882.48,µm,Spot,Position,1,1271,
2028.57,471.015,4890.15,µm,Spot,Position,1,1284,
2042.39,449.282,4891.07,µm,Spot,Position,1,1288,
1960.45,482.574,4892.41,µm,Spot,Position,1,1291,
2044.61,472.618,4885.78,µm,Spot,Position,1,1301,
1490.41,586.767,4864.03,µm,Spot,Position,1,1303,
1530.81,637.948,4882.39,µm,Spot,Position,1,1326,
1537.43,619.728,4883.95,µm,Spot,Position,1,1327,
1512.49,657.662,4885.9,µm,Spot,Position,1,1328,
1465.68,668.168,4887.35,µm,Spot,Position,1,1331,
1515.08,641.605,4890.61,µm,Spot,Position,1,1332,
1514.8,603.235,4891.1,µm,Spot,Position,1,1334,
1487.44,601.312,4893.82,µm,Spot,Position,1,1336,
1492.87,635.699,4894.43,µm,Spot,Position,1,1339,
1648.06,656.493,4864.92,µm,Spot,Position,1,1341,
1638.3,635.416,4868.49,µm,Spot,Position,1,1346,
1623,645.567,4868.81,µm,Spot,Position,1,1347,
1578.75,575.798,4871.31,µm,Spot,Position,1,1351,
1627.24,572.917,4874.64,µm,Spot,Position,1,1353,
1616.56,589.474,4874.53,µm,Spot,Position,1,1354,
1566.95,598.445,4875.03,µm,Spot,Position,1,1355,
1547.68,612.348,4875.08,µm,Spot,Position,1,1357,
1660.02,622.929,4874.18,µm,Spot,Position,1,1358,
1567.99,654.235,4874.65,µm,Spot,Position,1,1359,
1598.67,574.885,4876.07,µm,Spot,Position,1,1361,
1654.64,614.34,4876.46,µm,Spot,Position,1,1362,
1540.67,644.617,4875.42,µm,Spot,Position,1,1364,
1569.62,582.51,4880.56,µm,Spot,Position,1,1370,
1581.24,600.594,4879.23,µm,Spot,Position,1,1371,
1570.37,611.331,4880.45,µm,Spot,Position,1,1372,
1579.38,559.717,4882.32,µm,Spot,Position,1,1373,
1563.34,619.355,4882.9,µm,Spot,Position,1,1375,
1547.35,625.171,4882.25,µm,Spot,Position,1,1376,
1561.39,636.913,4886.43,µm,Spot,Position,1,1382,
1619.11,642.464,4885.67,µm,Spot,Position,1,1383,
1649.91,564.919,4894.21,µm,Spot,Position,1,1389,
1775.62,560.112,4864.27,µm,Spot,Position,1,1390,
1673.29,625.086,4864.46,µm,Spot,Position,1,1392,
1730.57,566.444,4870.89,µm,Spot,Position,1,1399,
1751.06,614.286,4869.92,µm,Spot,Position,1,1402,
1780.06,572.053,4873.14,µm,Spot,Position,1,1406,
1730.82,636.589,4871.59,µm,Spot,Position,1,1410,
1713.65,639.937,4873.68,µm,Spot,Position,1,1411,
1765.37,598.419,4879.92,µm,Spot,Position,1,1415,
1703.94,577.811,4883.48,µm,Spot,Position,1,1420,
1847.33,621.173,4864.86,µm,Spot,Position,1,1435,
1826.4,634.492,4863.53,µm,Spot,Position,1,1436,
1836.11,619.044,4865.34,µm,Spot,Position,1,1439,
1902.14,650.095,4866.81,µm,Spot,Position,1,1440,
1916.43,654.786,4868.3,µm,Spot,Position,1,1444,
1856.55,637.687,4870.47,µm,Spot,Position,1,1445,
1893.49,640.148,4869.63,µm,Spot,Position,1,1446,
1879.26,675.428,4869.46,µm,Spot,Position,1,1447,
1899.85,558.837,4872.24,µm,Spot,Position,1,1448,
1909.35,620.105,4872.7,µm,Spot,Position,1,1452,
1803.52,606.415,4874.14,µm,Spot,Position,1,1456,
1873.8,635.395,4873.69,µm,Spot,Position,1,1457,
1852.3,579.043,4876.76,µm,Spot,Position,1,1460,
1843.91,598.17,4875.97,µm,Spot,Position,1,1461,
1860.08,582.601,4877.89,µm,Spot,Position,1,1463,
1829.36,668.06,4880.97,µm,Spot,Position,1,1471,
1871.2,557.481,4890.64,µm,Spot,Position,1,1478,
1896.47,576.32,4891.52,µm,Spot,Position,1,1480,
1935.66,665.689,4867.08,µm,Spot,Position,1,1489,
1922.82,605.112,4868.13,µm,Spot,Position,1,1493,
1921.86,635.411,4868.63,µm,Spot,Position,1,1495,
1929.93,675.228,4867.77,µm,Spot,Position,1,1496,
1957.82,636.753,4874.45,µm,Spot,Position,1,1506,
1917.41,562.792,4875.86,µm,Spot,Position,1,1508,
1989.89,567.442,4876.93,µm,Spot,Position,1,1509,
1932.41,628.33,4875.93,µm,Spot,Position,1,1513,
1460.73,685.057,4864.28,µm,Spot,Position,1,1534,
1520.9,736.284,4868.54,µm,Spot,Position,1,1537,
1467.67,750.157,4870.18,µm,Spot,Position,1,1543,
1537.07,704.81,4872.48,µm,Spot,Position,1,1546,
1478.91,720.609,4871.81,µm,Spot,Position,1,1547,
1474.33,729.491,4874.21,µm,Spot,Position,1,1552,
1450.74,781.119,4873.68,µm,Spot,Position,1,1553,
1519.4,692.616,4877.85,µm,Spot,Position,1,1555,
1455.44,681.793,4886.56,µm,Spot,Position,1,1567,
1496.77,784.888,4890,µm,Spot,Position,1,1569,
1499.61,729.357,4892.97,µm,Spot,Position,1,1572,
1540.99,759.025,4864.58,µm,Spot,Position,1,1576,
1569.64,699.229,4870.61,µm,Spot,Position,1,1589,
1588.51,706.4,4876.19,µm,Spot,Position,1,1595,
1572.28,715.745,4889.94,µm,Spot,Position,1,1615,
1541.38,712.351,4893.47,µm,Spot,Position,1,1620,
1722.86,756.475,4870.7,µm,Spot,Position,1,1634,
