
Time
 ==================== 
Time,Unit,Category,Time,ID,
0,h,Spot,1,202,
0,h,Spot,1,361,
0,h,Spot,1,364,
0,h,Spot,1,366,
0,h,Spot,1,401,
0,h,Spot,1,406,
0,h,Spot,1,411,
0,h,Spot,1,418,
0,h,Spot,1,513,
0,h,Spot,1,574,
0,h,Spot,1,578,
0,h,Spot,1,581,
0,h,Spot,1,584,
0,h,Spot,1,592,
0,h,Spot,1,717,
0,h,Spot,1,718,
0,h,Spot,1,720,
0,h,Spot,1,726,
0,h,Spot,1,730,
0,h,Spot,1,733,
0,h,Spot,1,736,
0,h,Spot,1,737,
0,h,Spot,1,738,
0,h,Spot,1,739,
0,h,Spot,1,741,
0,h,Spot,1,745,
0,h,Spot,1,746,
0,h,Spot,1,752,
0,h,Spot,1,756,
0,h,Spot,1,757,
0,h,Spot,1,758,
0,h,Spot,1,759,
0,h,Spot,1,883,
0,h,Spot,1,886,
0,h,Spot,1,902,
0,h,Spot,1,939,
0,h,Spot,1,951,
0,h,Spot,1,952,
0,h,Spot,1,955,
0,h,Spot,1,960,
0,h,Spot,1,964,
0,h,Spot,1,965,
0,h,Spot,1,968,
0,h,Spot,1,982,
0,h,Spot,1,986,
0,h,Spot,1,998,
0,h,Spot,1,999,
0,h,Spot,1,1001,
0,h,Spot,1,1002,
0,h,Spot,1,1005,
0,h,Spot,1,1007,
0,h,Spot,1,1008,
0,h,Spot,1,1012,
0,h,Spot,1,1017,
0,h,Spot,1,1021,
0,h,Spot,1,1023,
0,h,Spot,1,1027,
0,h,Spot,1,1028,
0,h,Spot,1,1031,
0,h,Spot,1,1037,
0,h,Spot,1,1038,
0,h,Spot,1,1040,
0,h,Spot,1,1043,
0,h,Spot,1,1045,
0,h,Spot,1,1046,
0,h,Spot,1,1048,
0,h,Spot,1,1049,
0,h,Spot,1,1050,
0,h,Spot,1,1053,
0,h,Spot,1,1054,
0,h,Spot,1,1060,
0,h,Spot,1,1128,
0,h,Spot,1,1157,
0,h,Spot,1,1160,
0,h,Spot,1,1161,
0,h,Spot,1,1170,
0,h,Spot,1,1172,
0,h,Spot,1,1173,
0,h,Spot,1,1179,
0,h,Spot,1,1186,
0,h,Spot,1,1195,
0,h,Spot,1,1196,
0,h,Spot,1,1198,
0,h,Spot,1,1200,
0,h,Spot,1,1202,
0,h,Spot,1,1204,
0,h,Spot,1,1209,
0,h,Spot,1,1210,
0,h,Spot,1,1211,
