
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
5150.12,µm,Spot,Distance from Origin,4,7820,
5140.17,µm,Spot,Distance from Origin,4,7821,
5161.69,µm,Spot,Distance from Origin,4,7823,
5164.61,µm,Spot,Distance from Origin,4,7825,
5137.01,µm,Spot,Distance from Origin,4,7829,
5135.68,µm,Spot,Distance from Origin,4,7833,
5153.48,µm,Spot,Distance from Origin,4,7852,
5152.17,µm,Spot,Distance from Origin,4,7854,
5171.25,µm,Spot,Distance from Origin,4,7893,
5180.98,µm,Spot,Distance from Origin,4,7904,
5197.58,µm,Spot,Distance from Origin,4,7912,
5222.39,µm,Spot,Distance from Origin,4,7918,
5227.62,µm,Spot,Distance from Origin,4,7922,
5234.2,µm,Spot,Distance from Origin,4,7923,
5230.29,µm,Spot,Distance from Origin,4,7938,
5243.82,µm,Spot,Distance from Origin,4,7957,
5268.08,µm,Spot,Distance from Origin,4,7966,
5237.28,µm,Spot,Distance from Origin,4,7971,
5239.47,µm,Spot,Distance from Origin,4,7976,
5241.12,µm,Spot,Distance from Origin,4,7978,
5241.27,µm,Spot,Distance from Origin,4,7981,
5263.89,µm,Spot,Distance from Origin,4,7987,
5294.71,µm,Spot,Distance from Origin,4,7995,
5286.76,µm,Spot,Distance from Origin,4,8011,
5142.14,µm,Spot,Distance from Origin,4,8024,
5136.92,µm,Spot,Distance from Origin,4,8025,
5137.89,µm,Spot,Distance from Origin,4,8027,
5143.53,µm,Spot,Distance from Origin,4,8037,
5149.08,µm,Spot,Distance from Origin,4,8038,
5133.31,µm,Spot,Distance from Origin,4,8041,
5127.54,µm,Spot,Distance from Origin,4,8047,
5134.99,µm,Spot,Distance from Origin,4,8050,
5150.2,µm,Spot,Distance from Origin,4,8051,
5142.9,µm,Spot,Distance from Origin,4,8052,
5136.62,µm,Spot,Distance from Origin,4,8053,
5131.34,µm,Spot,Distance from Origin,4,8056,
5135.77,µm,Spot,Distance from Origin,4,8058,
5133.39,µm,Spot,Distance from Origin,4,8059,
5143.08,µm,Spot,Distance from Origin,4,8061,
5153.28,µm,Spot,Distance from Origin,4,8062,
5138.87,µm,Spot,Distance from Origin,4,8064,
5140.26,µm,Spot,Distance from Origin,4,8065,
5154.1,µm,Spot,Distance from Origin,4,8071,
5168.83,µm,Spot,Distance from Origin,4,8083,
5153.77,µm,Spot,Distance from Origin,4,8084,
5163.18,µm,Spot,Distance from Origin,4,8088,
5195.9,µm,Spot,Distance from Origin,4,8093,
5155.98,µm,Spot,Distance from Origin,4,8094,
5187.69,µm,Spot,Distance from Origin,4,8104,
5205.39,µm,Spot,Distance from Origin,4,8108,
5190.61,µm,Spot,Distance from Origin,4,8109,
5209.29,µm,Spot,Distance from Origin,4,8114,
5186.51,µm,Spot,Distance from Origin,4,8117,
5209.5,µm,Spot,Distance from Origin,4,8121,
5193.6,µm,Spot,Distance from Origin,4,8125,
5210.3,µm,Spot,Distance from Origin,4,8135,
5220.66,µm,Spot,Distance from Origin,4,8136,
5221.41,µm,Spot,Distance from Origin,4,8158,
5223,µm,Spot,Distance from Origin,4,8162,
5210.75,µm,Spot,Distance from Origin,4,8174,
5234.54,µm,Spot,Distance from Origin,4,8180,
5231.35,µm,Spot,Distance from Origin,4,8182,
5263.27,µm,Spot,Distance from Origin,4,8190,
5258.22,µm,Spot,Distance from Origin,4,8198,
5252.63,µm,Spot,Distance from Origin,4,8201,
5274.4,µm,Spot,Distance from Origin,4,8202,
5248.34,µm,Spot,Distance from Origin,4,8204,
5238.8,µm,Spot,Distance from Origin,4,8206,
5232.9,µm,Spot,Distance from Origin,4,8208,
5255.35,µm,Spot,Distance from Origin,4,8209,
5246.92,µm,Spot,Distance from Origin,4,8213,
5244.43,µm,Spot,Distance from Origin,4,8219,
5280.15,µm,Spot,Distance from Origin,4,8220,
5273.28,µm,Spot,Distance from Origin,4,8221,
5272.73,µm,Spot,Distance from Origin,4,8222,
5251.68,µm,Spot,Distance from Origin,4,8223,
5246.39,µm,Spot,Distance from Origin,4,8224,
5261.41,µm,Spot,Distance from Origin,4,8238,
5265.41,µm,Spot,Distance from Origin,4,8241,
5262.39,µm,Spot,Distance from Origin,4,8245,
5309.27,µm,Spot,Distance from Origin,4,8261,
5314.24,µm,Spot,Distance from Origin,4,8283,
5307.24,µm,Spot,Distance from Origin,4,8295,
5339.47,µm,Spot,Distance from Origin,4,8296,
5106.43,µm,Spot,Distance from Origin,4,8304,
5141.83,µm,Spot,Distance from Origin,4,8312,
5162.04,µm,Spot,Distance from Origin,4,8343,
5181.14,µm,Spot,Distance from Origin,4,8354,
5163.25,µm,Spot,Distance from Origin,4,8361,
5145.61,µm,Spot,Distance from Origin,4,8363,
5160.97,µm,Spot,Distance from Origin,4,8367,
5208.54,µm,Spot,Distance from Origin,4,8372,
5193.26,µm,Spot,Distance from Origin,4,8382,
5208.94,µm,Spot,Distance from Origin,4,8385,
5189.59,µm,Spot,Distance from Origin,4,8392,
5191.53,µm,Spot,Distance from Origin,4,8393,
5204.31,µm,Spot,Distance from Origin,4,8396,
5215.23,µm,Spot,Distance from Origin,4,8409,
5214.45,µm,Spot,Distance from Origin,4,8411,
5215.87,µm,Spot,Distance from Origin,4,8415,
5229.45,µm,Spot,Distance from Origin,4,8416,
5239.07,µm,Spot,Distance from Origin,4,8426,
5222.29,µm,Spot,Distance from Origin,4,8428,
5232.8,µm,Spot,Distance from Origin,4,8437,
5236.99,µm,Spot,Distance from Origin,4,8440,
5253.4,µm,Spot,Distance from Origin,4,8441,
5231.34,µm,Spot,Distance from Origin,4,8442,
5226.35,µm,Spot,Distance from Origin,4,8444,
5232.55,µm,Spot,Distance from Origin,4,8445,
5252.21,µm,Spot,Distance from Origin,4,8452,
5235.43,µm,Spot,Distance from Origin,4,8456,
5245.02,µm,Spot,Distance from Origin,4,8457,
5245.14,µm,Spot,Distance from Origin,4,8458,
5258.44,µm,Spot,Distance from Origin,4,8459,
5236.63,µm,Spot,Distance from Origin,4,8464,
5254.63,µm,Spot,Distance from Origin,4,8466,
5261.4,µm,Spot,Distance from Origin,4,8471,
5264.19,µm,Spot,Distance from Origin,4,8475,
5306.08,µm,Spot,Distance from Origin,4,8482,
5309.48,µm,Spot,Distance from Origin,4,8486,
5315.69,µm,Spot,Distance from Origin,4,8496,
5120.43,µm,Spot,Distance from Origin,4,8513,
5156.99,µm,Spot,Distance from Origin,4,8525,
5145.51,µm,Spot,Distance from Origin,4,8529,
5160.78,µm,Spot,Distance from Origin,4,8532,
5156.11,µm,Spot,Distance from Origin,4,8535,
5177.78,µm,Spot,Distance from Origin,4,8538,
5156.08,µm,Spot,Distance from Origin,4,8545,
5173.45,µm,Spot,Distance from Origin,4,8547,
5173.2,µm,Spot,Distance from Origin,4,8548,
5171.41,µm,Spot,Distance from Origin,4,8549,
5157.86,µm,Spot,Distance from Origin,4,8550,
5153.99,µm,Spot,Distance from Origin,4,8551,
5154.93,µm,Spot,Distance from Origin,4,8552,
5164.37,µm,Spot,Distance from Origin,4,8553,
5160.78,µm,Spot,Distance from Origin,4,8554,
5167.49,µm,Spot,Distance from Origin,4,8555,
5188.31,µm,Spot,Distance from Origin,4,8560,
5163.69,µm,Spot,Distance from Origin,4,8568,
5165.47,µm,Spot,Distance from Origin,4,8569,
5159.34,µm,Spot,Distance from Origin,4,8575,
5166.18,µm,Spot,Distance from Origin,4,8576,
5187.09,µm,Spot,Distance from Origin,4,8579,
5197.56,µm,Spot,Distance from Origin,4,8586,
5185.33,µm,Spot,Distance from Origin,4,8598,
5208.42,µm,Spot,Distance from Origin,4,8599,
5201.36,µm,Spot,Distance from Origin,4,8601,
5221.08,µm,Spot,Distance from Origin,4,8602,
5206.37,µm,Spot,Distance from Origin,4,8609,
5226.02,µm,Spot,Distance from Origin,4,8613,
5196.74,µm,Spot,Distance from Origin,4,8622,
5236.48,µm,Spot,Distance from Origin,4,8632,
5267.39,µm,Spot,Distance from Origin,4,8634,
5261.64,µm,Spot,Distance from Origin,4,8641,
5263.69,µm,Spot,Distance from Origin,4,8642,
5253.01,µm,Spot,Distance from Origin,4,8648,
5248.48,µm,Spot,Distance from Origin,4,8652,
5240.87,µm,Spot,Distance from Origin,4,8653,
5247.7,µm,Spot,Distance from Origin,4,8654,
5260.82,µm,Spot,Distance from Origin,4,8658,
5241.2,µm,Spot,Distance from Origin,4,8665,
5258.34,µm,Spot,Distance from Origin,4,8671,
5266.58,µm,Spot,Distance from Origin,4,8672,
5272.08,µm,Spot,Distance from Origin,4,8682,
5269.87,µm,Spot,Distance from Origin,4,8684,
5281.39,µm,Spot,Distance from Origin,4,8686,
5284.27,µm,Spot,Distance from Origin,4,8696,
5299.19,µm,Spot,Distance from Origin,4,8699,
5127.25,µm,Spot,Distance from Origin,4,8717,
5161.45,µm,Spot,Distance from Origin,4,8718,
5126.06,µm,Spot,Distance from Origin,4,8720,
5131.18,µm,Spot,Distance from Origin,4,8723,
5154.93,µm,Spot,Distance from Origin,4,8726,
5133.59,µm,Spot,Distance from Origin,4,8727,
5159.81,µm,Spot,Distance from Origin,4,8730,
5145.13,µm,Spot,Distance from Origin,4,8733,
5156.31,µm,Spot,Distance from Origin,4,8737,
5158.08,µm,Spot,Distance from Origin,4,8738,
5144.32,µm,Spot,Distance from Origin,4,8745,
5160.88,µm,Spot,Distance from Origin,4,8747,
5181.68,µm,Spot,Distance from Origin,4,8748,
5149.1,µm,Spot,Distance from Origin,4,8749,
5171.28,µm,Spot,Distance from Origin,4,8755,
5167.5,µm,Spot,Distance from Origin,4,8768,
5177.54,µm,Spot,Distance from Origin,4,8774,
5183.38,µm,Spot,Distance from Origin,4,8775,
5180.48,µm,Spot,Distance from Origin,4,8784,
5188.93,µm,Spot,Distance from Origin,4,8795,
5179.97,µm,Spot,Distance from Origin,4,8800,
5252.87,µm,Spot,Distance from Origin,4,8830,
5246.79,µm,Spot,Distance from Origin,4,8833,
5264.18,µm,Spot,Distance from Origin,4,8834,
5258.98,µm,Spot,Distance from Origin,4,8837,
5267.18,µm,Spot,Distance from Origin,4,8841,
5285.16,µm,Spot,Distance from Origin,4,8843,
5267.05,µm,Spot,Distance from Origin,4,8847,
5151.07,µm,Spot,Distance from Origin,4,8855,
5175.4,µm,Spot,Distance from Origin,4,8857,
5155.34,µm,Spot,Distance from Origin,4,8860,
5150.47,µm,Spot,Distance from Origin,4,8869,
5152.58,µm,Spot,Distance from Origin,4,8870,
5181.29,µm,Spot,Distance from Origin,4,8872,
5168.28,µm,Spot,Distance from Origin,4,8875,
5179.63,µm,Spot,Distance from Origin,4,8876,
5170.02,µm,Spot,Distance from Origin,4,8885,
5169.85,µm,Spot,Distance from Origin,4,8887,
5168.05,µm,Spot,Distance from Origin,4,8896,
5187.76,µm,Spot,Distance from Origin,4,8899,
5185.86,µm,Spot,Distance from Origin,4,8902,
5192.88,µm,Spot,Distance from Origin,4,8908,
5245.64,µm,Spot,Distance from Origin,4,8964,
5273.75,µm,Spot,Distance from Origin,4,8980,
5142.69,µm,Spot,Distance from Origin,4,9019,
5145.85,µm,Spot,Distance from Origin,4,9028,
5170.21,µm,Spot,Distance from Origin,4,9037,
5215.38,µm,Spot,Distance from Origin,4,9060,
5212.67,µm,Spot,Distance from Origin,4,9063,
5215.59,µm,Spot,Distance from Origin,4,9065,
5217.07,µm,Spot,Distance from Origin,4,9066,
5240.22,µm,Spot,Distance from Origin,4,9072,
5216.72,µm,Spot,Distance from Origin,4,9077,
5248.37,µm,Spot,Distance from Origin,4,9089,
5271.52,µm,Spot,Distance from Origin,4,9090,
5275.2,µm,Spot,Distance from Origin,4,9092,
5242.79,µm,Spot,Distance from Origin,4,9093,
5268.99,µm,Spot,Distance from Origin,4,9095,
5259.3,µm,Spot,Distance from Origin,4,9098,
5264.1,µm,Spot,Distance from Origin,4,9101,
5241.83,µm,Spot,Distance from Origin,4,9102,
5283.55,µm,Spot,Distance from Origin,4,9103,
5328.22,µm,Spot,Distance from Origin,4,9128,
5309.98,µm,Spot,Distance from Origin,4,9129,
5298.69,µm,Spot,Distance from Origin,4,9133,
5329.59,µm,Spot,Distance from Origin,4,9140,
5347.51,µm,Spot,Distance from Origin,4,9152,
5152.33,µm,Spot,Distance from Origin,4,9155,
5158.39,µm,Spot,Distance from Origin,4,9156,
5160.51,µm,Spot,Distance from Origin,4,9162,
5150.26,µm,Spot,Distance from Origin,4,9167,
5172.89,µm,Spot,Distance from Origin,4,9171,
5152.45,µm,Spot,Distance from Origin,4,9172,
5152.08,µm,Spot,Distance from Origin,4,9174,
5170.35,µm,Spot,Distance from Origin,4,9176,
5165.19,µm,Spot,Distance from Origin,4,9179,
5171.77,µm,Spot,Distance from Origin,4,9181,
5163.81,µm,Spot,Distance from Origin,4,9183,
5198.27,µm,Spot,Distance from Origin,4,9196,
5170.58,µm,Spot,Distance from Origin,4,9199,
5179.64,µm,Spot,Distance from Origin,4,9200,
5193.28,µm,Spot,Distance from Origin,4,9207,
5213.93,µm,Spot,Distance from Origin,4,9213,
5187.14,µm,Spot,Distance from Origin,4,9215,
5245.48,µm,Spot,Distance from Origin,4,9223,
5170.59,µm,Spot,Distance from Origin,4,9276,
5180.37,µm,Spot,Distance from Origin,4,9277,
5168.18,µm,Spot,Distance from Origin,4,9279,
5168.91,µm,Spot,Distance from Origin,4,9280,
5170.33,µm,Spot,Distance from Origin,4,9283,
5166.83,µm,Spot,Distance from Origin,4,9285,
5168.34,µm,Spot,Distance from Origin,4,9286,
5165.73,µm,Spot,Distance from Origin,4,9287,
5172.51,µm,Spot,Distance from Origin,4,9289,
5182.25,µm,Spot,Distance from Origin,4,9291,
5169.85,µm,Spot,Distance from Origin,4,9297,
5197.08,µm,Spot,Distance from Origin,4,9298,
5207.48,µm,Spot,Distance from Origin,4,9312,
5198.69,µm,Spot,Distance from Origin,4,9346,
5175.06,µm,Spot,Distance from Origin,4,9347,
5188.94,µm,Spot,Distance from Origin,4,9348,
5189.11,µm,Spot,Distance from Origin,4,9357,
5330.32,µm,Spot,Distance from Origin,4,9491,
5361.95,µm,Spot,Distance from Origin,4,9499,
5323.88,µm,Spot,Distance from Origin,4,9555,
5117.59,µm,Spot,Distance from Origin,5,9811,
5133.65,µm,Spot,Distance from Origin,5,9817,
5128.4,µm,Spot,Distance from Origin,5,9838,
5218.47,µm,Spot,Distance from Origin,5,9877,
5227.01,µm,Spot,Distance from Origin,5,9884,
5226.81,µm,Spot,Distance from Origin,5,9885,
5248.47,µm,Spot,Distance from Origin,5,9915,
5285.29,µm,Spot,Distance from Origin,5,9916,
5130.19,µm,Spot,Distance from Origin,5,9948,
5132.86,µm,Spot,Distance from Origin,5,9950,
5157.07,µm,Spot,Distance from Origin,5,9956,
5190.18,µm,Spot,Distance from Origin,5,9967,
5208.95,µm,Spot,Distance from Origin,5,9984,
5205.61,µm,Spot,Distance from Origin,5,9988,
5238.66,µm,Spot,Distance from Origin,5,10000,
5252.19,µm,Spot,Distance from Origin,5,10030,
5124.54,µm,Spot,Distance from Origin,5,10065,
5143.26,µm,Spot,Distance from Origin,5,10082,
5119.8,µm,Spot,Distance from Origin,5,10083,
5131.81,µm,Spot,Distance from Origin,5,10087,
5160.75,µm,Spot,Distance from Origin,5,10101,
5155.85,µm,Spot,Distance from Origin,5,10103,
5150.56,µm,Spot,Distance from Origin,5,10110,
5141.07,µm,Spot,Distance from Origin,5,10112,
5167.36,µm,Spot,Distance from Origin,5,10119,
5137.98,µm,Spot,Distance from Origin,5,10120,
5136.83,µm,Spot,Distance from Origin,5,10124,
5154.04,µm,Spot,Distance from Origin,5,10141,
5189.64,µm,Spot,Distance from Origin,5,10157,
5167.53,µm,Spot,Distance from Origin,5,10163,
5183.35,µm,Spot,Distance from Origin,5,10190,
5198.79,µm,Spot,Distance from Origin,5,10199,
5221.75,µm,Spot,Distance from Origin,5,10204,
5232.77,µm,Spot,Distance from Origin,5,10207,
5230.64,µm,Spot,Distance from Origin,5,10229,
5244.74,µm,Spot,Distance from Origin,5,10250,
5235.86,µm,Spot,Distance from Origin,5,10258,
5239.69,µm,Spot,Distance from Origin,5,10261,
5269.8,µm,Spot,Distance from Origin,5,10262,
5239.66,µm,Spot,Distance from Origin,5,10263,
5250.64,µm,Spot,Distance from Origin,5,10264,
5239.41,µm,Spot,Distance from Origin,5,10267,
5242.34,µm,Spot,Distance from Origin,5,10271,
5229.18,µm,Spot,Distance from Origin,5,10272,
5264.98,µm,Spot,Distance from Origin,5,10273,
5292.88,µm,Spot,Distance from Origin,5,10283,
5290.27,µm,Spot,Distance from Origin,5,10297,
5279.26,µm,Spot,Distance from Origin,5,10300,
5143.02,µm,Spot,Distance from Origin,5,10314,
5137.27,µm,Spot,Distance from Origin,5,10316,
5136.77,µm,Spot,Distance from Origin,5,10318,
5149.57,µm,Spot,Distance from Origin,5,10325,
5144.23,µm,Spot,Distance from Origin,5,10327,
5131.04,µm,Spot,Distance from Origin,5,10329,
5131.85,µm,Spot,Distance from Origin,5,10331,
5126,µm,Spot,Distance from Origin,5,10335,
5143.98,µm,Spot,Distance from Origin,5,10338,
5128.9,µm,Spot,Distance from Origin,5,10339,
5137.54,µm,Spot,Distance from Origin,5,10340,
5153.39,µm,Spot,Distance from Origin,5,10344,
5131.43,µm,Spot,Distance from Origin,5,10345,
5135.21,µm,Spot,Distance from Origin,5,10347,
5137.9,µm,Spot,Distance from Origin,5,10348,
5148.01,µm,Spot,Distance from Origin,5,10350,
5155.22,µm,Spot,Distance from Origin,5,10354,
5147.24,µm,Spot,Distance from Origin,5,10357,
5154.65,µm,Spot,Distance from Origin,5,10368,
5162.17,µm,Spot,Distance from Origin,5,10371,
5155.72,µm,Spot,Distance from Origin,5,10374,
5195.59,µm,Spot,Distance from Origin,5,10378,
5187,µm,Spot,Distance from Origin,5,10383,
5207.71,µm,Spot,Distance from Origin,5,10390,
5203.46,µm,Spot,Distance from Origin,5,10391,
5190.28,µm,Spot,Distance from Origin,5,10392,
5207.84,µm,Spot,Distance from Origin,5,10405,
5185.12,µm,Spot,Distance from Origin,5,10409,
5194.27,µm,Spot,Distance from Origin,5,10415,
5210.51,µm,Spot,Distance from Origin,5,10427,
5221.39,µm,Spot,Distance from Origin,5,10428,
5220.15,µm,Spot,Distance from Origin,5,10445,
5222.85,µm,Spot,Distance from Origin,5,10449,
5232.39,µm,Spot,Distance from Origin,5,10451,
5210.39,µm,Spot,Distance from Origin,5,10457,
5233.69,µm,Spot,Distance from Origin,5,10463,
5230.88,µm,Spot,Distance from Origin,5,10467,
5264.45,µm,Spot,Distance from Origin,5,10471,
5234.31,µm,Spot,Distance from Origin,5,10472,
5250.72,µm,Spot,Distance from Origin,5,10475,
5231.62,µm,Spot,Distance from Origin,5,10480,
5253.38,µm,Spot,Distance from Origin,5,10481,
5274.88,µm,Spot,Distance from Origin,5,10483,
5253.07,µm,Spot,Distance from Origin,5,10484,
5250.47,µm,Spot,Distance from Origin,5,10488,
5246.86,µm,Spot,Distance from Origin,5,10491,
5269.45,µm,Spot,Distance from Origin,5,10494,
5243.41,µm,Spot,Distance from Origin,5,10498,
5280.35,µm,Spot,Distance from Origin,5,10499,
5252.68,µm,Spot,Distance from Origin,5,10500,
5246.42,µm,Spot,Distance from Origin,5,10501,
5260.89,µm,Spot,Distance from Origin,5,10511,
5263.99,µm,Spot,Distance from Origin,5,10512,
5261.47,µm,Spot,Distance from Origin,5,10515,
5284.17,µm,Spot,Distance from Origin,5,10517,
5286.39,µm,Spot,Distance from Origin,5,10560,
5305.86,µm,Spot,Distance from Origin,5,10569,
5337.09,µm,Spot,Distance from Origin,5,10570,
5160.43,µm,Spot,Distance from Origin,5,10614,
5179.78,µm,Spot,Distance from Origin,5,10625,
5145.19,µm,Spot,Distance from Origin,5,10635,
5160.2,µm,Spot,Distance from Origin,5,10638,
5191.63,µm,Spot,Distance from Origin,5,10653,
5188.63,µm,Spot,Distance from Origin,5,10663,
5190.85,µm,Spot,Distance from Origin,5,10665,
5202.7,µm,Spot,Distance from Origin,5,10667,
5224.25,µm,Spot,Distance from Origin,5,10669,
5211.26,µm,Spot,Distance from Origin,5,10685,
5195,µm,Spot,Distance from Origin,5,10689,
5228.21,µm,Spot,Distance from Origin,5,10692,
5255.81,µm,Spot,Distance from Origin,5,10700,
5220.62,µm,Spot,Distance from Origin,5,10704,
5250.6,µm,Spot,Distance from Origin,5,10714,
5229.37,µm,Spot,Distance from Origin,5,10717,
5235.93,µm,Spot,Distance from Origin,5,10721,
5251.9,µm,Spot,Distance from Origin,5,10729,
5263.1,µm,Spot,Distance from Origin,5,10730,
5242.73,µm,Spot,Distance from Origin,5,10731,
5255.58,µm,Spot,Distance from Origin,5,10732,
5233.32,µm,Spot,Distance from Origin,5,10739,
5274.98,µm,Spot,Distance from Origin,5,10743,
5304.1,µm,Spot,Distance from Origin,5,10746,
5306.83,µm,Spot,Distance from Origin,5,10749,
5156.95,µm,Spot,Distance from Origin,5,10790,
5158.07,µm,Spot,Distance from Origin,5,10791,
5144.39,µm,Spot,Distance from Origin,5,10795,
5160.47,µm,Spot,Distance from Origin,5,10796,
5155.71,µm,Spot,Distance from Origin,5,10800,
5179.6,µm,Spot,Distance from Origin,5,10802,
5184.98,µm,Spot,Distance from Origin,5,10809,
5154.14,µm,Spot,Distance from Origin,5,10810,
5168.73,µm,Spot,Distance from Origin,5,10811,
5152.33,µm,Spot,Distance from Origin,5,10814,
5164.66,µm,Spot,Distance from Origin,5,10816,
5172.31,µm,Spot,Distance from Origin,5,10817,
5165.41,µm,Spot,Distance from Origin,5,10825,
5160.66,µm,Spot,Distance from Origin,5,10827,
5162.07,µm,Spot,Distance from Origin,5,10831,
5166.11,µm,Spot,Distance from Origin,5,10832,
5166.09,µm,Spot,Distance from Origin,5,10836,
5167.4,µm,Spot,Distance from Origin,5,10838,
5187.98,µm,Spot,Distance from Origin,5,10839,
5195.09,µm,Spot,Distance from Origin,5,10845,
5184.98,µm,Spot,Distance from Origin,5,10850,
5209.2,µm,Spot,Distance from Origin,5,10857,
5199.72,µm,Spot,Distance from Origin,5,10858,
5213.04,µm,Spot,Distance from Origin,5,10860,
5261.76,µm,Spot,Distance from Origin,5,10890,
5237.3,µm,Spot,Distance from Origin,5,10891,
5251.2,µm,Spot,Distance from Origin,5,10892,
5238.01,µm,Spot,Distance from Origin,5,10897,
5270.12,µm,Spot,Distance from Origin,5,10898,
5261.86,µm,Spot,Distance from Origin,5,10903,
5263.9,µm,Spot,Distance from Origin,5,10906,
5244.74,µm,Spot,Distance from Origin,5,10908,
5227.53,µm,Spot,Distance from Origin,5,10909,
5253.91,µm,Spot,Distance from Origin,5,10912,
5244.4,µm,Spot,Distance from Origin,5,10914,
5273.29,µm,Spot,Distance from Origin,5,10915,
5259.23,µm,Spot,Distance from Origin,5,10916,
5257.07,µm,Spot,Distance from Origin,5,10923,
5262.19,µm,Spot,Distance from Origin,5,10931,
5273.51,µm,Spot,Distance from Origin,5,10933,
5270.13,µm,Spot,Distance from Origin,5,10935,
5297.62,µm,Spot,Distance from Origin,5,10946,
5125.65,µm,Spot,Distance from Origin,5,10957,
5160.99,µm,Spot,Distance from Origin,5,10963,
5154.95,µm,Spot,Distance from Origin,5,10966,
5129.94,µm,Spot,Distance from Origin,5,10968,
5141.53,µm,Spot,Distance from Origin,5,10970,
5159.89,µm,Spot,Distance from Origin,5,10971,
5142.47,µm,Spot,Distance from Origin,5,10987,
5161.54,µm,Spot,Distance from Origin,5,10988,
5181.84,µm,Spot,Distance from Origin,5,10991,
5159.35,µm,Spot,Distance from Origin,5,10995,
5171.03,µm,Spot,Distance from Origin,5,11001,
5168.13,µm,Spot,Distance from Origin,5,11008,
5182.83,µm,Spot,Distance from Origin,5,11017,
5177.42,µm,Spot,Distance from Origin,5,11021,
5181.87,µm,Spot,Distance from Origin,5,11031,
5186.71,µm,Spot,Distance from Origin,5,11043,
5221.11,µm,Spot,Distance from Origin,5,11056,
5247.14,µm,Spot,Distance from Origin,5,11075,
5252.68,µm,Spot,Distance from Origin,5,11076,
5258.45,µm,Spot,Distance from Origin,5,11079,
5265.19,µm,Spot,Distance from Origin,5,11081,
5285.01,µm,Spot,Distance from Origin,5,11088,
5266.92,µm,Spot,Distance from Origin,5,11090,
5173.72,µm,Spot,Distance from Origin,5,11094,
5153.31,µm,Spot,Distance from Origin,5,11096,
5147.75,µm,Spot,Distance from Origin,5,11101,
5182.07,µm,Spot,Distance from Origin,5,11105,
5171.34,µm,Spot,Distance from Origin,5,11106,
5167.62,µm,Spot,Distance from Origin,5,11108,
5179.09,µm,Spot,Distance from Origin,5,11109,
5165.71,µm,Spot,Distance from Origin,5,11114,
5186.95,µm,Spot,Distance from Origin,5,11130,
5168.81,µm,Spot,Distance from Origin,5,11131,
5273.22,µm,Spot,Distance from Origin,5,11200,
5138.2,µm,Spot,Distance from Origin,5,11236,
5141.17,µm,Spot,Distance from Origin,5,11237,
5142.81,µm,Spot,Distance from Origin,5,11242,
5168.79,µm,Spot,Distance from Origin,5,11253,
5185.68,µm,Spot,Distance from Origin,5,11256,
5210.49,µm,Spot,Distance from Origin,5,11276,
5213.56,µm,Spot,Distance from Origin,5,11279,
5217.75,µm,Spot,Distance from Origin,5,11280,
5236.43,µm,Spot,Distance from Origin,5,11290,
5214.49,µm,Spot,Distance from Origin,5,11295,
5267.41,µm,Spot,Distance from Origin,5,11314,
5261.14,µm,Spot,Distance from Origin,5,11317,
5273.89,µm,Spot,Distance from Origin,5,11322,
5255.42,µm,Spot,Distance from Origin,5,11328,
5265.86,µm,Spot,Distance from Origin,5,11335,
5278.85,µm,Spot,Distance from Origin,5,11338,
5290.14,µm,Spot,Distance from Origin,5,11348,
5324.65,µm,Spot,Distance from Origin,5,11350,
5306,µm,Spot,Distance from Origin,5,11351,
5297.65,µm,Spot,Distance from Origin,5,11359,
5328.51,µm,Spot,Distance from Origin,5,11361,
5342.79,µm,Spot,Distance from Origin,5,11370,
5150.31,µm,Spot,Distance from Origin,5,11374,
5158.58,µm,Spot,Distance from Origin,5,11377,
5158.79,µm,Spot,Distance from Origin,5,11383,
5169.26,µm,Spot,Distance from Origin,5,11384,
5172.12,µm,Spot,Distance from Origin,5,11391,
5149.07,µm,Spot,Distance from Origin,5,11393,
5149.4,µm,Spot,Distance from Origin,5,11401,
5170.64,µm,Spot,Distance from Origin,5,11404,
5161.35,µm,Spot,Distance from Origin,5,11405,
5194.91,µm,Spot,Distance from Origin,5,11415,
5180.38,µm,Spot,Distance from Origin,5,11423,
5192.72,µm,Spot,Distance from Origin,5,11432,
5214.7,µm,Spot,Distance from Origin,5,11435,
5179.47,µm,Spot,Distance from Origin,5,11477,
5170.94,µm,Spot,Distance from Origin,5,11478,
5166.7,µm,Spot,Distance from Origin,5,11480,
5168.39,µm,Spot,Distance from Origin,5,11481,
5168.64,µm,Spot,Distance from Origin,5,11482,
5165.71,µm,Spot,Distance from Origin,5,11487,
5165.25,µm,Spot,Distance from Origin,5,11488,
5169.21,µm,Spot,Distance from Origin,5,11490,
5166.22,µm,Spot,Distance from Origin,5,11495,
5205.86,µm,Spot,Distance from Origin,5,11514,
5188.12,µm,Spot,Distance from Origin,5,11549,
5191.26,µm,Spot,Distance from Origin,5,11555,
5175.75,µm,Spot,Distance from Origin,5,11556,
5188.65,µm,Spot,Distance from Origin,5,11561,
5311.96,µm,Spot,Distance from Origin,5,11668,
5358.58,µm,Spot,Distance from Origin,5,11680,
5129.88,µm,Spot,Distance from Origin,6,11937,
5220.19,µm,Spot,Distance from Origin,6,11965,
5227.54,µm,Spot,Distance from Origin,6,11968,
5228.14,µm,Spot,Distance from Origin,6,11972,
5287.24,µm,Spot,Distance from Origin,6,11991,
5131.89,µm,Spot,Distance from Origin,6,12018,
