
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
5228.85,µm,Spot,Distance from Origin,2,3854,
5247.51,µm,Spot,Distance from Origin,2,3855,
5244.19,µm,Spot,Distance from Origin,2,3858,
5259.37,µm,Spot,Distance from Origin,2,3859,
5247.97,µm,Spot,Distance from Origin,2,3863,
5237.15,µm,Spot,Distance from Origin,2,3867,
5246.15,µm,Spot,Distance from Origin,2,3868,
5258.3,µm,Spot,Distance from Origin,2,3869,
5261.69,µm,Spot,Distance from Origin,2,3873,
5262.26,µm,Spot,Distance from Origin,2,3874,
5267.56,µm,Spot,Distance from Origin,2,3876,
5309.79,µm,Spot,Distance from Origin,2,3887,
5317.13,µm,Spot,Distance from Origin,2,3900,
5287.83,µm,Spot,Distance from Origin,2,3904,
5293.65,µm,Spot,Distance from Origin,2,3919,
5123.33,µm,Spot,Distance from Origin,2,3925,
5140.51,µm,Spot,Distance from Origin,2,3934,
5146.71,µm,Spot,Distance from Origin,2,3942,
5161.56,µm,Spot,Distance from Origin,2,3943,
5178.05,µm,Spot,Distance from Origin,2,3948,
5155.58,µm,Spot,Distance from Origin,2,3955,
5172.26,µm,Spot,Distance from Origin,2,3956,
5170.79,µm,Spot,Distance from Origin,2,3957,
5173.52,µm,Spot,Distance from Origin,2,3959,
5152.97,µm,Spot,Distance from Origin,2,3961,
5165.71,µm,Spot,Distance from Origin,2,3963,
5188.51,µm,Spot,Distance from Origin,2,3966,
5174.63,µm,Spot,Distance from Origin,2,3968,
5164.63,µm,Spot,Distance from Origin,2,3969,
5161.86,µm,Spot,Distance from Origin,2,3975,
5166.63,µm,Spot,Distance from Origin,2,3976,
5163.48,µm,Spot,Distance from Origin,2,3979,
5166.61,µm,Spot,Distance from Origin,2,3981,
5162.18,µm,Spot,Distance from Origin,2,3982,
5159.89,µm,Spot,Distance from Origin,2,3987,
5170.24,µm,Spot,Distance from Origin,2,3988,
5188.35,µm,Spot,Distance from Origin,2,3989,
5184.88,µm,Spot,Distance from Origin,2,3999,
5201.3,µm,Spot,Distance from Origin,2,4002,
5211.03,µm,Spot,Distance from Origin,2,4008,
5222.24,µm,Spot,Distance from Origin,2,4011,
5188.74,µm,Spot,Distance from Origin,2,4014,
5225.1,µm,Spot,Distance from Origin,2,4023,
5214.51,µm,Spot,Distance from Origin,2,4032,
5195.24,µm,Spot,Distance from Origin,2,4033,
5258.19,µm,Spot,Distance from Origin,2,4047,
5266.89,µm,Spot,Distance from Origin,2,4048,
5263.77,µm,Spot,Distance from Origin,2,4051,
5261.14,µm,Spot,Distance from Origin,2,4052,
5255.05,µm,Spot,Distance from Origin,2,4053,
5269.26,µm,Spot,Distance from Origin,2,4056,
5231.86,µm,Spot,Distance from Origin,2,4058,
5258.6,µm,Spot,Distance from Origin,2,4059,
5247.7,µm,Spot,Distance from Origin,2,4062,
5248.07,µm,Spot,Distance from Origin,2,4064,
5257.41,µm,Spot,Distance from Origin,2,4079,
5266.31,µm,Spot,Distance from Origin,2,4081,
5267.2,µm,Spot,Distance from Origin,2,4082,
5275.6,µm,Spot,Distance from Origin,2,4083,
5278.57,µm,Spot,Distance from Origin,2,4085,
5272.9,µm,Spot,Distance from Origin,2,4088,
5280.27,µm,Spot,Distance from Origin,2,4090,
5270.81,µm,Spot,Distance from Origin,2,4092,
5283.55,µm,Spot,Distance from Origin,2,4103,
5293.01,µm,Spot,Distance from Origin,2,4104,
5299.95,µm,Spot,Distance from Origin,2,4107,
5284.38,µm,Spot,Distance from Origin,2,4109,
5127.94,µm,Spot,Distance from Origin,2,4121,
5136.05,µm,Spot,Distance from Origin,2,4122,
5129.03,µm,Spot,Distance from Origin,2,4125,
5128.17,µm,Spot,Distance from Origin,2,4129,
5155.7,µm,Spot,Distance from Origin,2,4138,
5158.42,µm,Spot,Distance from Origin,2,4140,
5140.27,µm,Spot,Distance from Origin,2,4141,
5147,µm,Spot,Distance from Origin,2,4146,
5147.45,µm,Spot,Distance from Origin,2,4148,
5156.76,µm,Spot,Distance from Origin,2,4150,
5158.83,µm,Spot,Distance from Origin,2,4151,
5153.78,µm,Spot,Distance from Origin,2,4152,
5154.09,µm,Spot,Distance from Origin,2,4158,
5144.92,µm,Spot,Distance from Origin,2,4160,
5179.7,µm,Spot,Distance from Origin,2,4163,
5188.3,µm,Spot,Distance from Origin,2,4165,
5159.25,µm,Spot,Distance from Origin,2,4169,
5165.81,µm,Spot,Distance from Origin,2,4177,
5185.62,µm,Spot,Distance from Origin,2,4190,
5178.82,µm,Spot,Distance from Origin,2,4192,
5184.04,µm,Spot,Distance from Origin,2,4193,
5181.2,µm,Spot,Distance from Origin,2,4197,
5185.23,µm,Spot,Distance from Origin,2,4202,
5191.54,µm,Spot,Distance from Origin,2,4206,
5223.23,µm,Spot,Distance from Origin,2,4222,
5246.17,µm,Spot,Distance from Origin,2,4238,
5252.07,µm,Spot,Distance from Origin,2,4241,
5266.39,µm,Spot,Distance from Origin,2,4244,
5263.77,µm,Spot,Distance from Origin,2,4245,
5282.98,µm,Spot,Distance from Origin,2,4250,
5265.55,µm,Spot,Distance from Origin,2,4253,
5152.25,µm,Spot,Distance from Origin,2,4265,
5174.4,µm,Spot,Distance from Origin,2,4268,
5159.78,µm,Spot,Distance from Origin,2,4272,
5151.05,µm,Spot,Distance from Origin,2,4273,
5163.23,µm,Spot,Distance from Origin,2,4274,
5155.29,µm,Spot,Distance from Origin,2,4276,
5174.78,µm,Spot,Distance from Origin,2,4282,
5183.62,µm,Spot,Distance from Origin,2,4288,
5175.64,µm,Spot,Distance from Origin,2,4290,
5174.04,µm,Spot,Distance from Origin,2,4294,
5168.67,µm,Spot,Distance from Origin,2,4297,
5172.45,µm,Spot,Distance from Origin,2,4299,
5211.7,µm,Spot,Distance from Origin,2,4304,
5187.02,µm,Spot,Distance from Origin,2,4305,
5177.15,µm,Spot,Distance from Origin,2,4307,
5249.78,µm,Spot,Distance from Origin,2,4345,
5274.81,µm,Spot,Distance from Origin,2,4364,
5352.43,µm,Spot,Distance from Origin,2,4385,
5139.94,µm,Spot,Distance from Origin,2,4402,
5140.71,µm,Spot,Distance from Origin,2,4404,
5144.01,µm,Spot,Distance from Origin,2,4410,
5150.5,µm,Spot,Distance from Origin,2,4414,
5145.03,µm,Spot,Distance from Origin,2,4419,
5170.2,µm,Spot,Distance from Origin,2,4423,
5157.11,µm,Spot,Distance from Origin,2,4424,
5161.94,µm,Spot,Distance from Origin,2,4431,
5174.09,µm,Spot,Distance from Origin,2,4438,
5213.72,µm,Spot,Distance from Origin,2,4448,
5212.71,µm,Spot,Distance from Origin,2,4450,
5223.1,µm,Spot,Distance from Origin,2,4464,
5214.71,µm,Spot,Distance from Origin,2,4467,
5232.93,µm,Spot,Distance from Origin,2,4468,
5249.96,µm,Spot,Distance from Origin,2,4472,
5255.25,µm,Spot,Distance from Origin,2,4485,
5245.05,µm,Spot,Distance from Origin,2,4487,
5272.26,µm,Spot,Distance from Origin,2,4491,
5278.64,µm,Spot,Distance from Origin,2,4492,
5268.51,µm,Spot,Distance from Origin,2,4493,
5261.63,µm,Spot,Distance from Origin,2,4495,
5257.93,µm,Spot,Distance from Origin,2,4497,
5245.53,µm,Spot,Distance from Origin,2,4498,
5276.56,µm,Spot,Distance from Origin,2,4499,
5291.44,µm,Spot,Distance from Origin,2,4508,
5277.9,µm,Spot,Distance from Origin,2,4520,
5298.09,µm,Spot,Distance from Origin,2,4537,
5303.92,µm,Spot,Distance from Origin,2,4538,
5329.75,µm,Spot,Distance from Origin,2,4543,
5311.72,µm,Spot,Distance from Origin,2,4544,
5298.31,µm,Spot,Distance from Origin,2,4546,
5330.24,µm,Spot,Distance from Origin,2,4550,
5321.64,µm,Spot,Distance from Origin,2,4554,
5151.86,µm,Spot,Distance from Origin,2,4562,
5157.96,µm,Spot,Distance from Origin,2,4563,
5161.42,µm,Spot,Distance from Origin,2,4567,
5148.99,µm,Spot,Distance from Origin,2,4571,
5149.59,µm,Spot,Distance from Origin,2,4572,
5172.42,µm,Spot,Distance from Origin,2,4574,
5172.73,µm,Spot,Distance from Origin,2,4580,
5165.53,µm,Spot,Distance from Origin,2,4581,
5164.14,µm,Spot,Distance from Origin,2,4583,
5174.39,µm,Spot,Distance from Origin,2,4584,
5158,µm,Spot,Distance from Origin,2,4585,
5197.42,µm,Spot,Distance from Origin,2,4592,
5197.69,µm,Spot,Distance from Origin,2,4596,
5169.02,µm,Spot,Distance from Origin,2,4597,
5180.42,µm,Spot,Distance from Origin,2,4606,
5192.43,µm,Spot,Distance from Origin,2,4609,
5215.65,µm,Spot,Distance from Origin,2,4616,
5189.43,µm,Spot,Distance from Origin,2,4618,
5233.69,µm,Spot,Distance from Origin,2,4621,
5247.06,µm,Spot,Distance from Origin,2,4623,
5277.11,µm,Spot,Distance from Origin,2,4651,
5317.11,µm,Spot,Distance from Origin,2,4680,
5181.86,µm,Spot,Distance from Origin,2,4694,
5171.89,µm,Spot,Distance from Origin,2,4698,
5173,µm,Spot,Distance from Origin,2,4699,
5168.98,µm,Spot,Distance from Origin,2,4700,
5167.07,µm,Spot,Distance from Origin,2,4701,
5190.22,µm,Spot,Distance from Origin,2,4702,
5180.5,µm,Spot,Distance from Origin,2,4704,
5172.67,µm,Spot,Distance from Origin,2,4705,
5180.76,µm,Spot,Distance from Origin,2,4706,
5170.93,µm,Spot,Distance from Origin,2,4707,
5170.59,µm,Spot,Distance from Origin,2,4715,
5203.2,µm,Spot,Distance from Origin,2,4718,
5180.84,µm,Spot,Distance from Origin,2,4721,
5208.73,µm,Spot,Distance from Origin,2,4734,
5188.26,µm,Spot,Distance from Origin,2,4764,
5194.26,µm,Spot,Distance from Origin,2,4765,
5184.4,µm,Spot,Distance from Origin,2,4768,
5358.18,µm,Spot,Distance from Origin,2,4920,
5330.2,µm,Spot,Distance from Origin,2,4922,
5363.99,µm,Spot,Distance from Origin,2,4931,
5182.27,µm,Spot,Distance from Origin,2,4941,
5327.05,µm,Spot,Distance from Origin,2,4991,
5317.51,µm,Spot,Distance from Origin,2,5111,
5353.76,µm,Spot,Distance from Origin,2,5131,
5085.79,µm,Spot,Distance from Origin,3,5245,
5117.82,µm,Spot,Distance from Origin,3,5252,
5222.13,µm,Spot,Distance from Origin,3,5324,
5228.94,µm,Spot,Distance from Origin,3,5330,
5228.71,µm,Spot,Distance from Origin,3,5331,
5226.08,µm,Spot,Distance from Origin,3,5340,
5280.03,µm,Spot,Distance from Origin,3,5357,
5250.19,µm,Spot,Distance from Origin,3,5361,
5290.51,µm,Spot,Distance from Origin,3,5363,
5280.2,µm,Spot,Distance from Origin,3,5365,
5131.87,µm,Spot,Distance from Origin,3,5398,
5155.44,µm,Spot,Distance from Origin,3,5407,
5202.51,µm,Spot,Distance from Origin,3,5424,
5161.31,µm,Spot,Distance from Origin,3,5435,
5207.39,µm,Spot,Distance from Origin,3,5438,
5202.08,µm,Spot,Distance from Origin,3,5448,
5231.03,µm,Spot,Distance from Origin,3,5459,
5253.64,µm,Spot,Distance from Origin,3,5484,
5261.27,µm,Spot,Distance from Origin,3,5485,
5235.33,µm,Spot,Distance from Origin,3,5486,
5127.65,µm,Spot,Distance from Origin,3,5533,
5143.68,µm,Spot,Distance from Origin,3,5541,
5123.29,µm,Spot,Distance from Origin,3,5542,
5119.78,µm,Spot,Distance from Origin,3,5543,
5146.13,µm,Spot,Distance from Origin,3,5558,
5159.85,µm,Spot,Distance from Origin,3,5559,
5148.03,µm,Spot,Distance from Origin,3,5560,
5150.73,µm,Spot,Distance from Origin,3,5566,
5163.1,µm,Spot,Distance from Origin,3,5567,
5139.83,µm,Spot,Distance from Origin,3,5568,
5162.19,µm,Spot,Distance from Origin,3,5571,
5136.14,µm,Spot,Distance from Origin,3,5577,
5135.03,µm,Spot,Distance from Origin,3,5582,
5152.35,µm,Spot,Distance from Origin,3,5595,
5151.9,µm,Spot,Distance from Origin,3,5600,
5196.18,µm,Spot,Distance from Origin,3,5637,
5212.27,µm,Spot,Distance from Origin,3,5642,
5181.41,µm,Spot,Distance from Origin,3,5643,
5198.01,µm,Spot,Distance from Origin,3,5651,
5234,µm,Spot,Distance from Origin,3,5665,
5226.88,µm,Spot,Distance from Origin,3,5676,
5243.7,µm,Spot,Distance from Origin,3,5703,
5250.54,µm,Spot,Distance from Origin,3,5706,
5240.1,µm,Spot,Distance from Origin,3,5715,
5239.97,µm,Spot,Distance from Origin,3,5722,
5254.72,µm,Spot,Distance from Origin,3,5723,
5242.12,µm,Spot,Distance from Origin,3,5725,
5265.99,µm,Spot,Distance from Origin,3,5727,
5293.28,µm,Spot,Distance from Origin,3,5733,
5278.62,µm,Spot,Distance from Origin,3,5748,
5142.97,µm,Spot,Distance from Origin,3,5765,
5136.84,µm,Spot,Distance from Origin,3,5767,
5136.12,µm,Spot,Distance from Origin,3,5768,
5147.78,µm,Spot,Distance from Origin,3,5773,
5142.36,µm,Spot,Distance from Origin,3,5775,
5130.52,µm,Spot,Distance from Origin,3,5776,
5142.81,µm,Spot,Distance from Origin,3,5778,
5148.28,µm,Spot,Distance from Origin,3,5781,
5131.47,µm,Spot,Distance from Origin,3,5782,
5124.95,µm,Spot,Distance from Origin,3,5783,
5132.26,µm,Spot,Distance from Origin,3,5784,
5135.62,µm,Spot,Distance from Origin,3,5786,
5129.83,µm,Spot,Distance from Origin,3,5788,
5133.97,µm,Spot,Distance from Origin,3,5791,
5151.49,µm,Spot,Distance from Origin,3,5795,
5136.38,µm,Spot,Distance from Origin,3,5798,
5137.92,µm,Spot,Distance from Origin,3,5799,
5148.61,µm,Spot,Distance from Origin,3,5802,
5173.07,µm,Spot,Distance from Origin,3,5804,
5162.07,µm,Spot,Distance from Origin,3,5808,
5153.45,µm,Spot,Distance from Origin,3,5824,
5152.09,µm,Spot,Distance from Origin,3,5828,
5162.45,µm,Spot,Distance from Origin,3,5829,
5195.92,µm,Spot,Distance from Origin,3,5833,
5176.44,µm,Spot,Distance from Origin,3,5836,
5187.4,µm,Spot,Distance from Origin,3,5840,
5174.46,µm,Spot,Distance from Origin,3,5841,
5189.31,µm,Spot,Distance from Origin,3,5842,
5204.01,µm,Spot,Distance from Origin,3,5846,
5208.78,µm,Spot,Distance from Origin,3,5848,
5199.34,µm,Spot,Distance from Origin,3,5853,
5208.96,µm,Spot,Distance from Origin,3,5858,
5185.4,µm,Spot,Distance from Origin,3,5862,
5194.04,µm,Spot,Distance from Origin,3,5867,
5221.26,µm,Spot,Distance from Origin,3,5879,
5188.88,µm,Spot,Distance from Origin,3,5887,
5223.62,µm,Spot,Distance from Origin,3,5903,
5234.36,µm,Spot,Distance from Origin,3,5920,
5230.37,µm,Spot,Distance from Origin,3,5921,
5263.94,µm,Spot,Distance from Origin,3,5928,
5253.51,µm,Spot,Distance from Origin,3,5939,
5249.65,µm,Spot,Distance from Origin,3,5941,
5252.99,µm,Spot,Distance from Origin,3,5942,
5240.37,µm,Spot,Distance from Origin,3,5943,
5271.5,µm,Spot,Distance from Origin,3,5950,
5247.88,µm,Spot,Distance from Origin,3,5951,
5272.26,µm,Spot,Distance from Origin,3,5952,
5262.94,µm,Spot,Distance from Origin,3,5953,
5243.64,µm,Spot,Distance from Origin,3,5957,
5279.54,µm,Spot,Distance from Origin,3,5958,
5251.4,µm,Spot,Distance from Origin,3,5961,
5246.63,µm,Spot,Distance from Origin,3,5962,
5275.55,µm,Spot,Distance from Origin,3,5964,
5260.35,µm,Spot,Distance from Origin,3,5971,
5264.1,µm,Spot,Distance from Origin,3,5978,
5262.05,µm,Spot,Distance from Origin,3,5981,
5284.5,µm,Spot,Distance from Origin,3,6001,
5313.27,µm,Spot,Distance from Origin,3,6018,
5292.98,µm,Spot,Distance from Origin,3,6031,
5339.61,µm,Spot,Distance from Origin,3,6036,
5105.77,µm,Spot,Distance from Origin,3,6044,
5141.16,µm,Spot,Distance from Origin,3,6050,
5162.31,µm,Spot,Distance from Origin,3,6080,
5180.75,µm,Spot,Distance from Origin,3,6090,
5155.24,µm,Spot,Distance from Origin,3,6091,
5145.49,µm,Spot,Distance from Origin,3,6099,
5163.83,µm,Spot,Distance from Origin,3,6100,
5161.18,µm,Spot,Distance from Origin,3,6103,
5208.04,µm,Spot,Distance from Origin,3,6114,
5214.15,µm,Spot,Distance from Origin,3,6115,
5193.12,µm,Spot,Distance from Origin,3,6117,
5208.57,µm,Spot,Distance from Origin,3,6121,
5191.46,µm,Spot,Distance from Origin,3,6128,
5190.51,µm,Spot,Distance from Origin,3,6130,
5204.03,µm,Spot,Distance from Origin,3,6135,
5195.96,µm,Spot,Distance from Origin,3,6150,
5218.69,µm,Spot,Distance from Origin,3,6151,
5215.96,µm,Spot,Distance from Origin,3,6152,
5229.09,µm,Spot,Distance from Origin,3,6154,
5212.02,µm,Spot,Distance from Origin,3,6159,
5253.41,µm,Spot,Distance from Origin,3,6165,
5239.5,µm,Spot,Distance from Origin,3,6166,
5216.92,µm,Spot,Distance from Origin,3,6168,
5236.77,µm,Spot,Distance from Origin,3,6177,
5230.45,µm,Spot,Distance from Origin,3,6178,
5254.91,µm,Spot,Distance from Origin,3,6180,
5227.31,µm,Spot,Distance from Origin,3,6181,
5235.96,µm,Spot,Distance from Origin,3,6182,
5234.65,µm,Spot,Distance from Origin,3,6187,
5253.55,µm,Spot,Distance from Origin,3,6189,
5246.18,µm,Spot,Distance from Origin,3,6195,
5260.16,µm,Spot,Distance from Origin,3,6196,
5248.7,µm,Spot,Distance from Origin,3,6198,
5253.73,µm,Spot,Distance from Origin,3,6199,
5266.79,µm,Spot,Distance from Origin,3,6208,
5310.63,µm,Spot,Distance from Origin,3,6220,
5320.36,µm,Spot,Distance from Origin,3,6239,
5157.48,µm,Spot,Distance from Origin,3,6263,
5145.87,µm,Spot,Distance from Origin,3,6267,
5160.2,µm,Spot,Distance from Origin,3,6269,
5157.44,µm,Spot,Distance from Origin,3,6270,
5156.67,µm,Spot,Distance from Origin,3,6274,
5178.61,µm,Spot,Distance from Origin,3,6275,
5155.43,µm,Spot,Distance from Origin,3,6283,
5173.5,µm,Spot,Distance from Origin,3,6285,
5170.89,µm,Spot,Distance from Origin,3,6286,
5156.31,µm,Spot,Distance from Origin,3,6287,
5155.39,µm,Spot,Distance from Origin,3,6290,
5167.14,µm,Spot,Distance from Origin,3,6291,
5174.06,µm,Spot,Distance from Origin,3,6292,
5153.27,µm,Spot,Distance from Origin,3,6295,
5187.76,µm,Spot,Distance from Origin,3,6296,
5165.01,µm,Spot,Distance from Origin,3,6301,
5164.18,µm,Spot,Distance from Origin,3,6304,
5162.91,µm,Spot,Distance from Origin,3,6307,
5165.82,µm,Spot,Distance from Origin,3,6309,
5160.8,µm,Spot,Distance from Origin,3,6311,
5158.87,µm,Spot,Distance from Origin,3,6315,
5187.92,µm,Spot,Distance from Origin,3,6316,
5184.88,µm,Spot,Distance from Origin,3,6327,
5213.47,µm,Spot,Distance from Origin,3,6334,
5187.25,µm,Spot,Distance from Origin,3,6336,
5210.27,µm,Spot,Distance from Origin,3,6337,
5202.39,µm,Spot,Distance from Origin,3,6340,
5221.66,µm,Spot,Distance from Origin,3,6341,
5206.25,µm,Spot,Distance from Origin,3,6343,
5225.67,µm,Spot,Distance from Origin,3,6347,
5250.74,µm,Spot,Distance from Origin,3,6361,
5260.4,µm,Spot,Distance from Origin,3,6366,
5270.52,µm,Spot,Distance from Origin,3,6368,
5262.75,µm,Spot,Distance from Origin,3,6370,
5265.42,µm,Spot,Distance from Origin,3,6371,
5252.17,µm,Spot,Distance from Origin,3,6372,
5227.63,µm,Spot,Distance from Origin,3,6375,
5245.8,µm,Spot,Distance from Origin,3,6377,
5260,µm,Spot,Distance from Origin,3,6381,
5248.75,µm,Spot,Distance from Origin,3,6385,
5248.59,µm,Spot,Distance from Origin,3,6388,
5259.08,µm,Spot,Distance from Origin,3,6395,
5266.56,µm,Spot,Distance from Origin,3,6399,
5282.36,µm,Spot,Distance from Origin,3,6412,
5271.26,µm,Spot,Distance from Origin,3,6416,
5275.65,µm,Spot,Distance from Origin,3,6417,
5273.58,µm,Spot,Distance from Origin,3,6421,
5285.86,µm,Spot,Distance from Origin,3,6422,
5300.04,µm,Spot,Distance from Origin,3,6429,
5285.24,µm,Spot,Distance from Origin,3,6431,
5278.67,µm,Spot,Distance from Origin,3,6432,
5127.36,µm,Spot,Distance from Origin,3,6440,
5129.94,µm,Spot,Distance from Origin,3,6441,
5127.14,µm,Spot,Distance from Origin,3,6444,
5124.28,µm,Spot,Distance from Origin,3,6446,
5161.03,µm,Spot,Distance from Origin,3,6447,
5153.33,µm,Spot,Distance from Origin,3,6450,
5158.62,µm,Spot,Distance from Origin,3,6455,
5139.45,µm,Spot,Distance from Origin,3,6456,
5144.82,µm,Spot,Distance from Origin,3,6463,
5156.26,µm,Spot,Distance from Origin,3,6466,
5157.05,µm,Spot,Distance from Origin,3,6468,
5152.77,µm,Spot,Distance from Origin,3,6469,
5157.78,µm,Spot,Distance from Origin,3,6475,
5144.53,µm,Spot,Distance from Origin,3,6479,
5170.33,µm,Spot,Distance from Origin,3,6480,
5188.98,µm,Spot,Distance from Origin,3,6484,
5169.45,µm,Spot,Distance from Origin,3,6486,
5165.98,µm,Spot,Distance from Origin,3,6495,
5196.05,µm,Spot,Distance from Origin,3,6501,
5183.07,µm,Spot,Distance from Origin,3,6504,
5177.46,µm,Spot,Distance from Origin,3,6507,
5186.43,µm,Spot,Distance from Origin,3,6508,
5186.26,µm,Spot,Distance from Origin,3,6523,
5182.17,µm,Spot,Distance from Origin,3,6524,
5190.41,µm,Spot,Distance from Origin,3,6525,
5222.37,µm,Spot,Distance from Origin,3,6545,
5253.29,µm,Spot,Distance from Origin,3,6561,
5244.63,µm,Spot,Distance from Origin,3,6564,
5258.39,µm,Spot,Distance from Origin,3,6569,
5267.2,µm,Spot,Distance from Origin,3,6571,
5286.19,µm,Spot,Distance from Origin,3,6575,
5267.35,µm,Spot,Distance from Origin,3,6578,
5152.82,µm,Spot,Distance from Origin,3,6586,
5148.6,µm,Spot,Distance from Origin,3,6590,
5183.38,µm,Spot,Distance from Origin,3,6591,
5152.93,µm,Spot,Distance from Origin,3,6592,
5181.21,µm,Spot,Distance from Origin,3,6596,
5168.12,µm,Spot,Distance from Origin,3,6598,
5179.63,µm,Spot,Distance from Origin,3,6603,
5165.81,µm,Spot,Distance from Origin,3,6615,
5169.94,µm,Spot,Distance from Origin,3,6621,
5190.57,µm,Spot,Distance from Origin,3,6627,
5226.11,µm,Spot,Distance from Origin,3,6672,
5349.62,µm,Spot,Distance from Origin,3,6712,
5136.75,µm,Spot,Distance from Origin,3,6727,
5162.08,µm,Spot,Distance from Origin,3,6729,
5141.44,µm,Spot,Distance from Origin,3,6731,
5141.74,µm,Spot,Distance from Origin,3,6734,
5146.13,µm,Spot,Distance from Origin,3,6737,
5144.76,µm,Spot,Distance from Origin,3,6742,
5150.89,µm,Spot,Distance from Origin,3,6744,
5169.57,µm,Spot,Distance from Origin,3,6750,
5176.62,µm,Spot,Distance from Origin,3,6769,
5187.68,µm,Spot,Distance from Origin,3,6774,
5214.78,µm,Spot,Distance from Origin,3,6776,
5215.25,µm,Spot,Distance from Origin,3,6778,
5223.5,µm,Spot,Distance from Origin,3,6782,
5216.25,µm,Spot,Distance from Origin,3,6791,
5250.93,µm,Spot,Distance from Origin,3,6796,
5247.45,µm,Spot,Distance from Origin,3,6807,
5242.55,µm,Spot,Distance from Origin,3,6809,
5238.88,µm,Spot,Distance from Origin,3,6811,
5274.32,µm,Spot,Distance from Origin,3,6812,
5270.31,µm,Spot,Distance from Origin,3,6816,
5258.28,µm,Spot,Distance from Origin,3,6817,
5292.54,µm,Spot,Distance from Origin,3,6826,
5260.43,µm,Spot,Distance from Origin,3,6828,
5269.01,µm,Spot,Distance from Origin,3,6836,
5300.67,µm,Spot,Distance from Origin,3,6850,
5329.96,µm,Spot,Distance from Origin,3,6853,
5300.91,µm,Spot,Distance from Origin,3,6856,
5315.07,µm,Spot,Distance from Origin,3,6858,
5332.56,µm,Spot,Distance from Origin,3,6862,
5151.34,µm,Spot,Distance from Origin,3,6873,
5158.31,µm,Spot,Distance from Origin,3,6874,
5159.72,µm,Spot,Distance from Origin,3,6878,
5142.23,µm,Spot,Distance from Origin,3,6879,
5153.04,µm,Spot,Distance from Origin,3,6881,
5172.11,µm,Spot,Distance from Origin,3,6884,
5150.58,µm,Spot,Distance from Origin,3,6885,
5170.78,µm,Spot,Distance from Origin,3,6893,
5164.45,µm,Spot,Distance from Origin,3,6894,
5171.29,µm,Spot,Distance from Origin,3,6895,
5164.51,µm,Spot,Distance from Origin,3,6897,
5159.64,µm,Spot,Distance from Origin,3,6903,
5197.87,µm,Spot,Distance from Origin,3,6909,
5197.08,µm,Spot,Distance from Origin,3,6910,
5194,µm,Spot,Distance from Origin,3,6913,
5168.65,µm,Spot,Distance from Origin,3,6918,
5180.44,µm,Spot,Distance from Origin,3,6920,
5192.75,µm,Spot,Distance from Origin,3,6924,
5214.22,µm,Spot,Distance from Origin,3,6930,
5233.6,µm,Spot,Distance from Origin,3,6937,
5180.4,µm,Spot,Distance from Origin,3,7000,
5170.05,µm,Spot,Distance from Origin,3,7005,
5171.17,µm,Spot,Distance from Origin,3,7006,
5164.45,µm,Spot,Distance from Origin,3,7009,
5170.05,µm,Spot,Distance from Origin,3,7010,
5168.37,µm,Spot,Distance from Origin,3,7011,
5172.74,µm,Spot,Distance from Origin,3,7013,
5169.52,µm,Spot,Distance from Origin,3,7014,
5181.23,µm,Spot,Distance from Origin,3,7015,
5163.46,µm,Spot,Distance from Origin,3,7018,
5194.36,µm,Spot,Distance from Origin,3,7019,
5170.89,µm,Spot,Distance from Origin,3,7020,
5207.46,µm,Spot,Distance from Origin,3,7037,
5188.78,µm,Spot,Distance from Origin,3,7072,
5178.26,µm,Spot,Distance from Origin,3,7076,
5180.27,µm,Spot,Distance from Origin,3,7078,
5195.68,µm,Spot,Distance from Origin,3,7081,
5188.66,µm,Spot,Distance from Origin,3,7082,
5163.61,µm,Spot,Distance from Origin,3,7160,
5357.24,µm,Spot,Distance from Origin,3,7227,
5331.14,µm,Spot,Distance from Origin,3,7230,
5363.69,µm,Spot,Distance from Origin,3,7237,
5325.79,µm,Spot,Distance from Origin,3,7282,
5086.63,µm,Spot,Distance from Origin,4,7514,
5119.23,µm,Spot,Distance from Origin,4,7517,
5129.88,µm,Spot,Distance from Origin,4,7541,
5221.12,µm,Spot,Distance from Origin,4,7567,
5228.29,µm,Spot,Distance from Origin,4,7571,
5228.61,µm,Spot,Distance from Origin,4,7573,
5262.94,µm,Spot,Distance from Origin,4,7592,
5248.92,µm,Spot,Distance from Origin,4,7603,
5286.99,µm,Spot,Distance from Origin,4,7604,
5130.98,µm,Spot,Distance from Origin,4,7633,
5161.89,µm,Spot,Distance from Origin,4,7635,
5132.25,µm,Spot,Distance from Origin,4,7637,
5155.89,µm,Spot,Distance from Origin,4,7644,
5195.37,µm,Spot,Distance from Origin,4,7658,
5207.32,µm,Spot,Distance from Origin,4,7676,
5202.64,µm,Spot,Distance from Origin,4,7682,
5198.36,µm,Spot,Distance from Origin,4,7684,
5206.98,µm,Spot,Distance from Origin,4,7686,
5259.08,µm,Spot,Distance from Origin,4,7735,
5249.23,µm,Spot,Distance from Origin,4,7736,
5280.66,µm,Spot,Distance from Origin,4,7767,
5129.01,µm,Spot,Distance from Origin,4,7788,
5142.58,µm,Spot,Distance from Origin,4,7796,
5121.9,µm,Spot,Distance from Origin,4,7797,
5132.04,µm,Spot,Distance from Origin,4,7801,
5147.55,µm,Spot,Distance from Origin,4,7802,
5159.75,µm,Spot,Distance from Origin,4,7807,
5161.13,µm,Spot,Distance from Origin,4,7812,
