
Diameter
 ==================== 
Diameter X,Diameter Y,Diameter Z,Unit,Category,Collection,Time,ID,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,300,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,303,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,305,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,309,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,313,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,350,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,354,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,364,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,369,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,378,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,380,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,387,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,397,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,400,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,404,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,406,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,412,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,413,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,457,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,458,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,461,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,484,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,485,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,487,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,498,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,509,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,510,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,513,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,518,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,520,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,522,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,528,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,552,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,565,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,572,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,604,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,615,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,616,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,626,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,631,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,661,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,688,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,693,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,696,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,704,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,707,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,714,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,716,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,718,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,730,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,748,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,762,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,780,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,782,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,783,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,789,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,790,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,792,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,794,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,797,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,798,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,800,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,809,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,812,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,814,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,822,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,823,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,825,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,829,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,830,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,835,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,837,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,845,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,889,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,900,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,903,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,905,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,906,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,914,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,917,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,921,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,923,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,933,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,936,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,937,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,939,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,941,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,949,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,952,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,965,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,978,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,989,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,994,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,997,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1010,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1018,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1021,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1033,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1041,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1043,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1048,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1054,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1064,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1065,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1070,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1073,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1076,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1077,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1085,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1091,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1093,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1094,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1096,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1098,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1101,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1105,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1108,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1109,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1113,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1124,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1132,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1133,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1139,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1146,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1149,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1150,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1153,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1154,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1158,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1165,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1169,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1180,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1184,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1185,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1189,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1193,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1196,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1198,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1199,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1201,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1203,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1209,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1210,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1211,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1213,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1216,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1217,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1218,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1226,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1228,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1229,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1232,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1237,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1241,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1242,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1243,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1246,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1258,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1262,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1264,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1271,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1284,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1288,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1291,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1301,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1303,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1326,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1327,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1328,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1331,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1332,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1334,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1336,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1339,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1341,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1346,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1347,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1351,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1353,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1354,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1355,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1357,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1358,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1359,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1361,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1362,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1364,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1370,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1371,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1372,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1373,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1375,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1376,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1382,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1383,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1389,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1390,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1392,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1399,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1402,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1406,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1410,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1411,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1415,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1420,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1435,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1436,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1439,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1440,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1444,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1445,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1446,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1447,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1448,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1452,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1456,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1457,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1460,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1461,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1463,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1471,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1478,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1480,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1489,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1493,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1495,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1496,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1506,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1508,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1509,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1513,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1534,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1537,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1543,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1546,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1547,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1552,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1553,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1555,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1567,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1569,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1572,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1576,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1589,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1595,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1615,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1620,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1634,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1650,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1651,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1656,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1657,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1662,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1665,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1684,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1690,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1692,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1694,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1695,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1697,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1699,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1700,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1706,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1710,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1721,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1725,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1726,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1732,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1752,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1768,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1769,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1775,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1788,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1815,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1818,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1824,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1825,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1837,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1844,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1845,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1851,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1857,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1858,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1864,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1865,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1870,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1871,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1893,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1896,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1898,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1902,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1914,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1915,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1920,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1929,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1936,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1938,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1941,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1943,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1945,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1947,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1948,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1952,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1954,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1956,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1957,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1963,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1974,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1976,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1983,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1985,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,1990,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2000,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2004,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2005,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2007,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2008,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2014,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2034,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2037,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2038,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2042,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2043,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2044,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2045,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2052,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2053,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2054,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2055,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2057,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2058,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2060,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2061,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2072,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2073,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2078,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2085,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2098,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2102,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2103,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2148,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2177,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2189,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2191,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2193,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2194,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2196,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2197,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2198,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2199,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2200,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2201,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2203,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2211,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2212,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2230,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2261,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2266,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2273,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2457,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2458,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2471,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2552,
9.86009,9.86009,9.86009,µm,Spot,Diameter,1,2661,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,2937,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,2938,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,2939,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,2971,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3016,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3018,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3045,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3046,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3056,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3065,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3101,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3127,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3132,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3135,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3140,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3144,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3150,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3154,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3160,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3175,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3176,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3177,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3184,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3185,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3187,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3213,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3220,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3235,
9.86009,9.86009,9.86009,µm,Spot,Diameter,2,3242,
