
Intensity Mean Ch=11 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
183.883,,Spot,11,Image 1,1,5,
165.49,,Spot,11,Image 1,1,23,
222.45,,Spot,11,Image 1,1,29,
308.128,,Spot,11,Image 1,1,68,
184.669,,Spot,11,Image 1,1,75,
255.318,,Spot,11,Image 1,1,77,
283.735,,Spot,11,Image 1,1,88,
348.847,,Spot,11,Image 1,1,127,
313.884,,Spot,11,Image 1,1,142,
323.321,,Spot,11,Image 1,1,143,
360.181,,Spot,11,Image 1,1,162,
348.98,,Spot,11,Image 1,1,164,
404.25,,Spot,11,Image 1,1,167,
413.959,,Spot,11,Image 1,1,171,
370.493,,Spot,11,Image 1,1,173,
392.932,,Spot,11,Image 1,1,174,
389.336,,Spot,11,Image 1,1,182,
408.27,,Spot,11,Image 1,1,188,
443.345,,Spot,11,Image 1,1,190,
328.476,,Spot,11,Image 1,1,192,
360.896,,Spot,11,Image 1,1,201,
513.77,,Spot,11,Image 1,1,217,
498.27,,Spot,11,Image 1,1,222,
453.382,,Spot,11,Image 1,1,237,
392.094,,Spot,11,Image 1,1,239,
461.899,,Spot,11,Image 1,1,241,
535.353,,Spot,11,Image 1,1,242,
474.927,,Spot,11,Image 1,1,244,
502.341,,Spot,11,Image 1,1,246,
500.209,,Spot,11,Image 1,1,250,
537.977,,Spot,11,Image 1,1,257,
98.0099,,Spot,11,Image 1,1,300,
190.463,,Spot,11,Image 1,1,303,
88.9456,,Spot,11,Image 1,1,305,
116.228,,Spot,11,Image 1,1,309,
153.931,,Spot,11,Image 1,1,313,
196.12,,Spot,11,Image 1,1,350,
208.65,,Spot,11,Image 1,1,354,
196.549,,Spot,11,Image 1,1,364,
183.822,,Spot,11,Image 1,1,369,
304.916,,Spot,11,Image 1,1,378,
281.299,,Spot,11,Image 1,1,380,
275.457,,Spot,11,Image 1,1,387,
263.833,,Spot,11,Image 1,1,397,
221.624,,Spot,11,Image 1,1,400,
334.231,,Spot,11,Image 1,1,404,
294.018,,Spot,11,Image 1,1,406,
335.555,,Spot,11,Image 1,1,412,
323.506,,Spot,11,Image 1,1,413,
455.187,,Spot,11,Image 1,1,457,
419.832,,Spot,11,Image 1,1,458,
421.677,,Spot,11,Image 1,1,461,
5.50688,,Spot,11,Image 1,1,484,
5.97157,,Spot,11,Image 1,1,485,
4.39889,,Spot,11,Image 1,1,487,
6.72576,,Spot,11,Image 1,1,498,
44.5623,,Spot,11,Image 1,1,509,
56.5778,,Spot,11,Image 1,1,510,
41.782,,Spot,11,Image 1,1,513,
59.101,,Spot,11,Image 1,1,518,
34.4233,,Spot,11,Image 1,1,520,
77.6802,,Spot,11,Image 1,1,522,
24.5585,,Spot,11,Image 1,1,528,
55.5758,,Spot,11,Image 1,1,552,
81.2865,,Spot,11,Image 1,1,565,
210.455,,Spot,11,Image 1,1,572,
164.389,,Spot,11,Image 1,1,604,
107.232,,Spot,11,Image 1,1,615,
109.846,,Spot,11,Image 1,1,616,
151.602,,Spot,11,Image 1,1,626,
121.281,,Spot,11,Image 1,1,631,
149.968,,Spot,11,Image 1,1,661,
190.106,,Spot,11,Image 1,1,688,
221.611,,Spot,11,Image 1,1,693,
163.954,,Spot,11,Image 1,1,696,
139.252,,Spot,11,Image 1,1,704,
135.29,,Spot,11,Image 1,1,707,
177.491,,Spot,11,Image 1,1,714,
229.206,,Spot,11,Image 1,1,716,
234.943,,Spot,11,Image 1,1,718,
293.888,,Spot,11,Image 1,1,730,
274.331,,Spot,11,Image 1,1,748,
318.4,,Spot,11,Image 1,1,762,
16.2271,,Spot,11,Image 1,1,780,
16.2025,,Spot,11,Image 1,1,782,
16.204,,Spot,11,Image 1,1,783,
8.84316,,Spot,11,Image 1,1,789,
9.96918,,Spot,11,Image 1,1,790,
7.68467,,Spot,11,Image 1,1,792,
5.58612,,Spot,11,Image 1,1,794,
1.86536,,Spot,11,Image 1,1,797,
1.94878,,Spot,11,Image 1,1,798,
0.88776,,Spot,11,Image 1,1,800,
0,,Spot,11,Image 1,1,809,
25.0564,,Spot,11,Image 1,1,812,
16.9888,,Spot,11,Image 1,1,814,
15.6468,,Spot,11,Image 1,1,822,
13.1063,,Spot,11,Image 1,1,823,
9.36161,,Spot,11,Image 1,1,825,
7.50679,,Spot,11,Image 1,1,829,
5.16167,,Spot,11,Image 1,1,830,
1.10456,,Spot,11,Image 1,1,835,
0.153674,,Spot,11,Image 1,1,837,
2.17599,,Spot,11,Image 1,1,845,
82.4808,,Spot,11,Image 1,1,889,
53.6054,,Spot,11,Image 1,1,900,
46.5429,,Spot,11,Image 1,1,903,
7.62521,,Spot,11,Image 1,1,905,
24.5398,,Spot,11,Image 1,1,906,
174.653,,Spot,11,Image 1,1,914,
98.1776,,Spot,11,Image 1,1,917,
136.05,,Spot,11,Image 1,1,921,
114.867,,Spot,11,Image 1,1,923,
92.6392,,Spot,11,Image 1,1,933,
148.19,,Spot,11,Image 1,1,936,
141.535,,Spot,11,Image 1,1,937,
58.0752,,Spot,11,Image 1,1,939,
118.04,,Spot,11,Image 1,1,941,
100.93,,Spot,11,Image 1,1,949,
169.535,,Spot,11,Image 1,1,952,
291.521,,Spot,11,Image 1,1,965,
273.374,,Spot,11,Image 1,1,978,
167.201,,Spot,11,Image 1,1,989,
261.844,,Spot,11,Image 1,1,994,
265.421,,Spot,11,Image 1,1,997,
191.343,,Spot,11,Image 1,1,1010,
250.97,,Spot,11,Image 1,1,1018,
176.589,,Spot,11,Image 1,1,1021,
166.457,,Spot,11,Image 1,1,1033,
180.344,,Spot,11,Image 1,1,1041,
273.313,,Spot,11,Image 1,1,1043,
253.13,,Spot,11,Image 1,1,1048,
246.873,,Spot,11,Image 1,1,1054,
200.863,,Spot,11,Image 1,1,1064,
248.543,,Spot,11,Image 1,1,1065,
220.935,,Spot,11,Image 1,1,1070,
221.831,,Spot,11,Image 1,1,1073,
231.233,,Spot,11,Image 1,1,1076,
239.01,,Spot,11,Image 1,1,1077,
220.015,,Spot,11,Image 1,1,1085,
311.201,,Spot,11,Image 1,1,1091,
296.237,,Spot,11,Image 1,1,1093,
329.873,,Spot,11,Image 1,1,1094,
313.851,,Spot,11,Image 1,1,1096,
255.878,,Spot,11,Image 1,1,1098,
318.626,,Spot,11,Image 1,1,1101,
288.638,,Spot,11,Image 1,1,1105,
322.989,,Spot,11,Image 1,1,1108,
316.484,,Spot,11,Image 1,1,1109,
331.97,,Spot,11,Image 1,1,1113,
321.355,,Spot,11,Image 1,1,1124,
357.545,,Spot,11,Image 1,1,1132,
334.374,,Spot,11,Image 1,1,1133,
221.911,,Spot,11,Image 1,1,1139,
368.416,,Spot,11,Image 1,1,1146,
262.459,,Spot,11,Image 1,1,1149,
268.925,,Spot,11,Image 1,1,1150,
302.506,,Spot,11,Image 1,1,1153,
291.491,,Spot,11,Image 1,1,1154,
407.215,,Spot,11,Image 1,1,1158,
378.969,,Spot,11,Image 1,1,1165,
334.803,,Spot,11,Image 1,1,1169,
314.638,,Spot,11,Image 1,1,1180,
360.016,,Spot,11,Image 1,1,1184,
413.592,,Spot,11,Image 1,1,1185,
371.225,,Spot,11,Image 1,1,1189,
342.496,,Spot,11,Image 1,1,1193,
403.181,,Spot,11,Image 1,1,1196,
377.5,,Spot,11,Image 1,1,1198,
330.884,,Spot,11,Image 1,1,1199,
368.859,,Spot,11,Image 1,1,1201,
390.636,,Spot,11,Image 1,1,1203,
345.302,,Spot,11,Image 1,1,1209,
378.373,,Spot,11,Image 1,1,1210,
412.532,,Spot,11,Image 1,1,1211,
371.943,,Spot,11,Image 1,1,1213,
353.914,,Spot,11,Image 1,1,1216,
373.849,,Spot,11,Image 1,1,1217,
379.401,,Spot,11,Image 1,1,1218,
409.72,,Spot,11,Image 1,1,1226,
360.019,,Spot,11,Image 1,1,1228,
369.969,,Spot,11,Image 1,1,1229,
416.146,,Spot,11,Image 1,1,1232,
464.388,,Spot,11,Image 1,1,1237,
435.817,,Spot,11,Image 1,1,1241,
447.867,,Spot,11,Image 1,1,1242,
465.035,,Spot,11,Image 1,1,1243,
455.524,,Spot,11,Image 1,1,1246,
509.839,,Spot,11,Image 1,1,1258,
