
Intensity Median Ch=9 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
0.305,,Spot,9,Image 1,1,1065,
0.081,,Spot,9,Image 1,1,1070,
0,,Spot,9,Image 1,1,1073,
14.568,,Spot,9,Image 1,1,1076,
0.23,,Spot,9,Image 1,1,1077,
0.288,,Spot,9,Image 1,1,1085,
0.262,,Spot,9,Image 1,1,1091,
0.32,,Spot,9,Image 1,1,1093,
0.238,,Spot,9,Image 1,1,1094,
0.192,,Spot,9,Image 1,1,1096,
0.0479999,,Spot,9,Image 1,1,1098,
0.272,,Spot,9,Image 1,1,1101,
0.0219994,,Spot,9,Image 1,1,1105,
0.1925,,Spot,9,Image 1,1,1108,
0.236,,Spot,9,Image 1,1,1109,
0.1005,,Spot,9,Image 1,1,1113,
0.179993,,Spot,9,Image 1,1,1124,
0.175,,Spot,9,Image 1,1,1132,
0.0319996,,Spot,9,Image 1,1,1133,
0.0100098,,Spot,9,Image 1,1,1139,
70.142,,Spot,9,Image 1,1,1146,
0.176,,Spot,9,Image 1,1,1149,
0.244,,Spot,9,Image 1,1,1150,
0.128,,Spot,9,Image 1,1,1153,
0.216,,Spot,9,Image 1,1,1154,
121.752,,Spot,9,Image 1,1,1158,
0.144,,Spot,9,Image 1,1,1165,
0.0699997,,Spot,9,Image 1,1,1169,
0.178,,Spot,9,Image 1,1,1180,
25.168,,Spot,9,Image 1,1,1184,
86.974,,Spot,9,Image 1,1,1185,
63.28,,Spot,9,Image 1,1,1189,
0.222,,Spot,9,Image 1,1,1193,
0.248,,Spot,9,Image 1,1,1196,
0.188,,Spot,9,Image 1,1,1198,
0.272,,Spot,9,Image 1,1,1199,
0.328,,Spot,9,Image 1,1,1201,
75.9,,Spot,9,Image 1,1,1203,
0.121002,,Spot,9,Image 1,1,1209,
67.64,,Spot,9,Image 1,1,1210,
0.146,,Spot,9,Image 1,1,1211,
0,,Spot,9,Image 1,1,1213,
10.71,,Spot,9,Image 1,1,1216,
0.233,,Spot,9,Image 1,1,1217,
30.048,,Spot,9,Image 1,1,1218,
0.168,,Spot,9,Image 1,1,1226,
0.2055,,Spot,9,Image 1,1,1228,
0.392,,Spot,9,Image 1,1,1229,
66.6,,Spot,9,Image 1,1,1232,
0.288,,Spot,9,Image 1,1,1237,
94.4,,Spot,9,Image 1,1,1241,
0.327,,Spot,9,Image 1,1,1242,
10.736,,Spot,9,Image 1,1,1243,
0.272,,Spot,9,Image 1,1,1246,
11.154,,Spot,9,Image 1,1,1258,
0.362,,Spot,9,Image 1,1,1262,
0.546021,,Spot,9,Image 1,1,1264,
0.224,,Spot,9,Image 1,1,1271,
28.4,,Spot,9,Image 1,1,1284,
0.336,,Spot,9,Image 1,1,1288,
0.138,,Spot,9,Image 1,1,1291,
0.208,,Spot,9,Image 1,1,1301,
0.072,,Spot,9,Image 1,1,1303,
0.169,,Spot,9,Image 1,1,1326,
0.156,,Spot,9,Image 1,1,1327,
0.248,,Spot,9,Image 1,1,1328,
0.02275,,Spot,9,Image 1,1,1331,
0.362,,Spot,9,Image 1,1,1332,
0.258,,Spot,9,Image 1,1,1334,
0.279,,Spot,9,Image 1,1,1336,
0.109,,Spot,9,Image 1,1,1339,
147.95,,Spot,9,Image 1,1,1341,
0.32,,Spot,9,Image 1,1,1346,
0.127,,Spot,9,Image 1,1,1347,
0.2845,,Spot,9,Image 1,1,1351,
7.02,,Spot,9,Image 1,1,1353,
0.14925,,Spot,9,Image 1,1,1354,
37.664,,Spot,9,Image 1,1,1355,
0.2,,Spot,9,Image 1,1,1357,
0.14,,Spot,9,Image 1,1,1358,
0.172,,Spot,9,Image 1,1,1359,
0.256,,Spot,9,Image 1,1,1361,
0,,Spot,9,Image 1,1,1362,
0.206,,Spot,9,Image 1,1,1364,
0.324,,Spot,9,Image 1,1,1370,
0.288,,Spot,9,Image 1,1,1371,
0.2625,,Spot,9,Image 1,1,1372,
0.256,,Spot,9,Image 1,1,1373,
0.372,,Spot,9,Image 1,1,1375,
0.144,,Spot,9,Image 1,1,1376,
0.154,,Spot,9,Image 1,1,1382,
0.257,,Spot,9,Image 1,1,1383,
0.062,,Spot,9,Image 1,1,1389,
43.76,,Spot,9,Image 1,1,1390,
0.33,,Spot,9,Image 1,1,1392,
257.472,,Spot,9,Image 1,1,1399,
0.368,,Spot,9,Image 1,1,1402,
0.198,,Spot,9,Image 1,1,1406,
229.828,,Spot,9,Image 1,1,1410,
0.34,,Spot,9,Image 1,1,1411,
0.179,,Spot,9,Image 1,1,1415,
0.182,,Spot,9,Image 1,1,1420,
423.224,,Spot,9,Image 1,1,1435,
399.98,,Spot,9,Image 1,1,1436,
377.093,,Spot,9,Image 1,1,1439,
0.244,,Spot,9,Image 1,1,1440,
0.2315,,Spot,9,Image 1,1,1444,
0.355,,Spot,9,Image 1,1,1445,
0.274,,Spot,9,Image 1,1,1446,
0.384,,Spot,9,Image 1,1,1447,
90.54,,Spot,9,Image 1,1,1448,
0.392,,Spot,9,Image 1,1,1452,
0.144,,Spot,9,Image 1,1,1456,
63.462,,Spot,9,Image 1,1,1457,
0.1695,,Spot,9,Image 1,1,1460,
0.245,,Spot,9,Image 1,1,1461,
0.224,,Spot,9,Image 1,1,1463,
0,,Spot,9,Image 1,1,1471,
0.128,,Spot,9,Image 1,1,1478,
0.083,,Spot,9,Image 1,1,1480,
15.48,,Spot,9,Image 1,1,1489,
0.184,,Spot,9,Image 1,1,1493,
51.4259,,Spot,9,Image 1,1,1495,
0.184,,Spot,9,Image 1,1,1496,
0.248001,,Spot,9,Image 1,1,1506,
0,,Spot,9,Image 1,1,1508,
20.97,,Spot,9,Image 1,1,1509,
0.580017,,Spot,9,Image 1,1,1513,
0.048,,Spot,9,Image 1,1,1534,
0.204,,Spot,9,Image 1,1,1537,
0.138,,Spot,9,Image 1,1,1543,
0.26,,Spot,9,Image 1,1,1546,
0.046,,Spot,9,Image 1,1,1547,
0.056,,Spot,9,Image 1,1,1552,
0.07,,Spot,9,Image 1,1,1553,
0.254,,Spot,9,Image 1,1,1555,
0.07475,,Spot,9,Image 1,1,1567,
0.18,,Spot,9,Image 1,1,1569,
0.122,,Spot,9,Image 1,1,1572,
0.074,,Spot,9,Image 1,1,1576,
0.112,,Spot,9,Image 1,1,1589,
0.307,,Spot,9,Image 1,1,1595,
0.316,,Spot,9,Image 1,1,1615,
0.196,,Spot,9,Image 1,1,1620,
0.1605,,Spot,9,Image 1,1,1634,
0.14,,Spot,9,Image 1,1,1650,
0.294,,Spot,9,Image 1,1,1651,
0.29,,Spot,9,Image 1,1,1656,
0.224,,Spot,9,Image 1,1,1657,
0.219,,Spot,9,Image 1,1,1662,
0.384,,Spot,9,Image 1,1,1665,
0.04375,,Spot,9,Image 1,1,1684,
0.074,,Spot,9,Image 1,1,1690,
0.014,,Spot,9,Image 1,1,1692,
0.034,,Spot,9,Image 1,1,1694,
0.136,,Spot,9,Image 1,1,1695,
0.005,,Spot,9,Image 1,1,1697,
0.062,,Spot,9,Image 1,1,1699,
0,,Spot,9,Image 1,1,1700,
0,,Spot,9,Image 1,1,1706,
0.19,,Spot,9,Image 1,1,1710,
0.046,,Spot,9,Image 1,1,1721,
0.088,,Spot,9,Image 1,1,1725,
0.0825,,Spot,9,Image 1,1,1726,
0.104,,Spot,9,Image 1,1,1732,
0.111,,Spot,9,Image 1,1,1752,
0.288,,Spot,9,Image 1,1,1768,
0.103,,Spot,9,Image 1,1,1769,
0.088,,Spot,9,Image 1,1,1775,
0.104,,Spot,9,Image 1,1,1788,
0.097,,Spot,9,Image 1,1,1815,
0.042,,Spot,9,Image 1,1,1818,
0.038,,Spot,9,Image 1,1,1824,
0.131,,Spot,9,Image 1,1,1825,
0,,Spot,9,Image 1,1,1837,
0.184,,Spot,9,Image 1,1,1844,
0.308,,Spot,9,Image 1,1,1845,
0.216,,Spot,9,Image 1,1,1851,
0.1645,,Spot,9,Image 1,1,1857,
0.04025,,Spot,9,Image 1,1,1858,
0.073,,Spot,9,Image 1,1,1864,
0.314,,Spot,9,Image 1,1,1865,
0.116,,Spot,9,Image 1,1,1870,
0.198,,Spot,9,Image 1,1,1871,
0.088,,Spot,9,Image 1,1,1893,
0.11,,Spot,9,Image 1,1,1896,
0.152,,Spot,9,Image 1,1,1898,
0.104,,Spot,9,Image 1,1,1902,
0.134,,Spot,9,Image 1,1,1914,
0.296,,Spot,9,Image 1,1,1915,
0.288,,Spot,9,Image 1,1,1920,
0.058,,Spot,9,Image 1,1,1929,
0.116,,Spot,9,Image 1,1,1936,
0.096,,Spot,9,Image 1,1,1938,
0.274,,Spot,9,Image 1,1,1941,
0.162,,Spot,9,Image 1,1,1943,
0.363,,Spot,9,Image 1,1,1945,
0.252,,Spot,9,Image 1,1,1947,
0.404,,Spot,9,Image 1,1,1948,
0.14,,Spot,9,Image 1,1,1952,
0.179,,Spot,9,Image 1,1,1954,
0.168,,Spot,9,Image 1,1,1956,
0.112,,Spot,9,Image 1,1,1957,
0.143,,Spot,9,Image 1,1,1963,
0.1505,,Spot,9,Image 1,1,1974,
0.158,,Spot,9,Image 1,1,1976,
0.14,,Spot,9,Image 1,1,1983,
0.144,,Spot,9,Image 1,1,1985,
0.248,,Spot,9,Image 1,1,1990,
0.175,,Spot,9,Image 1,1,2000,
28.077,,Spot,9,Image 1,1,2004,
0.268,,Spot,9,Image 1,1,2005,
38.41,,Spot,9,Image 1,1,2007,
0.165,,Spot,9,Image 1,1,2008,
60.858,,Spot,9,Image 1,1,2014,
0.058,,Spot,9,Image 1,1,2034,
0.318,,Spot,9,Image 1,1,2037,
0.0835,,Spot,9,Image 1,1,2038,
0,,Spot,9,Image 1,1,2042,
0.306,,Spot,9,Image 1,1,2043,
0.048,,Spot,9,Image 1,1,2044,
0.104,,Spot,9,Image 1,1,2045,
0.1275,,Spot,9,Image 1,1,2052,
0.432,,Spot,9,Image 1,1,2053,
0.208,,Spot,9,Image 1,1,2054,
0.136,,Spot,9,Image 1,1,2055,
0.076,,Spot,9,Image 1,1,2057,
0,,Spot,9,Image 1,1,2058,
0.128,,Spot,9,Image 1,1,2060,
0.068,,Spot,9,Image 1,1,2061,
0.44,,Spot,9,Image 1,1,2072,
28.264,,Spot,9,Image 1,1,2073,
38.64,,Spot,9,Image 1,1,2078,
89.082,,Spot,9,Image 1,1,2085,
0.256,,Spot,9,Image 1,1,2098,
0.136,,Spot,9,Image 1,1,2102,
0.28,,Spot,9,Image 1,1,2103,
0.0320001,,Spot,9,Image 1,1,2148,
0.264,,Spot,9,Image 1,1,2177,
0.0240021,,Spot,9,Image 1,1,2189,
0.2635,,Spot,9,Image 1,1,2191,
0.276,,Spot,9,Image 1,1,2193,
0.128,,Spot,9,Image 1,1,2194,
0.256,,Spot,9,Image 1,1,2196,
0.083,,Spot,9,Image 1,1,2197,
0.06,,Spot,9,Image 1,1,2198,
0.102,,Spot,9,Image 1,1,2199,
0.0555,,Spot,9,Image 1,1,2200,
0.272,,Spot,9,Image 1,1,2201,
0.082,,Spot,9,Image 1,1,2203,
0.08,,Spot,9,Image 1,1,2211,
0.100006,,Spot,9,Image 1,1,2212,
0.256,,Spot,9,Image 1,1,2230,
0.078,,Spot,9,Image 1,1,2261,
0.04,,Spot,9,Image 1,1,2266,
0.16,,Spot,9,Image 1,1,2273,
0.264,,Spot,9,Image 1,1,2457,
0.256,,Spot,9,Image 1,1,2458,
94.856,,Spot,9,Image 1,1,2471,
0.108,,Spot,9,Image 1,1,2552,
0.06,,Spot,9,Image 1,1,2661,
11,,Spot,9,Image 1,2,2937,
10.978,,Spot,9,Image 1,2,2938,
13.992,,Spot,9,Image 1,2,2939,
63.488,,Spot,9,Image 1,2,2971,
113.04,,Spot,9,Image 1,2,3016,
129.04,,Spot,9,Image 1,2,3018,
116.912,,Spot,9,Image 1,2,3045,
72.978,,Spot,9,Image 1,2,3046,
90.008,,Spot,9,Image 1,2,3056,
61.968,,Spot,9,Image 1,2,3065,
15.02,,Spot,9,Image 1,2,3101,
28.004,,Spot,9,Image 1,2,3127,
20,,Spot,9,Image 1,2,3132,
27.04,,Spot,9,Image 1,2,3135,
144.92,,Spot,9,Image 1,2,3140,
161.68,,Spot,9,Image 1,2,3144,
16.504,,Spot,9,Image 1,2,3150,
18.99,,Spot,9,Image 1,2,3154,
258.936,,Spot,9,Image 1,2,3160,
56.992,,Spot,9,Image 1,2,3175,
223.2,,Spot,9,Image 1,2,3176,
92.016,,Spot,9,Image 1,2,3177,
265.552,,Spot,9,Image 1,2,3184,
711.11,,Spot,9,Image 1,2,3185,
135.8,,Spot,9,Image 1,2,3187,
378.16,,Spot,9,Image 1,2,3213,
165.208,,Spot,9,Image 1,2,3220,
4.004,,Spot,9,Image 1,2,3235,
2.992,,Spot,9,Image 1,2,3242,
4.008,,Spot,9,Image 1,2,3243,
0.999,,Spot,9,Image 1,2,3244,
4.012,,Spot,9,Image 1,2,3245,
1.998,,Spot,9,Image 1,2,3248,
1,,Spot,9,Image 1,2,3250,
5.984,,Spot,9,Image 1,2,3262,
8.512,,Spot,9,Image 1,2,3264,
0.006,,Spot,9,Image 1,2,3265,
7.984,,Spot,9,Image 1,2,3279,
3.995,,Spot,9,Image 1,2,3280,
6.492,,Spot,9,Image 1,2,3295,
0.016,,Spot,9,Image 1,2,3329,
61.072,,Spot,9,Image 1,2,3330,
2.992,,Spot,9,Image 1,2,3334,
52.008,,Spot,9,Image 1,2,3339,
34.056,,Spot,9,Image 1,2,3340,
10,,Spot,9,Image 1,2,3350,
19.976,,Spot,9,Image 1,2,3358,
119.48,,Spot,9,Image 1,2,3359,
10,,Spot,9,Image 1,2,3376,
13.003,,Spot,9,Image 1,2,3402,
25.9935,,Spot,9,Image 1,2,3412,
45.52,,Spot,9,Image 1,2,3414,
45.988,,Spot,9,Image 1,2,3415,
59.946,,Spot,9,Image 1,2,3419,
453.928,,Spot,9,Image 1,2,3420,
110.4,,Spot,9,Image 1,2,3425,
347.176,,Spot,9,Image 1,2,3434,
24.04,,Spot,9,Image 1,2,3446,
133.456,,Spot,9,Image 1,2,3451,
1.992,,Spot,9,Image 1,2,3467,
2,,Spot,9,Image 1,2,3469,
0.001,,Spot,9,Image 1,2,3470,
2.996,,Spot,9,Image 1,2,3472,
11.984,,Spot,9,Image 1,2,3474,
0.016,,Spot,9,Image 1,2,3475,
1.992,,Spot,9,Image 1,2,3477,
2.992,,Spot,9,Image 1,2,3479,
0.012,,Spot,9,Image 1,2,3480,
2.996,,Spot,9,Image 1,2,3481,
0,,Spot,9,Image 1,2,3483,
0.008,,Spot,9,Image 1,2,3484,
1,,Spot,9,Image 1,2,3491,
6,,Spot,9,Image 1,2,3492,
0.008,,Spot,9,Image 1,2,3497,
11.016,,Spot,9,Image 1,2,3499,
3.984,,Spot,9,Image 1,2,3503,
5.002,,Spot,9,Image 1,2,3510,
1,,Spot,9,Image 1,2,3512,
9.008,,Spot,9,Image 1,2,3517,
4.99,,Spot,9,Image 1,2,3518,
12.04,,Spot,9,Image 1,2,3521,
12.992,,Spot,9,Image 1,2,3525,
18.02,,Spot,9,Image 1,2,3527,
18.032,,Spot,9,Image 1,2,3532,
6.996,,Spot,9,Image 1,2,3536,
3,,Spot,9,Image 1,2,3539,
16.04,,Spot,9,Image 1,2,3563,
23.968,,Spot,9,Image 1,2,3577,
1.0005,,Spot,9,Image 1,2,3588,
7,,Spot,9,Image 1,2,3590,
16.976,,Spot,9,Image 1,2,3591,
15.008,,Spot,9,Image 1,2,3605,
2,,Spot,9,Image 1,2,3608,
11.008,,Spot,9,Image 1,2,3611,
14.984,,Spot,9,Image 1,2,3612,
71.012,,Spot,9,Image 1,2,3615,
50.95,,Spot,9,Image 1,2,3618,
30.984,,Spot,9,Image 1,2,3619,
23.014,,Spot,9,Image 1,2,3620,
32.032,,Spot,9,Image 1,2,3622,
16,,Spot,9,Image 1,2,3633,
78.44,,Spot,9,Image 1,2,3635,
34.004,,Spot,9,Image 1,2,3636,
22.016,,Spot,9,Image 1,2,3637,
57,,Spot,9,Image 1,2,3675,
83.022,,Spot,9,Image 1,2,3679,
244.264,,Spot,9,Image 1,2,3686,
16.002,,Spot,9,Image 1,2,3687,
5.01,,Spot,9,Image 1,2,3688,
25.024,,Spot,9,Image 1,2,3693,
19,,Spot,9,Image 1,2,3696,
206.096,,Spot,9,Image 1,2,3702,
123.008,,Spot,9,Image 1,2,3729,
358.464,,Spot,9,Image 1,2,3732,
296.376,,Spot,9,Image 1,2,3748,
179.994,,Spot,9,Image 1,2,3749,
314.808,,Spot,9,Image 1,2,3758,
51.048,,Spot,9,Image 1,2,3760,
98.4,,Spot,9,Image 1,2,3763,
86.08,,Spot,9,Image 1,2,3768,
172.916,,Spot,9,Image 1,2,3771,
130.96,,Spot,9,Image 1,2,3776,
81.928,,Spot,9,Image 1,2,3778,
201.132,,Spot,9,Image 1,2,3783,
47.92,,Spot,9,Image 1,2,3787,
103.624,,Spot,9,Image 1,2,3802,
230.04,,Spot,9,Image 1,2,3805,
329.04,,Spot,9,Image 1,2,3809,
95.072,,Spot,9,Image 1,2,3812,
60.042,,Spot,9,Image 1,2,3813,
79,,Spot,9,Image 1,2,3815,
46.036,,Spot,9,Image 1,2,3818,
409.456,,Spot,9,Image 1,2,3822,
244.704,,Spot,9,Image 1,2,3823,
120.852,,Spot,9,Image 1,2,3825,
237,,Spot,9,Image 1,2,3829,
327.24,,Spot,9,Image 1,2,3837,
387.924,,Spot,9,Image 1,2,3840,
120.06,,Spot,9,Image 1,2,3841,
175.096,,Spot,9,Image 1,2,3842,
90.904,,Spot,9,Image 1,2,3843,
11.56,,Spot,9,Image 1,2,3849,
327.912,,Spot,9,Image 1,2,3854,
124.424,,Spot,9,Image 1,2,3855,
312.76,,Spot,9,Image 1,2,3858,
256.12,,Spot,9,Image 1,2,3859,
314.936,,Spot,9,Image 1,2,3863,
143.384,,Spot,9,Image 1,2,3867,
180.936,,Spot,9,Image 1,2,3868,
380,,Spot,9,Image 1,2,3869,
135.996,,Spot,9,Image 1,2,3873,
154.148,,Spot,9,Image 1,2,3874,
241.9,,Spot,9,Image 1,2,3876,
223.976,,Spot,9,Image 1,2,3887,
179.976,,Spot,9,Image 1,2,3900,
105.88,,Spot,9,Image 1,2,3904,
149.518,,Spot,9,Image 1,2,3919,
42.976,,Spot,9,Image 1,2,3925,
3.984,,Spot,9,Image 1,2,3934,
8.972,,Spot,9,Image 1,2,3942,
209.81,,Spot,9,Image 1,2,3943,
306.592,,Spot,9,Image 1,2,3948,
293.912,,Spot,9,Image 1,2,3955,
198.448,,Spot,9,Image 1,2,3956,
192.56,,Spot,9,Image 1,2,3957,
331.096,,Spot,9,Image 1,2,3959,
135.12,,Spot,9,Image 1,2,3961,
118.832,,Spot,9,Image 1,2,3963,
82.498,,Spot,9,Image 1,2,3966,
63.024,,Spot,9,Image 1,2,3968,
203.6,,Spot,9,Image 1,2,3969,
299.008,,Spot,9,Image 1,2,3975,
201.356,,Spot,9,Image 1,2,3976,
294.128,,Spot,9,Image 1,2,3979,
167.904,,Spot,9,Image 1,2,3981,
103.92,,Spot,9,Image 1,2,3982,
88.936,,Spot,9,Image 1,2,3987,
53.832,,Spot,9,Image 1,2,3988,
6.06799,,Spot,9,Image 1,2,3989,
216.864,,Spot,9,Image 1,2,3999,
617.924,,Spot,9,Image 1,2,4002,
340.648,,Spot,9,Image 1,2,4008,
93.08,,Spot,9,Image 1,2,4011,
79.44,,Spot,9,Image 1,2,4014,
108.496,,Spot,9,Image 1,2,4023,
46.011,,Spot,9,Image 1,2,4032,
318.04,,Spot,9,Image 1,2,4033,
266.76,,Spot,9,Image 1,2,4047,
238.496,,Spot,9,Image 1,2,4048,
242.56,,Spot,9,Image 1,2,4051,
204.792,,Spot,9,Image 1,2,4052,
156.36,,Spot,9,Image 1,2,4053,
200.584,,Spot,9,Image 1,2,4056,
37.984,,Spot,9,Image 1,2,4058,
403.96,,Spot,9,Image 1,2,4059,
186.026,,Spot,9,Image 1,2,4062,
265.464,,Spot,9,Image 1,2,4064,
127.504,,Spot,9,Image 1,2,4079,
106.488,,Spot,9,Image 1,2,4081,
117.016,,Spot,9,Image 1,2,4082,
142.576,,Spot,9,Image 1,2,4083,
45.408,,Spot,9,Image 1,2,4085,
224.06,,Spot,9,Image 1,2,4088,
159.128,,Spot,9,Image 1,2,4090,
234.792,,Spot,9,Image 1,2,4092,
312.976,,Spot,9,Image 1,2,4103,
210.984,,Spot,9,Image 1,2,4104,
362.8,,Spot,9,Image 1,2,4107,
25.998,,Spot,9,Image 1,2,4109,
2.008,,Spot,9,Image 1,2,4121,
5.984,,Spot,9,Image 1,2,4122,
11.005,,Spot,9,Image 1,2,4125,
6.024,,Spot,9,Image 1,2,4129,
37.056,,Spot,9,Image 1,2,4138,
74.904,,Spot,9,Image 1,2,4140,
4.984,,Spot,9,Image 1,2,4141,
25.972,,Spot,9,Image 1,2,4146,
9.016,,Spot,9,Image 1,2,4148,
112.96,,Spot,9,Image 1,2,4150,
0.996,,Spot,9,Image 1,2,4151,
12.024,,Spot,9,Image 1,2,4152,
26.96,,Spot,9,Image 1,2,4158,
22.992,,Spot,9,Image 1,2,4160,
148.736,,Spot,9,Image 1,2,4163,
10,,Spot,9,Image 1,2,4165,
20.02,,Spot,9,Image 1,2,4169,
21.016,,Spot,9,Image 1,2,4177,
29.948,,Spot,9,Image 1,2,4190,
34.912,,Spot,9,Image 1,2,4192,
20.504,,Spot,9,Image 1,2,4193,
92.512,,Spot,9,Image 1,2,4197,
82.136,,Spot,9,Image 1,2,4202,
91.088,,Spot,9,Image 1,2,4206,
44.052,,Spot,9,Image 1,2,4222,
97.44,,Spot,9,Image 1,2,4238,
107.888,,Spot,9,Image 1,2,4241,
119.992,,Spot,9,Image 1,2,4244,
199.856,,Spot,9,Image 1,2,4245,
120.152,,Spot,9,Image 1,2,4250,
187.968,,Spot,9,Image 1,2,4253,
7.992,,Spot,9,Image 1,2,4265,
89.952,,Spot,9,Image 1,2,4268,
