
Intensity Sum Ch=10 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
10452,,Spot,10,Image 1,1,5,
39480,,Spot,10,Image 1,1,23,
24825,,Spot,10,Image 1,1,29,
25736,,Spot,10,Image 1,1,68,
16511,,Spot,10,Image 1,1,75,
26518,,Spot,10,Image 1,1,77,
13076,,Spot,10,Image 1,1,88,
8526,,Spot,10,Image 1,1,127,
18729,,Spot,10,Image 1,1,142,
20507,,Spot,10,Image 1,1,143,
19649,,Spot,10,Image 1,1,162,
17124,,Spot,10,Image 1,1,164,
18062,,Spot,10,Image 1,1,167,
32046,,Spot,10,Image 1,1,171,
44317,,Spot,10,Image 1,1,173,
12669,,Spot,10,Image 1,1,174,
20060,,Spot,10,Image 1,1,182,
17919,,Spot,10,Image 1,1,188,
19071,,Spot,10,Image 1,1,190,
18475,,Spot,10,Image 1,1,192,
22240,,Spot,10,Image 1,1,201,
46740,,Spot,10,Image 1,1,217,
18526,,Spot,10,Image 1,1,222,
22130,,Spot,10,Image 1,1,237,
16721,,Spot,10,Image 1,1,239,
18330,,Spot,10,Image 1,1,241,
22603,,Spot,10,Image 1,1,242,
24016,,Spot,10,Image 1,1,244,
18348,,Spot,10,Image 1,1,246,
18983,,Spot,10,Image 1,1,250,
23655,,Spot,10,Image 1,1,257,
19942,,Spot,10,Image 1,1,300,
30523,,Spot,10,Image 1,1,303,
19169,,Spot,10,Image 1,1,305,
23788,,Spot,10,Image 1,1,309,
16844,,Spot,10,Image 1,1,313,
14251,,Spot,10,Image 1,1,350,
17208,,Spot,10,Image 1,1,354,
26857,,Spot,10,Image 1,1,364,
23436,,Spot,10,Image 1,1,369,
15977,,Spot,10,Image 1,1,378,
20100,,Spot,10,Image 1,1,380,
28713,,Spot,10,Image 1,1,387,
20380,,Spot,10,Image 1,1,397,
33026,,Spot,10,Image 1,1,400,
21760,,Spot,10,Image 1,1,404,
26327,,Spot,10,Image 1,1,406,
21395,,Spot,10,Image 1,1,412,
26417,,Spot,10,Image 1,1,413,
31125,,Spot,10,Image 1,1,457,
21471,,Spot,10,Image 1,1,458,
26397,,Spot,10,Image 1,1,461,
32605,,Spot,10,Image 1,1,484,
54597,,Spot,10,Image 1,1,485,
28189,,Spot,10,Image 1,1,487,
18912,,Spot,10,Image 1,1,498,
11515,,Spot,10,Image 1,1,509,
11126,,Spot,10,Image 1,1,510,
13023,,Spot,10,Image 1,1,513,
43618,,Spot,10,Image 1,1,518,
38574,,Spot,10,Image 1,1,520,
25629,,Spot,10,Image 1,1,522,
52018,,Spot,10,Image 1,1,528,
31386,,Spot,10,Image 1,1,552,
21717,,Spot,10,Image 1,1,565,
14581,,Spot,10,Image 1,1,572,
16059,,Spot,10,Image 1,1,604,
19248,,Spot,10,Image 1,1,615,
21533,,Spot,10,Image 1,1,616,
18048,,Spot,10,Image 1,1,626,
19134,,Spot,10,Image 1,1,631,
26241,,Spot,10,Image 1,1,661,
60520,,Spot,10,Image 1,1,688,
26150,,Spot,10,Image 1,1,693,
44038,,Spot,10,Image 1,1,696,
42746,,Spot,10,Image 1,1,704,
19964,,Spot,10,Image 1,1,707,
116531,,Spot,10,Image 1,1,714,
31568,,Spot,10,Image 1,1,716,
25772,,Spot,10,Image 1,1,718,
13193,,Spot,10,Image 1,1,730,
37440,,Spot,10,Image 1,1,748,
14892,,Spot,10,Image 1,1,762,
30617,,Spot,10,Image 1,1,780,
29136,,Spot,10,Image 1,1,782,
25581,,Spot,10,Image 1,1,783,
54225,,Spot,10,Image 1,1,789,
34770,,Spot,10,Image 1,1,790,
23457,,Spot,10,Image 1,1,792,
28343,,Spot,10,Image 1,1,794,
79670,,Spot,10,Image 1,1,797,
23317,,Spot,10,Image 1,1,798,
36963,,Spot,10,Image 1,1,800,
34328,,Spot,10,Image 1,1,809,
17304,,Spot,10,Image 1,1,812,
10232,,Spot,10,Image 1,1,814,
22778,,Spot,10,Image 1,1,822,
32282,,Spot,10,Image 1,1,823,
17909,,Spot,10,Image 1,1,825,
22777,,Spot,10,Image 1,1,829,
29014,,Spot,10,Image 1,1,830,
24806,,Spot,10,Image 1,1,835,
20654,,Spot,10,Image 1,1,837,
21377,,Spot,10,Image 1,1,845,
28491,,Spot,10,Image 1,1,889,
15935,,Spot,10,Image 1,1,900,
16900,,Spot,10,Image 1,1,903,
23674,,Spot,10,Image 1,1,905,
21424,,Spot,10,Image 1,1,906,
18803,,Spot,10,Image 1,1,914,
12741,,Spot,10,Image 1,1,917,
13808,,Spot,10,Image 1,1,921,
17806,,Spot,10,Image 1,1,923,
34220,,Spot,10,Image 1,1,933,
33519,,Spot,10,Image 1,1,936,
31648,,Spot,10,Image 1,1,937,
32579,,Spot,10,Image 1,1,939,
50633,,Spot,10,Image 1,1,941,
38343,,Spot,10,Image 1,1,949,
26363,,Spot,10,Image 1,1,952,
9175,,Spot,10,Image 1,1,965,
21945,,Spot,10,Image 1,1,978,
23390,,Spot,10,Image 1,1,989,
17245,,Spot,10,Image 1,1,994,
23759,,Spot,10,Image 1,1,997,
46552,,Spot,10,Image 1,1,1010,
23908,,Spot,10,Image 1,1,1018,
19608,,Spot,10,Image 1,1,1021,
15491,,Spot,10,Image 1,1,1033,
22249,,Spot,10,Image 1,1,1041,
18015,,Spot,10,Image 1,1,1043,
18374,,Spot,10,Image 1,1,1048,
20740,,Spot,10,Image 1,1,1054,
20514,,Spot,10,Image 1,1,1064,
17147,,Spot,10,Image 1,1,1065,
19485,,Spot,10,Image 1,1,1070,
21508,,Spot,10,Image 1,1,1073,
66820,,Spot,10,Image 1,1,1076,
22216,,Spot,10,Image 1,1,1077,
71719,,Spot,10,Image 1,1,1085,
19428,,Spot,10,Image 1,1,1091,
30343,,Spot,10,Image 1,1,1093,
48398,,Spot,10,Image 1,1,1094,
19320,,Spot,10,Image 1,1,1096,
36271,,Spot,10,Image 1,1,1098,
30178,,Spot,10,Image 1,1,1101,
19356,,Spot,10,Image 1,1,1105,
73579,,Spot,10,Image 1,1,1108,
35179,,Spot,10,Image 1,1,1109,
23585,,Spot,10,Image 1,1,1113,
26388,,Spot,10,Image 1,1,1124,
28444,,Spot,10,Image 1,1,1132,
21156,,Spot,10,Image 1,1,1133,
104799,,Spot,10,Image 1,1,1139,
56537,,Spot,10,Image 1,1,1146,
44117,,Spot,10,Image 1,1,1149,
22221,,Spot,10,Image 1,1,1150,
33397,,Spot,10,Image 1,1,1153,
25466,,Spot,10,Image 1,1,1154,
43100,,Spot,10,Image 1,1,1158,
21361,,Spot,10,Image 1,1,1165,
55314,,Spot,10,Image 1,1,1169,
19440,,Spot,10,Image 1,1,1180,
25707,,Spot,10,Image 1,1,1184,
20446,,Spot,10,Image 1,1,1185,
58245,,Spot,10,Image 1,1,1189,
74091,,Spot,10,Image 1,1,1193,
21783,,Spot,10,Image 1,1,1196,
22606,,Spot,10,Image 1,1,1198,
34267,,Spot,10,Image 1,1,1199,
23121,,Spot,10,Image 1,1,1201,
28224,,Spot,10,Image 1,1,1203,
17620,,Spot,10,Image 1,1,1209,
54784,,Spot,10,Image 1,1,1210,
24649,,Spot,10,Image 1,1,1211,
24841,,Spot,10,Image 1,1,1213,
29397,,Spot,10,Image 1,1,1216,
73833,,Spot,10,Image 1,1,1217,
22549,,Spot,10,Image 1,1,1218,
32039,,Spot,10,Image 1,1,1226,
48431,,Spot,10,Image 1,1,1228,
44669,,Spot,10,Image 1,1,1229,
27271,,Spot,10,Image 1,1,1232,
20320,,Spot,10,Image 1,1,1237,
18195,,Spot,10,Image 1,1,1241,
19018,,Spot,10,Image 1,1,1242,
20629,,Spot,10,Image 1,1,1243,
18514,,Spot,10,Image 1,1,1246,
22237,,Spot,10,Image 1,1,1258,
31211,,Spot,10,Image 1,1,1262,
