
Distance To Nearest Neighbour
 ==================== 
Distance To Nearest Neighbour,Unit,Category,Time,ID,
16.9352,µm,Spot,1,1332,
22.0548,µm,Spot,1,1334,
11.0485,µm,Spot,1,1336,
13.023,µm,Spot,1,1339,
23.499,µm,Spot,1,1341,
18.3662,µm,Spot,1,1346,
17.5784,µm,Spot,1,1347,
14.6278,µm,Spot,1,1351,
19.7047,µm,Spot,1,1353,
19.7047,µm,Spot,1,1354,
14.3909,µm,Spot,1,1355,
14.6944,µm,Spot,1,1357,
10.3906,µm,Spot,1,1358,
21.9628,µm,Spot,1,1359,
20.4937,µm,Spot,1,1361,
10.3906,µm,Spot,1,1362,
13.7899,µm,Spot,1,1364,
14.6278,µm,Spot,1,1370,
15.0438,µm,Spot,1,1371,
10.9462,µm,Spot,1,1372,
19.5009,µm,Spot,1,1373,
10.9462,µm,Spot,1,1375,
11.4427,µm,Spot,1,1376,
18.0143,µm,Spot,1,1382,
17.5784,µm,Spot,1,1383,
14.6996,µm,Spot,1,1389,
11.8699,µm,Spot,1,1390,
16.5872,µm,Spot,1,1392,
22.0383,µm,Spot,1,1399,
23.5908,µm,Spot,1,1402,
15.5261,µm,Spot,1,1406,
17.6125,µm,Spot,1,1410,
17.6125,µm,Spot,1,1411,
23.5908,µm,Spot,1,1415,
31.5762,µm,Spot,1,1420,
11.43,µm,Spot,1,1435,
18.3325,µm,Spot,1,1436,
11.43,µm,Spot,1,1439,
13.4803,µm,Spot,1,1440,
15.1124,µm,Spot,1,1444,
16.2482,µm,Spot,1,1445,
13.4803,µm,Spot,1,1446,
18.233,µm,Spot,1,1447,
18.3585,µm,Spot,1,1448,
13.008,µm,Spot,1,1452,
36.036,µm,Spot,1,1456,
13.1179,µm,Spot,1,1457,
8.63457,µm,Spot,1,1460,
20.8986,µm,Spot,1,1461,
8.63457,µm,Spot,1,1463,
33.5144,µm,Spot,1,1471,
17.1678,µm,Spot,1,1478,
26.2408,µm,Spot,1,1480,
11.1493,µm,Spot,1,1489,
19.8747,µm,Spot,1,1493,
14.6545,µm,Spot,1,1495,
11.1493,µm,Spot,1,1496,
26.8174,µm,Spot,1,1506,
18.3585,µm,Spot,1,1508,
20.2186,µm,Spot,1,1509,
14.6545,µm,Spot,1,1513,
14.4444,µm,Spot,1,1534,
30.6008,µm,Spot,1,1537,
22.0846,µm,Spot,1,1543,
22.1336,µm,Spot,1,1546,
10.2797,µm,Spot,1,1547,
10.2797,µm,Spot,1,1552,
30.2603,µm,Spot,1,1553,
22.1336,µm,Spot,1,1555,
17.058,µm,Spot,1,1567,
26.8724,µm,Spot,1,1569,
24.0051,µm,Spot,1,1572,
30.6008,µm,Spot,1,1576,
20.9463,µm,Spot,1,1589,
20.9463,µm,Spot,1,1595,
23.2317,µm,Spot,1,1615,
13.5815,µm,Spot,1,1620,
37.7417,µm,Spot,1,1634,
13.154,µm,Spot,1,1650,
9.3797,µm,Spot,1,1651,
14.6162,µm,Spot,1,1656,
9.3797,µm,Spot,1,1657,
31.2003,µm,Spot,1,1662,
27.0417,µm,Spot,1,1665,
14.0634,µm,Spot,1,1684,
11.5645,µm,Spot,1,1690,
11.913,µm,Spot,1,1692,
13.9565,µm,Spot,1,1694,
37.8627,µm,Spot,1,1695,
11.913,µm,Spot,1,1697,
26.3938,µm,Spot,1,1699,
13.4938,µm,Spot,1,1700,
23.9725,µm,Spot,1,1706,
34.5342,µm,Spot,1,1710,
19.4919,µm,Spot,1,1721,
20.1153,µm,Spot,1,1725,
25.4419,µm,Spot,1,1726,
29.1905,µm,Spot,1,1732,
34.1396,µm,Spot,1,1752,
24.8438,µm,Spot,1,1768,
35.6686,µm,Spot,1,1769,
15.4186,µm,Spot,1,1775,
31.4738,µm,Spot,1,1788,
18.0921,µm,Spot,1,1815,
12.5237,µm,Spot,1,1818,
12.5237,µm,Spot,1,1824,
32.3487,µm,Spot,1,1825,
18.5812,µm,Spot,1,1837,
15.9788,µm,Spot,1,1844,
25.5583,µm,Spot,1,1845,
18.9183,µm,Spot,1,1851,
14.9106,µm,Spot,1,1857,
19.6336,µm,Spot,1,1858,
19.6336,µm,Spot,1,1864,
13.5026,µm,Spot,1,1865,
23.8627,µm,Spot,1,1870,
13.5026,µm,Spot,1,1871,
14.9106,µm,Spot,1,1893,
20.5707,µm,Spot,1,1896,
14.4987,µm,Spot,1,1898,
20.2632,µm,Spot,1,1902,
24.3774,µm,Spot,1,1914,
20.5707,µm,Spot,1,1915,
30.7037,µm,Spot,1,1920,
41.4184,µm,Spot,1,1929,
9.4333,µm,Spot,1,1936,
9.4333,µm,Spot,1,1938,
13.6586,µm,Spot,1,1941,
10.633,µm,Spot,1,1943,
12.0119,µm,Spot,1,1945,
16.2469,µm,Spot,1,1947,
20.8976,µm,Spot,1,1948,
16.5274,µm,Spot,1,1952,
10.633,µm,Spot,1,1954,
15.975,µm,Spot,1,1956,
16.5274,µm,Spot,1,1957,
12.0119,µm,Spot,1,1963,
24.7547,µm,Spot,1,1974,
25.382,µm,Spot,1,1976,
31.5088,µm,Spot,1,1983,
29.2324,µm,Spot,1,1985,
14.3419,µm,Spot,1,1990,
13.8785,µm,Spot,1,2000,
14.2517,µm,Spot,1,2004,
14.4163,µm,Spot,1,2005,
27.5174,µm,Spot,1,2007,
27.5174,µm,Spot,1,2008,
14.2517,µm,Spot,1,2014,
13.023,µm,Spot,1,2034,
17.4458,µm,Spot,1,2037,
11.0485,µm,Spot,1,2038,
10.2982,µm,Spot,1,2042,
20.6336,µm,Spot,1,2043,
8.81135,µm,Spot,1,2044,
8.81135,µm,Spot,1,2045,
16.3787,µm,Spot,1,2052,
7.77495,µm,Spot,1,2053,
7.77495,µm,Spot,1,2054,
12.446,µm,Spot,1,2055,
21.7555,µm,Spot,1,2057,
30.8079,µm,Spot,1,2058,
21.7555,µm,Spot,1,2060,
16.3787,µm,Spot,1,2061,
14.6996,µm,Spot,1,2072,
10.2982,µm,Spot,1,2073,
19.6971,µm,Spot,1,2078,
32.4267,µm,Spot,1,2085,
40.3424,µm,Spot,1,2098,
24.1403,µm,Spot,1,2102,
46.7288,µm,Spot,1,2103,
28.5522,µm,Spot,1,2148,
44.8878,µm,Spot,1,2177,
32.0187,µm,Spot,1,2189,
15.8914,µm,Spot,1,2191,
16.4217,µm,Spot,1,2193,
16.4217,µm,Spot,1,2194,
22.633,µm,Spot,1,2196,
11.7388,µm,Spot,1,2197,
11.7388,µm,Spot,1,2198,
8.82298,µm,Spot,1,2199,
21.5668,µm,Spot,1,2200,
13.5815,µm,Spot,1,2201,
8.82298,µm,Spot,1,2203,
24.0421,µm,Spot,1,2211,
19.7804,µm,Spot,1,2212,
21.0795,µm,Spot,1,2230,
24.5399,µm,Spot,1,2261,
19.4919,µm,Spot,1,2266,
19.7804,µm,Spot,1,2273,
20.0348,µm,Spot,1,2457,
34.608,µm,Spot,1,2458,
20.0348,µm,Spot,1,2471,
42.3428,µm,Spot,1,2552,
70.7921,µm,Spot,1,2661,
33.2896,µm,Spot,2,2937,
29.006,µm,Spot,2,2938,
11.5717,µm,Spot,2,2939,
32.9909,µm,Spot,2,2971,
34.2681,µm,Spot,2,3016,
19.7853,µm,Spot,2,3018,
31.6693,µm,Spot,2,3045,
31.6693,µm,Spot,2,3046,
17.1443,µm,Spot,2,3056,
17.1443,µm,Spot,2,3065,
32.5269,µm,Spot,2,3101,
32.7659,µm,Spot,2,3127,
25.3618,µm,Spot,2,3132,
32.7659,µm,Spot,2,3135,
25.3618,µm,Spot,2,3140,
21.7156,µm,Spot,2,3144,
25.43,µm,Spot,2,3150,
19.7853,µm,Spot,2,3154,
20.6921,µm,Spot,2,3160,
14.6187,µm,Spot,2,3175,
36.1092,µm,Spot,2,3176,
14.6187,µm,Spot,2,3177,
11.2685,µm,Spot,2,3184,
20.6921,µm,Spot,2,3185,
17.2936,µm,Spot,2,3187,
14.23,µm,Spot,2,3213,
14.23,µm,Spot,2,3220,
32.8823,µm,Spot,2,3235,
13.4633,µm,Spot,2,3242,
14.9651,µm,Spot,2,3243,
14.9808,µm,Spot,2,3244,
13.4633,µm,Spot,2,3245,
20.614,µm,Spot,2,3248,
14.9651,µm,Spot,2,3250,
37.5205,µm,Spot,2,3262,
26.6161,µm,Spot,2,3264,
20.3753,µm,Spot,2,3265,
20.3753,µm,Spot,2,3279,
34.1165,µm,Spot,2,3280,
22.9774,µm,Spot,2,3295,
26.9134,µm,Spot,2,3329,
23.5939,µm,Spot,2,3330,
27.1942,µm,Spot,2,3334,
23.5939,µm,Spot,2,3339,
30.2888,µm,Spot,2,3340,
39.4132,µm,Spot,2,3350,
26.3981,µm,Spot,2,3358,
17.3768,µm,Spot,2,3359,
35.2453,µm,Spot,2,3376,
24.3711,µm,Spot,2,3402,
23.7452,µm,Spot,2,3412,
7.49745,µm,Spot,2,3414,
7.49745,µm,Spot,2,3415,
19.5817,µm,Spot,2,3419,
17.3768,µm,Spot,2,3420,
20.9317,µm,Spot,2,3425,
59.0994,µm,Spot,2,3434,
16.452,µm,Spot,2,3446,
16.452,µm,Spot,2,3451,
12.7555,µm,Spot,2,3467,
17.6905,µm,Spot,2,3469,
17.6905,µm,Spot,2,3470,
12.7555,µm,Spot,2,3472,
10.0472,µm,Spot,2,3474,
15.5653,µm,Spot,2,3475,
10.0472,µm,Spot,2,3477,
21.9221,µm,Spot,2,3479,
20.116,µm,Spot,2,3480,
15.5653,µm,Spot,2,3481,
9.42085,µm,Spot,2,3483,
21.9221,µm,Spot,2,3484,
9.42085,µm,Spot,2,3491,
17.0635,µm,Spot,2,3492,
20.116,µm,Spot,2,3497,
26.9587,µm,Spot,2,3499,
11.3601,µm,Spot,2,3503,
11.3601,µm,Spot,2,3510,
11.6148,µm,Spot,2,3512,
27.1231,µm,Spot,2,3517,
13.8851,µm,Spot,2,3518,
19.3378,µm,Spot,2,3521,
28.0784,µm,Spot,2,3525,
22.4666,µm,Spot,2,3527,
26.9587,µm,Spot,2,3532,
9.5433,µm,Spot,2,3536,
9.5433,µm,Spot,2,3539,
37.9842,µm,Spot,2,3563,
37.9425,µm,Spot,2,3577,
11.7781,µm,Spot,2,3588,
19.9517,µm,Spot,2,3590,
46.3875,µm,Spot,2,3591,
21.1997,µm,Spot,2,3605,
19.5059,µm,Spot,2,3608,
14.646,µm,Spot,2,3611,
14.646,µm,Spot,2,3612,
20.9624,µm,Spot,2,3615,
18.3693,µm,Spot,2,3618,
21.7264,µm,Spot,2,3619,
19.6545,µm,Spot,2,3620,
23.8485,µm,Spot,2,3622,
19.5059,µm,Spot,2,3633,
20.9624,µm,Spot,2,3635,
26.5251,µm,Spot,2,3636,
19.6545,µm,Spot,2,3637,
18.3693,µm,Spot,2,3675,
26.5251,µm,Spot,2,3679,
39.3249,µm,Spot,2,3686,
28.2834,µm,Spot,2,3687,
11.5717,µm,Spot,2,3688,
11.8451,µm,Spot,2,3693,
11.8451,µm,Spot,2,3696,
29.006,µm,Spot,2,3702,
22.454,µm,Spot,2,3729,
30.5691,µm,Spot,2,3732,
32.9909,µm,Spot,2,3748,
22.454,µm,Spot,2,3749,
30.6448,µm,Spot,2,3758,
24.7346,µm,Spot,2,3760,
11.9741,µm,Spot,2,3763,
11.9741,µm,Spot,2,3768,
20.7293,µm,Spot,2,3771,
15.3371,µm,Spot,2,3776,
22.003,µm,Spot,2,3778,
22.003,µm,Spot,2,3783,
20.2536,µm,Spot,2,3787,
13.7227,µm,Spot,2,3802,
13.7227,µm,Spot,2,3805,
13.0202,µm,Spot,2,3809,
16.8632,µm,Spot,2,3812,
15.9075,µm,Spot,2,3813,
16.8632,µm,Spot,2,3815,
19.7794,µm,Spot,2,3818,
16.3908,µm,Spot,2,3822,
11.2095,µm,Spot,2,3823,
11.2095,µm,Spot,2,3825,
11.1812,µm,Spot,2,3829,
12.9849,µm,Spot,2,3837,
15.8553,µm,Spot,2,3840,
17.1892,µm,Spot,2,3841,
11.1812,µm,Spot,2,3842,
11.5148,µm,Spot,2,3843,
23.6311,µm,Spot,2,3849,
13.0202,µm,Spot,2,3854,
26.4145,µm,Spot,2,3855,
12.9849,µm,Spot,2,3858,
15.8553,µm,Spot,2,3859,
17.0666,µm,Spot,2,3863,
23.2198,µm,Spot,2,3867,
17.0666,µm,Spot,2,3868,
16.3908,µm,Spot,2,3869,
24.053,µm,Spot,2,3873,
11.2839,µm,Spot,2,3874,
11.2839,µm,Spot,2,3876,
26.8423,µm,Spot,2,3887,
30.7721,µm,Spot,2,3900,
10.3532,µm,Spot,2,3904,
10.3532,µm,Spot,2,3919,
30.9909,µm,Spot,2,3925,
16.2995,µm,Spot,2,3934,
16.2995,µm,Spot,2,3942,
26.5565,µm,Spot,2,3943,
34.9972,µm,Spot,2,3948,
12.799,µm,Spot,2,3955,
9.24757,µm,Spot,2,3956,
9.24757,µm,Spot,2,3957,
11.6951,µm,Spot,2,3959,
15.3721,µm,Spot,2,3961,
22.7262,µm,Spot,2,3963,
13.7511,µm,Spot,2,3966,
24.5893,µm,Spot,2,3968,
18.6033,µm,Spot,2,3969,
12.799,µm,Spot,2,3975,
11.8977,µm,Spot,2,3976,
18.7809,µm,Spot,2,3979,
11.8977,µm,Spot,2,3981,
11.9556,µm,Spot,2,3982,
11.9556,µm,Spot,2,3987,
15.7777,µm,Spot,2,3988,
24.5893,µm,Spot,2,3989,
8.34604,µm,Spot,2,3999,
20.7293,µm,Spot,2,4002,
26.6237,µm,Spot,2,4008,
21.7156,µm,Spot,2,4011,
8.34604,µm,Spot,2,4014,
22.9226,µm,Spot,2,4023,
39.6699,µm,Spot,2,4032,
23.4817,µm,Spot,2,4033,
22.4222,µm,Spot,2,4047,
21.0131,µm,Spot,2,4048,
18.7006,µm,Spot,2,4051,
17.2936,µm,Spot,2,4052,
13.3244,µm,Spot,2,4053,
11.2685,µm,Spot,2,4056,
38.3387,µm,Spot,2,4058,
22.7295,µm,Spot,2,4059,
20.0041,µm,Spot,2,4062,
25.6623,µm,Spot,2,4064,
31.7774,µm,Spot,2,4079,
11.2054,µm,Spot,2,4081,
24.8492,µm,Spot,2,4082,
19.338,µm,Spot,2,4083,
19.338,µm,Spot,2,4085,
15.866,µm,Spot,2,4088,
26.1675,µm,Spot,2,4090,
14.1916,µm,Spot,2,4092,
15.866,µm,Spot,2,4103,
26.5419,µm,Spot,2,4104,
20.5997,µm,Spot,2,4107,
17.3074,µm,Spot,2,4109,
13.5936,µm,Spot,2,4121,
21.1986,µm,Spot,2,4122,
14.7347,µm,Spot,2,4125,
14.7347,µm,Spot,2,4129,
29.1514,µm,Spot,2,4138,
22.6715,µm,Spot,2,4140,
13.5936,µm,Spot,2,4141,
10.3237,µm,Spot,2,4146,
15.9261,µm,Spot,2,4148,
22.8527,µm,Spot,2,4150,
19.3836,µm,Spot,2,4151,
15.9261,µm,Spot,2,4152,
10.3237,µm,Spot,2,4158,
17.2936,µm,Spot,2,4160,
27.0295,µm,Spot,2,4163,
26.6161,µm,Spot,2,4165,
23.5551,µm,Spot,2,4169,
19.5825,µm,Spot,2,4177,
27.8663,µm,Spot,2,4190,
19.5825,µm,Spot,2,4192,
26.8568,µm,Spot,2,4193,
18.4533,µm,Spot,2,4197,
23.8871,µm,Spot,2,4202,
18.4533,µm,Spot,2,4206,
37.981,µm,Spot,2,4222,
15.3353,µm,Spot,2,4238,
13.3244,µm,Spot,2,4241,
10.2523,µm,Spot,2,4244,
10.2523,µm,Spot,2,4245,
30.8566,µm,Spot,2,4250,
26.5564,µm,Spot,2,4253,
11.9915,µm,Spot,2,4265,
23.1346,µm,Spot,2,4268,
25.9916,µm,Spot,2,4272,
11.2799,µm,Spot,2,4273,
11.9915,µm,Spot,2,4274,
11.2799,µm,Spot,2,4276,
26.3058,µm,Spot,2,4282,
31.4821,µm,Spot,2,4288,
22.5725,µm,Spot,2,4290,
20.1748,µm,Spot,2,4294,
13.5692,µm,Spot,2,4297,
13.5692,µm,Spot,2,4299,
19.9517,µm,Spot,2,4304,
22.641,µm,Spot,2,4305,
23.1346,µm,Spot,2,4307,
37.9425,µm,Spot,2,4345,
30.6936,µm,Spot,2,4364,
28.2834,µm,Spot,2,4385,
23.7073,µm,Spot,2,4402,
26.4591,µm,Spot,2,4404,
22.0362,µm,Spot,2,4410,
13.9153,µm,Spot,2,4414,
23.362,µm,Spot,2,4419,
44.7056,µm,Spot,2,4423,
23.362,µm,Spot,2,4424,
22.0362,µm,Spot,2,4431,
15.9666,µm,Spot,2,4438,
21.4811,µm,Spot,2,4448,
15.9075,µm,Spot,2,4450,
26.2272,µm,Spot,2,4464,
23.4817,µm,Spot,2,4467,
21.4811,µm,Spot,2,4468,
30.0408,µm,Spot,2,4472,
40.864,µm,Spot,2,4485,
17.5958,µm,Spot,2,4487,
14.2458,µm,Spot,2,4491,
38.1737,µm,Spot,2,4492,
11.646,µm,Spot,2,4493,
20.706,µm,Spot,2,4495,
15.6344,µm,Spot,2,4497,
17.5958,µm,Spot,2,4498,
11.646,µm,Spot,2,4499,
21.5142,µm,Spot,2,4508,
33.8406,µm,Spot,2,4520,
13.9778,µm,Spot,2,4537,
26.6633,µm,Spot,2,4538,
15.1712,µm,Spot,2,4543,
24.8546,µm,Spot,2,4544,
26.6633,µm,Spot,2,4546,
15.1712,µm,Spot,2,4550,
27.3166,µm,Spot,2,4554,
18.0618,µm,Spot,2,4562,
22.9063,µm,Spot,2,4563,
17.4585,µm,Spot,2,4567,
8.8888,µm,Spot,2,4571,
8.8888,µm,Spot,2,4572,
29.4012,µm,Spot,2,4574,
17.4585,µm,Spot,2,4580,
18.0618,µm,Spot,2,4581,
29.4288,µm,Spot,2,4583,
22.9063,µm,Spot,2,4584,
13.9153,µm,Spot,2,4585,
15.7687,µm,Spot,2,4592,
15.7687,µm,Spot,2,4596,
25.457,µm,Spot,2,4597,
18.6283,µm,Spot,2,4606,
32.4001,µm,Spot,2,4609,
37.763,µm,Spot,2,4616,
15.9666,µm,Spot,2,4618,
22.9226,µm,Spot,2,4621,
44.636,µm,Spot,2,4623,
11.2054,µm,Spot,2,4651,
33.7089,µm,Spot,2,4680,
13.0383,µm,Spot,2,4694,
15.7259,µm,Spot,2,4698,
15.7259,µm,Spot,2,4699,
13.4363,µm,Spot,2,4700,
13.4363,µm,Spot,2,4701,
13.0383,µm,Spot,2,4702,
17.6716,µm,Spot,2,4704,
26.7135,µm,Spot,2,4705,
24.8184,µm,Spot,2,4706,
23.8972,µm,Spot,2,4707,
24.4512,µm,Spot,2,4715,
24.8184,µm,Spot,2,4718,
14.0354,µm,Spot,2,4721,
21.1394,µm,Spot,2,4734,
26.3058,µm,Spot,2,4764,
42.3538,µm,Spot,2,4765,
18.57,µm,Spot,2,4768,
18.3697,µm,Spot,2,4920,
36.4275,µm,Spot,2,4922,
18.3697,µm,Spot,2,4931,
26.4504,µm,Spot,2,4941,
37.6215,µm,Spot,2,4991,
52.776,µm,Spot,2,5111,
59.7036,µm,Spot,2,5131,
27.4491,µm,Spot,3,5245,
28.1713,µm,Spot,3,5252,
20.6745,µm,Spot,3,5324,
34.0841,µm,Spot,3,5330,
20.6745,µm,Spot,3,5331,
34.0841,µm,Spot,3,5340,
18.9062,µm,Spot,3,5357,
17.6383,µm,Spot,3,5361,
18.9062,µm,Spot,3,5363,
20.3321,µm,Spot,3,5365,
35.8116,µm,Spot,3,5398,
32.6168,µm,Spot,3,5407,
23.5556,µm,Spot,3,5424,
39.9156,µm,Spot,3,5435,
23.5556,µm,Spot,3,5438,
26.6448,µm,Spot,3,5448,
29.7495,µm,Spot,3,5459,
22.6256,µm,Spot,3,5484,
13.4598,µm,Spot,3,5485,
29.1883,µm,Spot,3,5486,
37.2323,µm,Spot,3,5533,
16.2316,µm,Spot,3,5541,
12.9089,µm,Spot,3,5542,
12.9089,µm,Spot,3,5543,
21.9433,µm,Spot,3,5558,
32.4158,µm,Spot,3,5559,
19.4088,µm,Spot,3,5560,
24.5064,µm,Spot,3,5566,
27.5736,µm,Spot,3,5567,
21.9487,µm,Spot,3,5568,
19.4088,µm,Spot,3,5571,
21.9487,µm,Spot,3,5577,
33.5804,µm,Spot,3,5582,
21.7811,µm,Spot,3,5595,
22.3172,µm,Spot,3,5600,
41.4122,µm,Spot,3,5637,
28.8329,µm,Spot,3,5642,
29.8195,µm,Spot,3,5643,
39.7857,µm,Spot,3,5651,
25.8981,µm,Spot,3,5665,
35.8211,µm,Spot,3,5676,
15.6039,µm,Spot,3,5703,
19.1723,µm,Spot,3,5706,
18.8647,µm,Spot,3,5715,
18.8647,µm,Spot,3,5722,
15.6039,µm,Spot,3,5723,
25.8981,µm,Spot,3,5725,
31.142,µm,Spot,3,5727,
53.8306,µm,Spot,3,5733,
61.2832,µm,Spot,3,5748,
13.0319,µm,Spot,3,5765,
21.5329,µm,Spot,3,5767,
18.1736,µm,Spot,3,5768,
13.0319,µm,Spot,3,5773,
13.0046,µm,Spot,3,5775,
16.3151,µm,Spot,3,5776,
13.0046,µm,Spot,3,5778,
18.1736,µm,Spot,3,5781,
23.9503,µm,Spot,3,5782,
15.1937,µm,Spot,3,5783,
16.3151,µm,Spot,3,5784,
22.8652,µm,Spot,3,5786,
22.8652,µm,Spot,3,5788,
10.2668,µm,Spot,3,5791,
16.2316,µm,Spot,3,5795,
9.87446,µm,Spot,3,5798,
9.87446,µm,Spot,3,5799,
20.8389,µm,Spot,3,5802,
25.438,µm,Spot,3,5804,
26.093,µm,Spot,3,5808,
12.7623,µm,Spot,3,5824,
12.7623,µm,Spot,3,5828,
28.822,µm,Spot,3,5829,
16.3949,µm,Spot,3,5833,
27.7139,µm,Spot,3,5836,
12.6014,µm,Spot,3,5840,
20.4513,µm,Spot,3,5841,
30.8235,µm,Spot,3,5842,
9.57492,µm,Spot,3,5846,
9.57492,µm,Spot,3,5848,
12.6014,µm,Spot,3,5853,
32.6266,µm,Spot,3,5858,
20.4513,µm,Spot,3,5862,
36.4733,µm,Spot,3,5867,
51.0909,µm,Spot,3,5879,
34.7074,µm,Spot,3,5887,
31.3298,µm,Spot,3,5903,
30.5984,µm,Spot,3,5920,
30.5984,µm,Spot,3,5921,
21.7276,µm,Spot,3,5928,
17.9815,µm,Spot,3,5939,
8.76404,µm,Spot,3,5941,
8.76404,µm,Spot,3,5942,
13.3261,µm,Spot,3,5943,
9.22417,µm,Spot,3,5950,
13.3261,µm,Spot,3,5951,
9.22417,µm,Spot,3,5952,
21.7276,µm,Spot,3,5953,
22.0994,µm,Spot,3,5957,
21.6042,µm,Spot,3,5958,
20.6737,µm,Spot,3,5961,
24.1769,µm,Spot,3,5962,
11.5607,µm,Spot,3,5964,
27.4884,µm,Spot,3,5971,
19.2678,µm,Spot,3,5978,
20.6737,µm,Spot,3,5981,
30.7492,µm,Spot,3,6001,
53.8306,µm,Spot,3,6018,
32.5318,µm,Spot,3,6031,
28.8145,µm,Spot,3,6036,
27.4491,µm,Spot,3,6044,
28.1713,µm,Spot,3,6050,
32.0923,µm,Spot,3,6080,
26.254,µm,Spot,3,6090,
21.0513,µm,Spot,3,6091,
36.107,µm,Spot,3,6099,
21.0513,µm,Spot,3,6100,
30.3176,µm,Spot,3,6103,
9.42715,µm,Spot,3,6114,
9.42715,µm,Spot,3,6115,
20.0552,µm,Spot,3,6117,
17.3083,µm,Spot,3,6121,
9.54119,µm,Spot,3,6128,
9.54119,µm,Spot,3,6130,
21.1351,µm,Spot,3,6135,
23.6664,µm,Spot,3,6150,
22.1209,µm,Spot,3,6151,
15.1387,µm,Spot,3,6152,
22.9102,µm,Spot,3,6154,
20.1836,µm,Spot,3,6159,
35.0054,µm,Spot,3,6165,
23.1041,µm,Spot,3,6166,
14.0574,µm,Spot,3,6168,
11.6959,µm,Spot,3,6177,
12.5316,µm,Spot,3,6178,
15.7927,µm,Spot,3,6180,
14.0574,µm,Spot,3,6181,
12.5316,µm,Spot,3,6182,
16.1912,µm,Spot,3,6187,
22.9708,µm,Spot,3,6189,
11.6959,µm,Spot,3,6195,
15.7927,µm,Spot,3,6196,
12.2624,µm,Spot,3,6198,
12.2624,µm,Spot,3,6199,
17.6383,µm,Spot,3,6208,
27.0799,µm,Spot,3,6220,
11.0247,µm,Spot,3,6239,
11.2088,µm,Spot,3,6263,
15.7584,µm,Spot,3,6267,
18.4139,µm,Spot,3,6269,
28.2688,µm,Spot,3,6270,
12.6692,µm,Spot,3,6274,
30.9999,µm,Spot,3,6275,
18.1098,µm,Spot,3,6283,
11.5534,µm,Spot,3,6285,
11.7551,µm,Spot,3,6286,
15.2697,µm,Spot,3,6287,
11.2088,µm,Spot,3,6290,
22.0724,µm,Spot,3,6291,
11.5534,µm,Spot,3,6292,
14.4551,µm,Spot,3,6295,
14.1507,µm,Spot,3,6296,
27.623,µm,Spot,3,6301,
14.0451,µm,Spot,3,6304,
18.1098,µm,Spot,3,6307,
14.0451,µm,Spot,3,6309,
12.4018,µm,Spot,3,6311,
12.4018,µm,Spot,3,6315,
32.6168,µm,Spot,3,6316,
12.0473,µm,Spot,3,6327,
25.0388,µm,Spot,3,6334,
12.0473,µm,Spot,3,6336,
17.764,µm,Spot,3,6337,
20.0552,µm,Spot,3,6340,
28.1182,µm,Spot,3,6341,
17.764,µm,Spot,3,6343,
22.2744,µm,Spot,3,6347,
9.91891,µm,Spot,3,6361,
19.3194,µm,Spot,3,6366,
23.338,µm,Spot,3,6368,
16.4215,µm,Spot,3,6370,
23.338,µm,Spot,3,6371,
13.0805,µm,Spot,3,6372,
28.1182,µm,Spot,3,6375,
8.16823,µm,Spot,3,6377,
9.91891,µm,Spot,3,6381,
20.1713,µm,Spot,3,6385,
8.16823,µm,Spot,3,6388,
25.197,µm,Spot,3,6395,
26.0308,µm,Spot,3,6399,
28.4513,µm,Spot,3,6412,
15.2435,µm,Spot,3,6416,
15.8954,µm,Spot,3,6417,
13.4598,µm,Spot,3,6421,
10.4707,µm,Spot,3,6422,
20.3321,µm,Spot,3,6429,
10.4707,µm,Spot,3,6431,
17.2555,µm,Spot,3,6432,
14.1761,µm,Spot,3,6440,
15.217,µm,Spot,3,6441,
15.217,µm,Spot,3,6444,
19.9385,µm,Spot,3,6446,
22.2845,µm,Spot,3,6447,
29.012,µm,Spot,3,6450,
22.7511,µm,Spot,3,6455,
14.1761,µm,Spot,3,6456,
19.0868,µm,Spot,3,6463,
22.7511,µm,Spot,3,6466,
22.7403,µm,Spot,3,6468,
19.0868,µm,Spot,3,6469,
17.2592,µm,Spot,3,6475,
15.7584,µm,Spot,3,6479,
17.6989,µm,Spot,3,6480,
27.5736,µm,Spot,3,6484,
14.667,µm,Spot,3,6486,
19.0058,µm,Spot,3,6495,
30.9999,µm,Spot,3,6501,
14.667,µm,Spot,3,6504,
19.0058,µm,Spot,3,6507,
16.4642,µm,Spot,3,6508,
21.1944,µm,Spot,3,6523,
22.2845,µm,Spot,3,6524,
22.4819,µm,Spot,3,6525,
41.4122,µm,Spot,3,6545,
12.3841,µm,Spot,3,6561,
24.4244,µm,Spot,3,6564,
12.3841,µm,Spot,3,6569,
16.4215,µm,Spot,3,6571,
34.8825,µm,Spot,3,6575,
28.743,µm,Spot,3,6578,
21.5301,µm,Spot,3,6586,
14.6141,µm,Spot,3,6590,
13.2482,µm,Spot,3,6591,
14.3068,µm,Spot,3,6592,
13.2482,µm,Spot,3,6596,
29.0469,µm,Spot,3,6598,
33.0706,µm,Spot,3,6603,
11.3736,µm,Spot,3,6615,
11.3736,µm,Spot,3,6621,
28.822,µm,Spot,3,6627,
17.7002,µm,Spot,3,6672,
28.8145,µm,Spot,3,6712,
14.3101,µm,Spot,3,6727,
18.1617,µm,Spot,3,6729,
22.5924,µm,Spot,3,6731,
14.3101,µm,Spot,3,6734,
10.6196,µm,Spot,3,6737,
10.6196,µm,Spot,3,6742,
