
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
28,,Spot,4,Image 1,1,5,
8,,Spot,4,Image 1,1,23,
43,,Spot,4,Image 1,1,29,
179,,Spot,4,Image 1,1,68,
32,,Spot,4,Image 1,1,75,
21,,Spot,4,Image 1,1,77,
181,,Spot,4,Image 1,1,88,
12,,Spot,4,Image 1,1,127,
17,,Spot,4,Image 1,1,142,
24,,Spot,4,Image 1,1,143,
45,,Spot,4,Image 1,1,162,
40,,Spot,4,Image 1,1,164,
37,,Spot,4,Image 1,1,167,
33,,Spot,4,Image 1,1,171,
103,,Spot,4,Image 1,1,173,
51,,Spot,4,Image 1,1,174,
61,,Spot,4,Image 1,1,182,
35,,Spot,4,Image 1,1,188,
34,,Spot,4,Image 1,1,190,
28,,Spot,4,Image 1,1,192,
39,,Spot,4,Image 1,1,201,
27,,Spot,4,Image 1,1,217,
39,,Spot,4,Image 1,1,222,
38,,Spot,4,Image 1,1,237,
36,,Spot,4,Image 1,1,239,
22,,Spot,4,Image 1,1,241,
18,,Spot,4,Image 1,1,242,
32,,Spot,4,Image 1,1,244,
19,,Spot,4,Image 1,1,246,
26,,Spot,4,Image 1,1,250,
0,,Spot,4,Image 1,1,257,
9,,Spot,4,Image 1,1,300,
24,,Spot,4,Image 1,1,303,
69,,Spot,4,Image 1,1,305,
52,,Spot,4,Image 1,1,309,
57,,Spot,4,Image 1,1,313,
20,,Spot,4,Image 1,1,350,
24,,Spot,4,Image 1,1,354,
19,,Spot,4,Image 1,1,364,
25,,Spot,4,Image 1,1,369,
30,,Spot,4,Image 1,1,378,
56,,Spot,4,Image 1,1,380,
78,,Spot,4,Image 1,1,387,
51,,Spot,4,Image 1,1,397,
40,,Spot,4,Image 1,1,400,
43,,Spot,4,Image 1,1,404,
37,,Spot,4,Image 1,1,406,
41,,Spot,4,Image 1,1,412,
24,,Spot,4,Image 1,1,413,
25,,Spot,4,Image 1,1,457,
53,,Spot,4,Image 1,1,458,
20,,Spot,4,Image 1,1,461,
65,,Spot,4,Image 1,1,484,
75,,Spot,4,Image 1,1,485,
37,,Spot,4,Image 1,1,487,
6,,Spot,4,Image 1,1,498,
