
Intensity Sum of Square Ch=8 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
2.38829e+07,,Spot,8,Image 1,1,5,
7.9288e+07,,Spot,8,Image 1,1,23,
4.88719e+07,,Spot,8,Image 1,1,29,
6.82996e+07,,Spot,8,Image 1,1,68,
2.53364e+07,,Spot,8,Image 1,1,75,
4.53116e+07,,Spot,8,Image 1,1,77,
3.52501e+07,,Spot,8,Image 1,1,88,
1.47423e+07,,Spot,8,Image 1,1,127,
2.7104e+07,,Spot,8,Image 1,1,142,
2.97991e+07,,Spot,8,Image 1,1,143,
2.70617e+07,,Spot,8,Image 1,1,162,
2.44373e+07,,Spot,8,Image 1,1,164,
2.33513e+07,,Spot,8,Image 1,1,167,
4.19206e+07,,Spot,8,Image 1,1,171,
5.16679e+07,,Spot,8,Image 1,1,173,
1.92897e+07,,Spot,8,Image 1,1,174,
2.39557e+07,,Spot,8,Image 1,1,182,
1.96845e+07,,Spot,8,Image 1,1,188,
2.15111e+07,,Spot,8,Image 1,1,190,
1.51418e+07,,Spot,8,Image 1,1,192,
2.14782e+07,,Spot,8,Image 1,1,201,
5.41262e+07,,Spot,8,Image 1,1,217,
2.44238e+07,,Spot,8,Image 1,1,222,
2.11078e+07,,Spot,8,Image 1,1,237,
2.04175e+07,,Spot,8,Image 1,1,239,
2.09827e+07,,Spot,8,Image 1,1,241,
1.87622e+07,,Spot,8,Image 1,1,242,
2.93748e+07,,Spot,8,Image 1,1,244,
1.78848e+07,,Spot,8,Image 1,1,246,
1.60383e+07,,Spot,8,Image 1,1,250,
2.68167e+07,,Spot,8,Image 1,1,257,
2.70343e+07,,Spot,8,Image 1,1,300,
4.36484e+07,,Spot,8,Image 1,1,303,
2.70624e+07,,Spot,8,Image 1,1,305,
2.67101e+07,,Spot,8,Image 1,1,309,
1.76778e+07,,Spot,8,Image 1,1,313,
1.56444e+07,,Spot,8,Image 1,1,350,
2.55419e+07,,Spot,8,Image 1,1,354,
2.47759e+07,,Spot,8,Image 1,1,364,
2.40435e+07,,Spot,8,Image 1,1,369,
1.48057e+07,,Spot,8,Image 1,1,378,
2.26287e+07,,Spot,8,Image 1,1,380,
2.64876e+07,,Spot,8,Image 1,1,387,
1.7891e+07,,Spot,8,Image 1,1,397,
2.91635e+07,,Spot,8,Image 1,1,400,
1.64808e+07,,Spot,8,Image 1,1,404,
2.34606e+07,,Spot,8,Image 1,1,406,
1.84893e+07,,Spot,8,Image 1,1,412,
2.34641e+07,,Spot,8,Image 1,1,413,
2.96433e+07,,Spot,8,Image 1,1,457,
1.61572e+07,,Spot,8,Image 1,1,458,
2.4059e+07,,Spot,8,Image 1,1,461,
6.48264e+07,,Spot,8,Image 1,1,484,
1.17137e+08,,Spot,8,Image 1,1,485,
5.45596e+07,,Spot,8,Image 1,1,487,
3.26725e+07,,Spot,8,Image 1,1,498,
1.88142e+07,,Spot,8,Image 1,1,509,
1.37446e+07,,Spot,8,Image 1,1,510,
1.63796e+07,,Spot,8,Image 1,1,513,
8.51115e+07,,Spot,8,Image 1,1,518,
8.32397e+07,,Spot,8,Image 1,1,520,
4.44106e+07,,Spot,8,Image 1,1,522,
9.32427e+07,,Spot,8,Image 1,1,528,
4.94855e+07,,Spot,8,Image 1,1,552,
1.91833e+07,,Spot,8,Image 1,1,565,
1.55183e+07,,Spot,8,Image 1,1,572,
1.81694e+07,,Spot,8,Image 1,1,604,
2.50444e+07,,Spot,8,Image 1,1,615,
2.27298e+07,,Spot,8,Image 1,1,616,
2.29168e+07,,Spot,8,Image 1,1,626,
1.98307e+07,,Spot,8,Image 1,1,631,
3.86027e+07,,Spot,8,Image 1,1,661,
7.40427e+07,,Spot,8,Image 1,1,688,
1.94047e+07,,Spot,8,Image 1,1,693,
4.58534e+07,,Spot,8,Image 1,1,696,
3.87887e+07,,Spot,8,Image 1,1,704,
1.9947e+07,,Spot,8,Image 1,1,707,
1.35527e+08,,Spot,8,Image 1,1,714,
3.08177e+07,,Spot,8,Image 1,1,716,
2.08672e+07,,Spot,8,Image 1,1,718,
1.00079e+07,,Spot,8,Image 1,1,730,
3.74621e+07,,Spot,8,Image 1,1,748,
1.77155e+07,,Spot,8,Image 1,1,762,
5.91879e+07,,Spot,8,Image 1,1,780,
5.41037e+07,,Spot,8,Image 1,1,782,
5.06138e+07,,Spot,8,Image 1,1,783,
9.499e+07,,Spot,8,Image 1,1,789,
4.97619e+07,,Spot,8,Image 1,1,790,
4.53909e+07,,Spot,8,Image 1,1,792,
4.73918e+07,,Spot,8,Image 1,1,794,
1.76112e+08,,Spot,8,Image 1,1,797,
3.77218e+07,,Spot,8,Image 1,1,798,
5.58884e+07,,Spot,8,Image 1,1,800,
5.45656e+07,,Spot,8,Image 1,1,809,
2.27888e+07,,Spot,8,Image 1,1,812,
1.32728e+07,,Spot,8,Image 1,1,814,
3.80703e+07,,Spot,8,Image 1,1,822,
6.38219e+07,,Spot,8,Image 1,1,823,
2.30891e+07,,Spot,8,Image 1,1,825,
3.64833e+07,,Spot,8,Image 1,1,829,
4.27498e+07,,Spot,8,Image 1,1,830,
3.10937e+07,,Spot,8,Image 1,1,835,
2.49108e+07,,Spot,8,Image 1,1,837,
2.11088e+07,,Spot,8,Image 1,1,845,
2.4203e+07,,Spot,8,Image 1,1,889,
1.50099e+07,,Spot,8,Image 1,1,900,
1.30782e+07,,Spot,8,Image 1,1,903,
2.552e+07,,Spot,8,Image 1,1,905,
2.09555e+07,,Spot,8,Image 1,1,906,
1.99382e+07,,Spot,8,Image 1,1,914,
1.39465e+07,,Spot,8,Image 1,1,917,
1.39488e+07,,Spot,8,Image 1,1,921,
1.72094e+07,,Spot,8,Image 1,1,923,
3.3227e+07,,Spot,8,Image 1,1,933,
3.28323e+07,,Spot,8,Image 1,1,936,
2.81856e+07,,Spot,8,Image 1,1,937,
2.94438e+07,,Spot,8,Image 1,1,939,
5.30119e+07,,Spot,8,Image 1,1,941,
4.17778e+07,,Spot,8,Image 1,1,949,
2.44792e+07,,Spot,8,Image 1,1,952,
2.2769e+07,,Spot,8,Image 1,1,965,
1.7631e+07,,Spot,8,Image 1,1,978,
1.97231e+07,,Spot,8,Image 1,1,989,
1.64561e+07,,Spot,8,Image 1,1,994,
3.09727e+07,,Spot,8,Image 1,1,997,
8.36002e+07,,Spot,8,Image 1,1,1010,
4.81038e+07,,Spot,8,Image 1,1,1018,
2.23679e+07,,Spot,8,Image 1,1,1021,
2.24593e+07,,Spot,8,Image 1,1,1033,
2.2111e+07,,Spot,8,Image 1,1,1041,
3.04676e+07,,Spot,8,Image 1,1,1043,
5.18462e+07,,Spot,8,Image 1,1,1048,
3.72439e+07,,Spot,8,Image 1,1,1054,
1.87211e+07,,Spot,8,Image 1,1,1064,
2.19905e+07,,Spot,8,Image 1,1,1065,
2.84831e+07,,Spot,8,Image 1,1,1070,
1.96454e+07,,Spot,8,Image 1,1,1073,
8.12169e+07,,Spot,8,Image 1,1,1076,
2.78626e+07,,Spot,8,Image 1,1,1077,
8.02742e+07,,Spot,8,Image 1,1,1085,
2.91736e+07,,Spot,8,Image 1,1,1091,
2.76378e+07,,Spot,8,Image 1,1,1093,
7.57524e+07,,Spot,8,Image 1,1,1094,
2.37635e+07,,Spot,8,Image 1,1,1096,
4.07759e+07,,Spot,8,Image 1,1,1098,
3.48183e+07,,Spot,8,Image 1,1,1101,
2.86411e+07,,Spot,8,Image 1,1,1105,
9.48536e+07,,Spot,8,Image 1,1,1108,
3.6042e+07,,Spot,8,Image 1,1,1109,
3.00454e+07,,Spot,8,Image 1,1,1113,
2.81543e+07,,Spot,8,Image 1,1,1124,
2.68592e+07,,Spot,8,Image 1,1,1132,
1.93005e+07,,Spot,8,Image 1,1,1133,
1.31883e+08,,Spot,8,Image 1,1,1139,
4.95687e+07,,Spot,8,Image 1,1,1146,
4.14598e+07,,Spot,8,Image 1,1,1149,
2.10504e+07,,Spot,8,Image 1,1,1150,
2.92074e+07,,Spot,8,Image 1,1,1153,
2.22111e+07,,Spot,8,Image 1,1,1154,
4.02918e+07,,Spot,8,Image 1,1,1158,
2.57422e+07,,Spot,8,Image 1,1,1165,
6.33094e+07,,Spot,8,Image 1,1,1169,
1.8569e+07,,Spot,8,Image 1,1,1180,
2.45335e+07,,Spot,8,Image 1,1,1184,
1.61072e+07,,Spot,8,Image 1,1,1185,
5.6958e+07,,Spot,8,Image 1,1,1189,
8.62586e+07,,Spot,8,Image 1,1,1193,
2.36489e+07,,Spot,8,Image 1,1,1196,
2.05298e+07,,Spot,8,Image 1,1,1198,
3.26617e+07,,Spot,8,Image 1,1,1199,
1.7512e+07,,Spot,8,Image 1,1,1201,
2.0379e+07,,Spot,8,Image 1,1,1203,
1.41049e+07,,Spot,8,Image 1,1,1209,
5.40251e+07,,Spot,8,Image 1,1,1210,
1.97079e+07,,Spot,8,Image 1,1,1211,
1.79231e+07,,Spot,8,Image 1,1,1213,
2.56828e+07,,Spot,8,Image 1,1,1216,
7.18179e+07,,Spot,8,Image 1,1,1217,
1.62418e+07,,Spot,8,Image 1,1,1218,
2.97133e+07,,Spot,8,Image 1,1,1226,
5.22241e+07,,Spot,8,Image 1,1,1228,
4.21235e+07,,Spot,8,Image 1,1,1229,
2.7407e+07,,Spot,8,Image 1,1,1232,
1.70364e+07,,Spot,8,Image 1,1,1237,
1.26462e+07,,Spot,8,Image 1,1,1241,
1.55764e+07,,Spot,8,Image 1,1,1242,
1.62692e+07,,Spot,8,Image 1,1,1243,
1.78516e+07,,Spot,8,Image 1,1,1246,
1.8672e+07,,Spot,8,Image 1,1,1258,
2.76344e+07,,Spot,8,Image 1,1,1262,
3.20951e+07,,Spot,8,Image 1,1,1264,
1.5784e+07,,Spot,8,Image 1,1,1271,
2.08977e+07,,Spot,8,Image 1,1,1284,
2.63478e+07,,Spot,8,Image 1,1,1288,
1.81136e+07,,Spot,8,Image 1,1,1291,
3.32985e+07,,Spot,8,Image 1,1,1301,
2.4154e+07,,Spot,8,Image 1,1,1303,
3.40875e+07,,Spot,8,Image 1,1,1326,
8.71642e+07,,Spot,8,Image 1,1,1327,
2.01743e+07,,Spot,8,Image 1,1,1328,
9.807e+07,,Spot,8,Image 1,1,1331,
8.24343e+07,,Spot,8,Image 1,1,1332,
3.02742e+07,,Spot,8,Image 1,1,1334,
7.11669e+07,,Spot,8,Image 1,1,1336,
5.43481e+07,,Spot,8,Image 1,1,1339,
2.96945e+07,,Spot,8,Image 1,1,1341,
1.46339e+07,,Spot,8,Image 1,1,1346,
2.1712e+07,,Spot,8,Image 1,1,1347,
3.72377e+07,,Spot,8,Image 1,1,1351,
4.14434e+07,,Spot,8,Image 1,1,1353,
5.71836e+07,,Spot,8,Image 1,1,1354,
3.67185e+07,,Spot,8,Image 1,1,1355,
1.37159e+08,,Spot,8,Image 1,1,1357,
3.45774e+07,,Spot,8,Image 1,1,1358,
2.25494e+07,,Spot,8,Image 1,1,1359,
3.59153e+07,,Spot,8,Image 1,1,1361,
2.86775e+07,,Spot,8,Image 1,1,1362,
2.81146e+07,,Spot,8,Image 1,1,1364,
2.87485e+07,,Spot,8,Image 1,1,1370,
4.4116e+07,,Spot,8,Image 1,1,1371,
1.52344e+08,,Spot,8,Image 1,1,1372,
3.06656e+07,,Spot,8,Image 1,1,1373,
1.10253e+08,,Spot,8,Image 1,1,1375,
8.86921e+07,,Spot,8,Image 1,1,1376,
3.02112e+07,,Spot,8,Image 1,1,1382,
5.06888e+07,,Spot,8,Image 1,1,1383,
4.71853e+07,,Spot,8,Image 1,1,1389,
2.16708e+07,,Spot,8,Image 1,1,1390,
4.14945e+07,,Spot,8,Image 1,1,1392,
7.54908e+07,,Spot,8,Image 1,1,1399,
1.97998e+07,,Spot,8,Image 1,1,1402,
2.52857e+07,,Spot,8,Image 1,1,1406,
6.17294e+07,,Spot,8,Image 1,1,1410,
1.56507e+07,,Spot,8,Image 1,1,1411,
3.24866e+07,,Spot,8,Image 1,1,1415,
1.64887e+07,,Spot,8,Image 1,1,1420,
1.75899e+07,,Spot,8,Image 1,1,1435,
6.2344e+07,,Spot,8,Image 1,1,1436,
1.69523e+07,,Spot,8,Image 1,1,1439,
1.60608e+07,,Spot,8,Image 1,1,1440,
3.23261e+07,,Spot,8,Image 1,1,1444,
1.89217e+07,,Spot,8,Image 1,1,1445,
3.79905e+07,,Spot,8,Image 1,1,1446,
4.02198e+07,,Spot,8,Image 1,1,1447,
1.92687e+07,,Spot,8,Image 1,1,1448,
1.56972e+07,,Spot,8,Image 1,1,1452,
3.85402e+07,,Spot,8,Image 1,1,1456,
2.33822e+07,,Spot,8,Image 1,1,1457,
2.37347e+07,,Spot,8,Image 1,1,1460,
2.99547e+07,,Spot,8,Image 1,1,1461,
1.81118e+07,,Spot,8,Image 1,1,1463,
1.47895e+07,,Spot,8,Image 1,1,1471,
5.44803e+07,,Spot,8,Image 1,1,1478,
1.63925e+07,,Spot,8,Image 1,1,1480,
2.20286e+07,,Spot,8,Image 1,1,1489,
2.13513e+07,,Spot,8,Image 1,1,1493,
2.18621e+07,,Spot,8,Image 1,1,1495,
1.44845e+07,,Spot,8,Image 1,1,1496,
1.72645e+07,,Spot,8,Image 1,1,1506,
1.80036e+07,,Spot,8,Image 1,1,1508,
5.33544e+07,,Spot,8,Image 1,1,1509,
4.62594e+07,,Spot,8,Image 1,1,1513,
7.32233e+07,,Spot,8,Image 1,1,1534,
2.80081e+07,,Spot,8,Image 1,1,1537,
2.21064e+07,,Spot,8,Image 1,1,1543,
5.7205e+07,,Spot,8,Image 1,1,1546,
2.57982e+07,,Spot,8,Image 1,1,1547,
2.30225e+07,,Spot,8,Image 1,1,1552,
2.33342e+07,,Spot,8,Image 1,1,1553,
2.54459e+07,,Spot,8,Image 1,1,1555,
9.56813e+07,,Spot,8,Image 1,1,1567,
1.79867e+07,,Spot,8,Image 1,1,1569,
2.22016e+07,,Spot,8,Image 1,1,1572,
3.4984e+07,,Spot,8,Image 1,1,1576,
3.18532e+07,,Spot,8,Image 1,1,1589,
2.52851e+07,,Spot,8,Image 1,1,1595,
3.19663e+07,,Spot,8,Image 1,1,1615,
3.72433e+07,,Spot,8,Image 1,1,1620,
1.65384e+07,,Spot,8,Image 1,1,1634,
2.62092e+07,,Spot,8,Image 1,1,1650,
2.90461e+07,,Spot,8,Image 1,1,1651,
1.60824e+07,,Spot,8,Image 1,1,1656,
2.30881e+07,,Spot,8,Image 1,1,1657,
3.63507e+07,,Spot,8,Image 1,1,1662,
2.32903e+07,,Spot,8,Image 1,1,1665,
2.68192e+07,,Spot,8,Image 1,1,1684,
2.71837e+07,,Spot,8,Image 1,1,1690,
5.61115e+07,,Spot,8,Image 1,1,1692,
4.735e+07,,Spot,8,Image 1,1,1694,
1.74942e+07,,Spot,8,Image 1,1,1695,
5.5089e+07,,Spot,8,Image 1,1,1697,
1.89622e+07,,Spot,8,Image 1,1,1699,
2.59066e+07,,Spot,8,Image 1,1,1700,
8.94323e+07,,Spot,8,Image 1,1,1706,
2.39677e+07,,Spot,8,Image 1,1,1710,
3.17772e+07,,Spot,8,Image 1,1,1721,
2.8126e+07,,Spot,8,Image 1,1,1725,
2.29236e+07,,Spot,8,Image 1,1,1726,
3.64098e+07,,Spot,8,Image 1,1,1732,
3.53728e+07,,Spot,8,Image 1,1,1752,
1.2641e+07,,Spot,8,Image 1,1,1768,
1.83027e+07,,Spot,8,Image 1,1,1769,
1.65284e+07,,Spot,8,Image 1,1,1775,
1.63305e+07,,Spot,8,Image 1,1,1788,
3.75798e+07,,Spot,8,Image 1,1,1815,
2.88502e+07,,Spot,8,Image 1,1,1818,
1.5262e+07,,Spot,8,Image 1,1,1824,
1.38287e+07,,Spot,8,Image 1,1,1825,
1.56902e+07,,Spot,8,Image 1,1,1837,
4.33614e+07,,Spot,8,Image 1,1,1844,
2.04526e+07,,Spot,8,Image 1,1,1845,
6.36436e+07,,Spot,8,Image 1,1,1851,
3.01666e+07,,Spot,8,Image 1,1,1857,
8.23625e+06,,Spot,8,Image 1,1,1858,
1.90602e+07,,Spot,8,Image 1,1,1864,
8.49551e+07,,Spot,8,Image 1,1,1865,
1.60153e+07,,Spot,8,Image 1,1,1870,
1.60357e+07,,Spot,8,Image 1,1,1871,
1.89941e+07,,Spot,8,Image 1,1,1893,
2.24077e+07,,Spot,8,Image 1,1,1896,
4.20599e+07,,Spot,8,Image 1,1,1898,
1.82724e+07,,Spot,8,Image 1,1,1902,
2.24304e+07,,Spot,8,Image 1,1,1914,
1.43095e+07,,Spot,8,Image 1,1,1915,
3.98235e+07,,Spot,8,Image 1,1,1920,
1.54791e+07,,Spot,8,Image 1,1,1929,
2.35652e+07,,Spot,8,Image 1,1,1936,
1.77579e+07,,Spot,8,Image 1,1,1938,
2.46055e+07,,Spot,8,Image 1,1,1941,
6.34532e+07,,Spot,8,Image 1,1,1943,
1.81543e+07,,Spot,8,Image 1,1,1945,
2.07212e+07,,Spot,8,Image 1,1,1947,
2.21299e+07,,Spot,8,Image 1,1,1948,
2.59394e+07,,Spot,8,Image 1,1,1952,
2.3214e+07,,Spot,8,Image 1,1,1954,
1.87473e+07,,Spot,8,Image 1,1,1956,
8.08749e+06,,Spot,8,Image 1,1,1957,
2.0658e+07,,Spot,8,Image 1,1,1963,
1.27087e+07,,Spot,8,Image 1,1,1974,
1.411e+07,,Spot,8,Image 1,1,1976,
1.72804e+07,,Spot,8,Image 1,1,1983,
7.56604e+06,,Spot,8,Image 1,1,1985,
1.37309e+07,,Spot,8,Image 1,1,1990,
1.97072e+07,,Spot,8,Image 1,1,2000,
4.26024e+07,,Spot,8,Image 1,1,2004,
3.0223e+07,,Spot,8,Image 1,1,2005,
1.41097e+07,,Spot,8,Image 1,1,2007,
2.32167e+07,,Spot,8,Image 1,1,2008,
7.65803e+07,,Spot,8,Image 1,1,2014,
3.61001e+07,,Spot,8,Image 1,1,2034,
3.6672e+07,,Spot,8,Image 1,1,2037,
2.26199e+07,,Spot,8,Image 1,1,2038,
4.39923e+07,,Spot,8,Image 1,1,2042,
5.30586e+07,,Spot,8,Image 1,1,2043,
2.71107e+07,,Spot,8,Image 1,1,2044,
7.19895e+07,,Spot,8,Image 1,1,2045,
2.39558e+07,,Spot,8,Image 1,1,2052,
2.50321e+07,,Spot,8,Image 1,1,2053,
2.41424e+07,,Spot,8,Image 1,1,2054,
2.6814e+07,,Spot,8,Image 1,1,2055,
3.18013e+07,,Spot,8,Image 1,1,2057,
7.48533e+07,,Spot,8,Image 1,1,2058,
1.66108e+07,,Spot,8,Image 1,1,2060,
2.0857e+07,,Spot,8,Image 1,1,2061,
8.64803e+07,,Spot,8,Image 1,1,2072,
6.37402e+07,,Spot,8,Image 1,1,2073,
1.85748e+07,,Spot,8,Image 1,1,2078,
6.55655e+07,,Spot,8,Image 1,1,2085,
3.23703e+07,,Spot,8,Image 1,1,2098,
1.95488e+07,,Spot,8,Image 1,1,2102,
2.18102e+07,,Spot,8,Image 1,1,2103,
1.2265e+07,,Spot,8,Image 1,1,2148,
1.15099e+07,,Spot,8,Image 1,1,2177,
5.29011e+07,,Spot,8,Image 1,1,2189,
1.36585e+08,,Spot,8,Image 1,1,2191,
1.60458e+08,,Spot,8,Image 1,1,2193,
7.161e+07,,Spot,8,Image 1,1,2194,
3.95145e+07,,Spot,8,Image 1,1,2196,
1.02144e+08,,Spot,8,Image 1,1,2197,
3.78445e+07,,Spot,8,Image 1,1,2198,
1.4665e+08,,Spot,8,Image 1,1,2199,
3.70566e+07,,Spot,8,Image 1,1,2200,
3.32637e+07,,Spot,8,Image 1,1,2201,
4.99363e+07,,Spot,8,Image 1,1,2203,
3.22211e+07,,Spot,8,Image 1,1,2211,
1.52687e+07,,Spot,8,Image 1,1,2212,
2.71228e+07,,Spot,8,Image 1,1,2230,
4.29015e+07,,Spot,8,Image 1,1,2261,
1.87155e+07,,Spot,8,Image 1,1,2266,
2.93171e+07,,Spot,8,Image 1,1,2273,
1.40268e+07,,Spot,8,Image 1,1,2457,
1.28769e+07,,Spot,8,Image 1,1,2458,
2.28594e+07,,Spot,8,Image 1,1,2471,
1.09354e+07,,Spot,8,Image 1,1,2552,
1.85607e+07,,Spot,8,Image 1,1,2661,
2.06315e+07,,Spot,8,Image 1,2,2937,
3.92121e+07,,Spot,8,Image 1,2,2938,
2.0387e+07,,Spot,8,Image 1,2,2939,
2.48696e+07,,Spot,8,Image 1,2,2971,
2.11743e+07,,Spot,8,Image 1,2,3016,
2.74833e+07,,Spot,8,Image 1,2,3018,
2.78426e+07,,Spot,8,Image 1,2,3045,
1.81864e+07,,Spot,8,Image 1,2,3046,
1.22548e+07,,Spot,8,Image 1,2,3056,
2.00357e+07,,Spot,8,Image 1,2,3065,
2.35276e+07,,Spot,8,Image 1,2,3101,
2.53459e+07,,Spot,8,Image 1,2,3127,
1.14011e+07,,Spot,8,Image 1,2,3132,
1.38468e+07,,Spot,8,Image 1,2,3135,
1.36591e+07,,Spot,8,Image 1,2,3140,
1.6205e+07,,Spot,8,Image 1,2,3144,
1.15173e+07,,Spot,8,Image 1,2,3150,
2.12012e+07,,Spot,8,Image 1,2,3154,
1.59249e+07,,Spot,8,Image 1,2,3160,
1.65677e+07,,Spot,8,Image 1,2,3175,
1.40111e+07,,Spot,8,Image 1,2,3176,
1.78168e+07,,Spot,8,Image 1,2,3177,
1.87413e+07,,Spot,8,Image 1,2,3184,
3.65183e+07,,Spot,8,Image 1,2,3185,
1.27346e+07,,Spot,8,Image 1,2,3187,
1.21501e+07,,Spot,8,Image 1,2,3213,
1.39695e+07,,Spot,8,Image 1,2,3220,
1.63644e+07,,Spot,8,Image 1,2,3235,
2.93984e+07,,Spot,8,Image 1,2,3242,
4.40896e+07,,Spot,8,Image 1,2,3243,
8.38105e+07,,Spot,8,Image 1,2,3244,
2.60218e+07,,Spot,8,Image 1,2,3245,
2.23411e+07,,Spot,8,Image 1,2,3248,
5.0922e+07,,Spot,8,Image 1,2,3250,
5.79074e+07,,Spot,8,Image 1,2,3262,
3.57205e+07,,Spot,8,Image 1,2,3264,
6.86761e+07,,Spot,8,Image 1,2,3265,
6.05775e+07,,Spot,8,Image 1,2,3279,
1.95158e+07,,Spot,8,Image 1,2,3280,
5.14901e+07,,Spot,8,Image 1,2,3295,
2.79904e+07,,Spot,8,Image 1,2,3329,
1.23256e+07,,Spot,8,Image 1,2,3330,
2.15468e+07,,Spot,8,Image 1,2,3334,
1.14504e+07,,Spot,8,Image 1,2,3339,
3.37678e+07,,Spot,8,Image 1,2,3340,
