
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
56.0197,,Spot,1,Image 1,1,5,
65.2388,,Spot,1,Image 1,1,23,
52.5434,,Spot,1,Image 1,1,29,
63.9797,,Spot,1,Image 1,1,68,
38.1524,,Spot,1,Image 1,1,75,
54.013,,Spot,1,Image 1,1,77,
70.2459,,Spot,1,Image 1,1,88,
49.3951,,Spot,1,Image 1,1,127,
42.08,,Spot,1,Image 1,1,142,
46.5495,,Spot,1,Image 1,1,143,
43.727,,Spot,1,Image 1,1,162,
39.0145,,Spot,1,Image 1,1,164,
42.9417,,Spot,1,Image 1,1,167,
43.2031,,Spot,1,Image 1,1,171,
42.3476,,Spot,1,Image 1,1,173,
47.0418,,Spot,1,Image 1,1,174,
35.7571,,Spot,1,Image 1,1,182,
37.3835,,Spot,1,Image 1,1,188,
35.4059,,Spot,1,Image 1,1,190,
26.6562,,Spot,1,Image 1,1,192,
30.842,,Spot,1,Image 1,1,201,
38.5397,,Spot,1,Image 1,1,217,
45.8108,,Spot,1,Image 1,1,222,
29.9481,,Spot,1,Image 1,1,237,
39.1256,,Spot,1,Image 1,1,239,
35.6439,,Spot,1,Image 1,1,241,
27.3762,,Spot,1,Image 1,1,242,
31.2714,,Spot,1,Image 1,1,244,
28.3123,,Spot,1,Image 1,1,246,
27.7414,,Spot,1,Image 1,1,250,
47.2397,,Spot,1,Image 1,1,257,
38.742,,Spot,1,Image 1,1,300,
43.8051,,Spot,1,Image 1,1,303,
39.4808,,Spot,1,Image 1,1,305,
37.8075,,Spot,1,Image 1,1,309,
32.7726,,Spot,1,Image 1,1,313,
29.6572,,Spot,1,Image 1,1,350,
41.9656,,Spot,1,Image 1,1,354,
29.7658,,Spot,1,Image 1,1,364,
33.8597,,Spot,1,Image 1,1,369,
33.7231,,Spot,1,Image 1,1,378,
29.519,,Spot,1,Image 1,1,380,
32.4291,,Spot,1,Image 1,1,387,
28.9594,,Spot,1,Image 1,1,397,
28.1273,,Spot,1,Image 1,1,400,
25.8124,,Spot,1,Image 1,1,404,
29.032,,Spot,1,Image 1,1,406,
22.9162,,Spot,1,Image 1,1,412,
28.6882,,Spot,1,Image 1,1,413,
29.4481,,Spot,1,Image 1,1,457,
25.0348,,Spot,1,Image 1,1,458,
30.5942,,Spot,1,Image 1,1,461,
59.41,,Spot,1,Image 1,1,484,
62.7393,,Spot,1,Image 1,1,485,
56.685,,Spot,1,Image 1,1,487,
47.1391,,Spot,1,Image 1,1,498,
40.4875,,Spot,1,Image 1,1,509,
36.1157,,Spot,1,Image 1,1,510,
38.1331,,Spot,1,Image 1,1,513,
68.1039,,Spot,1,Image 1,1,518,
63.0589,,Spot,1,Image 1,1,520,
50.004,,Spot,1,Image 1,1,522,
73.4957,,Spot,1,Image 1,1,528,
50.8653,,Spot,1,Image 1,1,552,
26.3831,,Spot,1,Image 1,1,565,
35.7969,,Spot,1,Image 1,1,572,
33.0772,,Spot,1,Image 1,1,604,
44.4565,,Spot,1,Image 1,1,615,
34.3929,,Spot,1,Image 1,1,616,
36.4915,,Spot,1,Image 1,1,626,
36.022,,Spot,1,Image 1,1,631,
47.6257,,Spot,1,Image 1,1,661,
41.9837,,Spot,1,Image 1,1,688,
26.3323,,Spot,1,Image 1,1,693,
52.8216,,Spot,1,Image 1,1,696,
32.9834,,Spot,1,Image 1,1,704,
33.5985,,Spot,1,Image 1,1,707,
43.2437,,Spot,1,Image 1,1,714,
33.2882,,Spot,1,Image 1,1,716,
29.2652,,Spot,1,Image 1,1,718,
26.7534,,Spot,1,Image 1,1,730,
29.5336,,Spot,1,Image 1,1,748,
33.4236,,Spot,1,Image 1,1,762,
66.8753,,Spot,1,Image 1,1,780,
54.1171,,Spot,1,Image 1,1,782,
59.655,,Spot,1,Image 1,1,783,
61.3896,,Spot,1,Image 1,1,789,
40.4538,,Spot,1,Image 1,1,790,
60.7652,,Spot,1,Image 1,1,792,
42.2106,,Spot,1,Image 1,1,794,
74.9103,,Spot,1,Image 1,1,797,
32.0555,,Spot,1,Image 1,1,798,
48.7452,,Spot,1,Image 1,1,800,
50.8791,,Spot,1,Image 1,1,809,
43.9907,,Spot,1,Image 1,1,812,
38.7174,,Spot,1,Image 1,1,814,
51.1848,,Spot,1,Image 1,1,822,
65.6651,,Spot,1,Image 1,1,823,
38.8456,,Spot,1,Image 1,1,825,
48.8187,,Spot,1,Image 1,1,829,
49.7275,,Spot,1,Image 1,1,830,
54.4453,,Spot,1,Image 1,1,835,
38.8281,,Spot,1,Image 1,1,837,
30.146,,Spot,1,Image 1,1,845,
32.1293,,Spot,1,Image 1,1,889,
27.9393,,Spot,1,Image 1,1,900,
24.4292,,Spot,1,Image 1,1,903,
58.8402,,Spot,1,Image 1,1,905,
34.0426,,Spot,1,Image 1,1,906,
33.4653,,Spot,1,Image 1,1,914,
28.7157,,Spot,1,Image 1,1,917,
31.2504,,Spot,1,Image 1,1,921,
31.8838,,Spot,1,Image 1,1,923,
33.4735,,Spot,1,Image 1,1,933,
32.1302,,Spot,1,Image 1,1,936,
31.2922,,Spot,1,Image 1,1,937,
33.4074,,Spot,1,Image 1,1,939,
39.2519,,Spot,1,Image 1,1,941,
35.6244,,Spot,1,Image 1,1,949,
