
Intensity Sum Ch=7 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
17793,,Spot,7,Image 1,1,5,
68755,,Spot,7,Image 1,1,23,
38057,,Spot,7,Image 1,1,29,
158036,,Spot,7,Image 1,1,68,
37844,,Spot,7,Image 1,1,75,
110967,,Spot,7,Image 1,1,77,
94507,,Spot,7,Image 1,1,88,
59222,,Spot,7,Image 1,1,127,
67725,,Spot,7,Image 1,1,142,
84017,,Spot,7,Image 1,1,143,
52965,,Spot,7,Image 1,1,162,
47681,,Spot,7,Image 1,1,164,
123902,,Spot,7,Image 1,1,167,
122231,,Spot,7,Image 1,1,171,
159106,,Spot,7,Image 1,1,173,
42103,,Spot,7,Image 1,1,174,
60450,,Spot,7,Image 1,1,182,
104007,,Spot,7,Image 1,1,188,
111631,,Spot,7,Image 1,1,190,
100927,,Spot,7,Image 1,1,192,
170009,,Spot,7,Image 1,1,201,
145382,,Spot,7,Image 1,1,217,
79637,,Spot,7,Image 1,1,222,
72636,,Spot,7,Image 1,1,237,
82087,,Spot,7,Image 1,1,239,
111080,,Spot,7,Image 1,1,241,
186781,,Spot,7,Image 1,1,242,
71982,,Spot,7,Image 1,1,244,
83496,,Spot,7,Image 1,1,246,
115566,,Spot,7,Image 1,1,250,
77120,,Spot,7,Image 1,1,257,
47366,,Spot,7,Image 1,1,300,
73685,,Spot,7,Image 1,1,303,
37616,,Spot,7,Image 1,1,305,
33165,,Spot,7,Image 1,1,309,
86949,,Spot,7,Image 1,1,313,
36328,,Spot,7,Image 1,1,350,
41046,,Spot,7,Image 1,1,354,
118120,,Spot,7,Image 1,1,364,
125359,,Spot,7,Image 1,1,369,
51249,,Spot,7,Image 1,1,378,
66298,,Spot,7,Image 1,1,380,
156446,,Spot,7,Image 1,1,387,
60778,,Spot,7,Image 1,1,397,
134994,,Spot,7,Image 1,1,400,
98109,,Spot,7,Image 1,1,404,
124314,,Spot,7,Image 1,1,406,
119474,,Spot,7,Image 1,1,412,
156339,,Spot,7,Image 1,1,413,
146441,,Spot,7,Image 1,1,457,
160824,,Spot,7,Image 1,1,458,
128322,,Spot,7,Image 1,1,461,
31678,,Spot,7,Image 1,1,484,
41885,,Spot,7,Image 1,1,485,
28671,,Spot,7,Image 1,1,487,
31129,,Spot,7,Image 1,1,498,
16478,,Spot,7,Image 1,1,509,
20141,,Spot,7,Image 1,1,510,
26845,,Spot,7,Image 1,1,513,
67590,,Spot,7,Image 1,1,518,
35836,,Spot,7,Image 1,1,520,
41681,,Spot,7,Image 1,1,522,
100263,,Spot,7,Image 1,1,528,
42614,,Spot,7,Image 1,1,552,
38073,,Spot,7,Image 1,1,565,
56911,,Spot,7,Image 1,1,572,
68131,,Spot,7,Image 1,1,604,
56933,,Spot,7,Image 1,1,615,
47094,,Spot,7,Image 1,1,616,
32175,,Spot,7,Image 1,1,626,
77187,,Spot,7,Image 1,1,631,
38637,,Spot,7,Image 1,1,661,
59502,,Spot,7,Image 1,1,688,
99150,,Spot,7,Image 1,1,693,
89974,,Spot,7,Image 1,1,696,
244369,,Spot,7,Image 1,1,704,
97839,,Spot,7,Image 1,1,707,
310170,,Spot,7,Image 1,1,714,
123079,,Spot,7,Image 1,1,716,
109877,,Spot,7,Image 1,1,718,
89610,,Spot,7,Image 1,1,730,
112860,,Spot,7,Image 1,1,748,
45141,,Spot,7,Image 1,1,762,
29560,,Spot,7,Image 1,1,780,
19657,,Spot,7,Image 1,1,782,
24739,,Spot,7,Image 1,1,783,
80267,,Spot,7,Image 1,1,789,
33349,,Spot,7,Image 1,1,790,
21736,,Spot,7,Image 1,1,792,
27248,,Spot,7,Image 1,1,794,
73625,,Spot,7,Image 1,1,797,
27037,,Spot,7,Image 1,1,798,
39030,,Spot,7,Image 1,1,800,
69545,,Spot,7,Image 1,1,809,
29125,,Spot,7,Image 1,1,812,
15866,,Spot,7,Image 1,1,814,
38395,,Spot,7,Image 1,1,822,
38851,,Spot,7,Image 1,1,823,
32739,,Spot,7,Image 1,1,825,
48319,,Spot,7,Image 1,1,829,
38333,,Spot,7,Image 1,1,830,
37629,,Spot,7,Image 1,1,835,
38319,,Spot,7,Image 1,1,837,
48687,,Spot,7,Image 1,1,845,
41857,,Spot,7,Image 1,1,889,
46218,,Spot,7,Image 1,1,900,
60268,,Spot,7,Image 1,1,903,
50472,,Spot,7,Image 1,1,905,
