
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
62604,,Spot,4,Image 1,1,5,
127363,,Spot,4,Image 1,1,23,
106563,,Spot,4,Image 1,1,29,
128459,,Spot,4,Image 1,1,68,
78463,,Spot,4,Image 1,1,75,
95179,,Spot,4,Image 1,1,77,
72435,,Spot,4,Image 1,1,88,
41352,,Spot,4,Image 1,1,127,
71565,,Spot,4,Image 1,1,142,
77292,,Spot,4,Image 1,1,143,
73798,,Spot,4,Image 1,1,162,
74790,,Spot,4,Image 1,1,164,
73675,,Spot,4,Image 1,1,167,
89404,,Spot,4,Image 1,1,171,
110676,,Spot,4,Image 1,1,173,
46481,,Spot,4,Image 1,1,174,
75501,,Spot,4,Image 1,1,182,
67898,,Spot,4,Image 1,1,188,
67747,,Spot,4,Image 1,1,190,
56053,,Spot,4,Image 1,1,192,
70775,,Spot,4,Image 1,1,201,
111082,,Spot,4,Image 1,1,217,
75610,,Spot,4,Image 1,1,222,
65342,,Spot,4,Image 1,1,237,
70168,,Spot,4,Image 1,1,239,
63912,,Spot,4,Image 1,1,241,
62983,,Spot,4,Image 1,1,242,
63950,,Spot,4,Image 1,1,244,
60503,,Spot,4,Image 1,1,246,
59733,,Spot,4,Image 1,1,250,
63503,,Spot,4,Image 1,1,257,
70520,,Spot,4,Image 1,1,300,
97794,,Spot,4,Image 1,1,303,
81734,,Spot,4,Image 1,1,305,
78684,,Spot,4,Image 1,1,309,
64998,,Spot,4,Image 1,1,313,
54020,,Spot,4,Image 1,1,350,
75065,,Spot,4,Image 1,1,354,
68139,,Spot,4,Image 1,1,364,
67423,,Spot,4,Image 1,1,369,
54663,,Spot,4,Image 1,1,378,
69315,,Spot,4,Image 1,1,380,
79556,,Spot,4,Image 1,1,387,
64436,,Spot,4,Image 1,1,397,
77438,,Spot,4,Image 1,1,400,
63100,,Spot,4,Image 1,1,404,
67822,,Spot,4,Image 1,1,406,
64559,,Spot,4,Image 1,1,412,
67787,,Spot,4,Image 1,1,413,
71630,,Spot,4,Image 1,1,457,
59265,,Spot,4,Image 1,1,458,
71509,,Spot,4,Image 1,1,461,
125915,,Spot,4,Image 1,1,484,
173754,,Spot,4,Image 1,1,485,
121011,,Spot,4,Image 1,1,487,
77310,,Spot,4,Image 1,1,498,
51073,,Spot,4,Image 1,1,509,
47391,,Spot,4,Image 1,1,510,
49504,,Spot,4,Image 1,1,513,
132853,,Spot,4,Image 1,1,518,
146729,,Spot,4,Image 1,1,520,
107558,,Spot,4,Image 1,1,522,
132052,,Spot,4,Image 1,1,528,
110736,,Spot,4,Image 1,1,552,
76522,,Spot,4,Image 1,1,565,
48515,,Spot,4,Image 1,1,572,
60188,,Spot,4,Image 1,1,604,
71372,,Spot,4,Image 1,1,615,
72827,,Spot,4,Image 1,1,616,
64375,,Spot,4,Image 1,1,626,
65138,,Spot,4,Image 1,1,631,
71831,,Spot,4,Image 1,1,661,
134598,,Spot,4,Image 1,1,688,
62423,,Spot,4,Image 1,1,693,
106009,,Spot,4,Image 1,1,696,
97417,,Spot,4,Image 1,1,704,
68867,,Spot,4,Image 1,1,707,
184982,,Spot,4,Image 1,1,714,
77590,,Spot,4,Image 1,1,716,
71260,,Spot,4,Image 1,1,718,
39586,,Spot,4,Image 1,1,730,
83383,,Spot,4,Image 1,1,748,
58314,,Spot,4,Image 1,1,762,
93240,,Spot,4,Image 1,1,780,
97919,,Spot,4,Image 1,1,782,
87880,,Spot,4,Image 1,1,783,
147773,,Spot,4,Image 1,1,789,
115657,,Spot,4,Image 1,1,790,
83653,,Spot,4,Image 1,1,792,
109308,,Spot,4,Image 1,1,794,
215209,,Spot,4,Image 1,1,797,
102150,,Spot,4,Image 1,1,798,
118186,,Spot,4,Image 1,1,800,
107782,,Spot,4,Image 1,1,809,
58208,,Spot,4,Image 1,1,812,
47535,,Spot,4,Image 1,1,814,
82410,,Spot,4,Image 1,1,822,
118679,,Spot,4,Image 1,1,823,
76799,,Spot,4,Image 1,1,825,
84861,,Spot,4,Image 1,1,829,
92651,,Spot,4,Image 1,1,830,
83753,,Spot,4,Image 1,1,835,
80462,,Spot,4,Image 1,1,837,
70821,,Spot,4,Image 1,1,845,
80544,,Spot,4,Image 1,1,889,
53543,,Spot,4,Image 1,1,900,
52658,,Spot,4,Image 1,1,903,
74418,,Spot,4,Image 1,1,905,
65828,,Spot,4,Image 1,1,906,
49555,,Spot,4,Image 1,1,914,
47102,,Spot,4,Image 1,1,917,
45444,,Spot,4,Image 1,1,921,
53213,,Spot,4,Image 1,1,923,
88442,,Spot,4,Image 1,1,933,
81271,,Spot,4,Image 1,1,936,
80380,,Spot,4,Image 1,1,937,
77978,,Spot,4,Image 1,1,939,
107543,,Spot,4,Image 1,1,941,
92815,,Spot,4,Image 1,1,949,
69751,,Spot,4,Image 1,1,952,
56142,,Spot,4,Image 1,1,965,
56888,,Spot,4,Image 1,1,978,
66854,,Spot,4,Image 1,1,989,
65934,,Spot,4,Image 1,1,994,
79336,,Spot,4,Image 1,1,997,
139220,,Spot,4,Image 1,1,1010,
80024,,Spot,4,Image 1,1,1018,
69670,,Spot,4,Image 1,1,1021,
62826,,Spot,4,Image 1,1,1033,
72149,,Spot,4,Image 1,1,1041,
71971,,Spot,4,Image 1,1,1043,
113621,,Spot,4,Image 1,1,1048,
89359,,Spot,4,Image 1,1,1054,
67105,,Spot,4,Image 1,1,1064,
55855,,Spot,4,Image 1,1,1065,
72436,,Spot,4,Image 1,1,1070,
69076,,Spot,4,Image 1,1,1073,
127911,,Spot,4,Image 1,1,1076,
82312,,Spot,4,Image 1,1,1077,
140004,,Spot,4,Image 1,1,1085,
76628,,Spot,4,Image 1,1,1091,
81170,,Spot,4,Image 1,1,1093,
126728,,Spot,4,Image 1,1,1094,
62404,,Spot,4,Image 1,1,1096,
91264,,Spot,4,Image 1,1,1098,
88797,,Spot,4,Image 1,1,1101,
84180,,Spot,4,Image 1,1,1105,
147895,,Spot,4,Image 1,1,1108,
88514,,Spot,4,Image 1,1,1109,
73516,,Spot,4,Image 1,1,1113,
70532,,Spot,4,Image 1,1,1124,
77429,,Spot,4,Image 1,1,1132,
64642,,Spot,4,Image 1,1,1133,
177867,,Spot,4,Image 1,1,1139,
102392,,Spot,4,Image 1,1,1146,
94958,,Spot,4,Image 1,1,1149,
61353,,Spot,4,Image 1,1,1150,
76884,,Spot,4,Image 1,1,1153,
72137,,Spot,4,Image 1,1,1154,
95758,,Spot,4,Image 1,1,1158,
65773,,Spot,4,Image 1,1,1165,
117684,,Spot,4,Image 1,1,1169,
56364,,Spot,4,Image 1,1,1180,
66759,,Spot,4,Image 1,1,1184,
58245,,Spot,4,Image 1,1,1185,
109653,,Spot,4,Image 1,1,1189,
134214,,Spot,4,Image 1,1,1193,
62660,,Spot,4,Image 1,1,1196,
67633,,Spot,4,Image 1,1,1198,
78429,,Spot,4,Image 1,1,1199,
62786,,Spot,4,Image 1,1,1201,
68282,,Spot,4,Image 1,1,1203,
59306,,Spot,4,Image 1,1,1209,
113110,,Spot,4,Image 1,1,1210,
65200,,Spot,4,Image 1,1,1211,
63707,,Spot,4,Image 1,1,1213,
67741,,Spot,4,Image 1,1,1216,
127049,,Spot,4,Image 1,1,1217,
60732,,Spot,4,Image 1,1,1218,
75315,,Spot,4,Image 1,1,1226,
95724,,Spot,4,Image 1,1,1228,
88132,,Spot,4,Image 1,1,1229,
75666,,Spot,4,Image 1,1,1232,
60432,,Spot,4,Image 1,1,1237,
53261,,Spot,4,Image 1,1,1241,
57329,,Spot,4,Image 1,1,1242,
61217,,Spot,4,Image 1,1,1243,
60007,,Spot,4,Image 1,1,1246,
64328,,Spot,4,Image 1,1,1258,
70782,,Spot,4,Image 1,1,1262,
82145,,Spot,4,Image 1,1,1264,
57885,,Spot,4,Image 1,1,1271,
66636,,Spot,4,Image 1,1,1284,
66522,,Spot,4,Image 1,1,1288,
63012,,Spot,4,Image 1,1,1291,
66620,,Spot,4,Image 1,1,1301,
73856,,Spot,4,Image 1,1,1303,
92779,,Spot,4,Image 1,1,1326,
151599,,Spot,4,Image 1,1,1327,
70412,,Spot,4,Image 1,1,1328,
154532,,Spot,4,Image 1,1,1331,
130797,,Spot,4,Image 1,1,1332,
66587,,Spot,4,Image 1,1,1334,
133707,,Spot,4,Image 1,1,1336,
104200,,Spot,4,Image 1,1,1339,
80333,,Spot,4,Image 1,1,1341,
55617,,Spot,4,Image 1,1,1346,
70281,,Spot,4,Image 1,1,1347,
94845,,Spot,4,Image 1,1,1351,
99332,,Spot,4,Image 1,1,1353,
118092,,Spot,4,Image 1,1,1354,
92904,,Spot,4,Image 1,1,1355,
175554,,Spot,4,Image 1,1,1357,
