
Intensity Sum Ch=9 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
207,,Spot,9,Image 1,1,5,
737,,Spot,9,Image 1,1,23,
181,,Spot,9,Image 1,1,29,
7355,,Spot,9,Image 1,1,68,
1435,,Spot,9,Image 1,1,75,
7651,,Spot,9,Image 1,1,77,
4773,,Spot,9,Image 1,1,88,
6684,,Spot,9,Image 1,1,127,
4206,,Spot,9,Image 1,1,142,
4513,,Spot,9,Image 1,1,143,
1739,,Spot,9,Image 1,1,162,
684,,Spot,9,Image 1,1,164,
17650,,Spot,9,Image 1,1,167,
10138,,Spot,9,Image 1,1,171,
11593,,Spot,9,Image 1,1,173,
1355,,Spot,9,Image 1,1,174,
3778,,Spot,9,Image 1,1,182,
13514,,Spot,9,Image 1,1,188,
17479,,Spot,9,Image 1,1,190,
18965,,Spot,9,Image 1,1,192,
49226,,Spot,9,Image 1,1,201,
8987,,Spot,9,Image 1,1,217,
3353,,Spot,9,Image 1,1,222,
4651,,Spot,9,Image 1,1,237,
7483,,Spot,9,Image 1,1,239,
20761,,Spot,9,Image 1,1,241,
70236,,Spot,9,Image 1,1,242,
4425,,Spot,9,Image 1,1,244,
10224,,Spot,9,Image 1,1,246,
24583,,Spot,9,Image 1,1,250,
3875,,Spot,9,Image 1,1,257,
1451,,Spot,9,Image 1,1,300,
1424,,Spot,9,Image 1,1,303,
616,,Spot,9,Image 1,1,305,
505,,Spot,9,Image 1,1,309,
11330,,Spot,9,Image 1,1,313,
1833,,Spot,9,Image 1,1,350,
1272,,Spot,9,Image 1,1,354,
22169,,Spot,9,Image 1,1,364,
25040,,Spot,9,Image 1,1,369,
2543,,Spot,9,Image 1,1,378,
2127,,Spot,9,Image 1,1,380,
29303,,Spot,9,Image 1,1,387,
3833,,Spot,9,Image 1,1,397,
16920,,Spot,9,Image 1,1,400,
16741,,Spot,9,Image 1,1,404,
21853,,Spot,9,Image 1,1,406,
21782,,Spot,9,Image 1,1,412,
41619,,Spot,9,Image 1,1,413,
27695,,Spot,9,Image 1,1,457,
54479,,Spot,9,Image 1,1,458,
21856,,Spot,9,Image 1,1,461,
0,,Spot,9,Image 1,1,484,
21,,Spot,9,Image 1,1,485,
160,,Spot,9,Image 1,1,487,
444,,Spot,9,Image 1,1,498,
240,,Spot,9,Image 1,1,509,
508,,Spot,9,Image 1,1,510,
165,,Spot,9,Image 1,1,513,
626,,Spot,9,Image 1,1,518,
0,,Spot,9,Image 1,1,520,
26,,Spot,9,Image 1,1,522,
552,,Spot,9,Image 1,1,528,
292,,Spot,9,Image 1,1,552,
1332,,Spot,9,Image 1,1,565,
5117,,Spot,9,Image 1,1,572,
5940,,Spot,9,Image 1,1,604,
1226,,Spot,9,Image 1,1,615,
1976,,Spot,9,Image 1,1,616,
302,,Spot,9,Image 1,1,626,
8391,,Spot,9,Image 1,1,631,
140,,Spot,9,Image 1,1,661,
109,,Spot,9,Image 1,1,688,
13637,,Spot,9,Image 1,1,693,
1721,,Spot,9,Image 1,1,696,
64677,,Spot,9,Image 1,1,704,
17132,,Spot,9,Image 1,1,707,
22486,,Spot,9,Image 1,1,714,
15174,,Spot,9,Image 1,1,716,
14208,,Spot,9,Image 1,1,718,
23754,,Spot,9,Image 1,1,730,
8312,,Spot,9,Image 1,1,748,
2043,,Spot,9,Image 1,1,762,
0,,Spot,9,Image 1,1,780,
28,,Spot,9,Image 1,1,782,
0,,Spot,9,Image 1,1,783,
495,,Spot,9,Image 1,1,789,
73,,Spot,9,Image 1,1,790,
108,,Spot,9,Image 1,1,792,
7,,Spot,9,Image 1,1,794,
0,,Spot,9,Image 1,1,797,
0,,Spot,9,Image 1,1,798,
341,,Spot,9,Image 1,1,800,
739,,Spot,9,Image 1,1,809,
226,,Spot,9,Image 1,1,812,
370,,Spot,9,Image 1,1,814,
421,,Spot,9,Image 1,1,822,
326,,Spot,9,Image 1,1,823,
266,,Spot,9,Image 1,1,825,
741,,Spot,9,Image 1,1,829,
377,,Spot,9,Image 1,1,830,
291,,Spot,9,Image 1,1,835,
498,,Spot,9,Image 1,1,837,
2649,,Spot,9,Image 1,1,845,
1203,,Spot,9,Image 1,1,889,
3928,,Spot,9,Image 1,1,900,
7656,,Spot,9,Image 1,1,903,
566,,Spot,9,Image 1,1,905,
4307,,Spot,9,Image 1,1,906,
926,,Spot,9,Image 1,1,914,
922,,Spot,9,Image 1,1,917,
1046,,Spot,9,Image 1,1,921,
483,,Spot,9,Image 1,1,923,
504,,Spot,9,Image 1,1,933,
2093,,Spot,9,Image 1,1,936,
3512,,Spot,9,Image 1,1,937,
1429,,Spot,9,Image 1,1,939,
2002,,Spot,9,Image 1,1,941,
508,,Spot,9,Image 1,1,949,
1507,,Spot,9,Image 1,1,952,
206,,Spot,9,Image 1,1,965,
4167,,Spot,9,Image 1,1,978,
5753,,Spot,9,Image 1,1,989,
346,,Spot,9,Image 1,1,994,
627,,Spot,9,Image 1,1,997,
381,,Spot,9,Image 1,1,1010,
24,,Spot,9,Image 1,1,1018,
16603,,Spot,9,Image 1,1,1021,
9071,,Spot,9,Image 1,1,1033,
1672,,Spot,9,Image 1,1,1041,
8976,,Spot,9,Image 1,1,1043,
8214,,Spot,9,Image 1,1,1048,
39442,,Spot,9,Image 1,1,1054,
20839,,Spot,9,Image 1,1,1064,
10128,,Spot,9,Image 1,1,1065,
1645,,Spot,9,Image 1,1,1070,
16534,,Spot,9,Image 1,1,1073,
45600,,Spot,9,Image 1,1,1076,
11922,,Spot,9,Image 1,1,1077,
31507,,Spot,9,Image 1,1,1085,
6983,,Spot,9,Image 1,1,1091,
15506,,Spot,9,Image 1,1,1093,
12337,,Spot,9,Image 1,1,1094,
7055,,Spot,9,Image 1,1,1096,
30580,,Spot,9,Image 1,1,1098,
8356,,Spot,9,Image 1,1,1101,
24919,,Spot,9,Image 1,1,1105,
18712,,Spot,9,Image 1,1,1108,
23486,,Spot,9,Image 1,1,1109,
2785,,Spot,9,Image 1,1,1113,
12788,,Spot,9,Image 1,1,1124,
18665,,Spot,9,Image 1,1,1132,
6664,,Spot,9,Image 1,1,1133,
34711,,Spot,9,Image 1,1,1139,
49390,,Spot,9,Image 1,1,1146,
3241,,Spot,9,Image 1,1,1149,
6292,,Spot,9,Image 1,1,1150,
3193,,Spot,9,Image 1,1,1153,
1666,,Spot,9,Image 1,1,1154,
57355,,Spot,9,Image 1,1,1158,
10518,,Spot,9,Image 1,1,1165,
30854,,Spot,9,Image 1,1,1169,
23746,,Spot,9,Image 1,1,1180,
34484,,Spot,9,Image 1,1,1184,
37604,,Spot,9,Image 1,1,1185,
46778,,Spot,9,Image 1,1,1189,
10131,,Spot,9,Image 1,1,1193,
9402,,Spot,9,Image 1,1,1196,
8715,,Spot,9,Image 1,1,1198,
7701,,Spot,9,Image 1,1,1199,
18566,,Spot,9,Image 1,1,1201,
46960,,Spot,9,Image 1,1,1203,
7301,,Spot,9,Image 1,1,1209,
47232,,Spot,9,Image 1,1,1210,
9703,,Spot,9,Image 1,1,1211,
22106,,Spot,9,Image 1,1,1213,
33947,,Spot,9,Image 1,1,1216,
28618,,Spot,9,Image 1,1,1217,
33546,,Spot,9,Image 1,1,1218,
10375,,Spot,9,Image 1,1,1226,
12537,,Spot,9,Image 1,1,1228,
21764,,Spot,9,Image 1,1,1229,
45821,,Spot,9,Image 1,1,1232,
15151,,Spot,9,Image 1,1,1237,
42905,,Spot,9,Image 1,1,1241,
32312,,Spot,9,Image 1,1,1242,
25483,,Spot,9,Image 1,1,1243,
20012,,Spot,9,Image 1,1,1246,
28836,,Spot,9,Image 1,1,1258,
27381,,Spot,9,Image 1,1,1262,
21795,,Spot,9,Image 1,1,1264,
4739,,Spot,9,Image 1,1,1271,
27977,,Spot,9,Image 1,1,1284,
33393,,Spot,9,Image 1,1,1288,
10027,,Spot,9,Image 1,1,1291,
36999,,Spot,9,Image 1,1,1301,
651,,Spot,9,Image 1,1,1303,
8137,,Spot,9,Image 1,1,1326,
