
Average Distance To 9 Nearest Neighbours
 ==================== 
Average Distance To 9 Nearest Neighbours,Unit,Category,Time,ID,
28.0836,µm,Spot,1,1091,
31.8515,µm,Spot,1,1093,
47.298,µm,Spot,1,1094,
25.8033,µm,Spot,1,1096,
42.0147,µm,Spot,1,1098,
30.181,µm,Spot,1,1101,
39.2055,µm,Spot,1,1105,
32.492,µm,Spot,1,1108,
29.3797,µm,Spot,1,1109,
28.4671,µm,Spot,1,1113,
27.2818,µm,Spot,1,1124,
31.8485,µm,Spot,1,1132,
31.1745,µm,Spot,1,1133,
40.0192,µm,Spot,1,1139,
27.6877,µm,Spot,1,1146,
36.6397,µm,Spot,1,1149,
35.8073,µm,Spot,1,1150,
31.4677,µm,Spot,1,1153,
36.5282,µm,Spot,1,1154,
31.1368,µm,Spot,1,1158,
30.6409,µm,Spot,1,1165,
25.5825,µm,Spot,1,1169,
34.3555,µm,Spot,1,1180,
26.3337,µm,Spot,1,1184,
32.7909,µm,Spot,1,1185,
24.3442,µm,Spot,1,1189,
24.3402,µm,Spot,1,1193,
25.583,µm,Spot,1,1196,
22.964,µm,Spot,1,1198,
24.851,µm,Spot,1,1199,
25.5913,µm,Spot,1,1201,
24.406,µm,Spot,1,1203,
32.4179,µm,Spot,1,1209,
23.6773,µm,Spot,1,1210,
31.5952,µm,Spot,1,1211,
23.8943,µm,Spot,1,1213,
24.8825,µm,Spot,1,1216,
25.1258,µm,Spot,1,1217,
27.9647,µm,Spot,1,1218,
26.9531,µm,Spot,1,1226,
27.2203,µm,Spot,1,1228,
24.8503,µm,Spot,1,1229,
33.0337,µm,Spot,1,1232,
27.4752,µm,Spot,1,1237,
42.1995,µm,Spot,1,1241,
34.6021,µm,Spot,1,1242,
26.6943,µm,Spot,1,1243,
29.102,µm,Spot,1,1246,
34.2719,µm,Spot,1,1258,
29.9325,µm,Spot,1,1262,
46.9039,µm,Spot,1,1264,
41.0452,µm,Spot,1,1271,
29.8038,µm,Spot,1,1284,
38.2609,µm,Spot,1,1288,
30.4156,µm,Spot,1,1291,
33.1861,µm,Spot,1,1301,
45.6848,µm,Spot,1,1303,
25.3191,µm,Spot,1,1326,
23.6532,µm,Spot,1,1327,
30.2842,µm,Spot,1,1328,
32.2835,µm,Spot,1,1331,
26.6502,µm,Spot,1,1332,
29.9523,µm,Spot,1,1334,
29.0079,µm,Spot,1,1336,
29.1335,µm,Spot,1,1339,
39.5892,µm,Spot,1,1341,
29.7301,µm,Spot,1,1346,
35.3615,µm,Spot,1,1347,
29.9289,µm,Spot,1,1351,
37.019,µm,Spot,1,1353,
35.955,µm,Spot,1,1354,
25.3894,µm,Spot,1,1355,
24.3174,µm,Spot,1,1357,
31.851,µm,Spot,1,1358,
36.5798,µm,Spot,1,1359,
30.5006,µm,Spot,1,1361,
33.7045,µm,Spot,1,1362,
26.4239,µm,Spot,1,1364,
26.9339,µm,Spot,1,1370,
27.2664,µm,Spot,1,1371,
23.4237,µm,Spot,1,1372,
34.9639,µm,Spot,1,1373,
21.6934,µm,Spot,1,1375,
20.3827,µm,Spot,1,1376,
24.8027,µm,Spot,1,1382,
37.9806,µm,Spot,1,1383,
37.5376,µm,Spot,1,1389,
35.091,µm,Spot,1,1390,
33.4962,µm,Spot,1,1392,
40.0507,µm,Spot,1,1399,
43.4616,µm,Spot,1,1402,
36.2012,µm,Spot,1,1406,
42.5573,µm,Spot,1,1410,
43.7347,µm,Spot,1,1411,
41.5564,µm,Spot,1,1415,
43.9189,µm,Spot,1,1420,
28.099,µm,Spot,1,1435,
33.961,µm,Spot,1,1436,
29.833,µm,Spot,1,1439,
28.9505,µm,Spot,1,1440,
28.981,µm,Spot,1,1444,
30.4325,µm,Spot,1,1445,
26.3418,µm,Spot,1,1446,
29.5058,µm,Spot,1,1447,
29.7826,µm,Spot,1,1448,
26.0305,µm,Spot,1,1452,
43.7649,µm,Spot,1,1456,
29.3384,µm,Spot,1,1457,
31.8951,µm,Spot,1,1460,
33.4601,µm,Spot,1,1461,
31.4171,µm,Spot,1,1463,
41.4013,µm,Spot,1,1471,
27.5095,µm,Spot,1,1478,
32.4808,µm,Spot,1,1480,
35.9813,µm,Spot,1,1489,
34.9762,µm,Spot,1,1493,
26.1059,µm,Spot,1,1495,
37.8056,µm,Spot,1,1496,
44.0034,µm,Spot,1,1506,
34.8704,µm,Spot,1,1508,
43.3924,µm,Spot,1,1509,
30.528,µm,Spot,1,1513,
37.3503,µm,Spot,1,1534,
36.1235,µm,Spot,1,1537,
32.9559,µm,Spot,1,1543,
35.2754,µm,Spot,1,1546,
31.2812,µm,Spot,1,1547,
30.2156,µm,Spot,1,1552,
35.9512,µm,Spot,1,1553,
38.6051,µm,Spot,1,1555,
31.1682,µm,Spot,1,1567,
36.2868,µm,Spot,1,1569,
32.5908,µm,Spot,1,1572,
43.0068,µm,Spot,1,1576,
37.7933,µm,Spot,1,1589,
43.7007,µm,Spot,1,1595,
38.3849,µm,Spot,1,1615,
30.9538,µm,Spot,1,1620,
65.3699,µm,Spot,1,1634,
30.7297,µm,Spot,1,1650,
29.9037,µm,Spot,1,1651,
28.1737,µm,Spot,1,1656,
30.2349,µm,Spot,1,1657,
42.4169,µm,Spot,1,1662,
48.9254,µm,Spot,1,1665,
36.0107,µm,Spot,1,1684,
29.7765,µm,Spot,1,1690,
32.9058,µm,Spot,1,1692,
30.3146,µm,Spot,1,1694,
44.6131,µm,Spot,1,1695,
33.1258,µm,Spot,1,1697,
39.1525,µm,Spot,1,1699,
34.9772,µm,Spot,1,1700,
34.6798,µm,Spot,1,1706,
43.0508,µm,Spot,1,1710,
30.4749,µm,Spot,1,1721,
47.5815,µm,Spot,1,1725,
37.6826,µm,Spot,1,1726,
43.9708,µm,Spot,1,1732,
45.563,µm,Spot,1,1752,
56.8465,µm,Spot,1,1768,
51.3091,µm,Spot,1,1769,
53.4176,µm,Spot,1,1775,
45.961,µm,Spot,1,1788,
52.1598,µm,Spot,1,1815,
45.5694,µm,Spot,1,1818,
47.509,µm,Spot,1,1824,
53.7754,µm,Spot,1,1825,
34.3009,µm,Spot,1,1837,
34.5877,µm,Spot,1,1844,
43.0425,µm,Spot,1,1845,
37.7643,µm,Spot,1,1851,
31.5053,µm,Spot,1,1857,
53.4096,µm,Spot,1,1858,
44.461,µm,Spot,1,1864,
47.6574,µm,Spot,1,1865,
41.3996,µm,Spot,1,1870,
52.2437,µm,Spot,1,1871,
36.7175,µm,Spot,1,1893,
30.0442,µm,Spot,1,1896,
34.1279,µm,Spot,1,1898,
34.5038,µm,Spot,1,1902,
48.0808,µm,Spot,1,1914,
35.4316,µm,Spot,1,1915,
42.1732,µm,Spot,1,1920,
54.1301,µm,Spot,1,1929,
22.1329,µm,Spot,1,1936,
20.9078,µm,Spot,1,1938,
24.7962,µm,Spot,1,1941,
26.8047,µm,Spot,1,1943,
27.7644,µm,Spot,1,1945,
29.7273,µm,Spot,1,1947,
31.7184,µm,Spot,1,1948,
24.2901,µm,Spot,1,1952,
29.3601,µm,Spot,1,1954,
30.3185,µm,Spot,1,1956,
32.1092,µm,Spot,1,1957,
32.6116,µm,Spot,1,1963,
40.7774,µm,Spot,1,1974,
40.1108,µm,Spot,1,1976,
35.6232,µm,Spot,1,1983,
36.8147,µm,Spot,1,1985,
36.1461,µm,Spot,1,1990,
33.8682,µm,Spot,1,2000,
34.2692,µm,Spot,1,2004,
38.9194,µm,Spot,1,2005,
42,µm,Spot,1,2007,
37.8493,µm,Spot,1,2008,
37.9818,µm,Spot,1,2014,
28.1404,µm,Spot,1,2034,
28.7844,µm,Spot,1,2037,
28.1068,µm,Spot,1,2038,
29.5299,µm,Spot,1,2042,
34.1213,µm,Spot,1,2043,
36.2903,µm,Spot,1,2044,
36.8169,µm,Spot,1,2045,
37.2074,µm,Spot,1,2052,
24.9461,µm,Spot,1,2053,
25.7932,µm,Spot,1,2054,
29.3796,µm,Spot,1,2055,
30.3267,µm,Spot,1,2057,
38.5317,µm,Spot,1,2058,
33.6568,µm,Spot,1,2060,
44.2019,µm,Spot,1,2061,
37.9711,µm,Spot,1,2072,
29.4181,µm,Spot,1,2073,
27.4541,µm,Spot,1,2078,
39.7195,µm,Spot,1,2085,
56.1438,µm,Spot,1,2098,
43.9546,µm,Spot,1,2102,
59.0419,µm,Spot,1,2103,
37.5664,µm,Spot,1,2148,
56.9855,µm,Spot,1,2177,
40.4819,µm,Spot,1,2189,
31.5688,µm,Spot,1,2191,
29.751,µm,Spot,1,2193,
31.0913,µm,Spot,1,2194,
30.9289,µm,Spot,1,2196,
30.0417,µm,Spot,1,2197,
31.7255,µm,Spot,1,2198,
35.8624,µm,Spot,1,2199,
31.8988,µm,Spot,1,2200,
32.0151,µm,Spot,1,2201,
36.8348,µm,Spot,1,2203,
36.8416,µm,Spot,1,2211,
36.2457,µm,Spot,1,2212,
44.3397,µm,Spot,1,2230,
37.2294,µm,Spot,1,2261,
36.9414,µm,Spot,1,2266,
33.6623,µm,Spot,1,2273,
63.1478,µm,Spot,1,2457,
52.8833,µm,Spot,1,2458,
68.1564,µm,Spot,1,2471,
55.061,µm,Spot,1,2552,
101.033,µm,Spot,1,2661,
52.5946,µm,Spot,2,2937,
59.934,µm,Spot,2,2938,
49.5009,µm,Spot,2,2939,
66.9243,µm,Spot,2,2971,
46.5523,µm,Spot,2,3016,
36.4059,µm,Spot,2,3018,
61.1469,µm,Spot,2,3045,
66.3033,µm,Spot,2,3046,
53.2045,µm,Spot,2,3056,
52.6979,µm,Spot,2,3065,
40.8887,µm,Spot,2,3101,
45.3383,µm,Spot,2,3127,
41.6347,µm,Spot,2,3132,
48.5852,µm,Spot,2,3135,
48.4944,µm,Spot,2,3140,
38.8748,µm,Spot,2,3144,
40.1048,µm,Spot,2,3150,
44.8675,µm,Spot,2,3154,
47.1082,µm,Spot,2,3160,
42.8284,µm,Spot,2,3175,
43.8331,µm,Spot,2,3176,
39.9514,µm,Spot,2,3177,
29.915,µm,Spot,2,3184,
40.3162,µm,Spot,2,3185,
28.9896,µm,Spot,2,3187,
53.301,µm,Spot,2,3213,
49.6814,µm,Spot,2,3220,
41.0228,µm,Spot,2,3235,
37.7981,µm,Spot,2,3242,
32.7775,µm,Spot,2,3243,
33.7694,µm,Spot,2,3244,
36.8582,µm,Spot,2,3245,
27.6581,µm,Spot,2,3248,
33.1178,µm,Spot,2,3250,
50.5972,µm,Spot,2,3262,
61.3967,µm,Spot,2,3264,
44.5446,µm,Spot,2,3265,
41.8408,µm,Spot,2,3279,
44.5503,µm,Spot,2,3280,
40.6487,µm,Spot,2,3295,
49.9416,µm,Spot,2,3329,
49.2172,µm,Spot,2,3330,
58.1609,µm,Spot,2,3334,
44.0852,µm,Spot,2,3339,
64.4321,µm,Spot,2,3340,
56.9266,µm,Spot,2,3350,
44.7759,µm,Spot,2,3358,
39.1622,µm,Spot,2,3359,
42.7957,µm,Spot,2,3376,
43.8917,µm,Spot,2,3402,
42.1711,µm,Spot,2,3412,
32.9552,µm,Spot,2,3414,
32.018,µm,Spot,2,3415,
35.0594,µm,Spot,2,3419,
36.8918,µm,Spot,2,3420,
43.1684,µm,Spot,2,3425,
110.648,µm,Spot,2,3434,
76.2295,µm,Spot,2,3446,
67.6713,µm,Spot,2,3451,
29.8042,µm,Spot,2,3467,
36.776,µm,Spot,2,3469,
42.9504,µm,Spot,2,3470,
29.7347,µm,Spot,2,3472,
33.4413,µm,Spot,2,3474,
44.0736,µm,Spot,2,3475,
32.5587,µm,Spot,2,3477,
32.3494,µm,Spot,2,3479,
31.9202,µm,Spot,2,3480,
36.0203,µm,Spot,2,3481,
25.9918,µm,Spot,2,3483,
33.0911,µm,Spot,2,3484,
26.0707,µm,Spot,2,3491,
34.7372,µm,Spot,2,3492,
32.0354,µm,Spot,2,3497,
57.2232,µm,Spot,2,3499,
36.4062,µm,Spot,2,3503,
35.9488,µm,Spot,2,3510,
32.7103,µm,Spot,2,3512,
43.1588,µm,Spot,2,3517,
40.1774,µm,Spot,2,3518,
30.6195,µm,Spot,2,3521,
42.0568,µm,Spot,2,3525,
37.6396,µm,Spot,2,3527,
53.3504,µm,Spot,2,3532,
45.4971,µm,Spot,2,3536,
44.3033,µm,Spot,2,3539,
55.3281,µm,Spot,2,3563,
56.7399,µm,Spot,2,3577,
39.1706,µm,Spot,2,3588,
43.5966,µm,Spot,2,3590,
67.2884,µm,Spot,2,3591,
36.4676,µm,Spot,2,3605,
36.715,µm,Spot,2,3608,
32.7804,µm,Spot,2,3611,
37.4324,µm,Spot,2,3612,
45.6538,µm,Spot,2,3615,
51.5682,µm,Spot,2,3618,
51.5525,µm,Spot,2,3619,
44.6595,µm,Spot,2,3620,
42.7251,µm,Spot,2,3622,
33.2933,µm,Spot,2,3633,
49.9386,µm,Spot,2,3635,
51.2423,µm,Spot,2,3636,
39.3715,µm,Spot,2,3637,
53.3027,µm,Spot,2,3675,
63.829,µm,Spot,2,3679,
74.3439,µm,Spot,2,3686,
118.608,µm,Spot,2,3687,
47.9481,µm,Spot,2,3688,
40.8401,µm,Spot,2,3693,
39.6637,µm,Spot,2,3696,
51.2513,µm,Spot,2,3702,
64.4972,µm,Spot,2,3729,
67.0352,µm,Spot,2,3732,
55.6433,µm,Spot,2,3748,
57.0873,µm,Spot,2,3749,
51.3768,µm,Spot,2,3758,
38.4258,µm,Spot,2,3760,
32.1304,µm,Spot,2,3763,
28.4071,µm,Spot,2,3768,
44.3592,µm,Spot,2,3771,
35.2644,µm,Spot,2,3776,
54.1718,µm,Spot,2,3778,
38.0966,µm,Spot,2,3783,
30.3941,µm,Spot,2,3787,
31.5255,µm,Spot,2,3802,
32.7131,µm,Spot,2,3805,
34.1451,µm,Spot,2,3809,
36.2339,µm,Spot,2,3812,
32.3794,µm,Spot,2,3813,
37.9989,µm,Spot,2,3815,
37.0671,µm,Spot,2,3818,
39.3238,µm,Spot,2,3822,
29.5953,µm,Spot,2,3823,
30.5869,µm,Spot,2,3825,
25.9893,µm,Spot,2,3829,
27.8766,µm,Spot,2,3837,
27.8128,µm,Spot,2,3840,
27.6643,µm,Spot,2,3841,
24.7511,µm,Spot,2,3842,
27.1471,µm,Spot,2,3843,
32.9368,µm,Spot,2,3849,
34.52,µm,Spot,2,3854,
41.4277,µm,Spot,2,3855,
26.0088,µm,Spot,2,3858,
27.0252,µm,Spot,2,3859,
30.7323,µm,Spot,2,3863,
33.9649,µm,Spot,2,3867,
31.5588,µm,Spot,2,3868,
45.3598,µm,Spot,2,3869,
49.4863,µm,Spot,2,3873,
38.2304,µm,Spot,2,3874,
36.4838,µm,Spot,2,3876,
56.8071,µm,Spot,2,3887,
58.9407,µm,Spot,2,3900,
36.8687,µm,Spot,2,3904,
34.9889,µm,Spot,2,3919,
49.7779,µm,Spot,2,3925,
33.519,µm,Spot,2,3934,
29.5034,µm,Spot,2,3942,
38.138,µm,Spot,2,3943,
53.5067,µm,Spot,2,3948,
34.7588,µm,Spot,2,3955,
33.3482,µm,Spot,2,3956,
34.8072,µm,Spot,2,3957,
34.3051,µm,Spot,2,3959,
26.5338,µm,Spot,2,3961,
31.7425,µm,Spot,2,3963,
38.2129,µm,Spot,2,3966,
44.0645,µm,Spot,2,3968,
35.3426,µm,Spot,2,3969,
32.5211,µm,Spot,2,3975,
28.7737,µm,Spot,2,3976,
38.9809,µm,Spot,2,3979,
24.2251,µm,Spot,2,3981,
23.305,µm,Spot,2,3982,
27.2163,µm,Spot,2,3987,
26.1923,µm,Spot,2,3988,
46.1299,µm,Spot,2,3989,
41.6264,µm,Spot,2,3999,
42.1995,µm,Spot,2,4002,
49.9675,µm,Spot,2,4008,
42.3982,µm,Spot,2,4011,
40.5591,µm,Spot,2,4014,
47.5338,µm,Spot,2,4023,
50.1829,µm,Spot,2,4032,
44.4064,µm,Spot,2,4033,
33.5516,µm,Spot,2,4047,
32.138,µm,Spot,2,4048,
28.0946,µm,Spot,2,4051,
27.5185,µm,Spot,2,4052,
29.4193,µm,Spot,2,4053,
26.5104,µm,Spot,2,4056,
47.6018,µm,Spot,2,4058,
35.2312,µm,Spot,2,4059,
35.2222,µm,Spot,2,4062,
39.9446,µm,Spot,2,4064,
42.2327,µm,Spot,2,4079,
32.1836,µm,Spot,2,4081,
28.5494,µm,Spot,2,4082,
35.3555,µm,Spot,2,4083,
35.5007,µm,Spot,2,4085,
28.5498,µm,Spot,2,4088,
40.9031,µm,Spot,2,4090,
30.805,µm,Spot,2,4092,
30.0232,µm,Spot,2,4103,
44.6072,µm,Spot,2,4104,
48.5377,µm,Spot,2,4107,
35.9528,µm,Spot,2,4109,
35.7739,µm,Spot,2,4121,
31.3179,µm,Spot,2,4122,
32.0424,µm,Spot,2,4125,
33.7239,µm,Spot,2,4129,
35.8638,µm,Spot,2,4138,
33.4828,µm,Spot,2,4140,
30.6706,µm,Spot,2,4141,
28.3829,µm,Spot,2,4146,
32.1784,µm,Spot,2,4148,
39.5489,µm,Spot,2,4150,
28.7945,µm,Spot,2,4151,
26.0878,µm,Spot,2,4152,
29.0913,µm,Spot,2,4158,
29.4484,µm,Spot,2,4160,
37.958,µm,Spot,2,4163,
63.7443,µm,Spot,2,4165,
35.0524,µm,Spot,2,4169,
35.5027,µm,Spot,2,4177,
46.9197,µm,Spot,2,4190,
41.4534,µm,Spot,2,4192,
42.2477,µm,Spot,2,4193,
35.1224,µm,Spot,2,4197,
36.719,µm,Spot,2,4202,
36.6547,µm,Spot,2,4206,
57.8431,µm,Spot,2,4222,
38.2048,µm,Spot,2,4238,
32.2476,µm,Spot,2,4241,
30.5395,µm,Spot,2,4244,
31.4169,µm,Spot,2,4245,
44.6216,µm,Spot,2,4250,
42.9713,µm,Spot,2,4253,
30.2657,µm,Spot,2,4265,
36.7767,µm,Spot,2,4268,
39.8577,µm,Spot,2,4272,
24.3757,µm,Spot,2,4273,
33.419,µm,Spot,2,4274,
25.4788,µm,Spot,2,4276,
36.5839,µm,Spot,2,4282,
40.8154,µm,Spot,2,4288,
35.599,µm,Spot,2,4290,
29.7947,µm,Spot,2,4294,
28.0563,µm,Spot,2,4297,
24.7697,µm,Spot,2,4299,
39.4123,µm,Spot,2,4304,
40.7066,µm,Spot,2,4305,
33.9021,µm,Spot,2,4307,
55.7583,µm,Spot,2,4345,
43.9037,µm,Spot,2,4364,
118.162,µm,Spot,2,4385,
36.1277,µm,Spot,2,4402,
46.3219,µm,Spot,2,4404,
41.2194,µm,Spot,2,4410,
41.1118,µm,Spot,2,4414,
45.0538,µm,Spot,2,4419,
57.3992,µm,Spot,2,4423,
46.8563,µm,Spot,2,4424,
46.5643,µm,Spot,2,4431,
41.2657,µm,Spot,2,4438,
30.0171,µm,Spot,2,4448,
37.0763,µm,Spot,2,4450,
43.6559,µm,Spot,2,4464,
51.7272,µm,Spot,2,4467,
34.8402,µm,Spot,2,4468,
42.2507,µm,Spot,2,4472,
54.5977,µm,Spot,2,4485,
35.5703,µm,Spot,2,4487,
31.7714,µm,Spot,2,4491,
47.8719,µm,Spot,2,4492,
31.7744,µm,Spot,2,4493,
34.4406,µm,Spot,2,4495,
31.2368,µm,Spot,2,4497,
39.4292,µm,Spot,2,4498,
34.6727,µm,Spot,2,4499,
36.6252,µm,Spot,2,4508,
46.5111,µm,Spot,2,4520,
36.8107,µm,Spot,2,4537,
45.3475,µm,Spot,2,4538,
55.8771,µm,Spot,2,4543,
43.2403,µm,Spot,2,4544,
41.707,µm,Spot,2,4546,
55.9519,µm,Spot,2,4550,
49.2129,µm,Spot,2,4554,
35.1193,µm,Spot,2,4562,
36.9568,µm,Spot,2,4563,
39.5815,µm,Spot,2,4567,
38.1196,µm,Spot,2,4571,
38.3682,µm,Spot,2,4572,
40.6113,µm,Spot,2,4574,
37.2172,µm,Spot,2,4580,
34.632,µm,Spot,2,4581,
41.1058,µm,Spot,2,4583,
39.1416,µm,Spot,2,4584,
44.7011,µm,Spot,2,4585,
38.3567,µm,Spot,2,4592,
36.1442,µm,Spot,2,4596,
36.2804,µm,Spot,2,4597,
28.8777,µm,Spot,2,4606,
41.6454,µm,Spot,2,4609,
55.2303,µm,Spot,2,4616,
45.8445,µm,Spot,2,4618,
46.6832,µm,Spot,2,4621,
58.7944,µm,Spot,2,4623,
34.818,µm,Spot,2,4651,
53.0892,µm,Spot,2,4680,
32.8003,µm,Spot,2,4694,
29.8989,µm,Spot,2,4698,
32.3449,µm,Spot,2,4699,
29.7205,µm,Spot,2,4700,
31.9707,µm,Spot,2,4701,
32.633,µm,Spot,2,4702,
37.1643,µm,Spot,2,4704,
38.1112,µm,Spot,2,4705,
30.7971,µm,Spot,2,4706,
31.8111,µm,Spot,2,4707,
35.7374,µm,Spot,2,4715,
41.5936,µm,Spot,2,4718,
31.4585,µm,Spot,2,4721,
41.8694,µm,Spot,2,4734,
40.9861,µm,Spot,2,4764,
54.7172,µm,Spot,2,4765,
33.0518,µm,Spot,2,4768,
63.6546,µm,Spot,2,4920,
52.1347,µm,Spot,2,4922,
66.3725,µm,Spot,2,4931,
42.1819,µm,Spot,2,4941,
55.5075,µm,Spot,2,4991,
67.7687,µm,Spot,2,5111,
71.7624,µm,Spot,2,5131,
69.8962,µm,Spot,3,5245,
58.0238,µm,Spot,3,5252,
46.1399,µm,Spot,3,5324,
46.3182,µm,Spot,3,5330,
38.9582,µm,Spot,3,5331,
42.2033,µm,Spot,3,5340,
62.8987,µm,Spot,3,5357,
59.4176,µm,Spot,3,5361,
57.9386,µm,Spot,3,5363,
65.1841,µm,Spot,3,5365,
39.9287,µm,Spot,3,5398,
52.3887,µm,Spot,3,5407,
55.9237,µm,Spot,3,5424,
47.6759,µm,Spot,3,5435,
51.3435,µm,Spot,3,5438,
50.4066,µm,Spot,3,5448,
40.2111,µm,Spot,3,5459,
32.7968,µm,Spot,3,5484,
27.7472,µm,Spot,3,5485,
44.7621,µm,Spot,3,5486,
45.0684,µm,Spot,3,5533,
45.231,µm,Spot,3,5541,
40.1623,µm,Spot,3,5542,
41.1275,µm,Spot,3,5543,
37.1967,µm,Spot,3,5558,
44.7497,µm,Spot,3,5559,
40.0477,µm,Spot,3,5560,
38.7978,µm,Spot,3,5566,
48.1767,µm,Spot,3,5567,
37.3484,µm,Spot,3,5568,
40.4915,µm,Spot,3,5571,
38.3629,µm,Spot,3,5577,
42.6416,µm,Spot,3,5582,
36.4447,µm,Spot,3,5595,
31.7973,µm,Spot,3,5600,
62.9873,µm,Spot,3,5637,
54.1392,µm,Spot,3,5642,
58.2089,µm,Spot,3,5643,
59.0834,µm,Spot,3,5651,
50.2148,µm,Spot,3,5665,
44.56,µm,Spot,3,5676,
39.2998,µm,Spot,3,5703,
39.3918,µm,Spot,3,5706,
36.3539,µm,Spot,3,5715,
40.1362,µm,Spot,3,5722,
42.2853,µm,Spot,3,5723,
44.676,µm,Spot,3,5725,
45.2983,µm,Spot,3,5727,
108.91,µm,Spot,3,5733,
