
Intensity Median Ch=8 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
319.76,,Spot,8,Image 1,1,5,
396.408,,Spot,8,Image 1,1,23,
333.104,,Spot,8,Image 1,1,29,
485.72,,Spot,8,Image 1,1,68,
238.04,,Spot,8,Image 1,1,75,
297.864,,Spot,8,Image 1,1,77,
461.88,,Spot,8,Image 1,1,88,
231.328,,Spot,8,Image 1,1,127,
186.32,,Spot,8,Image 1,1,142,
220.656,,Spot,8,Image 1,1,143,
232.176,,Spot,8,Image 1,1,162,
251.496,,Spot,8,Image 1,1,164,
262.728,,Spot,8,Image 1,1,167,
248.28,,Spot,8,Image 1,1,171,
380.04,,Spot,8,Image 1,1,173,
249.592,,Spot,8,Image 1,1,174,
239.8,,Spot,8,Image 1,1,182,
241.088,,Spot,8,Image 1,1,188,
223.832,,Spot,8,Image 1,1,190,
167.88,,Spot,8,Image 1,1,192,
236.656,,Spot,8,Image 1,1,201,
377.144,,Spot,8,Image 1,1,217,
256.7,,Spot,8,Image 1,1,222,
209.5,,Spot,8,Image 1,1,237,
236.744,,Spot,8,Image 1,1,239,
187.456,,Spot,8,Image 1,1,241,
228.048,,Spot,8,Image 1,1,242,
131.768,,Spot,8,Image 1,1,244,
166.728,,Spot,8,Image 1,1,246,
197.336,,Spot,8,Image 1,1,250,
178.624,,Spot,8,Image 1,1,257,
184.198,,Spot,8,Image 1,1,300,
330.4,,Spot,8,Image 1,1,303,
270.592,,Spot,8,Image 1,1,305,
276.148,,Spot,8,Image 1,1,309,
224.16,,Spot,8,Image 1,1,313,
134.16,,Spot,8,Image 1,1,350,
216.132,,Spot,8,Image 1,1,354,
202.208,,Spot,8,Image 1,1,364,
195.956,,Spot,8,Image 1,1,369,
197.088,,Spot,8,Image 1,1,378,
240.768,,Spot,8,Image 1,1,380,
288.928,,Spot,8,Image 1,1,387,
229.11,,Spot,8,Image 1,1,397,
231.008,,Spot,8,Image 1,1,400,
214.192,,Spot,8,Image 1,1,404,
199.964,,Spot,8,Image 1,1,406,
214.736,,Spot,8,Image 1,1,412,
189.464,,Spot,8,Image 1,1,413,
189.456,,Spot,8,Image 1,1,457,
197.848,,Spot,8,Image 1,1,458,
231.128,,Spot,8,Image 1,1,461,
378.352,,Spot,8,Image 1,1,484,
615.216,,Spot,8,Image 1,1,485,
400.104,,Spot,8,Image 1,1,487,
206.144,,Spot,8,Image 1,1,498,
204.848,,Spot,8,Image 1,1,509,
235.416,,Spot,8,Image 1,1,510,
251.496,,Spot,8,Image 1,1,513,
433.664,,Spot,8,Image 1,1,518,
508.526,,Spot,8,Image 1,1,520,
361.696,,Spot,8,Image 1,1,522,
383.032,,Spot,8,Image 1,1,528,
369.16,,Spot,8,Image 1,1,552,
237.986,,Spot,8,Image 1,1,565,
249.28,,Spot,8,Image 1,1,572,
174.112,,Spot,8,Image 1,1,604,
203.712,,Spot,8,Image 1,1,615,
230.712,,Spot,8,Image 1,1,616,
131.072,,Spot,8,Image 1,1,626,
201.096,,Spot,8,Image 1,1,631,
348.48,,Spot,8,Image 1,1,661,
473.894,,Spot,8,Image 1,1,688,
198.536,,Spot,8,Image 1,1,693,
362.952,,Spot,8,Image 1,1,696,
348.25,,Spot,8,Image 1,1,704,
232.304,,Spot,8,Image 1,1,707,
706.964,,Spot,8,Image 1,1,714,
206.044,,Spot,8,Image 1,1,716,
241.488,,Spot,8,Image 1,1,718,
209.632,,Spot,8,Image 1,1,730,
239.336,,Spot,8,Image 1,1,748,
159.016,,Spot,8,Image 1,1,762,
525.632,,Spot,8,Image 1,1,780,
520,,Spot,8,Image 1,1,782,
454.167,,Spot,8,Image 1,1,783,
604.57,,Spot,8,Image 1,1,789,
376.232,,Spot,8,Image 1,1,790,
147.624,,Spot,8,Image 1,1,792,
342.208,,Spot,8,Image 1,1,794,
799.432,,Spot,8,Image 1,1,797,
351.28,,Spot,8,Image 1,1,798,
401.944,,Spot,8,Image 1,1,800,
344.888,,Spot,8,Image 1,1,809,
307.92,,Spot,8,Image 1,1,812,
227.232,,Spot,8,Image 1,1,814,
334.576,,Spot,8,Image 1,1,822,
